Particular,A031,A032,A033,A034,A035,A036,A037,A038,A040,A041,A042,A960,Total
          Office of the Secretary,0,0,0,361,"9,368","199,292",0,"24,100","5,438",0,0,0,"238,559"
,,,,,,,,,,,,,
     Department of Education,0,0,0,"5,037,456","379,803","3,083,630",0,"8,020","714,391",0,0,0,"9,223,300"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,"5,037,456","369,266","3,080,049",0,"4,025","713,003",0,0,0,"9,203,799"
          National Book Development Board,0,0,0,0,0,260,0,0,0,0,0,0,260
          National Council for Children's Television,0,0,0,0,0,645,0,0,0,0,0,0,645
          National Museum,0,0,0,0,"10,537","1,273",0,0,0,0,0,0,"11,810"
          Philippine High School for the Arts,0,0,0,0,0,"1,403",0,"3,995","1,388",0,0,0,"6,786"
,,,,,,,,,,,,,
     State Universities and Colleges,"64,534",0,335,"20,571","1,616,199","367,737",654,"1,399","21,421",0,500,0,"2,093,350"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          NATIONAL CAPITAL REGION,"13,395",0,0,0,"1,161,962","208,033",0,0,"5,000",0,0,0,"1,388,390"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Eulogio 'Amang' Rodriguez Institute of,,,,,,,,,,,,,
                     Science and Technology,0,0,0,0,0,"3,305",0,0,0,0,0,0,"3,305"
               Marikina Polytechnic College,0,0,0,0,0,227,0,0,0,0,0,0,227
               Philippine Normal University,"2,612",0,0,0,0,397,0,0,0,0,0,0,"3,009"
               Philippine State College of Aeronautics,0,0,0,0,0,216,0,0,0,0,0,0,216
               Polytechnic University of the Philippines,0,0,0,0,0,"25,851",0,0,0,0,0,0,"25,851"
               Rizal Technological University,0,0,0,0,0,583,0,0,0,0,0,0,583
               Technological University of the Philippines,0,0,0,0,0,"3,012",0,0,0,0,0,0,"3,012"
               University of the Philippines System,"10,783",0,0,0,"1,161,962","174,442",0,0,"5,000",0,0,0,"1,352,187"
,,,,,,,,,,,,,
          Region I - ILOCOS,0,0,0,0,0,"9,616",0,0,0,0,0,0,"9,616"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Don Mariano Marcos Memorial State University,0,0,0,0,0,"1,440",0,0,0,0,0,0,"1,440"
               Ilocos Sur Polytechnic State College,0,0,0,0,0,"1,012",0,0,0,0,0,0,"1,012"
               Mariano Marcos State University,0,0,0,0,0,345,0,0,0,0,0,0,345
               Pangasinan State University,0,0,0,0,0,"4,438",0,0,0,0,0,0,"4,438"
               University of Northern Philippines,0,0,0,0,0,"2,381",0,0,0,0,0,0,"2,381"
,,,,,,,,,,,,,
          CORDILLERA ADMINISTRATIVE REGION,"3,002",0,0,14,"4,093","7,251",0,0,"5,363",0,0,0,"19,723"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Abra State Institute of Science and Technology,0,0,0,0,0,400,0,0,0,0,0,0,400
               Apayao State College,0,0,0,14,0,646,0,0,"3,640",0,0,0,"4,300"
               Benguet State University,"3,002",0,0,0,0,0,0,0,0,0,0,0,"3,002"
               Ifugao State University (Ifugao State,,,,,,,,,,,,,
                     College of Agriculture and Forestry),0,0,0,0,"1,481","2,997",0,0,0,0,0,0,"4,478"
               Kalinga-Apayao State College,0,0,0,0,"2,612",400,0,0,0,0,0,0,"3,012"
               Mountain Province State Polytechnic College,0,0,0,0,0,"2,808",0,0,"1,723",0,0,0,"4,531"
,,,,,,,,,,,,,
          Region II - CAGAYAN VALLEY,"8,495",0,26,116,"7,037","5,442",200,0,"1,827",0,0,0,"23,143"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Batanes State College (Batanes,,,,,,,,,,,,,
                     Polytechnic College),"2,512",0,0,0,0,392,0,0,0,0,0,0,"2,904"
               Cagayan State University,0,0,0,0,0,"1,441",0,0,647,0,0,0,"2,088"
               Isabela State University,"2,844",0,0,0,"4,994","2,218",0,0,"1,180",0,0,0,"11,236"
               Nueva Vizcaya State University ( NVSIT,,,,,,,,,,,,,
                     and NVSPC),"3,139",0,0,0,0,764,0,0,0,0,0,0,"3,903"
               Quirino State College,0,0,26,116,"2,043",627,200,0,0,0,0,0,"3,012"
,,,,,,,,,,,,,
          Region III - CENTRAL LUZON,0,0,0,"7,020","98,298","24,662",0,"1,183",0,0,0,0,"131,163"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Aurora State College of Technology,0,0,0,0,"8,011","4,389",0,0,0,0,0,0,"12,400"
               Bataan Peninsula State University,0,0,0,"5,024","13,827",0,0,0,0,0,0,0,"18,851"
               Central Luzon State University,0,0,0,0,"20,995","4,864",0,0,0,0,0,0,"25,859"
               Bulacan State University,0,0,0,0,"27,612","2,505",0,0,0,0,0,0,"30,117"
               Bulacan Agricultural State College,0,0,0,0,"2,286",400,0,0,0,0,0,0,"2,686"
               Don Honorio Ventura Technological State,,,,,,,,,,,,,
                     University (DHVCAT),0,0,0,0,"2,915",97,0,0,0,0,0,0,"3,012"
               Nueva Ecija University of Science and Technology,0,0,0,0,"2,987",358,0,0,0,0,0,0,"3,345"
               Pampanga Agricultural College,0,0,0,0,"2,591","1,233",0,"1,183",0,0,0,0,"5,007"
               Philippine Merchant Marine Academy,0,0,0,0,"3,012",171,0,0,0,0,0,0,"3,183"
               Ramon Magsaysay Technological University,0,0,0,0,0,"2,988",0,0,0,0,0,0,"2,988"
               Tarlac College of Agriculture,0,0,0,"1,996","14,062","3,009",0,0,0,0,0,0,"19,067"
               Tarlac State University,0,0,0,0,0,"4,648",0,0,0,0,0,0,"4,648"
,,,,,,,,,,,,,
          Region IV-A - CALABARZON,"4,539",0,0,0,"11,418","7,594",0,0,"2,825",0,0,0,"26,376"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Batangas State University,"2,612",0,0,0,"10,000",0,0,0,"1,410",0,0,0,"14,022"
               Cavite State University,0,0,0,0,0,671,0,0,0,0,0,0,671
               Laguna State Polytechnic University,,,,,,,,,,,,,
                     (Laguna State Polytechnic College),"1,927",0,0,0,0,719,0,0,0,0,0,0,"2,646"
               Southern Luzon State University,,,,,,,,,,,,,
                     (Southern Luzon Polytechnic College),0,0,0,0,"1,418",0,0,0,"1,415",0,0,0,"2,833"
               University of Rizal System,0,0,0,0,0,"6,204",0,0,0,0,0,0,"6,204"
,,,,,,,,,,,,,
          Region IV-B - MIMAROPA,"9,871",0,0,0,"4,805","3,188",0,0,290,0,0,0,"18,154"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Marinduque State College,"2,117",0,0,0,0,250,0,0,0,0,0,0,"2,367"
               Mindoro State College of Agriculture and Technology,"2,533",0,0,0,"2,610",380,0,0,0,0,0,0,"5,523"
               Occidental Mindoro State College,,,,,,,,,,,,,
                     (Occidental Mindoro National College),"2,609",0,0,0,0,"1,518",0,0,290,0,0,0,"4,417"
               Romblon State University (Romblon State College),0,0,0,0,"2,195",0,0,0,0,0,0,0,"2,195"
               Western Philippines University,"2,612",0,0,0,0,"1,040",0,0,0,0,0,0,"3,652"
,,,,,,,,,,,,,
          Region V - BICOL,"3,998",0,0,"3,298","136,458","16,655",454,0,"1,050",0,0,0,"161,913"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Bicol University,"2,998",0,0,0,"118,535","6,012",0,0,0,0,0,0,"127,545"
               Camarines Norte State College,0,0,0,0,"4,479",0,0,0,0,0,0,0,"4,479"
               Camarines Sur Polytechnic Colleges,0,0,0,0,"3,012","2,550",454,0,0,0,0,0,"6,016"
               Central Bicol State University of,,,,,,,,,,,,,
                     Agriculture  (Camarines Sur State,,,,,,,,,,,,,
                     Agricultural College),0,0,0,0,0,"2,124",0,0,555,0,0,0,"2,679"
               Catanduanes State Colleges,"1,000",0,0,"1,150",400,283,0,0,0,0,0,0,"2,833"
"               Dr. Emilio B. Espinosa, Sr. Memorial",,,,,,,,,,,,,
                     State College of Agriculture and Technology,0,0,0,"2,148",237,780,0,0,495,0,0,0,"3,660"
               Partido State University,0,0,0,0,"9,795",0,0,0,0,0,0,0,"9,795"
               Sorsogon State College,0,0,0,0,0,"4,906",0,0,0,0,0,0,"4,906"
,,,,,,,,,,,,,
          Region VI - WESTERN VISAYAS,"6,256",0,0,0,"18,838","10,591",0,0,0,0,0,0,"35,685"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Aklan State University,0,0,0,0,"5,224",800,0,0,0,0,0,0,"6,024"
               Capiz State University,"2,612",0,0,0,0,400,0,0,0,0,0,0,"3,012"
               Carlos C. Hilado Memorial State College,"1,032",0,0,0,0,0,0,0,0,0,0,0,"1,032"
               Guimaras State College,"2,612",0,0,0,0,400,0,0,0,0,0,0,"3,012"
               Iloilo State College of Fisheries,0,0,0,0,"2,079",533,0,0,0,0,0,0,"2,612"
               Negros State College of Agriculture,0,0,0,0,"4,951",400,0,0,0,0,0,0,"5,351"
               Northern Iloilo Polytechnic State College,0,0,0,0,"1,112","1,900",0,0,0,0,0,0,"3,012"
               Northern Negros State College of Science,,,,,,,,,,,,,
                     and Technology,0,0,0,0,"2,882",0,0,0,0,0,0,0,"2,882"
               University of Antique (Polytechnic State,,,,,,,,,,,,,
                     College of Antique),0,0,0,0,"2,590",390,0,0,0,0,0,0,"2,980"
               Western Visayas College of Science and Technology,0,0,0,0,0,"2,772",0,0,0,0,0,0,"2,772"
               West Visayas State University,0,0,0,0,0,"2,996",0,0,0,0,0,0,"2,996"
,,,,,,,,,,,,,
          Region VII - CENTRAL VISAYAS,"1,755",0,0,"1,001","46,001","12,802",0,0,345,0,0,0,"61,904"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Cebu Normal University,0,0,0,"1,000",0,"2,007",0,0,0,0,0,0,"3,007"
               Cebu Technological University (Cebu,,,,,,,,,,,,,
                     State College of Science and Technology),0,0,0,0,0,"2,327",0,0,345,0,0,0,"2,672"
               Bohol Island State University  (Central,,,,,,,,,,,,,
"                     Visayas State College of Agr., ",,,,,,,,,,,,,
                     Forestry and Tech.),0,0,0,0,0,"3,012",0,0,0,0,0,0,"3,012"
               Negros Oriental State University,,,,,,,,,,,,,
                     (Central Visayas Polytechnic College),0,0,0,0,"46,000","5,000",0,0,0,0,0,0,"51,000"
               Siquijor State College,"1,755",0,0,1,1,456,0,0,0,0,0,0,"2,213"
,,,,,,,,,,,,,
          Region VIII - EASTERN VISAYAS,0,0,9,"1,791","21,277","17,346",0,25,737,0,0,0,"41,185"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Eastern Samar State University,0,0,0,0,54,"4,041",0,0,471,0,0,0,"4,566"
               Eastern Visayas State University (Leyte,,,,,,,,,,,,,
                     Institute of Technology),0,0,0,0,"5,396",0,0,0,0,0,0,0,"5,396"
               Leyte Normal University,0,0,0,0,"2,539",0,0,0,0,0,0,0,"2,539"
               Visayas State University (Leyte State University),0,0,0,0,"1,807","2,256",0,0,0,0,0,0,"4,063"
               Naval State University (Naval Institute,,,,,,,,,,,,,
                     of Technology),0,0,0,0,"1,998",777,0,0,30,0,0,0,"2,805"
               Palompon Institute of Technology,0,0,0,"1,468",0,"1,544",0,0,0,0,0,0,"3,012"
               Southern Leyte State University,,,,,,,,,,,,,
                     (Southern Leyte State College of,,,,,,,,,,,,,
                     Sci. and Tech. and TONC),0,0,9,234,"2,201","3,370",0,25,236,0,0,0,"6,075"
               Samar State College of Agriculture and Forestry,0,0,0,89,"1,270",900,0,0,0,0,0,0,"2,259"
               Samar State University (Samar State,,,,,,,,,,,,,
                     Polytechnic College),0,0,0,0,0,"1,612",0,0,0,0,0,0,"1,612"
               Northwest Samar State University (TTMIST,,,,,,,,,,,,,
                     and SSCAF),0,0,0,0,"3,012","1,012",0,0,0,0,0,0,"4,024"
               University of Eastern Philippines,0,0,0,0,"3,000","1,834",0,0,0,0,0,0,"4,834"
,,,,,,,,,,,,,
          Region IX - ZAMBOANGA PENINSULA,0,0,0,0,"44,328","9,316",0,0,333,0,0,0,"53,977"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               J. H. Cerilles State College,0,0,0,0,"40,000","3,012",0,0,0,0,0,0,"43,012"
               Jose Rizal Memorial State University,,,,,,,,,,,,,
                     (Jose Rizal Memorial State College),0,0,0,0,0,"1,501",0,0,0,0,0,0,"1,501"
               Western Mindanao State University,0,0,0,0,"1,716",554,0,0,333,0,0,0,"2,603"
               Zamboanga City State Polytechnic College,0,0,0,0,"2,612",500,0,0,0,0,0,0,"3,112"
               Zamboanga State College of Marine,,,,,,,,,,,,,
                     Sciences and Technology,0,0,0,0,0,"3,749",0,0,0,0,0,0,"3,749"
,,,,,,,,,,,,,
          Region X - NORTHERN MINDANAO,"9,828",0,0,895,"14,188","8,539",0,0,"1,016",0,0,0,"34,466"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Bukidnon State College,0,0,0,0,0,"2,837",0,0,0,0,0,0,"2,837"
               Camiguin Polytechnic State College,0,0,0,0,"12,012",0,0,0,0,0,0,0,"12,012"
               Central Mindanao University,"2,654",0,0,0,0,145,0,0,0,0,0,0,"2,799"
               Mindanao University of Science and Technology,"4,346",0,0,895,"2,176","1,258",0,0,18,0,0,0,"8,693"
               MSU-Iligan Institute of Technology,0,0,0,0,0,"2,373",0,0,998,0,0,0,"3,371"
               Misamis Oriental State College of,,,,,,,,,,,,,
                     Agriculture and Technology,"1,346",0,0,0,0,396,0,0,0,0,0,0,"1,742"
               Northwestern Mindanao State College of,,,,,,,,,,,,,
                     Science and Technology,"1,482",0,0,0,0,"1,530",0,0,0,0,0,0,"3,012"
,,,,,,,,,,,,,
          Region XI - DAVAO REGION,0,0,0,"2,401","9,263","2,666",0,191,385,0,0,0,"14,906"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Davao del Norte State College,0,0,0,0,"4,249",0,0,0,0,0,0,0,"4,249"
               Davao Oriental State College of Science,,,,,,,,,,,,,
                     and Technology,0,0,0,325,"5,000",947,0,191,0,0,0,0,"6,463"
               Southern Philippines Agri-Business and,,,,,,,,,,,,,
                     Marine and Aquatic School of Technology,0,0,0,965,14,"1,629",0,0,385,0,0,0,"2,993"
               University of Southeastern Philippines,0,0,0,"1,111",0,90,0,0,0,0,0,0,"1,201"
,,,,,,,,,,,,,
          Region XII - MAIN SOCCSKSARGEN,771,0,0,"1,477","7,234",900,0,0,0,0,0,0,"10,382"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Cotabato City State Polytechnic College,0,0,0,"1,477","2,012",0,0,0,0,0,0,0,"3,489"
               Cotabato Foundation College of Science,,,,,,,,,,,,,
                     and Technology,0,0,0,0,"2,610",400,0,0,0,0,0,0,"3,010"
               Sultan Kudarat State University (Sultan,,,,,,,,,,,,,
                     Kudarat Polytechnic State College),0,0,0,0,"2,612",400,0,0,0,0,0,0,"3,012"
               University of Southern Mindanao,771,0,0,0,0,100,0,0,0,0,0,0,871
,,,,,,,,,,,,,
          CARAGA ADMINISTRATIVE REGION,"2,624",0,0,0,"4,032","5,913",0,0,0,0,0,0,"12,569"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Agusan del Sur State College of,,,,,,,,,,,,,
