month,time,north_avenue_entry,north_avenue_exit,quezon_avenue_entry,quezon_avenue_exit,gma_kamuning_entry,gma_kamuning_exit,cubao_entry,cubao_exit,santolan_entry,santolan_exit,ortigas_entry,ortigas_exit,shaw_blvd_entry,shaw_blvd_exit,boni_avenue_entry,boni_avenue_exit,guadalupe_entry,guadalupe_exit,buendia_entry,buendia_exit,ayala_avenue_entry,ayala_avenue_exit,magallanes_entry,magallanes_exit,taft_entry,taft_exit
January,04:00 - 04:59,169,0,542,0,876,0,1717,2,15,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
January,05:00 - 05:59,71980,2447,27882,3008,19161,2205,41487,9086,2918,1959,2616,7168,19095,16342,6577,10954,12903,13128,2591,11158,4964,20640,12224,20122,33620,24266
January,06:00 - 06:59,165418,31832,76787,27548,43034,15308,73320,46801,7870,10502,10391,23835,51163,51589,23366,26963,47726,33648,8596,38616,17861,58988,39999,50752,97335,79821
January,07:00 - 07:59,238475,49405,102883,56350,47949,32469,70586,75772,11937,27175,19845,59291,82236,102036,42008,52330,77408,47965,15400,77173,28507,97671,70448,86138,171718,118872
January,08:00 - 08:59,229857,56463,89733,61322,40834,31538,75090,86463,14417,35943,22077,85957,82871,126965,40239,56163,80097,54131,13706,82630,25815,108887,69275,91267,179691,122286
January,09:00 - 09:59,171931,69744,71601,49237,37685,26137,85670,88594,14118,37395,19349,79864,77095,122132,34431,49787,75307,53667,14908,55536,27199,111896,60022,66199,150153,126823
January,10:00 - 10:59,124797,64328,58712,37814,31634,21747,88797,90945,13138,28539,17562,53224,65617,95783,28693,34891,61267,47164,16002,34011,28790,80996,49356,40679,127893,117763
January,11:00 - 11:59,118684,72584,56290,35404,31099,19325,101689,102752,14125,19215,20029,51228,68828,89225,29123,29312,59972,46927,17313,25786,33271,83224,46103,34652,122671,119820
January,12:00 - 12:59,106785,76309,52317,37264,29558,18647,83676,86147,13087,15851,21313,46534,70873,82485,28790,27918,58676,44977,18226,24824,39101,70074,46050,31249,123190,123019
January,13:00 - 13:59,96066,72103,48761,39507,26554,20578,107480,113561,13784,16590,22647,44224,70824,80918,28874,30867,56399,44739,17964,28041,43236,62510,45203,31801,119758,124857
January,14:00 - 14:59,85532,79851,46508,39908,26741,21247,99414,116434,15159,15504,28349,39446,73919,74203,30820,27878,55884,46329,23688,23502,49245,56953,49802,28340,117738,125563
January,15:00 - 15:59,78108,94706,46352,44510,28516,22419,83927,110446,16287,14109,33127,37510,79769,75268,32975,28753,54398,50488,29242,18147,60012,51832,54070,27393,126353,127487
January,16:00 - 16:59,81174,112206,54880,52530,32234,29044,83312,119004,19827,12897,39929,35945,87677,75837,36655,31081,59084,58638,38662,15274,78274,54343,73500,28305,138993,138934
January,17:00 - 17:59,93521,146263,69651,72976,45357,37869,91893,141871,28230,13460,57092,38418,105868,86656,49736,35488,67317,73408,60459,15928,92570,64461,112609,32460,157313,163468
January,18:00 - 18:59,94446,175278,64360,86322,33063,41738,96413,152286,22587,13153,64440,41697,113393,94031,52595,42456,59385,81198,64427,16542,113813,68394,119321,30707,155262,178429
January,19:00 - 19:59,94461,173438,46624,85986,24325,40351,83147,148852,15868,11726,47638,35420,93244,89017,41554,42920,48079,75205,47259,15623,112515,58593,90164,25178,136168,162754
January,20:00 - 20:59,88036,134203,36096,70817,18537,32609,74108,123477,13237,9147,34179,28450,76984,73735,32048,38361,41706,59670,28260,21972,91361,47690,60985,21585,102894,125791
January,21:00 - 21:59,78456,110095,25000,54899,11899,24139,55873,97655,6415,6492,24062,22505,58347,61457,23950,32404,32126,50442,17847,19098,87174,34846,41292,17845,76476,96920
January,22:00 - 22:59,5086,72021,1890,28203,1264,13088,6461,49485,981,2956,6132,6684,14945,21638,8432,9265,12432,15572,6622,6228,30443,11388,13182,5681,22375,35569
January,23:00 - 23:59,2,3050,2,689,2,250,10,924,1,17,0,12,1,13,0,0,0,0,0,0,0,0,1,1,1,0
January,00:00 - 00:59,0,0,0,0,0,0,671,583,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,1
January,01:00 - 01:59,0,0,0,0,0,0,688,776,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
January,02:00 - 02:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
February,03:00 - 03:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
February,04:00 - 04:59,2536,0,1324,0,1008,9,2823,121,131,0,55,2,75,0,0,0,4,0,0,0,0,0,0,0,0,0
February,05:00 - 05:59,70249,5497,25971,4160,18332,2662,41486,9780,2715,2028,2336,6936,19061,15482,6587,10169,13331,12578,2501,10968,4852,19114,12276,18235,32584,20467
February,06:00 - 06:59,165166,28403,75616,25173,41151,15113,72525,47454,7767,10843,10851,24764,50037,52926,23889,27238,46859,32609,8838,38293,17827,59555,39692,51044,95764,73030
February,07:00 - 07:59,229173,50219,106513,55633,46247,31571,68709,75644,12238,27723,18502,58262,78587,100041,42058,50238,75071,46596,15305,72175,28188,93961,65735,83488,165746,109715
February,08:00 - 08:59,208297,54060,85661,58500,35359,30909,69694,85810,13765,35262,20352,82069,79752,119871,40105,52402,76612,48445,13147,74560,25584,100422,65766,85324,166583,107796
February,09:00 - 09:59,160805,66014,67530,46297,35965,24645,80711,86729,13350,35970,18495,75299,72308,113728,33702,48295,71010,48728,13767,50223,26113,106919,55366,64038,138326,117569
