province,position,name,nickname,party_affiliation,votes_obtained
Compostela Valley,Provincial Board Member,"Codilla, Heracleo Codog",Manoy Simeon,Independent,42226
Compostela Valley,Provincial Board Member,"Barte, Neri Rapista",Nonong,Lakas-Kampi,45808
Compostela Valley,Provincial Board Member,"Galicia, Paul Pregua",Toto,Lakas-Kampi,54062
Compostela Valley,Provincial Board Member,"Lopoz, Arvin Dexter Monforte",Dex,Lakas-Kampi,55667
Compostela Valley,Provincial Board Member,"Brillantes, Joselito Belenson",Lito,Lakas-Kampi,72967
Compostela Valley,Provincial Board Member,"Takasan, Moran Balonggo",Ran,Lakas-Kampi,58988
Compostela Valley,Provincial Board Member,"Flores, Ruben De Los Reyes",Ben,Lakas-Kampi,66523
Compostela Valley,Provincial Board Member,"Caballero, Kristine Mae Taytayan",Kris,Liberal Party,68121
Compostela Valley,Provincial Board Member,"Richa, Cesar Dollamar",Sar,Lakas-Kampi,69968
Compostela Valley,Provincial Board Member,"Gonzaga, Ruwel Peter Sambas",Ruwel,Lakas-Kampi,78922
Cotabato (North Cotabato),Provincial Governor,"Mendoza, Emmylou Talino",Lala,Lakas-Kampi,236966
Cotabato (North Cotabato),Provincial Vice-Governor,"Ipong, Gregorio Tocmo",Dodong,Lakas-Kampi,252945
Cotabato (North Cotabato),Provincial Board Member,"Sorupia, Vicente Jr. Candole",Boy,Lakas-Kampi,74862
Cotabato (North Cotabato),Provincial Board Member,"Rapacon, Celestino Rapanot",Celes,Lakas-Kampi,84081
Cotabato (North Cotabato),Provincial Board Member,"Concepcion, Ernesto Margate",Erning,Lakas-Kampi,84815
Cotabato (North Cotabato),Provincial Board Member,"Garcesa, Eliseo Jr. Dogoldogol",Nonoy,Lakas-Kampi,85438
Cotabato (North Cotabato),Provincial Board Member,"Macasarte, Shirlyn Demegillo",Neneng,Liberal Party,88037
Cotabato (North Cotabato),Provincial Board Member,"Baynosa, Noel Sy",Toto Noel,Lakas-Kampi,72446
Cotabato (North Cotabato),Provincial Board Member,"Respicio, Onofre Lucas",Ofring,Lakas-Kampi,87221
Cotabato (North Cotabato),Provincial Board Member,"Tejada, Jose Inserto",Pingping,Lakas-Kampi,89051
Cotabato (North Cotabato),Provincial Board Member,"Pagal, Airene Claire Apolinario",Aying,Lakas-Kampi,100615
Cotabato (North Cotabato),Provincial Board Member,"Cadungon, Cristobal Doloroso",Cris,Lakas-Kampi,119166
Davao (Davao del Norte),Provincial Governor,"Del Rosario, Rodolfo Paguia",Rdr-Dolfo,Liberal Party,296453
Davao (Davao del Norte),Provincial Vice-Governor,"Suaybaguio, Victorio Jr. Rina",Baby,Liberal Party,230220
Davao (Davao del Norte),Provincial Board Member,"De Veyra, Alfredo Demagnaong",Fred,Lakas-Kampi,53723
Davao (Davao del Norte),Provincial Board Member,"Lagunzad, Antonio Maranon",Tony,Liberal Party,72533
Davao (Davao del Norte),Provincial Board Member,"Eliot, Vicente Sr. Castor",Enting,Liberal Party,77073
Davao (Davao del Norte),Provincial Board Member,"Millan, Raymond Joey Diamante",Joey,Liberal Party,88691
Davao (Davao del Norte),Provincial Board Member,"Aala, Shirley Belen Rafol",She,Liberal Party,95283
Davao (Davao del Norte),Provincial Board Member,"Duco, Hernanie Ledesma",Nanie,Lakas-Kampi,61045
Davao (Davao del Norte),Provincial Board Member,"Dacalus, Ely Cartagina",Ely,Lakas-Kampi,68176
Davao (Davao del Norte),Provincial Board Member,"Dujali, Alan Ruales",Aldo,Independent,72138
Davao (Davao del Norte),Provincial Board Member,"Lu, Daniel Aboyme",Dr. Lu,Lakas-Kampi,75112
Davao (Davao del Norte),Provincial Board Member,"Gavina, Janet Gamao",Jan,Lakas-Kampi,80000
Davao Del Sur,Provincial Governor,"Cagas, Douglas Ralota",Dodo,Nacionalista Party,163440
Davao Del Sur,Provincial Vice-Governor,"Latasa, Arsenio Agonia",Boy,Nationalist People's Coalition,171013
Davao Del Sur,Provincial Board Member,"Manos, Marvin Veloso",Marvs,Nacionalista Party,63471
Davao Del Sur,Provincial Board Member,"Molina, Ricardo Jr. Sarabillo",Dodong,Nacionalista Party,77414
Davao Del Sur,Provincial Board Member,"ALapiang Manggagawaendras, Aileen Condevillamar",Aileen,Independent,78645
Davao Del Sur,Provincial Board Member,"Llanos, Nonito III Avila",Dondon,Independent,88499
Davao Del Sur,Provincial Board Member,"Cagas, Mercedes Chan",Didi,Nacionalista Party,88978
Davao Del Sur,Provincial Board Member,"Gealon, Ligaya Pascua",Gay,Nationalist People's Coalition,30891
Davao Del Sur,Provincial Board Member,"Masiwel, Isabelo Matampole",Bheloy,Nacionalista Party,31074
Davao Del Sur,Provincial Board Member,"Parcasio, Princess Erum Musa",Erum,Nationalist People's Coalition,37787
Davao Del Sur,Provincial Board Member,"Colina, Allan Guzman",Lan,Lakas-Kampi,38253
Davao Del Sur,Provincial Board Member,"Baliota, Fatima Grace Bahinting",Fat,Nacionalista Party,43278
Davao Oriental,Provincial Governor,"Malanyaon, Corazon Nunez",Cora,Nacionalista Party,181726
Davao Oriental,Provincial Vice-Governor,"ALapiang Manggagawaario, Joel Mayo Zosa",Mayo,Lakas-Kampi,147103
Davao Oriental,Provincial Board Member,"Olea, Ramona Batao",Micmic,Nacionalista Party,32820
Davao Oriental,Provincial Board Member,"Tambilawan, Anna Louise Rico",Analoy,Independent,34869
Davao Oriental,Provincial Board Member,"Uy, Nestor Lopez",Toy,Nacionalista Party,38838
Davao Oriental,Provincial Board Member,"PaLapiang Manggagawaa Gil, Mario Jose Toroba",Jepot,Liberal Party,40372
Davao Oriental,Provincial Board Member,"Lara, Ronald Velasco",Pepot,Nacionalista Party,46445
Davao Oriental,Provincial Board Member,"Linsag, Daud Villaruz",Dondon,Independent,50778
Davao Oriental,Provincial Board Member,"Yu, Justina Buenviaje",Tina,Nacionalista Party,51363
Davao Oriental,Provincial Board Member,"Rabat, Anthony John Eric Nakpil",Eric,Lakas-Kampi,53001
Davao Oriental,Provincial Board Member,"Miones, Delfin Bauyot",Dodo,Nacionalista Party,58486
Davao Oriental,Provincial Board Member,"Uy, Nino Sotero Jr. Lopez",Niño,Lakas-Kampi,65056
Dinagat Islands,Provincial Governor,"Ecleo, Glenda Buray",Mommy Glen,Lakas-Kampi,33895
Dinagat Islands,Provincial Vice-Governor,"Villaroman, Geraldine Ecleo",Jade,Independent,23077
Dinagat Islands,Provincial Board Member,"Ecleo, Romeo Palapo",Eukim,Lakas-Kampi,8988
Dinagat Islands,Provincial Board Member,"Salcedo, Richard Ecle",Ricky,Lakas-Kampi,9099
Dinagat Islands,Provincial Board Member,"Baltar, Floro Jr. Fuego",Jun,Lakas-Kampi,9880
Dinagat Islands,Provincial Board Member,"Lagroma, Merlinda Dalisay",Merly,Lakas-Kampi,10185
Dinagat Islands,Provincial Board Member,"Ladaga, Rolizareth Torralba",Babie,Lakas-Kampi,11292
Dinagat Islands,Provincial Board Member,"Sarita, Norberto Sr. Andilab",Bebie,Lakas-Kampi,9692
Dinagat Islands,Provincial Board Member,"Alcaria, Bernardino Jr. Famat",Ben,Lakas-Kampi,9749
Dinagat Islands,Provincial Board Member,"Gulfo, Nilo Petilo",Neil,Lakas-Kampi,10401
Dinagat Islands,Provincial Board Member,"Menil, Mario Pegoro",Mar,Lakas-Kampi,10882
Dinagat Islands,Provincial Board Member,"Ecleo, Joslyn Itable",Angel,Lakas-Kampi,13814
Eastern Samar,Provincial Governor,"Nicart, Conrado Jr. Basada",Aklan,Nacionalista Party,48186
Eastern Samar,Provincial Vice-Governor,"Gonzales, Christopher S. Projemo",Sheen,Lakas-Kampi,110631
Eastern Samar,Provincial Board Member,"Suyot, Byron Macabasag",By,Lakas-Kampi,29766
Eastern Samar,Provincial Board Member,"Cabato, Celestino Apigo",Tinoy,Nacionalista Party,34564
Eastern Samar,Provincial Board Member,"Aklao, Aldwin Uy",Bondos,Lakas-Kampi,40082
Eastern Samar,Provincial Board Member,"Balato, Floro, Sr BaLapiang Manggagawaes",Floro,Nacionalista Party,41606
Eastern Samar,Provincial Board Member,"Montallana, Joji Norombaba",Joji,Lakas-Kampi,42148
Eastern Samar,Provincial Board Member,"Reyes, Beatriz Lopez",Betty,Lakas-Kampi,31424
Eastern Samar,Provincial Board Member,"Baldono, Jenny Galo",Jenny,Partido Demokratiko Sosyalista ng Pilipinas,31869
Eastern Samar,Provincial Board Member,"Abuda, Jonas Bernardo",Onang,Lakas-Kampi,39090
Eastern Samar,Provincial Board Member,"Sabulao, Enerio Macasa",Dodoy,Lakas-Kampi,41039
Eastern Samar,Provincial Board Member,"Cabacaba, Gorgonio Baguis",Goyo,Lakas-Kampi,44333
Guimaras,Provincial Governor,"Nava, Felipe Hilan Arano",Nene,Lakas-Kampi,56766
Guimaras,Provincial Vice-Governor,"Tionado, Aurelio Guevara",Apoy,Lakas-Kampi,49824
Guimaras,Provincial Board Member,"Denila, WiLapiang Manggagawae Gabasa",Wil,Lakas-Kampi,16242
Guimaras,Provincial Board Member,"Gadnanan, Rolando Tabuena",Landoy,Lakas-Kampi,17197
Guimaras,Provincial Board Member,"Habana, Roy Pillora",Roy,Nacionalista Party,17614
Guimaras,Provincial Board Member,"De Asis, Vicente Beltran",Etik,Lakas-Kampi,17819
Guimaras,Provincial Board Member,"Esmeralda, Emilio Sevelo",Emil,Lakas-Kampi,17635
Guimaras,Provincial Board Member,"Detablan, Josephine Molo",Sepin,Lakas-Kampi,18366
Guimaras,Provincial Board Member,"Gange, Patricio Galanto",Patring,Nacionalista Party,21103
Guimaras,Provincial Board Member,"Gonzaga, Avelino Galleto",Nene,Lakas-Kampi,22832
Ifugao,Provincial Governor,"Balitang, Eugene Mariano",Emb,Liberal Party,40080
Ifugao,Provincial Vice-Governor,"Mayam-O, Pedro Guhmi",Pete,Liberal Party,37026
Ifugao,Provincial Board Member,"Mangyao, Robert Buminaang",Bert,Nacionalista Party,16294
Ifugao,Provincial Board Member,"Bunnol, Victor, Jr Hagada",Jun,Independent,16915
Ifugao,Provincial Board Member,"Humiwat, Robert Kindipan",Robert,Nacionalista Party,17896
Ifugao,Provincial Board Member,"Gullitiw, Jose Jordan Timacdog",Jordan,Nacionalista Party,18408
Ifugao,Provincial Board Member,"AtlUnited Negros Alliance, Samson Tanggana",Sam,Lakas-Kampi,12806
Ifugao,Provincial Board Member,"Dulnuan, James Frederick Facullo",Ricky,Independent,15204
Ifugao,Provincial Board Member,"Bongtiwon, Clemente Tanggana",Clemen,Lakas-Kampi,16855
Ifugao,Provincial Board Member,"Odan, Joseph Juguiad",Jojo,Lakas-Kampi,19202
Ilocos Norte,Provincial Governor,"Marcos, Maria Imelda Romualdez",Imee,Nacionalista Party,196552
Ilocos Norte,Provincial Vice-Governor,"Barba, Eugenio Angelo Marcos",Angelo,Lakas-Kampi,132123
Ilocos Norte,Provincial Board Member,"Lazo, Vicentito Mandac",Toto,Nacionalista Party,39258
Ilocos Norte,Provincial Board Member,"Respicio II, Juan Conrado Absing",Conrad,Nacionalista Party,47755
Ilocos Norte,Provincial Board Member,"Balbag, Rogelio Ramos",Roger,Independent,54086
Ilocos Norte,Provincial Board Member,"Cimatu, Fidel Jr. Agullana",Fidel,Kilusang Bagong Lipunan,58042
Ilocos Norte,Provincial Board Member,"Salenda, Portia Pamela Respicio",Portia,Nacionalista Party,58734
Ilocos Norte,Provincial Board Member,"Ambrocio, Domingo Jr. Curimao",Doming,Nacionalista Party,45966
Ilocos Norte,Provincial Board Member,"Gaoat, Ramon Manarpiis",Doctor Mon,Lakas-Kampi,46249
Ilocos Norte,Provincial Board Member,"Garcia, Joel Reyes",Abogado Joel,Independent,47120
Ilocos Norte,Provincial Board Member,"Nalupta, Ma Elena Marders",Elena,Lakas-Kampi,54952
Ilocos Norte,Provincial Board Member,"Marcos, Mariano II Velez",Nonong,Independent,80275
Ilocos Sur,Provincial Governor,"Singson, Luis Crisologo",Chavit,Lakas-Kampi,199215
Ilocos Sur,Provincial Vice-Governor,"Savellano, Deogracias V. Barbers",Dv,Lakas-Kampi,232028
Ilocos Sur,Provincial Board Member,"Tesoro, Orlino Tajon",Orling,Lakas-Kampi,47315
Ilocos Sur,Provincial Board Member,"Rapanut, Ronnie Refuerzo",Ronald,Lakas-Kampi,57501
Ilocos Sur,Provincial Board Member,"Baterina, Ismael Rosario",Maing,Lakas-Kampi,71482
Ilocos Sur,Provincial Board Member,"Singson, Jeremias Crisologo",Jerry,Lakas-Kampi,82349
Ilocos Sur,Provincial Board Member,"Purisima, Christian Abaya",Basi,Lakas-Kampi,84721
Ilocos Sur,Provincial Board Member,"Cordero, Teresita Copiozo",Chita,Lakas-Kampi,55419
Ilocos Sur,Provincial Board Member,"BUnited Oppositionan, Jose Jr Visque",Pepito,Lakas-Kampi,70727
Ilocos Sur,Provincial Board Member,"Gironella, Joselle Festejo",Xel,Lakas-Kampi,79166
Ilocos Sur,Provincial Board Member,"Tudayan, Robert Bandao",Robert,Lakas-Kampi,91716
Ilocos Sur,Provincial Board Member,"Zaragoza, Charmian W. Singson",Wynet,Lakas-Kampi,100321
Iloilo,Provincial Governor,"Defensor, Arthur Sr. Doligosa",Art,Lakas-Kampi,353017
Iloilo,Provincial Vice-Governor,"Garin, Oscar Jr. Serag",Richard,Lakas-Kampi,411934
Iloilo,Provincial Board Member,"Flores, Gerardo Noblezada",Gerry,Liberal Party,48660
Iloilo,Provincial Board Member,"Napulan, Macario Nicer",Mac,Lakas-Kampi,78396
Iloilo,Provincial Board Member,"Sonza, Demetrio Procalla-Simora",Demy,Lakas-Kampi,50807
Iloilo,Provincial Board Member,"Mondejar, June Samarista",Junjun,Liberal Party,62709
Iloilo,Provincial Board Member,"Gallar, Emmanuel Rodriguez",Bombo-Manny,Liberal Party,70231
Iloilo,Provincial Board Member,"Tirador, Licurgo Peremne",Curging,Lakas-Kampi,82535
Iloilo,Provincial Board Member,"Hidalgo, Shalene PaLapiang Manggagawaares",Sha,Liberal Party,53423
Iloilo,Provincial Board Member,"Biron, Hernan Jr. Gonzales",Jun,Nacionalista Party,87141
Iloilo,Provincial Board Member,"Rojas, Jett Castor",Jett,Lakas-Kampi,60256
Iloilo,Provincial Board Member,"Tupas, Nielo Causing",Bongbong,Liberal Party,87273
Isabela,Provincial Governor,"Dy, Faustino III De Guzman",Bojie,Lakas-Kampi,274757
Isabela,Provincial Vice-Governor,"Albano, Rodolfo III Taguinod",Rodito,Lakas-Kampi,303421
Isabela,Provincial Board Member,"Bello, Kiryll Santos",Kit,Bigkis,49231
Isabela,Provincial Board Member,"Tugade, Rolando Legaspi",Rolly,Lakas-Kampi,53604
Isabela,Provincial Board Member,"Angobung, Ric Justice Estrada",Ric-Jay,Lakas-Kampi,60768
Isabela,Provincial Board Member,"Purugganan, Cesar Cabal",,Nationalist People's Coalition,53768
Isabela,Provincial Board Member,"Cumigad, Mitzi Profeta",Mitzi,Bigkis,62314
Isabela,Provincial Board Member,"Alejandro, Manuel Alejandro",Manning,Independent,45266
Isabela,Provincial Board Member,"Abuan, Karen Galapia",Karen,Nationalist People's Coalition,63708
Isabela,Provincial Board Member,"Atayde, Jaime Nieto",Jimmy,Bigkis,64103
Isabela,Provincial Board Member,"Alindada, Matthew Joseph Patricio",Matt,Bigkis,42651
Isabela,Provincial Board Member,"Kiat, Leoncio Kong",Leoncio,Nationalist People's Coalition,48769
Kalinga,Provincial Governor,"Baac, Jocel Collado",Jocel,Puwersa ng Masang Pilipino,30731
Kalinga,Provincial Vice-Governor,"Mangaoang, Allen Jesse Capuyan",Sonny,Nacionalista Party,34924
Kalinga,Provincial Board Member,"Gupaal, Deogenes Saking",Dennis,Nacionalista Party,0
Kalinga,Provincial Board Member,"Alunday, Chester Amiyan",Ocal,Lakas-Kampi,13791
Kalinga,Provincial Board Member,"Dickpus, Roy Agyao",Tuyoy,Independent,14047
Kalinga,Provincial Board Member,"Odiem, Dave Quinones",Dave,Independent,17267
Kalinga,Provincial Board Member,"Luyaben, Ludar Tudlong",Potpot,Puwersa ng Masang Pilipino,20187
Kalinga,Provincial Board Member,"Claver, G Gkachay Abeya",Gapak,AKSYON,20364
Kalinga,Provincial Board Member,"Sarol, Eduardo Velasco",Eddie,Lakas-Kampi,22568
Kalinga,Provincial Board Member,"Bongngat, Gelacio Dumpao",Gel,Lakas-Kampi,25094
La Union,Provincial Governor,"Ortega, Manuel Campos",Manoling,Nationalist People's Coalition,250821
La Union,Provincial Vice-Governor,"Nisce, Aureo Augusto Querol",Aureo,Lakas-Kampi,222998
La Union,Provincial Board Member,"Aragon, Victoria Lucina",Vicky,Lakas-Kampi,83876
La Union,Provincial Board Member,"Mosuela, Reynaldo Mina",Rey,Nationalist People's Coalition,88237
La Union,Provincial Board Member,"Ostrea, Joaquin, Jr. Concepcion",Boy,Nationalist People's Coalition,93167
La Union,Provincial Board Member,"Ortega, Jose Maria Campos",Pepe,Nationalist People's Coalition,111292
La Union,Provincial Board Member,"Ortega, Francisco Jr. Campos",Kit,Nationalist People's Coalition,118774
La Union,Provincial Board Member,"Rillera, Ruperto Jr. Abenoja",Jun,Nationalist People's Coalition,58614
La Union,Provincial Board Member,"Bacurnay, Henry Jr. Anden",Bac,Liberal Party,62987
La Union,Provincial Board Member,"Madarang, Robert Jr. Bollido",Maestro,Nationalist People's Coalition,66393
La Union,Provincial Board Member,"Rivera, Rolando Vasadre",Rudy,Nationalist People's Coalition,80773
La Union,Provincial Board Member,"Balbin, Henry Boado",Henry,Independent,98200
LagUnited Negros Alliance,Provincial Governor,"Ejercito, Emilio R. Pelayo",Jeorge Estregan,Puwersa ng Masang Pilipino,334530
LagUnited Negros Alliance,Provincial Vice-Governor,"Perez, Caesar Pabalate",Cesar,Bigkis,253818
LagUnited Negros Alliance,Provincial Board Member,"Tiongco, Emilio Medina",Emil,Lakas-Kampi,94868
LagUnited Negros Alliance,Provincial Board Member,"Alatiit, Gabnulang Alibusan",Gab,Liberal Party,98594
LagUnited Negros Alliance,Provincial Board Member,"ALapiang Manggagawaoro, Carlo Malapitan",Carlo,Lakas-Kampi,133741
LagUnited Negros Alliance,Provincial Board Member,"Nocon, Neil Andrew Novero",Neil,Lakas-Kampi,84518
LagUnited Negros Alliance,Provincial Board Member,"Unico, Juan Mendoza",Johnny,Lakas-Kampi,98466
LagUnited Negros Alliance,Provincial Board Member,"Bagnes, Neptali Banasihan",Ninoy,Nacionalista Party,113617
LagUnited Negros Alliance,Provincial Board Member,"Alarva, Angelica Banaag",Angelica Jones,Nacionalista Party,68305
LagUnited Negros Alliance,Provincial Board Member,"Paras, Reynaldo Dela Torre",Rey,Lakas-Kampi,70952
LagUnited Negros Alliance,Provincial Board Member,"Palacol, Benedicto M. Jr. Caaway",Bong,Lakas-Kampi,87190
LagUnited Negros Alliance,Provincial Board Member,"Agarao, Joseph Kris Benjamin Baltazar",Benjo,Liberal Party,107940
Lanao Del Norte,Provincial Governor,"Dimaporo, Mohamad K. Quibranza",Khalid,Lakas-Kampi,205267
Lanao Del Norte,Provincial Vice-Governor,"Ali, Irma Umpa",Baby,Lakas-Kampi,165662
Lanao Del Norte,Provincial Board Member,"Maruhom, Mohammad Moamar J. Sarip",Jackmar,Lakas-Kampi,35826
Lanao Del Norte,Provincial Board Member,"Ali, Alexander Ali",Alex,Lakas-Kampi,45515
Lanao Del Norte,Provincial Board Member,"Zamora, Baldomero Nisnisan",Bal,Lakas-Kampi,46904
Lanao Del Norte,Provincial Board Member,"Bagol, Casimero Capangpangan",Cashmere,Lakas-Kampi,47044
Lanao Del Norte,Provincial Board Member,"Matalines, Robert Ozarraga",Sharp,Lakas-Kampi,60373
Lanao Del Norte,Provincial Board Member,"Cauntongan, Tawantawan Mamantar",Tawa,Lakas-Kampi,66993
Lanao Del Norte,Provincial Board Member,"Tawantawan, Macabangkit Umping",Mac,Lakas-Kampi,76120
Lanao Del Norte,Provincial Board Member,"Cotongan, Acmad Galawan",Ackson,Lakas-Kampi,78254
Lanao Del Norte,Provincial Board Member,"Sumalipao, Tominaman Dalug",Tomie,Lakas-Kampi,80340
Lanao Del Norte,Provincial Board Member,"Baguio, Benny Ponce",Ben,Lakas-Kampi,84325
Lanao Del Sur,Provincial Governor,"Adiong, Mamintal Jr. Alonto",Bombit,Lakas-Kampi,232019
Lanao Del Sur,Provincial Vice-Governor,-,-,-,-
Lanao Del Sur,Provincial Board Member,"Macasundig, Kamal Pangandaman",Amin,Lakas-Kampi,58029
Lanao Del Sur,Provincial Board Member,"Racman, Musa Suma",Moses,Nacionalista Party,61938
Lanao Del Sur,Provincial Board Member,"Diron, Ashari Sumndad",Hasdy,Lakas-Kampi,70383
Lanao Del Sur,Provincial Board Member,"Alonto, Alexander Jr. Guro",Boyet,Lakas-Kampi,80325
Lanao Del Sur,Provincial Board Member,"Abdul Rauf, Anouar Abedin",Romuros,Independent,80630
Lanao Del Sur,Provincial Board Member,"Maongco, Ansary Pacalna",Superman,Nacionalista Party,35076
Lanao Del Sur,Provincial Board Member,"Macapodi, Taha Pandapatan",Tanjie,Lakas-Kampi,38581
Lanao Del Sur,Provincial Board Member,"Mindalano, Macapandi Sumang",Pandi,Independent,43111
Lanao Del Sur,Provincial Board Member,"Macacua, Abdul Harris Balindong",Harris,Liberal Party,54915
Lanao Del Sur,Provincial Board Member,"Balindong, Amir-Oden Sarip",Oden,Lakas-Kampi,56913
Leyte,Provincial Governor,"Petilla, Carlos Jericho Loreto",Icot,Lakas-Kampi,445104
Leyte,Provincial Vice-Governor,"Bagulaya, Ma Mimietta Satorre",Mimyet,Liberal Party,363593
Leyte,Provincial Board Member,"Go-Soco, Ma Lourdes Alday",Malou,Lakas-Kampi,32944
Leyte,Provincial Board Member,"Tiu, Roque Andrade",O K,Liberal Party,47924
Leyte,Provincial Board Member,"Villasin, Niccolo Jaojoco",Nico,Lakas-Kampi,53033
Leyte,Provincial Board Member,"Apostol, Anlie Go",Ebbie,Lakas-Kampi,84027
Leyte,Provincial Board Member,"Piamonte, Rolando Cajegas",Lando,Lakas-Kampi,26452
Leyte,Provincial Board Member,"Remandaban, Bernard J Maralit",Benjo,Lakas-Kampi,39497
Leyte,Provincial Board Member,"Jabilles, Antonio Caintic",Tony,Lakas-Kampi,42303
Leyte,Provincial Board Member,"Bertulfo, Deborah Gocela",Ebon,Lakas-Kampi,56578
Leyte,Provincial Board Member,"Loreto, Carlo Petilla",Opaw,Lakas-Kampi,86257
Leyte,Provincial Board Member,"Cayunda, Florante Jr. Ares",Junjun,Lakas-Kampi,91894
Maguindanao,Provincial Governor,"Mangudadatu, Esmael Gaguil",Toto,Lakas-Kampi,153706
Maguindanao,Provincial Vice-Governor,"Mastura, Ismael Veloso",Dustin,Lakas-Kampi,173471
Maguindanao,Provincial Board Member,"Dagalangit, Bocari Manabilang",Bocks,Aksyon,60334
Maguindanao,Provincial Board Member,"Imam, Nashrullah Ambolodto",Baby Boy,B.BAYAN-VNP,78256
Maguindanao,Provincial Board Member,"Limbona, Asnawi Sinsuat",Jojo,Independent,79761
Maguindanao,Provincial Board Member,"Sinsuat, Russman Quesada",Russ,B.BAYAN-VNP,83435
Maguindanao,Provincial Board Member,"Abo, Talib Jr. Macaumbang",Jun,Independent,90179
Maguindanao,Provincial Board Member,"Midtimbang, Michael Enit",Mike,Independent,50817
Maguindanao,Provincial Board Member,"Ampatuan, Puti Mamasapano",Hadji Yasser,Independent,60180
Maguindanao,Provincial Board Member,"Ampatuan, Sajid Islam Uy",Datu Jie,Independent,65371
Maguindanao,Provincial Board Member,"Ampatuan, Datu Sarip Kasan",Datu,Independent,65831
Maguindanao,Provincial Board Member,"Paglas, Ibrahim IV Powers",Jun-Jun,Independent,70909
Marinduque,Provincial Governor,"Reyes, Carmencita Ongsiako",Nanay,Bigkis,40639
Marinduque,Provincial Vice-Governor,"Uy, Antonio Jr. Lumauig",Doc Tonton,Liberal Party,47345
Marinduque,Provincial Board Member,"Alino, George II De Los Reyes",Jt Aliño,Independent,15879
Marinduque,Provincial Board Member,"Seno, Mark Anthony Estrada",Mark,Liberal Party,16424
Marinduque,Provincial Board Member,"Nepomuceno, Allan Hubahib",Nepo,Liberal Party,21130
Marinduque,Provincial Board Member,"Go, Melecio Jinang",Mel Go,Independent,21149
Marinduque,Provincial Board Member,"Rosas, Epifania Lanete",Annie,Liberal Party,12888
Marinduque,Provincial Board Member,"Raza, Eleuterio Jr. Rodil",Bong,Liberal Party,14693
Marinduque,Provincial Board Member,"Red, Harold Yu",Hayod,Liberal Party,15231
Marinduque,Provincial Board Member,"Aguirre, Amelia Laylo",Mely,Lakas-Kampi,18212
Masbate,Provincial Governor,"Lanete, Rizalina Seachon",Dayan,Nationalist People's Coalition,162251
Masbate,Provincial Vice-Governor,"Revil, Vicente Homer Bajar",Vince,Nationalist People's Coalition,170003
Masbate,Provincial Board Member,"Abapo, Cherry Cantonjos",Nonoy,Nacionalista Party,16673
Masbate,Provincial Board Member,"Alim, Alfredo, Jr Lim",Tantoy,Lakas-Kampi,23430
Masbate,Provincial Board Member,"Legaspi, Enrique III Ogaya",Nonoy,Puwersa ng Masang Pilipino,40534
Masbate,Provincial Board Member,"Sanchez, Juan Sr. Pestolante",Johnny Jps,Independent,40783
Masbate,Provincial Board Member,"Abapo, Lovely Semeniano",Love,Nacionalista Party,49360
Masbate,Provincial Board Member,"Tuason, Julius Magallanes",Boy,Lakas-Kampi,58852
Masbate,Provincial Board Member,"Vasquez, Ricar Nueva",Ric,Nationalist People's Coalition,41342
Masbate,Provincial Board Member,"Arregadas, Hamilcar II Pacia",Boyboy,Nationalist People's Coalition,42486
Masbate,Provincial Board Member,"Naga, John Henry Du",John,Lakas-Kampi,53217
Masbate,Provincial Board Member,"Chu, Albert Vincent Abaja",Bert,Nationalist People's Coalition,58605
Misamis Occidental,Provincial Governor,"Ramiro, Herminia De Mesa",Hermie,Lakas-Kampi,128130
Misamis Occidental,Provincial Vice-Governor,"Oaminal, Henry Sevilla",Henz,Nacionalista Party,140688
Misamis Occidental,Provincial Board Member,"De Los Santos, Jim Rivera",Kaibigan,Nacionalista Party,39938
Misamis Occidental,Provincial Board Member,"Yape, Lovely Liezl Baz",Lilet,Lakas-Kampi,40655
Misamis Occidental,Provincial Board Member,"Bulawin, EdiLapiang Manggagawaa Clarete",Angging,Nacionalista Party,44361
Misamis Occidental,Provincial Board Member,"Pagalaran, Inocencio Jr. Descallar",Censer,Nacionalista Party,45628
Misamis Occidental,Provincial Board Member,"Daminar, Zaldy Gatab",Zaldy,Nacionalista Party,48268
Misamis Occidental,Provincial Board Member,"Decina, Tito Barangan",Tits,Lakas-Kampi,37283
Misamis Occidental,Provincial Board Member,"Agot, Morpheus Solis",Murphy,Nacionalista Party,38322
Misamis Occidental,Provincial Board Member,"Florida, Edwin Badilla",Gamalinda,Lakas-Kampi,41267
Misamis Occidental,Provincial Board Member,"Olegario, Gerard Teodorico II Rada",Boy,Nacionalista Party,51361
Misamis Occidental,Provincial Board Member,"Parojinog, Ricardo Ozamiz",Ardot,Lakas-Kampi,58672
Misamis Oriental,Provincial Governor,"Moreno, Oscar Serina",Oca,Lakas-Kampi,253536
Misamis Oriental,Provincial Vice-Governor,"Babiera, Norris  Sr. Casino",Dongdong,Lakas-Kampi,164396
Misamis Oriental,Provincial Board Member,"Ursal, Geodeguil Go",Dgil,Puwersa ng Masang Pilipino,54831
Misamis Oriental,Provincial Board Member,"Bernaldez, Jabi A Ibao",Tsamba Lang,Lakas-Kampi,57355
Misamis Oriental,Provincial Board Member,"Caina, Jimmy Eballe",Jimmy,Lakas-Kampi,57401
Misamis Oriental,Provincial Board Member,"Lagbas, Benedict Penalosa",Dick,Liberal Party,60037
Misamis Oriental,Provincial Board Member,"Pelaez, Jeremy J. Go",Jig Jag,Lakas-Kampi,65915
