province,position,name,nickname,party_affiliation,votes_obtained
Isabela,Provincial Board Member,"Padilla, Virgilio Ancheta",Berling,Nationalist People's Coalition,32106
Kalinga,Provincial Governor,"Belac, Dominador Tongdo",Doming,Liberal Party,39712
Kalinga,Provincial Vice-Governor,"Diasen, Rommel Wandag",Rommel,Laban ng Demokratikong Pilipino,31831
Kalinga,Provincial Board Member,"Alunday, Warlord Alicog",Welod,Lakas-Christian Muslim Democrats,13793
Kalinga,Provincial Board Member,"Dimas, Moises",-,-,12046
Kalinga,Provincial Board Member,"Dakiwag, Rosendo Sagmayan",Emog,Independent,11792
Kalinga,Provincial Board Member,"Polittud, Martin Latawan",Awae,Independent,11540
Kalinga,Provincial Board Member,"Angnganay, Sergio Jr. Tabaoan",Jun,Nationalist People's Coalition-Lakas-Christian Muslim Democrats,22700
Kalinga,Provincial Board Member,"Bakilan, Antonio ALapiang Manggagawaeda",Tony,Independent,16538
Kalinga,Provincial Board Member,"Orodio, Efraim Bersamin",-,Nationalist People's Coalition,15578
Kalinga,Provincial Board Member,"Sallidao, Columbus Eyadan",-,Liberal Party,13803
La Union,Provincial Governor,"Ortega, Victor Francisco Campos",Victor,Lakas-Christian Muslim Democrats,197869
La Union,Provincial Vice-Governor,"Nisce, Aureo Augusto Querol",Nice,Lakas-Christian Muslim Democrats,207456
La Union,Provincial Board Member,"Orros, Jonathan Justo Abrogar",Jay-Jay,Lakas-Christian Muslim Democrats,102019
La Union,Provincial Board Member,"Gualberto, Hermenegildo Andaya",Dong,Nationalist People's Coalition,94275
La Union,Provincial Board Member,"Ortega, Jose Ma Campos",Pepe,Nationalist People's Coalition,90769
La Union,Provincial Board Member,"Mosuela, Reynaldo Mina",Rey,Lakas-Christian Muslim Democrats,85864
La Union,Provincial Board Member,"Viloria, Gerardo Arciaga",Gerry,Lakas-Christian Muslim Democrats,85550
La Union,Provincial Board Member,"De Guzman, Maria Annabelle Sandoval",Annabelle,Lakas-Christian Muslim Democrats,77216
La Union,Provincial Board Member,"Balbin, Henry Boado",Henry,Laban ng Demokratikong Pilipino,68409
La Union,Provincial Board Member,"Dulay, Reynaldo Valdez",Rey,Lakas-Christian Muslim Democrats,67019
La Union,Provincial Board Member,"Rivera, Rolando Vasadre",Rudy,Lakas-Christian Muslim Democrats,65952
La Union,Provincial Board Member,"Ofiana, Pedro Jr. Flores",Ped,Lakas-Christian Muslim Democrats,62239
LagUnited Negros Alliance,Provincial Governor,"Lazaro, Teresita Santiago",Ningning,Lakas-Christian Muslim Democrats,317116
LagUnited Negros Alliance,Provincial Vice-Governor,"Olivarez, Edwin De Leon",Edwin,Lakas-Christian Muslim Democrats,432554
LagUnited Negros Alliance,Provincial Board Member,"Alatiit, Gabnulang Alibusan",Gab,Lakas-Christian Muslim Democrats,90119
LagUnited Negros Alliance,Provincial Board Member,"Sison, Raul Marco Somostrada",Marco Sison,Lakas-Christian Muslim Democrats,84825
LagUnited Negros Alliance,Provincial Board Member,"Carrillo, Ramon Capunitan",Monching,Lakas-Christian Muslim Democrats,75390
LagUnited Negros Alliance,Provincial Board Member,"Hernandez, Ramil Laurel",Ramil,Lakas-Christian Muslim Democrats,121672
LagUnited Negros Alliance,Provincial Board Member,"Bagnes, Rolando Salcedo",Rolly,Lakas-Christian Muslim Democrats,97985
LagUnited Negros Alliance,Provincial Board Member,"Tapia, Susano De Leon",Sonny,Lakas-Christian Muslim Democrats,78406
LagUnited Negros Alliance,Provincial Board Member,"Gapangada, Arcadio Najie Bigol",Najie,Lakas-Christian Muslim Democrats,72925
LagUnited Negros Alliance,Provincial Board Member,"Alava, Adoracion Bordador",Doray,Laban ng Demokratikong Pilipino,62676
LagUnited Negros Alliance,Provincial Board Member,"Lagumbay, Eufemio Del Carmen",Pinggoy,Lakas-Christian Muslim Democrats,72992
LagUnited Negros Alliance,Provincial Board Member,"Palacol, Benedicto Mario Jr. Caaway",Bong,Lakas-Christian Muslim Democrats,52347
Lanao Del Norte,Provincial Governor,"Dimaporo, Imelda Quibranza",Angging,Lakas-Christian Muslim Democrats,135984
Lanao Del Norte,Provincial Vice-Governor,"Ali, Irma Umpa",Baby,Lakas-Christian Muslim Democrats,98329
Lanao Del Norte,Provincial Board Member,"Fernandez, Simplicio Jr. Manugas",Juny,Lakas-Christian Muslim Democrats,25758
Lanao Del Norte,Provincial Board Member,"Biliran, Rufa Lumacad","Popie, Ruf",Lakas-Christian Muslim Democrats,24465
Lanao Del Norte,Provincial Board Member,"Canoy, Cesar Ramos",Cesar,Lakas-Christian Muslim Democrats,24051
Lanao Del Norte,Provincial Board Member,"Rizalda, Romulo Cailing",Chickang,Laban ng Demokratikong Pilipino,23209
Lanao Del Norte,Provincial Board Member,"Taha, Sirad Dimasangka",Rad,Lakas-Christian Muslim Democrats,61321
Lanao Del Norte,Provincial Board Member,"Sumalipao, Tominaman Dalug",Tomie,Lakas-Christian Muslim Democrats,57335
Lanao Del Norte,Provincial Board Member,"Arumpac, Magsaysay Padang",Isay,Lakas-Christian Muslim Democrats,56990
Lanao Del Norte,Provincial Board Member,"Cauntongan, Tawantawan Mamantar",Tawa,Lakas-Christian Muslim Democrats,54484
Lanao Del Norte,Provincial Board Member,"Delos Santos, Hernani Zaragosa",Nonoy,Lakas-Christian Muslim Democrats,53887
Lanao Del Norte,Provincial Board Member,"Usman, Mastura Baraontong",Mas,Lakas-Christian Muslim Democrats,50391
Lanao Del Sur,Provincial Governor,"Adiong, Mamintal Sr Magangcong",Mike,Lakas-Christian Muslim Democrats,94557
Lanao Del Sur,Provincial Vice-Governor,"Manalo, Bashier Dimala-Ang",Mustaqbal,OMPIA,45899
Lanao Del Sur,Provincial Board Member,"Macabangon, Monera Dimakuta",Monera,OMPIA,39168
Lanao Del Sur,Provincial Board Member,"Macarambon, Roland Abdul Rashid Ambol",Fiat,Independent,36073
Lanao Del Sur,Provincial Board Member,"Alonto, Alexander Guro",Boyet,Lakas-Christian Muslim Democrats,32864
Lanao Del Sur,Provincial Board Member,"Macasundig, Kamal Pangandama",Amin,Lakas-Christian Muslim Democrats,30454
Lanao Del Sur,Provincial Board Member,"Sani, Shirali Sampaco",Alilit,Laban ng Demokratikong Pilipino,26109
Lanao Del Sur,Provincial Board Member,"Dimaporo, Danny Tolawidan Boniara",Danny,OMPIA/Nationalist People's Coalition,25869
Lanao Del Sur,Provincial Board Member,"Usman, Samim R.",-,-,25522
Lanao Del Sur,Provincial Board Member,"Guro, Sahic Datudacula",Paquito,Laban ng Demokratikong Pilipino,25365
Lanao Del Sur,Provincial Board Member,"Datu A Mangoda, Macasidar Sarip",Datu-A-Mangoda,Lakas-Christian Muslim Democrats,23618
Lanao Del Sur,Provincial Board Member,"Binnortominoray, Morsalim Alap-Polao",Abonafis,Lakas-Christian Muslim Democrats,23146
Leyte,Provincial Governor,"Petilla, Carlos Jericho Loreto",Icot,Nationalist People's Coalition,257609
Leyte,Provincial Vice-Governor,"Bagulaya, Ma Mimietta Aviles/Satorre",Mimiette/Mimyet,Nationalist People's Coalition,229891
Leyte,Provincial Board Member,"Esperas, Evangeline Limosnero",Vangie,Nationalist People's Coalition,54625
Leyte,Provincial Board Member,"Go-Soco, Ma Lourdes Alday",Malou,Liberal Party,46217
Leyte,Provincial Board Member,"Lumen, Lesmes Chan",Lemy,Nationalist People's Coalition,43747
Leyte,Provincial Board Member,"Ongbit, Simeon Jr. Oledan",Tamboy,Nationalist People's Coalition,41430
Leyte,Provincial Board Member,"Batan, Rowil Garganera",Rowil,Nationalist People's Coalition,23308
Leyte,Provincial Board Member,"Piamonte, Rolando Sr Cajegas",Lando,Laban ng Demokratikong Pilipino,18049
Leyte,Provincial Board Member,"Pajaron, Herville Villarente",Vil,Liberal Party,29169
Leyte,Provincial Board Member,"Jabilles, Antonio Caintic",Tony,Nationalist People's Coalition,28769
Leyte,Provincial Board Member,"Loreto, Carlo Petilla",Opaw,Nationalist People's Coalition,63509
Leyte,Provincial Board Member,"Golo, Emmanuel Gilo",Maning,Nationalist People's Coalition,54927
Maguindanao,Provincial Governor,"Ampatuan, Andal Sr Salibo",Andy,Lakas-Christian Muslim Democrats,218018
Maguindanao,Provincial Vice-Governor,"Sinsuat, Bimbo Sr Quesada",Dbs/Bims,Lakas-Christian Muslim Democrats,200039
Maguindanao,Provincial Board Member,"Sinsuat, Russman Quesada",Russ,Lakas-Christian Muslim Democrats,55910
Maguindanao,Provincial Board Member,"Limbona, Asnawi Sinsuat",Jojo,Lakas-Christian Muslim Democrats,54620
Maguindanao,Provincial Board Member,"Tomawis, Raul Simban",Romblon,Lakas-Christian Muslim Democrats,50160
Maguindanao,Provincial Board Member,"Maik, Saqqaf Samad",Miki/Mike,Lakas-Christian Muslim Democrats,47522
Maguindanao,Provincial Board Member,"Lidasan, Armando Dipatuan",Bong,Lakas-Christian Muslim Democrats,43002
Maguindanao,Provincial Board Member,"Mangudadatu, Freddie Gaguil",Ogie,Lakas-Christian Muslim Democrats,125222
Maguindanao,Provincial Board Member,"Adzis, Datuwata Utto",Tho,Lakas-Christian Muslim Democrats,102776
Maguindanao,Provincial Board Member,"Datumanong, Borgiva Tasmi De Guzman",Tas,Lakas-Christian Muslim Democrats,102216
Maguindanao,Provincial Board Member,"Ampatuan, Puti Mamasapano",Yasser,Lakas-Christian Muslim Democrats,100265
Maguindanao,Provincial Board Member,"Pendatun, Abbas Jr. Ampatuan",Datu Jun,Lakas-Christian Muslim Democrats,93458
Marinduque,Provincial Governor,"Reyes, Carmencita Ongsiako",Delegada,Lakas-Christian Muslim Democrats,53709
Marinduque,Provincial Vice-Governor,"PaLapiang Manggagawaa, Leandro Catahumber",Andy,Lakas-Christian Muslim Democrats,36911
Marinduque,Provincial Board Member,"Go, Melecio J.",Melgo,Independent,25178
Marinduque,Provincial Board Member,"Lim, Jaime Jasper Lao",Jasper,Independent,17192
Marinduque,Provincial Board Member,"Monte, Leticia Angeles",Lety,Independent,13211
Marinduque,Provincial Board Member,"Nepomuceno, Allan Hubahib",Nepo,Independent,12865
Marinduque,Provincial Board Member,"Rey, Alfonso Verdadero",Alfon,Lakas-Christian Muslim Democrats,21079
Marinduque,Provincial Board Member,"Rosas, Epifania Lanete",Annie,Independent,19791
Marinduque,Provincial Board Member,"Ricohermoso, Norma Jalotjot",Norma,Lakas-Christian Muslim Democrats,17731
Marinduque,Provincial Board Member,"Raza, Eleuterio Jr. Rodil",Bingbong,Lakas-Christian Muslim Democrats,17659
Masbate,Provincial Governor,"Kho, Antonio Tero",Tony,Lakas-Christian Muslim Democrats,122402
Masbate,Provincial Vice-Governor,"Estrella, Raul Romero",Awong,Lakas-Christian Muslim Democrats,54458
Masbate,Provincial Board Member,"Altiche, Jose ALapiang Manggagawaine",Pepe,INA-Nationalist People's Coalition,21565
Masbate,Provincial Board Member,"Alforte, Ferdinand Apari",Dinand,Lakas-Christian Muslim Democrats,16950
Masbate,Provincial Board Member,"Revil, Vicente Homer Bajar",Vince,Nationalist People's Coalition,41257
Masbate,Provincial Board Member,"Valdemoro, Herminio Laurio",Miniong,Lakas-Christian Muslim Democrats,31630
Masbate,Provincial Board Member,"Laurio, Silas Virgilio",Ching,Nationalist People's Coalition,31117
Masbate,Provincial Board Member,"Tuason, Julius Magallanes",Boy,Lakas-Christian Muslim Democrats,27102
Masbate,Provincial Board Member,"Chu, Jesus Lim",Kimbian,Lakas-Christian Muslim Democrats,26588
Masbate,Provincial Board Member,"Abenir, Jose Jr. Montonez",Potoy,Lakas-Christian Muslim Democrats,25660
Masbate,Provincial Board Member,"ALapiang Manggagawaario, Alex Gacoscosim",Rapido,Lakas-Christian Muslim Democrats,25569
Masbate,Provincial Board Member,"Arregadas, Hamilcar Tepait",Boy,Nationalist People's Coalition,20818
Misamis Occidental,Provincial Governor,"Ocampos, Loreto Leo Solis",Leo,Lakas-Christian Muslim Democrats,179955
Misamis Occidental,Provincial Vice-Governor,"Paylaga, Francisco Jr. Tac-An",Jun,REPORMA-Lapiang Manggagawa,162117
Misamis Occidental,Provincial Board Member,"Balais, Rosario Kais",Inday Charing,REPORMA-Lapiang Manggagawa,57023
Misamis Occidental,Provincial Board Member,"Omandam, Franklin Evasco",Angking,REPORMA-Lapiang Manggagawa,54944
Misamis Occidental,Provincial Board Member,"Regalado, Jimmy Roa",Jim,REPORMA-Lapiang Manggagawa,54719
Misamis Occidental,Provincial Board Member,"Pagalaran, Inocencio Jr. Descallar",Censer,REPORMA-Lapiang Manggagawa,53413
Misamis Occidental,Provincial Board Member,"Ano-Os, Jino Jr. Maglasang",Jun,Independent,31946
Misamis Occidental,Provincial Board Member,"Agot, Morpheus Solis",Murphy,Lakas-Christian Muslim Democrats,73770
Misamis Occidental,Provincial Board Member,"Lood, Dello Tare",Del,Lakas-Christian Muslim Democrats,66256
Misamis Occidental,Provincial Board Member,"Decina, Tito Barangan",Tito/Tits,Lakas-Christian Muslim Democrats,62893
Misamis Occidental,Provincial Board Member,"Zafra, Carlou Dalogdog",Tito Carl,Lakas-Christian Muslim Democrats,59639
Misamis Occidental,Provincial Board Member,"Garcia, Pedrita B.C560",-,-,34554
Misamis Oriental,Provincial Governor,"Moreno, Oscar Serina",Oca,Lakas-Christian Muslim Democrats,195239
Misamis Oriental,Provincial Vice-Governor,"Uy, Julio Tadoy",Jul,Lakas-Christian Muslim Democrats,134891
Misamis Oriental,Provincial Board Member,"Kho, Arsenio Jr. Santos",Jun,Koalisyon ng Nagkakaisang Pilipino/Laban ng Demokratikong Pilipino,72374
Misamis Oriental,Provincial Board Member,"Abbot, Henry Clyde Casanos",Clyde,Lakas-Christian Muslim Democrats,53770
Misamis Oriental,Provincial Board Member,"Caina, Jimmy Eballe",Jimmy,Lakas-Christian Muslim Democrats,51532
Misamis Oriental,Provincial Board Member,"Olano, Alejo Jr. Pelaez",Butch,Koalisyon ng Nagkakaisang Pilipino/Laban ng Demokratikong Pilipino,50881
Misamis Oriental,Provincial Board Member,"Pelaez, Jeremy Go",Jigjag,Koalisyon ng Nagkakaisang Pilipino/Laban ng Demokratikong Pilipino,50107
Misamis Oriental,Provincial Board Member,"Actub, Oliver Saburao",Ver,Lakas-Christian Muslim Democrats,70947
Misamis Oriental,Provincial Board Member,"Gambe, Pepito Wabe",Peping,Lakas-Christian Muslim Democrats,63408
Misamis Oriental,Provincial Board Member,"Bade, Francisco Guian",Frank,Lakas-Christian Muslim Democrats,57646
Misamis Oriental,Provincial Board Member,"Babiera, Norris Casino",Nors,Lakas-Christian Muslim Democrats,56609
Misamis Oriental,Provincial Board Member,"Sabal, Santiago Casino",Santi,Lakas-Christian Muslim Democrats,55037
Mountain Province,Provincial Governor,"Dalog, Maximo Badecao",Max,Laban ng Demokratikong Pilipino,22883
Mountain Province,Provincial Vice-Governor,"Dominguez, Benjamin Marrero",Ben,Independent,29139
Mountain Province,Provincial Board Member,"Wanason, Luke Malindao",Boy,Laban ng Demokratikong Pilipino,9449
Mountain Province,Provincial Board Member,"Gomez, Ezra Samson Alipit",Ezra,Laban ng Demokratikong Pilipino,8120
Mountain Province,Provincial Board Member,"Magalong, Bonifacio Arias",Bonnie/Mags,Independent,8095
Mountain Province,Provincial Board Member,"Dangiwan, Francis Dakiwag",Daracan,Laban ng Demokratikong Pilipino,7156
Mountain Province,Provincial Board Member,"Calde, Winston Valenciano",Bulanglang,Laban ng Demokratikong Pilipino,10772
Mountain Province,Provincial Board Member,"Lawilao, Marcial Jr. Capsuyen",Jun,Independent,10095
Mountain Province,Provincial Board Member,"Cobcobo, Herman Balangeg",Hermie,Laban ng Demokratikong Pilipino,9413
Mountain Province,Provincial Board Member,"Aquillo, Leoncio Langagan",Leo,Independent,8569
Negros Occidental,Provincial Governor,"Maranon, Joseph Galicia",Nonoy,Nationalist People's Coalition,424739
Negros Occidental,Provincial Vice-Governor,"Zaygo, Isidro Perez",Elpidio,Lakas-Christian Muslim Democrats,419310
Negros Occidental,Provincial Board Member,"Layumas, ELapiang Manggagawaero Losbanez",Meroy,Nationalist People's Coalition/United Negros Alliance,51258
Negros Occidental,Provincial Board Member,"Leonor, Fernando Damondamon",Pecdoy,Nationalist People's Coalition/United Negros Alliance,46214
Negros Occidental,Provincial Board Member,"AcUnited Negros Alliance, Edgardo Yogore",Gany,United Negros Alliance ,56840
Negros Occidental,Provincial Board Member,"Diploma, Corazon Polines",Cora,United Negros Alliance,30399
Negros Occidental,Provincial Board Member,"Depasucat, Reynaldo Prado",Rey,REPORMA-Lapiang Manggagawa,79986
Negros Occidental,Provincial Board Member,"Ko, Manuel Frederick Ong",Manman,Nationalist People's Coalition,68110
Negros Occidental,Provincial Board Member,"Barredo, Ike Mijares",Nonoy,United Negros Alliance,68241
Negros Occidental,Provincial Board Member,"Javellana, Mae Gargarita C.",May,Nationalist People's Coalition,46094
Negros Occidental,Provincial Board Member,"Tuvilla, Francis Gerard Yulo",Tanting,Independent,57462
Negros Occidental,Provincial Board Member,"Yulo, Emilio III Lim",Dino,Independent,51321
Negros Occidental,Provincial Board Member,"Zafra, Macario Jr. Limsiaco",Gingging,Independent,78206
Negros Occidental,Provincial Board Member,"Mangao, Adolfo Taros",Dolfo,Lakas-Christian Muslim Democrats,64925
Negros Oriental,Provincial Governor,"Arnaiz, George Planto",George,Nationalist People's Coalition,301315
Negros Oriental,Provincial Vice-Governor,"Baldado, Jose Anfone",Petit,Nationalist People's Coalition,228480
Negros Oriental,Provincial Board Member,"Bromo, Lea Ga",Lea,Lakas-Christian Muslim Democrats,47840
Negros Oriental,Provincial Board Member,"Villegas, Napoleon Jr. Escalona",Butching,Lakas-Christian Muslim Democrats,45020
Negros Oriental,Provincial Board Member,"Martinez, Rodolfo Acab",Rudy,Lakas-Christian Muslim Democrats,41157
Negros Oriental,Provincial Board Member,"Escano Villegas, Mariant E.",Mev,Laban ng Demokratikong Pilipino,66386
Negros Oriental,Provincial Board Member,"Macias, Erwin Michael Lopez",Dodong,Nationalist People's Coalition,65778
Negros Oriental,Provincial Board Member,"Umbac, Arturo Valencia",Art,Nationalist People's Coalition,62752
Negros Oriental,Provincial Board Member,"Saycon, Melimore Cadiente",Mel,Koalisyon ng Nagkakaisang Pilipino,58000
Negros Oriental,Provincial Board Member,"Tijing, Ernesto Teves",Erning,Lakas-Christian Muslim Democrats,64823
Negros Oriental,Provincial Board Member,"Adanza, Marcelo G.",Bobot,Lakas-Christian Muslim Democrats,63324
Negros Oriental,Provincial Board Member,"Teves, Pryde Henry Alipit",Henry,Lakas-Christian Muslim Democrats,60437
Northern Samar,Provincial Governor,"Daza, Raul Aguila",Raul,Liberal Party,110681
Northern Samar,Provincial Vice-Governor,"Lavin, Guido Jr. ALapiang Manggagawaasco",Jun,Liberal Party,90360
Northern Samar,Provincial Board Member,"Daza, Paul Ruiz",Paul,Liberal Party,47875
Northern Samar,Provincial Board Member,"Del Valle, Rodolfo Robis",Rod,Liberal Party,39073
Northern Samar,Provincial Board Member,"Dasmarinas, Luis Romines",Das,Liberal Party,35705
Northern Samar,Provincial Board Member,"Lim, Licarion Gorembalem",Carion,Liberal Party,32910
Northern Samar,Provincial Board Member,"Esponilla, Herbert Reyes",Bert,Liberal Party,31448
Northern Samar,Provincial Board Member,"Gillamac, Marites Jarito",Tess,Liberal Party,28986
Northern Samar,Provincial Board Member,"Dulay, Remus Sosing",Remus,Liberal Party,28325
Northern Samar,Provincial Board Member,"Gorembalem, Ben Capangpangan",Bengor,Liberal Party,26320
Northern Samar,Provincial Board Member,"Ongchuan, Harris Christopher Mendoza",Ong,Lakas-Christian Muslim Democrats,24787
Northern Samar,Provincial Board Member,"Sarmiento, Miguel Lipata",Mike,Liberal Party,22859
Nueva Ecija,Provincial Governor,"Joson, Tomas III Noriel",Tommy,Bagong Lakas ng Nueva Ecija/Nationalist People's Coalition,394870
Nueva Ecija,Provincial Vice-Governor,"Joson, Mariano Cristino Noriel",Boyet,Bagong Lakas-Christian Muslim Democrats ng Nueva Ecija-Nationalist People's Coalition,397129
Nueva Ecija,Provincial Board Member,"Cucio, Cesar Villarama",Cesar,Bagong Lakas ng Nueva Ecija-Nationalist People's Coalition,76348
Nueva Ecija,Provincial Board Member,"De Leon, Ireneo Singson",Boy,Bagong Lakas-Christian Muslim Democrats ng Nueva Ecija-Nationalist People's Coalition,73281
Nueva Ecija,Provincial Board Member,"Yango, Jose Bernardo Verzola","Jv, Jb, Jayvee, Jaybee",Bagong Lakas-Christian Muslim Democrats ng Nueva Ecija-Nationalist People's Coalition,71810
Nueva Ecija,Provincial Board Member,"Dulay, Bella Aurora Aleta",Au Aleta,Bagong Lakas-Christian Muslim Democrats ng Nueva Ecija-Nationalist People's Coalition,70198
Nueva Ecija,Provincial Board Member,"Vendivil, Alfredo Manuel",Patty,Lakas-Christian Muslim Democrats,67476
Nueva Ecija,Provincial Board Member,"Joson, Edward Thomas Filart",Edward,Bagong Lakas ng Nueva Ecija/Nationalist People's Coalition,97925
Nueva Ecija,Provincial Board Member,"Morales, Melchor M.",Ben,Bagong Lakas ng Nueva Ecija/Nationalist People's Coalition,77589
Nueva Ecija,Provincial Board Member,"Interior, Napoleon Gavino",Pol,Lakas-Christian Muslim Democrats,83979
Nueva Ecija,Provincial Board Member,"Villareal, JM Maximino Lorenzo",Jojo,Lakas-Christian Muslim Democrats-Kampi,69898
Nueva Ecija,Provincial Board Member,"De Leon, Rudy Javate",-,Bagong Lakas ng Nueva Ecija-Nationalist People's Coalition,67308
Nueva Vizcaya,Provincial Governor,"Cuaresma, Luisa Lloren",Banti,Laban ng Demokratikong Pilipino,56008
Nueva Vizcaya,Provincial Vice-Governor,"Gambito, Jose Valeriano",Jing,Laban ng Demokratikong Pilipino,79328
Nueva Vizcaya,Provincial Board Member,"Dumlao, Patricio Jr. Fernando",Pat-Pat,Lakas-Christian Muslim Democrats,36432
Nueva Vizcaya,Provincial Board Member,"Dumlao, Maybelle Blossom Aquino",Bonsai,Nationalist People's Coalition,36428
Nueva Vizcaya,Provincial Board Member,"Afan, Glenn Del Rosario",Glenn,Laban ng Demokratikong Pilipino,27818
Nueva Vizcaya,Provincial Board Member,"Marcos, Primo Percival Jose",Primo,Lakas-Christian Muslim Democrats,26960
Nueva Vizcaya,Provincial Board Member,"Mamuric, Hipolito II Calangan",Lito,Nationalist People's Coalition,24388
Nueva Vizcaya,Provincial Board Member,"Tidang, Reina Nita Liza Bay-An",Reina,Lakas-Christian Muslim Democrats,34203
Nueva Vizcaya,Provincial Board Member,"Balgos, Edgardo Cruz",Edu,Laban ng Demokratikong Pilipino,31015
Nueva Vizcaya,Provincial Board Member,"Balgos, Flaviano Jr. Dizon",Piskal,Lakas-Christian Muslim Democrats,29552
Nueva Vizcaya,Provincial Board Member,"Talingdan, Merlie Guzman",Merlyn,Laban ng Demokratikong Pilipino,27977
Nueva Vizcaya,Provincial Board Member,"Padilla, Teodorico Jr. Dela Pena",Jun,Laban ng Demokratikong Pilipino,24791
Occidental Mindoro,Provincial Governor,"Sato, Josephine Ramirez",Nene,Nationalist People's Coalition,80585
Occidental Mindoro,Provincial Vice-Governor,"Mendiola, Mario Gene Jaro",Gene,Nationalist People's Coalition,67984
Occidental Mindoro,Provincial Board Member,"Alfaro, Peter De Jesus",Peter,Nationalist People's Coalition,32875
Occidental Mindoro,Provincial Board Member,"Ignacio, Randolph Ganzon",Randy,Nationalist People's Coalition,29660
Occidental Mindoro,Provincial Board Member,"Legaspi, Fe Abeleda",Fepot,Nationalist People's Coalition,29101
Occidental Mindoro,Provincial Board Member,"Mintu, Manuel Jr. Teano",Boyet,Laban ng Demokratikong Pilipino,28632
Occidental Mindoro,Provincial Board Member,"Abeleda, Arnold Tarriela",Noli,Nationalist People's Coalition,27682
Occidental Mindoro,Provincial Board Member,"Ladaga, Rey Cajayon",Rey,Lakas-Christian Muslim Democrats,32885
Occidental Mindoro,Provincial Board Member,"Jaravata, Ernesto Fernandez",Erning,Laban ng Demokratikong Pilipino,30673
Occidental Mindoro,Provincial Board Member,"Cruz, Nathaniel Demerin",Kuya Nathan,Nationalist People's Coalition,29271
Occidental Mindoro,Provincial Board Member,"Javier, Ulysses Pasion",Uly,Lakas-Christian Muslim Democrats,28190
Occidental Mindoro,Provincial Board Member,"Camandang, Vicente Legaspi",Boying,Lakas-Christian Muslim Democrats,23750
Oriental Mindoro,Provincial Governor,"Marasigan, Bartolome Sr. Laya",Ka Bart,Lakas-Christian Muslim Democrats,135064
Oriental Mindoro,Provincial Vice-Governor,"Panaligan, Arnan Capulong",Arnan,Lakas-Christian Muslim Democrats,124600
Oriental Mindoro,Provincial Board Member,"Aceron, Ma Estela Felipa Manahan",Estee,Lakas-Christian Muslim Democrats,58959
Oriental Mindoro,Provincial Board Member,"Apasan, Ireneo Adis",Iren,Lakas-Christian Muslim Democrats,52087
Oriental Mindoro,Provincial Board Member,"Castillet, Luis Sabalan",Louie,Liberal Party,50872
Oriental Mindoro,Provincial Board Member,"Infantado, Romeo Gonzales",Boy,Laban ng Demokratikong Pilipino/Koalisyon ng Nagkakaisang Pilipino,45509
Oriental Mindoro,Provincial Board Member,"Abas, Abraham Ramos",Abring,Lakas-Christian Muslim Democrats,42741
Oriental Mindoro,Provincial Board Member,"Dimapilis, Ramil Onte",Ramil,Laban ng Demokratikong Pilipino,42303
Oriental Mindoro,Provincial Board Member,"Recto, Claro Roja",Jojo,Lakas-Christian Muslim Democrats,41353
Oriental Mindoro,Provincial Board Member,"Cobrado, Susan Fanoga",Susan,Lakas-Christian Muslim Democrats,38292
Oriental Mindoro,Provincial Board Member,"Liwanag, Ernesto Enriquez",Erning,Liberal Party,37229
Oriental Mindoro,Provincial Board Member,"Agarap, Corazon Fabreag",Cora,Laban ng Demokratikong Pilipino/Koalisyon ng Nagkakaisang Pilipino,30148
Palawan,Provincial Governor,"Reyes, Mario Joel Tolentino",Jtr,Lakas-Christian Muslim Democrats,141113
Palawan,Provincial Vice-Governor,"Ponce De Leon, David Abadiano",Dave,Nationalist People's Coalition,119936
Palawan,Provincial Board Member,"Cadlaon, Joselito Angeles",Lito,Lakas-Christian Muslim Democrats,43817
Palawan,Provincial Board Member,"Balerite, Edmundo Fegarido",Edmon,Nationalist People's Coalition,41948
Palawan,Provincial Board Member,"Pablico, Derrick Rodriguez",Derick,Lakas-Christian Muslim Democrats,40941
Palawan,Provincial Board Member,"Acosta, Gil Prestosa",Gil,Lakas-Christian Muslim Democrats,40253
Palawan,Provincial Board Member,"Ventura, Arthur Rodriguez",Art,Lakas-Christian Muslim Democrats,32807
Palawan,Provincial Board Member,"De Guzman, Vicky Tiangson",Vicky,Lakas-Christian Muslim Democrats,57618
Palawan,Provincial Board Member,"Barroma, Haide Bacabac",Doktora,Lakas-Christian Muslim Democrats,55223
Palawan,Provincial Board Member,"LlacUnited Negros Alliance, Ernesto Arguelles",Erning,Lakas-Christian Muslim Democrats,49930
Palawan,Provincial Board Member,"Rodriguez, Modesto II Valencia",Jonjie,Lakas-Christian Muslim Democrats,49057
Palawan,Provincial Board Member,"Fabellon, Alice F",Fabellon,Nationalist People's Coalition,44912
Pampanga,Provincial Governor,"Lapid, Mark Tadeo",Lito,Lakas-Christian Muslim Democrats,357281
Pampanga,Provincial Vice-Governor,"Guiao, Joseller Medina",Yeng,Lakas-Christian Muslim Democrats,338164
Pampanga,Provincial Board Member,"Lagman, Prospero Tolentino",Pros,Lakas-Christian Muslim Democrats,40980
Pampanga,Provincial Board Member,"Halili, Tarcicio Dela Cruz",Tars,Nationalist People's Coalition,30703
Pampanga,Provincial Board Member,"Pineda, Lilia Garcia",Baby,Nacionalista PartyK/ Lakas-Christian Muslim Democrats Nationalist People's Coalition,104177
Pampanga,Provincial Board Member,"Chu, Eduardo Alvarez",Chu,Nacionalista PartyK Nationalist People's Coalition,69716
