province,position,name,nickname,party_affiliation,votes_obtained
Cebu,Provincial Board Member,"Calderon, Peter John Durano",Peter,-,68504
Cebu,Provincial Board Member,"Corominas, Victoria Gantuangco",Tata,-,101641
Cebu,Provincial Board Member,"Zambo, Caesar Ian Geronimo Rodriguez",Ian,-,79730
Cebu,Provincial Board Member,"Gastardo, Jose Ma Canete",Tito,-,65923
Cebu,Provincial Board Member,"Mondigo, Joven Jr. Jumao-As",Benjun,-,64083
Cebu,Provincial Board Member,"Magpale, Agnes ALapiang Manggagawaendras",Agnes,-,110703
Cebu,Provincial Board Member,"Durano, Rose Marie Duterte",Judy,-,108137
Cebu,Provincial Board Member,"Maambong, Victor Alinsug",Vic,-,131328
Cebu,Provincial Board Member,"Gakit, Wenceslao Oppus",Weng,-,114714
Compostela Valley,Provincial Governor,"Uy, Arturo Tao",Chiongkee,Lakas-Christian Muslim Democrats,136570
Compostela Valley,Provincial Vice-Governor,"Gentugaya, Ramil Lao",Ramil,Lakas-Christian Muslim Democrats,122907
Compostela Valley,Provincial Board Member,"Apsay, Ma Carmen Zamora",Ika,Lakas-Christian Muslim Democrats,61300
Compostela Valley,Provincial Board Member,"Codilla, Armando Codog",Boy,Lakas-Christian Muslim Democrats-Kampi,46316
Compostela Valley,Provincial Board Member,"Galicia, Paul Pregua",Toto,LAKA CMD,41576
Compostela Valley,Provincial Board Member,"Lopoz, Arvin Dexter Monforte",Dex,Lakas-Christian Muslim Democrats-Kampi,40116
Compostela Valley,Provincial Board Member,"Barte, Neri Rapista",Nonong,Liberal Party,34296
Compostela Valley,Provincial Board Member,"Gonzaga, Ruwel Peter Sambas",Ruwel,Lakas-Christian Muslim Democrats,60421
Compostela Valley,Provincial Board Member,"Flores, Ruben De Los Reyes",Doki,Lakas-Christian Muslim Democrats,56691
Compostela Valley,Provincial Board Member,"Richa, Cesar Dollamar",Cdr,Lakas-Christian Muslim Democrats,56293
Compostela Valley,Provincial Board Member,"Arambala, Rogelio I Cano",Roger,Lakas-Christian Muslim Democrats,43441
Compostela Valley,Provincial Board Member,"Takasan, Moran Balongo",Ran,Lakas-Christian Muslim Democrats,43292
Cotabato (North Cotabato),Provincial Governor,"Sacdalan, Jesus Nonato",Susing,Lakas-Christian Muslim Democrats,185006
Cotabato (North Cotabato),Provincial Vice-Governor,"Pinol, Emmanuel Fantin",Manny,Lakas-Christian Muslim Democrats,189758
Cotabato (North Cotabato),Provincial Board Member,"Arana, Romeo Daruca",Roming,Lakas-Christian Muslim Democrats-Kampi,81513
Cotabato (North Cotabato),Provincial Board Member,"Pader, Ronaldo Bertumen",Onggie,Lakas-Christian Muslim Democrats-Kampi,74895
Cotabato (North Cotabato),Provincial Board Member,"Sorupia, Vicente Jr. Candole",Boy,Lakas-Christian Muslim Democrats-Kampi,67864
Cotabato (North Cotabato),Provincial Board Member,"Rapacon, Celestino Rapanot",Celes,Lakas-Christian Muslim Democrats-Kampi,59973
Cotabato (North Cotabato),Provincial Board Member,"Andie, Edslapel Mamenteng",Eds,Lakas-Christian Muslim Democrats,54301
Cotabato (North Cotabato),Provincial Board Member,"Pagal, Reynaldo Gabales",Rey,Lakas-Christian Muslim Democrats-Kampi,86087
Cotabato (North Cotabato),Provincial Board Member,"Cadungon, Van Doloroso",Van,Lakas-Christian Muslim Democrats-Kampi,74411
Cotabato (North Cotabato),Provincial Board Member,"Tejada, Jose Inserto",Pingping,Lakas-Christian Muslim Democrats-Kampi,72916
Cotabato (North Cotabato),Provincial Board Member,"Baynosa, Freddie Calinao",Toto,Lakas-Christian Muslim Democrats-Kampi,70950
Cotabato (North Cotabato),Provincial Board Member,"Escudero, Rodrigo Garcia",Rod,Lakas-Christian Muslim Democrats,66064
Davao (Davao del Norte),Provincial Governor,"Del Rosario, Rodolfo Paguia",Dolfo,Lakas-Christian Muslim Democrats,197205
Davao (Davao del Norte),Provincial Vice-Governor,"Suaybaguio, Victorio Jr. Rina",Baby,Lakas-Christian Muslim Democrats,179233
Davao (Davao del Norte),Provincial Board Member,"ISr.ael, Rogelio Esguerra",Roger Dangpanan,Lakas-Christian Muslim Democrats,73080
Davao (Davao del Norte),Provincial Board Member,"Bermudez, Macario II Aguilon",Bong,Lakas-Christian Muslim Democrats,69177
Davao (Davao del Norte),Provincial Board Member,"Lagunzad, Antonio Maranon",Tony,Lakas-Christian Muslim Democrats,62704
Davao (Davao del Norte),Provincial Board Member,"Monteroso, Leopoldo Artajo",Pol,Lakas-Christian Muslim Democrats,53245
Davao (Davao del Norte),Provincial Board Member,"Federiso, Jose Recarido Paja",Joe,Lakas-Christian Muslim Democrats,46773
Davao (Davao del Norte),Provincial Board Member,"Gavina, Janet Gamao",Janet,Lakas-Christian Muslim Democrats,80612
Davao (Davao del Norte),Provincial Board Member,"Royo, Salvador Relox",Salving,Lakas-Christian Muslim Democrats,74620
Davao (Davao del Norte),Provincial Board Member,"Facula, Gregorio Santoloma",Goryo,Lakas-Christian Muslim Democrats,72742
Davao (Davao del Norte),Provincial Board Member,"San Juan, Artemio Villabrille",Tem,Lakas-Christian Muslim Democrats,70237
Davao (Davao del Norte),Provincial Board Member,"Dacalus, Ely Cartagena",El,Lakas-Christian Muslim Democrats,66157
Davao Del Sur,Provincial Governor,"Cagas, Douglas Ralota",Dodo,Lakas-Christian Muslim Democrats,148931
Davao Del Sur,Provincial Vice-Governor,"Latasa, Simplicio Agonia",Fely,Nationalist People's Coalition,167528
Davao Del Sur,Provincial Board Member,"Llanos, Erwin Soriano",Win,Nationalist People's Coalition,81451
Davao Del Sur,Provincial Board Member,"ALapiang Manggagawaazan, Josefina Brandares",Jojo,Nationalist People's Coalition,80192
Davao Del Sur,Provincial Board Member,"Cagas, Mercedes Chan",Didi,Lakas-Christian Muslim Democrats,76124
Davao Del Sur,Provincial Board Member,"Bello, Merlin Beltran",Lin,Nationalist People's Coalition,74836
Davao Del Sur,Provincial Board Member,"Molina, Ricardo Jr. Sarabillo",Dodong,Nationalist People's Coalition,69208
Davao Del Sur,Provincial Board Member,"Baliota, Alberto I. Uy",Matoy,Nationalist People's Coalition,56775
Davao Del Sur,Provincial Board Member,"Colina, Ali Jr. Guzman",Jun,Nationalist People's Coalition,53734
Davao Del Sur,Provincial Board Member,"Gan, Edgar Cajilig",Doki,Nationalist People's Coalition,52427
Davao Del Sur,Provincial Board Member,"Parcasio, Princess Erum Musa",Erum,Nationalist People's Coalition,47422
Davao Del Sur,Provincial Board Member,"Baribar, Rogelio Peralta",Boy Blue,Nationalist People's Coalition,39430
Davao Oriental,Provincial Governor,"Malanyaon, Corazon Nunez",Cora,Kabalikat ng Malayang Pilipino,106589
Davao Oriental,Provincial Vice-Governor,"ALapiang Manggagawaario, Joel Mayo Zosa",Mayo,Lakas-Christian Muslim Democrats,104843
Davao Oriental,Provincial Board Member,"Nazareno, Maximino II Aguilon",Bobby,Lakas-Christian Muslim Democrats,29173
Davao Oriental,Provincial Board Member,"Lara, Ronald Velasco",Pepot,Lakas-Christian Muslim Democrats-Kampi,28468
Davao Oriental,Provincial Board Member,"Uy, Nestor Lopez",Toy,Lakas-Christian Muslim Democrats-Kampi,26224
Davao Oriental,Provincial Board Member,"PaLapiang Manggagawaa Gil, Ma Consuelo Toroba",Bambi,Lakas-Christian Muslim Democrats,23503
Davao Oriental,Provincial Board Member,"Olea, Ramona Batao",Micmic,Lakas-Christian Muslim Democrats,23484
Davao Oriental,Provincial Board Member,"Linsag, Ruben Taguitis",Ben,Lakas-Christian Muslim Democrats,49384
Davao Oriental,Provincial Board Member,"Macatabog, Anacleto Pacio",Lito,Lakas-Christian Muslim Democrats / Lakas-Christian Muslim Democrats-Kampi,42269
Davao Oriental,Provincial Board Member,"Yu, Justina Buenviaje",Tina Yu,Lakas-Christian Muslim Democrats-Kampi,41209
Davao Oriental,Provincial Board Member,"Miones, Delfin Bauyot",Dodo,Lakas-Christian Muslim Democrats-Kampi,40644
Davao Oriental,Provincial Board Member,"Rabat, Anthony John Eric Nakpil",Eric,Lakas-Christian Muslim Democrats,40182
Dinagat Islands,Provincial Governor,"Villaroman, Geraldine Ecleo",Jade,-,32685
Dinagat Islands,Provincial Vice-Governor,"Dela Merced, Elvis Arrocena",Elvis,-,30295
Dinagat Islands,Provincial Board Member,"Ecleo, Gracelyn Buray",Madamme Grace,-,12722
Dinagat Islands,Provincial Board Member,"Torotoro, Domingo Lospe",Doming,-,12260
Dinagat Islands,Provincial Board Member,"Lagroma, Merlinda Dalisay",Merly,-,11664
Dinagat Islands,Provincial Board Member,"Ladaga, Rolizareth Torralba",Baby,-,11648
Dinagat Islands,Provincial Board Member,"Ecleo, Romeo Ukim Palapo",Ukim,Independent,10572
Dinagat Islands,Provincial Board Member,"Menil, Mario Pegoro",Mar,Lakas-Christian Muslim Democrats,12325
Dinagat Islands,Provincial Board Member,"Alcaria, Bernardino Jr. Famat",Ben,Independent,12230
Dinagat Islands,Provincial Board Member,"Gulfo, Nilo Petilo",Neil,Lakas-Christian Muslim Democrats,12178
Dinagat Islands,Provincial Board Member,"Sarita, Norberto Sr. Andilab",Babie,Lakas-Christian Muslim Democrats,12099
Dinagat Islands,Provincial Board Member,"Vales, Zacarias Navarro",Toto,Lakas-Christian Muslim Democrats,11954
Eastern Samar,Provincial Governor,"Evardone, Ben Pagaran",Ben,Lakas-Christian Muslim Democrats,122467
Eastern Samar,Provincial Vice-Governor,"Geli, Leander Rivera",Lean,Lakas-Christian Muslim Democrats,102159
Eastern Samar,Provincial Board Member,"Aklao, Aldwin Uy",Bondos,Lakas-Christian Muslim Democrats,47610
Eastern Samar,Provincial Board Member,"Alvarez, Karen Domingo",Karen,Lakas-Christian Muslim Democrats,45856
Eastern Samar,Provincial Board Member,"Opinion, Jose Vicente Raymundo Montallana",Jovi,Lakas-Christian Muslim Democrats,44104
Eastern Samar,Provincial Board Member,"Balagapo, Cirilo Jr. Reyes",Jun,Lakas-Christian Muslim Democrats,43794
Eastern Samar,Provincial Board Member,"Sepulveda, Edita Bayonas",Edit,Puwersa ng Masang Pilipino,29659
Eastern Samar,Provincial Board Member,"Yu , Generoso Arevalo",Colon,Lakas-Christian Muslim Democrats,49020
Eastern Samar,Provincial Board Member,"Macabocsit, Pedro Machica",Indo,Lakas-Christian Muslim Democrats,43360
Eastern Samar,Provincial Board Member,"Naputo, Fernando Gayoso",Dadoy,Lakas-Christian Muslim Democrats,41917
Eastern Samar,Provincial Board Member,"Sabulao, Enerio Macasa",Dodoy,Lakas-Christian Muslim Democrats,41227
Eastern Samar,Provincial Board Member,"Reyes, Beatriz Lopez",Betty,Lakas-Christian Muslim Democrats,34342
Guimaras,Provincial Governor,"Nava, Felipe Hilan Arano",Nene,Lakas-Christian Muslim Democrats-Kampi,43288
Guimaras,Provincial Vice-Governor,"Tionado, Aurelio Guevara",Apoy,Lakas-Christian Muslim Democrats-Kampi,37847
Guimaras,Provincial Board Member,"Zambarrano, Arsenio Buendia",Arsing,Lakas-Christian Muslim Democrats,14706
Guimaras,Provincial Board Member,"Habana, Roy Pillora",Roy,Lakas-Christian Muslim Democrats-Kampi,13232
Guimaras,Provincial Board Member,"De Asis, Vicente Beltran",Etik,Lakas-Christian Muslim Democrats-Kampi,11640
Guimaras,Provincial Board Member,"Gadnanan, Rolando Tabuena",Landoy,Lakas-Christian Muslim Democrats-Kampi,11350
Guimaras,Provincial Board Member,"Gano, David Gallego",Bombo David,Lakas-Christian Muslim Democrats-Kampi,22157
Guimaras,Provincial Board Member,"Gonzaga, Avelino Galleto",Nene,Lakas-Christian Muslim Democrats-Kampi,16833
Guimaras,Provincial Board Member,"De La Cruz, Josefina Gacho",Nene Phine,-,16243
Guimaras,Provincial Board Member,"Gange, Patricio Galanto",Patring,Lakas-Christian Muslim Democrats-Kampi,15908
Ifugao,Provincial Governor,"Baguilat, Teodoro Jr. Brawner",Teddy,Liberal Party,24506
Ifugao,Provincial Vice-Governor,"Dinamling, Nora Dulnuan",Nor,Liberal Party,19526
Ifugao,Provincial Board Member,"Gillitiw, Jose Timacdog",Jordan,Independent,28347
Ifugao,Provincial Board Member,"Humiwat, Robert Kindipan",Robert,Independent,26009
Ifugao,Provincial Board Member,"Ayahao, Lucio Jr. Dumapi",Dun Dun,Independent,20843
Ifugao,Provincial Board Member,"Dulnuan, Rodolfo Tayaban",Rudy,Independent,19867
Ifugao,Provincial Board Member,"Odan , Joseph Juguiad",Jojo,Lakas-Christian Muslim Democrats,16752
Ifugao,Provincial Board Member,"Bongtiwon , Clemente Tanggana",Bong,Lakas-Christian Muslim Democrats,11344
Ifugao,Provincial Board Member,"AtlUnited Negros Alliance, Samson Tanggana",Bearheet,Independent,10389
Ifugao,Provincial Board Member,"Guingayan, Aldrin Banawan",Joekid,Lakas-Christian Muslim Democrats,10283
Ilocos Norte,Provincial Governor,"Keon, Michael Marcos",Michael,Lakas-Christian Muslim Democrats-Kampi,150555
Ilocos Norte,Provincial Vice-Governor,"Chua, Windell Daguio",Windell,Kilusang Bagong Lipunan,188494
Ilocos Norte,Provincial Board Member,"Salenda, Portia Pamela Respicio",Portia,United Negros Alliance,73461
Ilocos Norte,Provincial Board Member,"Peralta, Renato Ma Raquiza",Atong Rp,Aksyon Demokratiko,68189
Ilocos Norte,Provincial Board Member,"Ongsin, Shirley Miguel",Sos,Lakas-Christian Muslim Democrats-Kampi,66096
Ilocos Norte,Provincial Board Member,"Ranada, Yvonne Burnaman",Yvonne,Lakas-Christian Muslim Democrats-Kampi,61482
Ilocos Norte,Provincial Board Member,"Ablan, Michel Kristian Riego",Kris,Lakas-Christian Muslim Democrats,61023
Ilocos Norte,Provincial Board Member,"Barba, Eugenio Angelo Marcos",Barba,Kilusang Bagong Lipunan,75575
Ilocos Norte,Provincial Board Member,"Chua, Albert Daguio",Abbet,Kilusang Bagong Lipunan,71917
Ilocos Norte,Provincial Board Member,"Nalupta, Ma Elena Marders",Elena,Kilusang Bagong Lipunan,71792
Ilocos Norte,Provincial Board Member,"Marcos, Mariano II Velez",Marcos,Kilusang Bagong Lipunan,71557
Ilocos Norte,Provincial Board Member,"Castro, Roberto Parado",Robert,Lakas-Christian Muslim Democrats,56568
Ilocos Sur,Provincial Governor,"Savellano, Deogracias Victor Barbers",Dv,Lakas-Christian Muslim Democrats,132656
Ilocos Sur,Provincial Vice-Governor,"Singson, Jeremias Crisologo",Jerry,Lakas-Christian Muslim Democrats,172984
Ilocos Sur,Provincial Board Member,"Baterina, Ismael Rosario",Maing,Lakas-Christian Muslim Democrats,67424
Ilocos Sur,Provincial Board Member,"Purisima, Azucena Abaya",Chuchi,Lakas-Christian Muslim Democrats,51817
Ilocos Sur,Provincial Board Member,"Rapanut, Ronnie Refuerzo",Ronald,Lakas-Christian Muslim Democrats,51274
Ilocos Sur,Provincial Board Member,"Tesoro, Orlino Tajon",Orling,Lakas-Christian Muslim Democrats,46598
Ilocos Sur,Provincial Board Member,"Lahoz, Gerardo R.",Jerry,-,38298
Ilocos Sur,Provincial Board Member,"Zaragoza, Zuriel Singson",Zuriel,Lakas-Christian Muslim Democrats,93356
Ilocos Sur,Provincial Board Member,"Tudayan, Robert Bandao",Bert,Lakas-Christian Muslim Democrats,83705
Ilocos Sur,Provincial Board Member,"Gironella, Rosario Festejo",Cherrie,Independent,67532
Ilocos Sur,Provincial Board Member,"BUnited Oppositionan, Jose Jr. Visque",Pepito,Lakas-Christian Muslim Democrats,67077
Ilocos Sur,Provincial Board Member,"Manzano, Peter Millan",Pedro,Lakas-Christian Muslim Democrats,60035
Iloilo,Provincial Governor,"Tupas, Niel Sr. Demaulo",Niel,-,404484
Iloilo,Provincial Vice-Governor,"Suplico, Rolex Tupas",Rolex,Independent,332357
Iloilo,Provincial Board Member,"Garin, Oscar Jr. Serag",Richard,-,78529
Iloilo,Provincial Board Member,"Napulan, Macario Nicer",Doc Mac,Lakas-Christian Muslim Democrats,73872
Iloilo,Provincial Board Member,"Mondejar, June Samarista",Junjun,Liberal Party,58935
Iloilo,Provincial Board Member,"Cabado, Rodolfo Valera",Boy,-,51830
Iloilo,Provincial Board Member,"Defensor, Arthur Jr. Rivera",Toto,-,75152
Iloilo,Provincial Board Member,"Malones, Mariano Malificio",Mar,Lakas-Christian Muslim Democrats,51338
Iloilo,Provincial Board Member,"Demaisip, George Padernal",Hurhe,Lakas-Christian Muslim Democrats,56276
Iloilo,Provincial Board Member,"Hidalgo, Shalene PaLapiang Manggagawaares",Sha,-,54134
Iloilo,Provincial Board Member,"Salcedo, Jesus Cacao",Jr.,Independent,66203
Iloilo,Provincial Board Member,"Rojas, Jett Castor",Nonoy Jett,Lakas-Christian Muslim Democrats,55857
Isabela,Provincial Governor,"Padaca, Maria Gracia Cielo Magno",Grace,Liberal Party,237128
Isabela,Provincial Vice-Governor,"Reyes, Ramon Munsayac",Monching,Lakas-Christian Muslim Democrats,225298
Isabela,Provincial Board Member,"Binag , Noel Callejas",Ncb,Lakas-Christian Muslim Democrats,67638
Isabela,Provincial Board Member,"Maddara, Samuel Alcaraz",Sammy,Lakas-Christian Muslim Democrats-Kampi,50525
Isabela,Provincial Board Member,"Borromeo, Ma Josephine Baggao",Joji Baggao,Nationalist People's Coalition,40854
Isabela,Provincial Board Member,"Go, Ana Cristina Siquian",Ana,Lakas-Christian Muslim Democrats,73080
Isabela,Provincial Board Member,"Purugganan, Cesar Cabal",Sar,Nationalist People's Coalition,49439
Isabela,Provincial Board Member,"Alejandro, Joel Amos Perez",Dowell,-,61062
Isabela,Provincial Board Member,"Reyes, Cecilia Claire Navarro",Jeng,Lakas-Christian Muslim Democrats,51294
Isabela,Provincial Board Member,"Atayde, Jaime Nieto",Jimmy,Lakas-Christian Muslim Democrats,47633
Isabela,Provincial Board Member,"Vallejo, Amado Jr. Cuaresma",Bobot,Nationalist People's Coalition,36547
Isabela,Provincial Board Member,"Alindada, Matthew Joseph Patricio",Matt,Lakas-Christian Muslim Democrats,31527
Kalinga,Provincial Governor,"Diasen, Floydelia Reyes",Floy,-,52897
Kalinga,Provincial Vice-Governor,"Baac, Jocel Collado",Jocel,Liberal Party,32262
Kalinga,Provincial Board Member,"Abay, Fernando Mamma",Fma,Lakas-Christian Muslim Democrats,27844
Kalinga,Provincial Board Member,"Alunday, Chester Amiyan",Ocal,Liberal Party,21819
Kalinga,Provincial Board Member,"Canao, Alfonso Salicanto",Japon,Liberal Party,20815
Kalinga,Provincial Board Member,"Polittud, Martin Latawan",Awe,Liberal Party,14812
Kalinga,Provincial Board Member,"Orodio, Efraim Bersamin",Em,Nationalist People's Coalition,18866
Kalinga,Provincial Board Member,"Bakilan, Antonio ALapiang Manggagawaeda",Tony,Independent,17093
Kalinga,Provincial Board Member,"Sarol, Eduardo Velasco",Eddie,Liberal Party,15805
Kalinga,Provincial Board Member,"Buliyat , Eduardo Albas",Eddie,Liberal Party,13906
La Union,Provincial Governor,"Ortega, Manuel Campos",Manoling,Nationalist People's Coalition,154870
La Union,Provincial Vice-Governor,"De Guzman, Eulogio Clarence Martin III Pulido",Martin,Nationalist People's Coalition,153912
La Union,Provincial Board Member,"Orros, Jonathan Justo Abrogar",Jay Jay,-,89221
La Union,Provincial Board Member,"Gualberto, Hermenegildo Andaya",Dong,-,87991
La Union,Provincial Board Member,"Ortega, Jose Maria Campos",Pepe,-,78568
La Union,Provincial Board Member,"Ostrea, Joaquin Jr. Concepcion",Boy,-,77603
La Union,Provincial Board Member,"Aragon, Victoria Lucina",Vicky,-,53238
La Union,Provincial Board Member,"Balbin, Henry Boado",Henry,Lakas-Christian Muslim Democrats,83431
La Union,Provincial Board Member,"Bacurnay, Henry Jr. Anden",Bac,Liberal Party,72282
La Union,Provincial Board Member,"Rivera, Rolando Vasadre",Rudy,Nationalist People's Coalition,69608
La Union,Provincial Board Member,"Madarang, Robert Jr. Bollido",Maestro,Liberal Party,50121
La Union,Provincial Board Member,"Olarte, Pablo Miranda",Benny,Lakas-Christian Muslim Democrats-Kampi,46864
LagUnited Negros Alliance,Provincial Governor,"Lazaro, Teresita Santiago",Ningning,-,425732
LagUnited Negros Alliance,Provincial Vice-Governor,"Hernandez, Ramil Laurel",Ramil,United Opposition,418166
LagUnited Negros Alliance,Provincial Board Member,"ALapiang Manggagawaarinez, Dave Miranda",Dave,Lakas-Christian Muslim Democrats,101301
LagUnited Negros Alliance,Provincial Board Member,"Tiongco, Emilio Medina",Emil,United Opposition,93051
LagUnited Negros Alliance,Provincial Board Member,"Carrillo, Ramon Capunitan",Monching,Lakas-Christian Muslim Democrats,84246
LagUnited Negros Alliance,Provincial Board Member,"Bagnes, Rolando Salcedo",Rolly,Lakas-Christian Muslim Democrats,117738
LagUnited Negros Alliance,Provincial Board Member,"Unico, Juan Mendoza",Johnny,Lakas-Christian Muslim Democrats,73060
LagUnited Negros Alliance,Provincial Board Member,"Nocon, Neil Andrew Novero",Neil,United Opposition,68559
LagUnited Negros Alliance,Provincial Board Member,"Agapay, Katherine Cartabio",Karen,Nationalist People's Coalition,99694
LagUnited Negros Alliance,Provincial Board Member,"Paras, Reynaldo Dela Torre",Rey Paras,Lakas-Christian Muslim Democrats,44263
LagUnited Negros Alliance,Provincial Board Member,"Palacol, Benedicto Mario Jr. Caaway",Bong,Lakas-Christian Muslim Democrats,79182
LagUnited Negros Alliance,Provincial Board Member,"Panganiban, Domingo Gatdula",Denis,Laban ng Demokratikong Pilipino,72859
Lanao Del Norte,Provincial Governor,"Dimaporo, Mohammad Khalid Quibranza",Khalid,Lakas-Christian Muslim Democrats,129174
Lanao Del Norte,Provincial Vice-Governor,"Ali, Irma Umpa",Baby,Lakas-Christian Muslim Democrats,107532
Lanao Del Norte,Provincial Board Member,"Fernandez, Simplicio Jr. Manugas",Jun,Lakas-Christian Muslim Democrats,29066
Lanao Del Norte,Provincial Board Member,"Matalines, Robert Ozarraga",Sharp,Lakas-Christian Muslim Democrats,28662
Lanao Del Norte,Provincial Board Member,"Bagol, Casimero Capangpangan",Casmer,Lakas-Christian Muslim Democrats,27268
Lanao Del Norte,Provincial Board Member,"Zamora, Baldomero Nisnisan",Baldo,Lakas-Christian Muslim Democrats,22652
Lanao Del Norte,Provincial Board Member,"Maquiling, Hadji Casan Macode",Cas,Lakas-Christian Muslim Democrats,74478
Lanao Del Norte,Provincial Board Member,"Sumalipao, Tominaman Dalug",Tomie,Lakas-Christian Muslim Democrats,72853
Lanao Del Norte,Provincial Board Member,"Abbas, Mama Mascara",Solaiman,Lakas-Christian Muslim Democrats,68978
Lanao Del Norte,Provincial Board Member,"Cotongan, Acmad Galawan",Ackson,Lakas-Christian Muslim Democrats,66394
Lanao Del Norte,Provincial Board Member,"Baguio, Benny Ponce",Ben,Lakas-Christian Muslim Democrats,63993
Lanao Del Norte,Provincial Board Member,"Usman, Mastura Baraontong",Mas,Lakas-Christian Muslim Democrats,61858
Lanao Del Sur,Provincial Governor,"Adiong, Mamintal Jr. Alonto",Bombit,Lakas-Christian Muslim Democrats,111295
Lanao Del Sur,Provincial Vice-Governor,"Marohombsar, Arsad Aniego-Alawi Ampaso",Rpk Arsie,Lakas-Christian Muslim Democrats,85507
Lanao Del Sur,Provincial Board Member,"Munder, Aisha Dianalan",Polly,-,59510
Lanao Del Sur,Provincial Board Member,"Diron, Ashari Sumndad",Hasdy,Independent,55810
Lanao Del Sur,Provincial Board Member,"Alonto, Alexander Guro",Boyet,Lakas-Christian Muslim Democrats,55595
Lanao Del Sur,Provincial Board Member,"Radiaganding, Roosevelt Rangcasnang",Rony,Lakas-Christian Muslim Democrats,55552
Lanao Del Sur,Provincial Board Member,"Macasundig, Kamal Pangandaman",Anin,Lakas-Christian Muslim Democrats,52715
Lanao Del Sur,Provincial Board Member,"Sarip, Macasidar Datu-A-Mangoda",Datu A Mangoda,-,43148
Lanao Del Sur,Provincial Board Member,"Mindalano, Macapandi Sumang",Pandi,Lakas-Christian Muslim Democrats,42929
Lanao Del Sur,Provincial Board Member,"Marohom, Abdulkarim Mindalano-Macabangon",Kim,Independent,40687
Lanao Del Sur,Provincial Board Member,"Binnortominoray, Morsalim Alap-Polao",Big Brother,Lakas-Christian Muslim Democrats,40341
Lanao Del Sur,Provincial Board Member,"Usman, Samim Ramos",Al-Shiek,Lakas-Christian Muslim Democrats-Kampi,14976
Leyte,Provincial Governor,"Petilla, Carlos Jericho Loreto",Icot,Lakas-Christian Muslim Democrats,317241
Leyte,Provincial Vice-Governor,"Bagulaya, Ma Mimietta Satorre",Mimyet,Liberal Party,251988
Leyte,Provincial Board Member,"Go-Soco, Ma Lourdes Alday",Malou,Lakas-Christian Muslim Democrats,61770
Leyte,Provincial Board Member,"Esperas, Evangeline Limosnero",Vangie,Lakas-Christian Muslim Democrats-Christian Muslim Democrats,60678
Leyte,Provincial Board Member,"Lumen, Lesmes Chan",Lemy,Lakas-Christian Muslim Democrats,55917
Leyte,Provincial Board Member,"Ongbit, Simeon Jr. Oledan",Tamboy,Lakas-Christian Muslim Democrats,53323
Leyte,Provincial Board Member,"Batan, Rowil Garganera",-,Laban ng Demokratikong Pilipino,28233
Leyte,Provincial Board Member,"Piamonte, Rolando Sr. Cajegas",Lando,Lakas-Christian Muslim Democrats,27734
Leyte,Provincial Board Member,"Jabilles, Antonio Caintic",Tony,Lakas-Christian Muslim Democrats,35442
Leyte,Provincial Board Member,"Bertulfo, Deborah Gocela",Ebon,Lakas-Christian Muslim Democrats,34722
Leyte,Provincial Board Member,"Loreto, Carlo Petilla",Opaw,Lakas-Christian Muslim Democrats,73868
Leyte,Provincial Board Member,"Cayunda, Florante Muertigue",Boy,Partido Liberal,65602
Maguindanao,Provincial Governor,"Ampatuan, Andal Salibo",Andy,Lakas-Christian Muslim Democrats,182273
Maguindanao,Provincial Vice-Governor,"Ampatuan, Sajid Islam Uy",Datu Jie,Lakas-Christian Muslim Democrats-Kampi,182045
Maguindanao,Provincial Board Member,"Ampatuan, Sarip Kasan",Datu Sarip,-,154252
Maguindanao,Provincial Board Member,"Datumanong, Borgiva Tasmi De Guzman",Tas,-,141564
Maguindanao,Provincial Board Member,"Ampatuan, Puti Mamasapano",Hadji Yasser,-,140560
Maguindanao,Provincial Board Member,"Ampatuan, Nuali Samama",Datu Pia,-,132363
Maguindanao,Provincial Board Member,"Pendatun, Abbas Jr. Ampatuan",Datu Jun,-,130796
Maguindanao,Provincial Board Member,"Singh, Sukarno Ebus",Teng,-,130358
Maguindanao,Provincial Board Member,"Adzis, Datuwata Utto",Tho,Lakas-Christian Muslim Democrats,129380
Maguindanao,Provincial Board Member,"Midtimbang, Michael Enit",Mike,-,125974
Maguindanao,Provincial Board Member,"Abutazil, Zainudin Masukat",Zay,-,124659
Maguindanao,Provincial Board Member,"Montawal, Allan Paglas",Choy,-,116709
Marinduque,Provincial Governor,"Carrion, Jose Antonio Nieva",Bong Carrion,-,25276
Marinduque,Provincial Vice-Governor,"Pizarro, Tomas Narito",Tom,Independent,42357
Marinduque,Provincial Board Member,"Lim, Jaime Jasper Lao",Bokal Jasper,ABC Party Party,26747
Marinduque,Provincial Board Member,"Monte, Leticia Angeles",Lety,Lakas-Christian Muslim Democrats-Kampi,23361
Marinduque,Provincial Board Member,"Nepomuceno, Allan Hubahib",Nepo,Lakas-Christian Muslim Democrats-Kampi,22076
Marinduque,Provincial Board Member,"Alvarez, Jose Flores",Jojo,Independent,16079
Marinduque,Provincial Board Member,"Raza, Eleuterio Jr. Rodil",Bong,Lakas-Christian Muslim Democrats,19870
Marinduque,Provincial Board Member,"Delos Santos, Ildefonso Pielago",Popoy,Lakas-Christian Muslim Democrats,17716
Marinduque,Provincial Board Member,"Querubin, Yolando Renido",Yoly,Lakas-Christian Muslim Democrats,15053
Marinduque,Provincial Board Member,"Zoleta, Cesaria Granados",Saria,Lakas-Christian Muslim Democrats,13930
