cities,position,name,nickname,party_affiliation,votes_obtained
Balamban,Councilor,"Borgonia, Andres Gines",Andoy,Lakas-Kabalikat ng Malayang Pilipino,16453
Balamban,Councilor,"Narvios , Jose Jr. Panares",Pito,Lakas-Kabalikat ng Malayang Pilipino,15684
Balamban,Councilor,"Pilapil, Avelino Sanchez",Abel,Lakas-Kabalikat ng Malayang Pilipino,15336
Balamban,Councilor,"Jo, Emmanuel Borgonia",Eman,Lakas-Kabalikat ng Malayang Pilipino,15045
Balamban,Councilor,"Bardenas, Norberto Aguanta",Berting,Lakas-Kabalikat ng Malayang Pilipino,13088
Balamban,Councilor,"Formentera, Larry Cedeno",Lalay,Barog Alang sa Kauswagan ug Demokrasya,7688
Balamban,Councilor,"Narsico, Ramon Puentenegra",Loloy,Lakas-Kabalikat ng Malayang Pilipino,12995
Balamban,Councilor,"Capao, Hector Latonio",Otoy,Barog Alang sa Kauswagan ug Demokrasya,8809
Balamban,Councilor,"Cartagena, Alejandro Formentera",Dokoy,Barog Alang sa Kauswagan ug Demokrasya,7966
Balamban,Councilor,"Obenza, Sanito Villaver",Ondo,Independent,7611
Balamban,Councilor,"Obenza, Avelino Senor",Ave,Barog Alang sa Kauswagan ug Demokrasya,7604
Balamban,Councilor,"Rana, Ruben Obenza",Ben,Barog Alang sa Kauswagan ug Demokrasya,7086
Balamban,Councilor,"Cartagena, Eleazar Echevarria",Longlong,Barog Alang sa Kauswagan ug Demokrasya,6427
Balamban,Councilor,"Tampus, Francisco Gonzaga",Iko,-,5923
Balamban,Councilor,"Gonzalez, Bernabe Jr. Villanueva",Taymos,Lakas-Kabalikat ng Malayang Pilipino,13597
Bantayan,Mayor,"Canares, Geralyn Escario",Inday Lyn,Lakas-Kabalikat ng Malayang Pilipino,15248
Bantayan,Mayor,"Chiong, Valdemar Mendiola",Val,Lakas-Kabalikat ng Malayang Pilipino,21875
Bantayan,Vice-Mayor,"Escario, Dale Dirige",Dale,Lakas-Kabalikat ng Malayang Pilipino,13753
Bantayan,Vice-Mayor,"Senor, Delfin Resurreccion",Delfin,Lakas-Kabalikat ng Malayang Pilipino,20444
Bantayan,Councilor,"Chiong, Othello Mendiola",Boy,Lakas-Kabalikat ng Malayang Pilipino,12743
Bantayan,Councilor,"Resaba, Porferio Jr. Valles",Boy,Lakas-Kabalikat ng Malayang Pilipino,12520
Bantayan,Councilor,"Alinsonorin, Nilo Base",Boy A,Lakas-Kabalikat ng Malayang Pilipino,12334
Bantayan,Councilor,"Nietes, Dolorita Tingal",Lulu,Lakas-Kabalikat ng Malayang Pilipino,11892
Bantayan,Councilor,"Millena, Dominga Paunil",Inday Minga Paunil,Lakas-Kabalikat ng Malayang Pilipino,11708
Bantayan,Councilor,"Abangan, Letecia Felices",Lety,Lakas-Kabalikat ng Malayang Pilipino,10894
Bantayan,Councilor,"Lapitan, Elmer Quiros",Elmer,Lakas-Kabalikat ng Malayang Pilipino,13840
Bantayan,Councilor,"Escario, Gualberto Garcia",Dodong,Lakas-Kabalikat ng Malayang Pilipino,8579
Bantayan,Councilor,"Batiancila, Elmerando Dela Pena",Elmer,Lakas-Kabalikat ng Malayang Pilipino,8962
Bantayan,Councilor,"Cesa, Apollo Ang",Polax,Lakas-Christian Muslim Democrats,9298
Bantayan,Councilor,"Pacana, Mario Marlon Sayson",Marlon,Lakas-Kabalikat ng Malayang Pilipino,9403
Bantayan,Councilor,"Sormillon, Arturo Aguilar",Sormillon,Lakas-Kabalikat ng Malayang Pilipino,10036
Bantayan,Councilor,"Layese, Edgardo Forrosuelo",Boy,Lakas-Christian Muslim Democrats,10498
Bantayan,Councilor,"Montemar, Dino Necesario",Dino,Lakas-Kabalikat ng Malayang Pilipino,10888
Bantayan,Councilor,"Despi, Arthur Escarro",Art,Lakas-Christian Muslim Democrats,12618
Bantayan,Councilor,"Del Mar, Venci Requiroso",Jing,Independent,11332
Barili,Mayor,"Canares, Geralyn Escario",Inday Lyn,Lakas-Kabalikat ng Malayang Pilipino,15248
Barili,Mayor,"Chiong, Valdemar Mendiola",Val,Lakas-Kabalikat ng Malayang Pilipino,21875
Barili,Vice-Mayor,"Escario, Dale Dirige",Dale,Lakas-Kabalikat ng Malayang Pilipino,13753
Barili,Vice-Mayor,"Senor, Delfin Resurreccion",Delfin,Lakas-Kabalikat ng Malayang Pilipino,20444
Barili,Councilor,"Chiong, Othello Mendiola",Boy,Lakas-Kabalikat ng Malayang Pilipino,12743
Barili,Councilor,"Resaba, Porferio Jr. Valles",Boy,Lakas-Kabalikat ng Malayang Pilipino,12520
Barili,Councilor,"Alinsonorin, Nilo Base",Boy A,Lakas-Kabalikat ng Malayang Pilipino,12334
Barili,Councilor,"Nietes, Dolorita Tingal",Lulu,Lakas-Kabalikat ng Malayang Pilipino,11892
Barili,Councilor,"Millena, Dominga Paunil",Inday Minga Paunil,Lakas-Kabalikat ng Malayang Pilipino,11708
Barili,Councilor,"Abangan, Letecia Felices",Lety,Lakas-Kabalikat ng Malayang Pilipino,10894
Barili,Councilor,"Lapitan, Elmer Quiros",Elmer,Lakas-Kabalikat ng Malayang Pilipino,13840
Barili,Councilor,"Escario, Gualberto Garcia",Dodong,Lakas-Kabalikat ng Malayang Pilipino,8579
Barili,Councilor,"Batiancila, Elmerando Dela Pena",Elmer,Lakas-Kabalikat ng Malayang Pilipino,8962
Barili,Councilor,"Cesa, Apollo Ang",Polax,Lakas-Christian Muslim Democrats,9298
Barili,Councilor,"Pacana, Mario Marlon Sayson",Marlon,Lakas-Kabalikat ng Malayang Pilipino,9403
Barili,Councilor,"Sormillon, Arturo Aguilar",Sormillon,Lakas-Kabalikat ng Malayang Pilipino,10036
Barili,Councilor,"Layese, Edgardo Forrosuelo",Boy,Lakas-Christian Muslim Democrats,10498
Barili,Councilor,"Montemar, Dino Necesario",Dino,Lakas-Kabalikat ng Malayang Pilipino,10888
Barili,Councilor,"Despi, Arthur Escarro",Art,Lakas-Christian Muslim Democrats,12618
Barili,Councilor,"Del Mar, Venci Requiroso",Jing,Independent,11332
Bogo city,Mayor,"Martinez, Celestino Jr. Espinoza",Junie,Lakas-Christian Muslim Democrats,24043
Bogo city,Vice-Mayor,"Sevilla, Santiago Araneta",Tiago,Lakas-Christian Muslim Democrats,20611
Bogo city,Councilor,"Rodriguez, Benjamin Montecillo",Ben,Lakas-Christian Muslim Democrats,14662
Bogo city,Councilor,"Rodriguez, Belinda Nadela",Bel,Lakas-Christian Muslim Democrats,11390
Bogo city,Councilor,"Lepiten, Victor Elliot III Suico",Boy,Lakas-Christian Muslim Democrats,17314
Bogo city,Councilor,"Gulane, Bienvenido II Ortega",Dodong,Lakas-Christian Muslim Democrats,14385
Bogo city,Councilor,"Armenton, Domingo Paquibo",Domy,Lakas-Christian Muslim Democrats,18525
Bogo city,Councilor,"Almirante, Geronimo Go",Yoyong,Lakas-Christian Muslim Democrats,15049
Bogo city,Councilor,"Alarde, Romeo Pitogo",Tinggoy,Lakas-Christian Muslim Democrats,16710
Bogo city,Councilor,"Villacrusis, Leo Leano",Leo,Lakas-Christian Muslim Democrats,10651
Boljoon,Mayor,"Derama, Deogenes Romero",Wargong,Lakas-Kabalikat ng Malayang Pilipino,4861
Boljoon,Vice-Mayor,"Derama, Merlou Dy",Merlou,Lakas-Kabalikat ng Malayang Pilipino,4312
Boljoon,Councilor,"Batoctoy, Cedric Serna",Cedric,Independent,2530
Boljoon,Councilor,"Nacario, Francisco",Frankie,Lakas-Kabalikat ng Malayang Pilipino,2569
Boljoon,Councilor,"Awe, Alfredo Romeo",Fred,Lakas-Kabalikat ng Malayang Pilipino,2679
Boljoon,Councilor,"Ceballos, Nephaley Roma",Pale,Lakas-Kabalikat ng Malayang Pilipino,2850
Boljoon,Councilor,"Estavilla, Edmundo Vallejos",Mundo,Independent,2880
Boljoon,Councilor,"Navarro, Proculo Alegrado",Polong,Lakas-Kabalikat ng Malayang Pilipino,3017
Boljoon,Councilor,"Niere, Ruben Nuyana",Ruben,Lakas-Kabalikat ng Malayang Pilipino,3018
Boljoon,Councilor,"Dacay, Ernesto Vinan",Boy,Lakas-Kabalikat ng Malayang Pilipino,2411
Borbon,Mayor,"Sepulveda, Bernard Antigua",Butch,Barog Alang sa Kauswagan ug Demokrasya,9333
Borbon,Vice-Mayor,"Vergara, Neal Mangubat",Neal,Barog Alang sa Kauswagan ug Demokrasya,9063
Borbon,Councilor,"Densing, Aurora Hatamosa",Au,Barog Alang sa Kauswagan ug Demokrasya,6127
Borbon,Councilor,"Antigua, Raul Ilano",Raul,Barog Alang sa Kauswagan ug Demokrasya,6670
Borbon,Councilor,"Mangubat, Mardonio Guia",Titing,Barog Alang sa Kauswagan ug Demokrasya,6735
Borbon,Councilor,"Romagos, Genedino Pogado",Dino,Barog Alang sa Kauswagan ug Demokrasya,7061
Borbon,Councilor,"Urot, Expedito Ruiz",Ditoy,Barog Alang sa Kauswagan ug Demokrasya,7836
Borbon,Councilor,"Dotillos, Noel Taylaban",Noel,Barog Alang sa Kauswagan ug Demokrasya,10257
Borbon,Councilor,"Melgo, Roy Doronio",Roy,Barog Alang sa Kauswagan ug Demokrasya,10931
Borbon,Councilor,"Flores, Emilio Mariquit",Melio,Barog Alang sa Kauswagan ug Demokrasya,6478
Carcar City,Mayor,"Barcenas, Mario Patricio Paraz",Patrick,Lakas-Kabalikat ng Malayang Pilipino,31411
Carcar City,Mayor,"Martinez, Mariano Rodriguez",Mar,Lakas-Christian Muslim Democrats,13852
Carcar City,Vice-Mayor,"Apura, Nicepuro Lauron",Nice,Alayon Alang sa Kalambu-an ng Kalinaw,22234
Carcar City,Vice-Mayor,"Bascon, Herman Antonio Martinez",Nino,Lakas-Christian Muslim Democrats,11489
Carcar City,Councilor,"Pestolante, Alfonso Comahig",Al,Lakas-Christian Muslim Democrats,12949
Carcar City,Councilor,"Reynes, Restituta Palacio",Tuta,Lakas-Christian Muslim Democrats,12446
Carcar City,Councilor,"Dela Pena, Mariano Wenrecto Sr. Mandal",Wendrie,Lakas-Christian Muslim Democrats,10813
Carcar City,Councilor,"Villamor, Antonio Pagatpat",Kuya Tony,Lakas-Christian Muslim Democrats,9855
Carcar City,Councilor,"Dela Cruz, Angelina Hortelano",Angie,Lakas-Christian Muslim Democrats,9759
Carcar City,Councilor,"Olivar, Jay Labores",Jay,Lakas-Kabalikat ng Malayang Pilipino,9756
Carcar City,Councilor,"Loon, Conrado Argawanon",Condring,Lakas-Christian Muslim Democrats,14854
Carcar City,Councilor,"Nacua, Harold Bolocboloc",Harold,Alayon Alang sa Kalambu-an ng Kalinaw,13650
Carcar City,Councilor,"Rojo, Dominador Sr. Alesna",Doming,Alayon Alang sa Kalambu-an ng Kalinaw,13743
Carcar City,Councilor,"Satinitigan, Danilo Laugan",Danny,Alayon Alang sa Kalambu-an ng Kalinaw,13964
Carcar City,Councilor,"Rentillosa, Aquilo Abarquez",Aki,Lakas-Kabalikat ng Malayang Pilipino,14219
Carcar City,Councilor,"Oca, Edgardo Paninsoro",Edgar,Lakas-Kabalikat ng Malayang Pilipino,15273
Carcar City,Councilor,"Sandoy, Algerico Apura",Gerry,Alayon Alang sa Kalambu-an ng Kalinaw,16059
Carcar City,Councilor,"Padin, Pedro Quindala",Pete,Alayon Alang sa Kalambu-an ng Kalinaw,17421
Carcar City,Councilor,"Velez, Nestor Olivar",Nestor,Lakas-Christian Muslim Democrats,21773
Carcar City,Councilor,"Masbate, Manolito Camay",Dong Lito,Lakas-Christian Muslim Democrats,9363
Carmen,Mayor,"Ilustrisimo, Jennifer L.",-,-,6260
Carmen,Vice-Mayor,"Cabrera, Adoracion Plenos",Dory,-,4556
Carmen,Councilor,"Pacinio, Herminigilda Gilbuena",Erming,Lakas-Christian Muslim Democrats,4914
Carmen,Councilor,"Saagundo, Renato Escaner",Pangga,Lakas-Christian Muslim Democrats,5037
Carmen,Councilor,"Espinosa, Ithamar Postrero",Tamar,Independent,5511
Carmen,Councilor,"Cabrera, Roel Esgana",Roel,Independent,5872
Carmen,Councilor,"Ilustrisimo, Jose Reneboy Giducos",Boy,Lakas-Christian Muslim Democrats,6155
Carmen,Councilor,"Ilustrisimo, Roger Esgarlan",Roger,Lakas-Christian Muslim Democrats,6526
Carmen,Councilor,"Layao, Pero Jesus Sarabia",Jesus,Independent,6737
Carmen,Councilor,"Bataycan, Froline Giducos",Nene,Lakas-Christian Muslim Democrats,4501
Catmon,Mayor,"Baquerfo, Rogelio Corcelles",Roger,Liberal Party,2948
Catmon,Mayor,"Aribal, Estrella Cleopas",Ester,Barog Alang sa Kauswagan ug Demokrasya,8349
Catmon,Vice-Mayor,"Maratas, Clint Manaug",Clint,Barog Alang sa Kauswagan ug Demokrasya,3140
Catmon,Vice-Mayor,"Jusay, Dan Modequillo",Yoyo Dan,Barog Alang sa Kauswagan ug Demokrasya,6987
Catmon,Councilor,"Duran, Victoriano Jr. Rica",Dodong,Barog Alang sa Kauswagan ug Demokrasya,5864
Catmon,Councilor,"Oyas, Llyod Seno",Wid,Barog Alang sa Kauswagan ug Demokrasya,6548
Catmon,Councilor,"Coloscos, Ceasar Colinares",Rasec,Liberal Party,6235
Catmon,Councilor,"Solante, Oscar Lilibios",Oca,Barog Alang sa Kauswagan ug Demokrasya,2920
Catmon,Councilor,"Uy, Dioscoro Polancos",Dodong,Barog Alang sa Kauswagan ug Demokrasya,3072
Catmon,Councilor,"Orge, Francisco Wenceslao",Cocoy,Barog Alang sa Kauswagan ug Demokrasya,3132
Catmon,Councilor,"Portarcos, Antero Pesquera",Roy,Barog Alang sa Kauswagan ug Demokrasya,3179
Catmon,Councilor,"Belacho, Amphil Enrado",Phil,Liberal Party,3208
Catmon,Councilor,"Orge, Tomas Laguna",Tommy,Barog Alang sa Kauswagan ug Demokrasya,3271
Catmon,Councilor,"Arizo, Benjamin Rojo",Ben,Barog Alang sa Kauswagan ug Demokrasya,6029
Catmon,Councilor,"Otadoy, Meldred Estremos",Medi,Barog Alang sa Kauswagan ug Demokrasya,3480
Catmon,Councilor,"Demonteverde, Ava Montecillo",Bating,Barog Alang sa Kauswagan ug Demokrasya,5213
Catmon,Councilor,"Bustamante, Celso Ceniza",Esoy,Liberal Party,5399
Catmon,Councilor,"Recamadas, Beven Butaya",Ben,Barog Alang sa Kauswagan ug Demokrasya,5575
Catmon,Councilor,"Gestopa, Iris Baylon",Irish Baylon,Barog Alang sa Kauswagan ug Demokrasya,5828
Catmon,Councilor,"Yu, Erwin Polancos",Win,Barog Alang sa Kauswagan ug Demokrasya,3408
Cebu City,Mayor,"Osmena, Tomas Dela Rama",Tommy,Lakas-Christian Muslim Democrats,195236
Cebu City,Mayor,"Durano, Thaddeus Duterte",Deo,Lakas-Kabalikat ng Malayang Pilipino,11294
Cebu City,Vice-Mayor,"Rama, Michael Lopez",Mike,Lakas-Christian Muslim Democrats,218241
Cebu City,Vice-Mayor,"Durano, Lissa Marie Presbitero",Moonyeen Durano,Barog Alang sa Kauswagan ug Demokrasya,9150
Cebu City,1St District- Councilor,"Alix, Christopher Isleta",Chris,Lakas-Christian Muslim Democrats,88404
Cebu City,1St District- Councilor,"Labella, Edgardo Colina",Edgar,Lakas-Christian Muslim Democrats,96696
Cebu City,1St District- Councilor,"Jakosalem, Sylvan Borromeo",Jack,Lakas-Christian Muslim Democrats,95031
Cebu City,1St District- Councilor,"Jagmoc, Edwin Robles",Ed,Lakas-Christian Muslim Democrats,86506
Cebu City,1Sth District- Councilor,"Japson, Lea Ouano",Lea,Lakas-Christian Muslim Democrats,76530
Cebu City,1Stdistrict- Councilor,"Pe, Augustus Jr. Gallarde",Jun,Lakas-Christian Muslim Democrats,72377
Cebu City,1St District- Councilor,"Archival, Nestor Dionson",Nestor,Lakas-Christian Muslim Democrats,100049
Cebu City,1St District- Councilor,"Davide, Hilario III Perez",Junjun,Lakas-Christian Muslim Democrats,101989
Cebu City,2Nd District - Councilor,"Carillo, Gerardo Abella",Gerry,Lakas-Christian Muslim Democrats,96525
Cebu City,2Nd District - Councilor,"Rama, Eduardo Jr. Roa",Edu,Lakas-Christian Muslim Democrats,99291
Cebu City,2Nd District - Councilor,"Abellanosa, Rodrigo Abellana",Bebot,Lakas-Christian Muslim Democrats,107791
Cebu City,2Nd District - Councilor,"Pacana, Arsenio Cabornay",Pax,Lakas-Christian Muslim Democrats,96359
Cebu City,2Nd District - Councilor,"Osmena, Richard Zayco",Richie,Lakas-Christian Muslim Democrats,75571
Cebu City,2Nd District - Councilor,"Alcoseba, Raul Demerry",Yayoy,Lakas-Christian Muslim Democrats,93378
Cebu City,2Nd District - Councilor,"Cabarrubias, Roberto Antimaro",Bobi,Lakas-Christian Muslim Democrats,76108
Cebu City,2Nd District - Councilor,"Daluz, Jose III Cortes",Joey,Lakas-Christian Muslim Democrats,87375
Cebu City,2Nd District - Councilor,"Presillas, Woodrow Quiros",Ody,Lakas-Kabalikat ng Malayang Pilipino,8260
Cebu City,2Nd District - Councilor,"Bacayo, Nicasio Presbitero",Nick,Lakas-Kabalikat ng Malayang Pilipino,9782
Cebu City,2Nd District - Councilor,"Armecin, Edwin Almacen",Edwin,Lakas-Kabalikat ng Malayang Pilipino,7691
Cebu City,2Nd District - Councilor,"Montejo, Toribio Arnejo",Boy,Lakas-Kabalikat ng Malayang Pilipino,5090
Cebu City,2Nd District - Councilor,"Brigoli, William Garbo",Willy,-,6805
Cebu City,2Nd District - Councilor,"Cabahug, Achilles Sanchez",Bb-Boy,Lakas-Kabalikat ng Malayang Pilipino,7164
Cebu City,2Nd District - Councilor,"Brigoli, Lito Garbo",Lito,Lakas-Kabalikat ng Malayang Pilipino,7519
Cebu City,2Nd District - Councilor,"Roble, Gabriel Valero",Riel,Lakas-Kabalikat ng Malayang Pilipino,8002
Compostela ,Mayor,"Reluya, Lakambini Generans",Neneth,Alayon Alang sa Kalambu-an ng Kalinaw,10370
Compostela ,Vice-Mayor,"Canoy, Antonio Llanto",Abe,Lakas-Christian Muslim Democrats,12576
Compostela ,Councilor,"Parino, Felipe Tatoy",Eping,United Opposition,9408
Compostela ,Councilor,"Baricuatro, Eutiquio Obaob",Leo,United Opposition,9541
Compostela ,Councilor,"Procianos, Juvy Manlosa",Juvy,United Opposition,9568
Compostela ,Councilor,"Enad, Samuel Jr. Carr",Butch,Lakas-Kabalikat ng Malayang Pilipino,9654
Compostela ,Councilor,"Alicaway, Alexander Paypa",Alex,United Opposition,9877
Compostela ,Councilor,"Canoy, Miguel Antonio Nadela",Mikko,United Opposition,10795
Compostela ,Councilor,"Loguiber, Vidala Alcover",Inday Vidala,United Opposition,11177
Compostela ,Councilor,"Enriquez, Neil Enad",Nel,United Opposition,9003
Consolacion,Mayor,"Gungob, Avelino Sr. Judilla",Avel,Lakas-Christian Muslim Democrats,17937
Consolacion,Mayor,"Fernandez, Jesus Jr. Angus",Dr. Jet,Barog Alang sa Kauswagan ug Demokrasya,4622
Consolacion,Vice-Mayor,"Alinsug, Ember Visabella",Ember,-,18974
Consolacion,Vice-Mayor,"Tajo, Rommel Borinaga",Mel,Barog Alang sa Kauswagan ug Demokrasya,4559
Consolacion,Councilor,"Labiste, Pablo Chito Quibedo",Chito,Barog Alang sa Kauswagan ug Demokrasya,4109
Consolacion,Councilor,"Fernandez, Mercury Cabungal",Persi,Barog Alang sa Kauswagan ug Demokrasya,3919
Consolacion,Councilor,"Maratas, Eufracio Jr. Pagalan",Dodong Fracio,Barog Alang sa Kauswagan ug Demokrasya,3894
Consolacion,Councilor,"Maratas, Milton Angus",Boss,Barog Alang sa Kauswagan ug Demokrasya,3808
Consolacion,Councilor,"Pedericos, Antonieto Lorejas",Tonie,Barog Alang sa Kauswagan ug Demokrasya,3751
Consolacion,Councilor,"Borinaga, Eli Bustillo",Ely,Barog Alang sa Kauswagan ug Demokrasya,3681
Consolacion,Councilor,"Madrazo, Anita Serato",Inday,Independent,4240
Consolacion,Councilor,"Mangubat, Basilio Rosal",Besil,Lakas-Christian Muslim Democrats,13473
Consolacion,Councilor,"Quimod, Arturo Herbieto",Turo,Lakas-Christian Muslim Democrats,13481
Consolacion,Councilor,"Abucay, Benedicto Sr. Retiza",Benny,Lakas-Christian Muslim Democrats,13644
Consolacion,Councilor,"Ermac, Bienvenido Gungub",Ben,Lakas-Kabalikat ng Malayang Pilipino,14121
Consolacion,Councilor,"Villo, Blessilda Burdeos",Bingol,Lakas-Kabalikat ng Malayang Pilipino,14446
Consolacion,Councilor,"Ouano, Alfred Francis  Mabanag",Alfie,Lakas-Kabalikat ng Malayang Pilipino,15196
Consolacion,Councilor,"Tibon, Benigno Sr. Soco",Ben,Lakas-Christian Muslim Democrats,15333
Consolacion,Councilor,"Abinales, Arnolfo Aurelio Alivio",Taboy,Lakas-Kabalikat ng Malayang Pilipino,15394
Consolacion,Councilor,"Tabasa, Ceasar Serato",Cesar,Barog Alang sa Kauswagan ug Demokrasya,3650
Cordoba,Mayor,"Sitoy, Adelino Baguio",Addy,Lakas-Kabalikat ng Malayang Pilipino,8750
Cordoba,Vice-Mayor,"Jumao-As, Rodrigo Barreto",Dody,Lakas-Christian Muslim Democrats,8611
Cordoba,Councilor,"Prochina, Remegia Berdin",Idol Mimi,Lakas-Kabalikat ng Malayang Pilipino,6696
Cordoba,Councilor,"Suan, Cesar Enverzo",Didoy,Lakas-Christian Muslim Democrats,7078
Cordoba,Councilor,"Sumagang, Rodrigo Baguio",Rudy,Lakas-Kabalikat ng Malayang Pilipino,7096
Cordoba,Councilor,"Tirol, Rogelio Jumao-As",Roheng,Lakas-Kabalikat ng Malayang Pilipino,7111
Cordoba,Councilor,"Yburan, Roque Sumagang",Titi,ONE CEBU,7493
Cordoba,Councilor,"Sitoy, Ximgil Dino Aum",Em-Em,Lakas-Kabalikat ng Malayang Pilipino,7702
Cordoba,Councilor,"Tago, Victor III Sabucido",Boyet,Lakas-Christian Muslim Democrats,7891
Cordoba,Councilor,"Pacaldo, Manuel Suan",Maning,Lakas-Kabalikat ng Malayang Pilipino,8347
Daanbantayan,Mayor,"Sitoy, Adelino Baguio",Addy,Lakas-Kabalikat ng Malayang Pilipino,8750
Daanbantayan,Vice-Mayor,"Jumao-As, Rodrigo Barreto",Dody,Lakas-Christian Muslim Democrats,8611
Daanbantayan,Councilor,"Prochina, Remegia Berdin",Idol Mimi,Lakas-Kabalikat ng Malayang Pilipino,6696
Daanbantayan,Councilor,"Suan, Cesar Enverzo",Didoy,Lakas-Christian Muslim Democrats,7078
Daanbantayan,Councilor,"Sumagang, Rodrigo Baguio",Rudy,Lakas-Kabalikat ng Malayang Pilipino,7096
Daanbantayan,Councilor,"Tirol, Rogelio Jumao-As",Roheng,Lakas-Kabalikat ng Malayang Pilipino,7111
Daanbantayan,Councilor,"Yburan, Roque Sumagang",Titi,ONE CEBU,7493
Daanbantayan,Councilor,"Sitoy, Ximgil Dino Aum",Em-Em,Lakas-Kabalikat ng Malayang Pilipino,7702
Daanbantayan,Councilor,"Tago, Victor III Sabucido",Boyet,Lakas-Christian Muslim Democrats,7891
Daanbantayan,Councilor,"Pacaldo, Manuel Suan",Maning,Lakas-Kabalikat ng Malayang Pilipino,8347
Dalaguete,Mayor,"Sitoy, Adelino Baguio",Addy,Lakas-Kabalikat ng Malayang Pilipino,8750
Dalaguete,Vice-Mayor,"Jumao-As, Rodrigo Barreto",Dody,Lakas-Christian Muslim Democrats,8611
Dalaguete,Councilor,"Prochina, Remegia Berdin",Idol Mimi,Lakas-Kabalikat ng Malayang Pilipino,6696
Dalaguete,Councilor,"Suan, Cesar Enverzo",Didoy,Lakas-Christian Muslim Democrats,7078
Dalaguete,Councilor,"Sumagang, Rodrigo Baguio",Rudy,Lakas-Kabalikat ng Malayang Pilipino,7096
Dalaguete,Councilor,"Tirol, Rogelio Jumao-As",Roheng,Lakas-Kabalikat ng Malayang Pilipino,7111
Dalaguete,Councilor,"Yburan, Roque Sumagang",Titi,One Cebu,7493
Dalaguete,Councilor,"Sitoy, Ximgil Dino Aum",Em-Em,Lakas-Kabalikat ng Malayang Pilipino,7702
Dalaguete,Councilor,"Tago, Victor III Sabucido",Boyet,Lakas-Christian Muslim Democrats,7891
Dalaguete,Councilor,"Pacaldo, Manuel Suan",Maning,Lakas-Kabalikat ng Malayang Pilipino,8347
Danao City,Mayor,"Durano, Ramon III Duterte",Dodong Nito,Lakas-Christian Muslim Democrats,31065
Danao City,Vice-Mayor,"Durano, Ramon Jr. Duterte",Boy,Lakas-Christian Muslim Democrats,46736
Danao City,Councilor,"Bato-On, Conrado Enriquez",Conring,Barog Alang sa Kauswagan ug Demokrasya-Nationalist People's Coalition,19359
Danao City,Councilor,"Lawas, Alejandro Mayol",Landring,Barog Alang sa Kauswagan ug Demokrasya-Nationalist People's Coalition,19925
Danao City,Councilor,"Canson, Leonilo Calzada",Onel,Barog Alang sa Kauswagan ug Demokrasya-Nationalist People's Coalition,20226
Danao City,Councilor,"Durano, Alicia Barriga",Alice,Barog Alang sa Kauswagan ug Demokrasya-Nationalist People's Coalition,20552
Danao City,Councilor,"Meca, Jesus Cane",E-Choy,Barog Alang sa Kauswagan ug Demokrasya-Nationalist People's Coalition,20783
Danao City,Councilor,"Durano, Carmen Remedios Hotchkiss",Ivy,Barog Alang sa Kauswagan ug Demokrasya-Nationalist People's Coalition,22353
Danao City,Councilor,"Cane, Jorge John Taboada",John,Barog Alang sa Kauswagan ug Demokrasya-Nationalist People's Coalition,17737
Danao City,Councilor,"Duterte, Cynthia Arnado",Cynthia,Philippine Democratic Socialist Party,17761
Danao City,Councilor,"Giango, Rodrigo Galon",Drigo,Barog Alang sa Kauswagan ug Demokrasya-Nationalist People's Coalition,18974
Danao City,Councilor,"Rodriguez, Oscar Jr. Durano",Boying,Barog Alang sa Kauswagan ug Demokrasya-Nationalist People's Coalition,19528
Dumanjug,Mayor,"Baricuatro, Cesar Alpuerto",Sarsi,Lakas-Kabalikat ng Malayang Pilipino,10413
Dumanjug,Vice-Mayor,"Jumao-As, Abdon Araen",Boy,Lakas-Kabalikat ng Malayang Pilipino,10201
Dumanjug,Councilor,"Quirante, Evelinda Tuling",Belinda,-,7517
Dumanjug,Councilor,"Condes, Ricardo Condor",Cardo,Independent,7602
Dumanjug,Councilor,"Herrera, Florentino Tumulak",,Independent,7622
Dumanjug,Councilor,"Abrea, Rogelio Aninon",Roger,Independent,8036
Dumanjug,Councilor,"Alpuerto, Josephine Pranza",Inday,Lakas-Kabalikat ng Malayang Pilipino,8049
Dumanjug,Councilor,"Sabellano, Ely Tan",Ely Embalmer,Independent,9372
Dumanjug,Councilor,"Gica, Efren Guntrano Zozobrado",Gungun,Lakas-Kabalikat ng Malayang Pilipino,9774
Dumanjug,Councilor,"Famor, Francis Arthur Llego",Tor,Lakas-Kabalikat ng Malayang Pilipino,7250
Ginatilan,Mayor,"Singco, Dean Michael Pastoriza",Dms,Lakas-Kabalikat ng Malayang Pilipino,4149
Ginatilan,Vice-Mayor,"Gornez, Jose Ramon Ong",Ete Joel-Kaoke,Lakas-Kabalikat ng Malayang Pilipino,3595
Ginatilan,Councilor,"Teo, Roy Alvin Aranas",Roy,Independent,3296
Ginatilan,Councilor,"Barriga, Ma Riza Awayan",Inday Riza,Lakas-Kabalikat ng Malayang Pilipino,3488
Ginatilan,Councilor,"Chow, Liza Aranas",Liza,Lakas-Kabalikat ng Malayang Pilipino,3522
Ginatilan,Councilor,"Tocao, W Aranas",Watoy,Lakas-Kabalikat ng Malayang Pilipino,3544
Ginatilan,Councilor,"Momo, John Ferraren",Jan-Jan,Lakas-Kabalikat ng Malayang Pilipino,3559
Ginatilan,Councilor,"Caballeda, Aurora Singco",Au-Au,Lakas-Kabalikat ng Malayang Pilipino,3826
