Particular,A031,A032,A033,A034,A035,A036,A037,A038,A040,A041,A042,A960,Total
          Philippine High School for the Arts,0,0,0,0,0,"1,145",0,"2,650","2,682",0,0,0,"6,477"
,,,,,,,,,,,,,
     State Universities and Colleges,0,0,0,"23,846","2,282,067","763,156",0,0,"295,931",0,0,0,"3,365,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          NATIONAL CAPITAL REGION,0,0,0,0,"1,472,251","18,550",0,0,"14,800",0,0,0,"1,505,601"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Eulogio 'Amang' Rodriguez Institute of,,,,,,,,,,,,,
                     Science and Technology,0,0,0,0,0,0,0,0,"3,550",0,0,0,"3,550"
               Marikina Polytechnic College,0,0,0,0,0,0,0,0,"3,550",0,0,0,"3,550"
               Philippine Normal University,0,0,0,0,"3,851","15,000",0,0,0,0,0,0,"18,851"
               Philippine State College of Aeronautics,0,0,0,0,0,"3,550",0,0,0,0,0,0,"3,550"
               Polytechnic University of the Philippines,0,0,0,0,0,0,0,0,"7,700",0,0,0,"7,700"
               Rizal Technological University,0,0,0,0,"7,700",0,0,0,0,0,0,0,"7,700"
               Technological University of the Philippines,0,0,0,0,"7,700",0,0,0,0,0,0,0,"7,700"
               University of the Philippines System,0,0,0,0,"1,453,000",0,0,0,0,0,0,0,"1,453,000"
,,,,,,,,,,,,,
          Region I - ILOCOS,0,0,0,"17,000","34,173",0,0,0,"7,250",0,0,0,"58,423"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Don Mariano Marcos Memorial State University,0,0,0,0,"15,000",0,0,0,"3,700",0,0,0,"18,700"
               Ilocos Sur Polytechnic State College,0,0,0,0,0,0,0,0,"3,550",0,0,0,"3,550"
               Mariano Marcos State University,0,0,0,"17,000",0,0,0,0,0,0,0,0,"17,000"
               North Luzon Philippines State College,0,0,0,0,"3,773",0,0,0,0,0,0,0,"3,773"
               Pangasinan State University,0,0,0,0,"7,700",0,0,0,0,0,0,0,"7,700"
               University of Northern Philippines,0,0,0,0,"7,700",0,0,0,0,0,0,0,"7,700"
,,,,,,,,,,,,,
          CORDILLERA ADMINISTRATIVE REGION,0,0,0,0,"49,200",0,0,0,0,0,0,0,"49,200"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Abra State Institute of Science and Technology,0,0,0,0,"3,550",0,0,0,0,0,0,0,"3,550"
               Apayao State College,0,0,0,0,"3,550",0,0,0,0,0,0,0,"3,550"
               Benguet State University,0,0,0,0,"19,000",0,0,0,0,0,0,0,"19,000"
               Ifugao State University,0,0,0,0,"7,700",0,0,0,0,0,0,0,"7,700"
               Kalinga-Apayao State College,0,0,0,0,"7,700",0,0,0,0,0,0,0,"7,700"
               Mountain Province State Polytechnic College,0,0,0,0,"7,700",0,0,0,0,0,0,0,"7,700"
,,,,,,,,,,,,,
          Region II - CAGAYAN VALLEY,0,0,0,0,"16,416","1,295",0,0,"35,400",0,0,0,"53,111"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Batanes State College (Batanes,,,,,,,,,,,,,
                     Polytechnic College),0,0,0,0,"2,643","1,295",0,0,0,0,0,0,"3,938"
               Cagayan State University,0,0,0,0,0,0,0,0,"7,700",0,0,0,"7,700"
               Isabela State University,0,0,0,0,0,0,0,0,"19,000",0,0,0,"19,000"
               Nueva Vizcaya State University ( NVSIT,,,,,,,,,,,,,
                     and NVSPC),0,0,0,0,"10,000",0,0,0,"8,700",0,0,0,"18,700"
               Quirino State College,0,0,0,0,"3,773",0,0,0,0,0,0,0,"3,773"
,,,,,,,,,,,,,
          Region III - CENTRAL LUZON,0,0,0,0,"79,378",0,0,0,"11,910",0,0,0,"91,288"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Aurora State College of Technology,0,0,0,0,"3,550",0,0,0,0,0,0,0,"3,550"
               Bataan Peninsula State University,0,0,0,0,"7,700",0,0,0,0,0,0,0,"7,700"
               Central Luzon State University,0,0,0,0,"19,400",0,0,0,0,0,0,0,"19,400"
               Bulacan State University,0,0,0,0,0,0,0,0,"6,892",0,0,0,"6,892"
               Bulacan Agricultural State College,0,0,0,0,"3,773",0,0,0,0,0,0,0,"3,773"
               Don Honorio Ventura Technological State,,,,,,,,,,,,,
                     University (DHVCAT),0,0,0,0,"3,773",0,0,0,0,0,0,0,"3,773"
               Nueva Ecija University of Science and Technology,0,0,0,0,"6,382",0,0,0,"1,318",0,0,0,"7,700"
               Pampanga Agricultural College,0,0,0,0,"7,700",0,0,0,0,0,0,0,"7,700"
               Philippine Merchant Marine Academy,0,0,0,0,"7,700",0,0,0,0,0,0,0,"7,700"
               Ramon Magsaysay Technological University,0,0,0,0,"4,000",0,0,0,"3,700",0,0,0,"7,700"
               Tarlac College of Agriculture,0,0,0,0,"7,700",0,0,0,0,0,0,0,"7,700"
               Tarlac State University,0,0,0,0,"7,700",0,0,0,0,0,0,0,"7,700"
,,,,,,,,,,,,,
          Region IV-A - CALABARZON,0,0,0,0,"3,773","7,700",0,0,"27,224",0,0,0,"38,697"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Batangas State University,0,0,0,0,0,0,0,0,"7,700",0,0,0,"7,700"
               Cavite State University,0,0,0,0,0,0,0,0,"15,751",0,0,0,"15,751"
               Laguna State Polytechnic University,,,,,,,,,,,,,
                     (Laguna State Polytechnic College),0,0,0,0,"3,773",0,0,0,0,0,0,0,"3,773"
               Southern Luzon State University,,,,,,,,,,,,,
                     (Southern Luzon Polytechnic College),0,0,0,0,0,0,0,0,"3,773",0,0,0,"3,773"
               University of Rizal System,0,0,0,0,0,"7,700",0,0,0,0,0,0,"7,700"
,,,,,,,,,,,,,
          Region IV-B - MIMAROPA,0,0,0,"3,773","13,023","2,773",0,0,"16,000",0,0,0,"35,569"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Marinduque State College,0,0,0,0,"2,273","1,500",0,0,0,0,0,0,"3,773"
               Mindoro State College of Agriculture and Technology,0,0,0,0,"2,277","1,273",0,0,0,0,0,0,"3,550"
               Occidental Mindoro State College,,,,,,,,,,,,,
                     (Occidental Mindoro National College),0,0,0,0,773,0,0,0,"3,000",0,0,0,"3,773"
               Palawan State University,0,0,0,0,0,0,0,0,"13,000",0,0,0,"13,000"
               Romblon State University (Romblon State College),0,0,0,"3,773",0,0,0,0,0,0,0,0,"3,773"
               Western Philippines University,0,0,0,0,"7,700",0,0,0,0,0,0,0,"7,700"
,,,,,,,,,,,,,
          Region V - BICOL,0,0,0,0,"57,603",0,0,0,"9,732",0,0,0,"67,335"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Bicol University,0,0,0,0,"19,000",0,0,0,0,0,0,0,"19,000"
               Camarines Norte State College,0,0,0,0,0,0,0,0,"3,682",0,0,0,"3,682"
               Camarines Sur Polytechnic Colleges,0,0,0,0,0,0,0,0,"3,550",0,0,0,"3,550"
               Central Bicol State University of,,,,,,,,,,,,,
                     Agriculture  (Camarines Sur State,,,,,,,,,,,,,
                     Agricultural College),0,0,0,0,"16,200",0,0,0,"2,500",0,0,0,"18,700"
               Catanduanes State Colleges,0,0,0,0,"7,700",0,0,0,0,0,0,0,"7,700"
"               Dr. Emilio B. Espinosa, Sr. Memorial",,,,,,,,,,,,,
                     State College of Agriculture and Technology,0,0,0,0,"3,273",0,0,0,0,0,0,0,"3,273"
               Partido State University,0,0,0,0,"7,700",0,0,0,0,0,0,0,"7,700"
               Sorsogon State College,0,0,0,0,"3,730",0,0,0,0,0,0,0,"3,730"
,,,,,,,,,,,,,
          Region VI - WESTERN VISAYAS,0,0,0,0,"38,800","7,888",0,0,"20,246",0,0,0,"66,934"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Aklan State University,0,0,0,0,"3,550",0,0,0,0,0,0,0,"3,550"
               Capiz State University,0,0,0,0,0,"2,200",0,0,"5,500",0,0,0,"7,700"
               Carlos C. Hilado Memorial State College,0,0,0,0,0,0,0,0,"3,273",0,0,0,"3,273"
               Guimaras State College,0,0,0,0,"3,500",0,0,0,0,0,0,0,"3,500"
               Iloilo State College of Fisheries,0,0,0,0,0,0,0,0,"3,773",0,0,0,"3,773"
               Negros State College of Agriculture,0,0,0,0,"3,550",0,0,0,0,0,0,0,"3,550"
               Northern Iloilo Polytechnic State College,0,0,0,0,"3,500",273,0,0,0,0,0,0,"3,773"
               Northern Negros State College of Science,,,,,,,,,,,,,
                     and Technology,0,0,0,0,"3,500",0,0,0,0,0,0,0,"3,500"
               University of Antique (Polytechnic State,,,,,,,,,,,,,
                     College of Antique),0,0,0,0,0,0,0,0,"7,700",0,0,0,"7,700"
               Western Visayas College of Science and Technology,0,0,0,0,"7,700",0,0,0,0,0,0,0,"7,700"
               West Visayas State University,0,0,0,0,"13,500","5,415",0,0,0,0,0,0,"18,915"
,,,,,,,,,,,,,
          Region VII - CENTRAL VISAYAS,0,0,0,0,"15,400",0,0,0,"25,973",0,0,0,"41,373"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Cebu Normal University,0,0,0,0,0,0,0,0,"18,700",0,0,0,"18,700"
               Cebu Technological University (Cebu,,,,,,,,,,,,,
                     State College of Science and Technology),0,0,0,0,"7,700",0,0,0,0,0,0,0,"7,700"
               Bohol Island State University  (Central,,,,,,,,,,,,,
"                     Visayas State College of Agr., ",,,,,,,,,,,,,
                     Forestry and Tech.),0,0,0,0,0,0,0,0,"3,500",0,0,0,"3,500"
               Negros Oriental State University,,,,,,,,,,,,,
                     (Central Visayas Polytechnic College),0,0,0,0,"7,700",0,0,0,0,0,0,0,"7,700"
               Siquijor State College,0,0,0,0,0,0,0,0,"3,773",0,0,0,"3,773"
,,,,,,,,,,,,,
          Region VIII - EASTERN VISAYAS,0,0,0,0,"59,073","7,700",0,0,"28,000",0,0,0,"94,773"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Eastern Samar State University,0,0,0,0,0,"7,700",0,0,0,0,0,0,"7,700"
               Eastern Visayas State University (Leyte,,,,,,,,,,,,,
                     Institute of Technology),0,0,0,0,0,0,0,0,"7,700",0,0,0,"7,700"
               Leyte Normal University,0,0,0,0,"18,700",0,0,0,0,0,0,0,"18,700"
               Visayas State University (Leyte State University),0,0,0,0,"18,700",0,0,0,0,0,0,0,"18,700"
               Naval State University (Naval Institute,,,,,,,,,,,,,
                     of Technology),0,0,0,0,"3,000",0,0,0,"4,700",0,0,0,"7,700"
               Palompon Institute of Technology,0,0,0,0,0,0,0,0,"7,700",0,0,0,"7,700"
               Southern Leyte State University,,,,,,,,,,,,,
                     (Southern Leyte State College of,,,,,,,,,,,,,
                     Sci. and Tech. and TONC),0,0,0,0,273,0,0,0,"3,200",0,0,0,"3,473"
               Samar State University (Samar State,,,,,,,,,,,,,
                     Polytechnic College),0,0,0,0,"7,700",0,0,0,0,0,0,0,"7,700"
               Northwest Samar State University (TTMIST,,,,,,,,,,,,,
                     and SSCAF),0,0,0,0,"3,000",0,0,0,"4,700",0,0,0,"7,700"
               University of Eastern Philippines,0,0,0,0,"7,700",0,0,0,0,0,0,0,"7,700"
,,,,,,,,,,,,,
          Region IX - ZAMBOANGA PENINSULA,0,0,0,"3,073","11,127",0,0,0,"18,700",0,0,0,"32,900"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               J. H. Cerilles State College,0,0,0,0,"3,550",0,0,0,0,0,0,0,"3,550"
               Jose Rizal Memorial State University,,,,,,,,,,,,,
                     (Jose Rizal Memorial State College),0,0,0,0,"3,550",0,0,0,0,0,0,0,"3,550"
               Western Mindanao State University,0,0,0,0,0,0,0,0,"18,700",0,0,0,"18,700"
               Zamboanga City State Polytechnic College,0,0,0,"3,073",477,0,0,0,0,0,0,0,"3,550"
               Zamboanga State College of Marine,,,,,,,,,,,,,
                     Sciences and Technology,0,0,0,0,"3,550",0,0,0,0,0,0,0,"3,550"
,,,,,,,,,,,,,
          Region X - NORTHERN MINDANAO,0,0,0,0,"7,700","169,250",0,0,"28,723",0,0,0,"205,673"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Bukidnon State University,0,0,0,0,"7,700",0,0,0,0,0,0,0,"7,700"
               Camiguin Polytechnic State College,0,0,0,0,0,0,0,0,"3,473",0,0,0,"3,473"
               Central Mindanao University,0,0,0,0,0,0,0,0,"18,700",0,0,0,"18,700"
               Mindanao University of Science and Technology,0,0,0,0,0,"15,700",0,0,"3,000",0,0,0,"18,700"
               MSU-Iligan Institute of Technology,0,0,0,0,0,"150,000",0,0,0,0,0,0,"150,000"
               Misamis Oriental State College of,,,,,,,,,,,,,
                     Agriculture and Technology,0,0,0,0,0,"3,550",0,0,0,0,0,0,"3,550"
               Northwestern Mindanao State College of,,,,,,,,,,,,,
                     Science and Technology,0,0,0,0,0,0,0,0,"3,550",0,0,0,"3,550"
,,,,,,,,,,,,,
          Region XI - DAVAO REGION,0,0,0,0,"22,612",0,0,0,"11,250",0,0,0,"33,862"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Davao del Norte State College,0,0,0,0,"3,550",0,0,0,0,0,0,0,"3,550"
               Davao Oriental State College of Science,,,,,,,,,,,,,
                     and Technology,0,0,0,0,0,0,0,0,"7,700",0,0,0,"7,700"
               Southern Philippines Agri-Business and,,,,,,,,,,,,,
                     Marine and Aquatic School of Technology,0,0,0,0,0,0,0,0,"3,550",0,0,0,"3,550"
               University of Southeastern Philippines,0,0,0,0,"19,062",0,0,0,0,0,0,0,"19,062"
,,,,,,,,,,,,,
          Region XII - MAIN SOCCSKSARGEN,0,0,0,0,"11,173",0,0,0,"22,250",0,0,0,"33,423"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Cotabato City State Polytechnic College,0,0,0,0,0,0,0,0,"3,550",0,0,0,"3,550"
               Cotabato Foundation College of Science,,,,,,,,,,,,,
                     and Technology,0,0,0,0,"3,473",0,0,0,0,0,0,0,"3,473"
               Sultan Kudarat State University (Sultan,,,,,,,,,,,,,
                     Kudarat Polytechnic State College),0,0,0,0,"7,700",0,0,0,0,0,0,0,"7,700"
               University of Southern Mindanao,0,0,0,0,0,0,0,0,"18,700",0,0,0,"18,700"
,,,,,,,,,,,,,
          CARAGA ADMINISTRATIVE REGION,0,0,0,0,"14,123",0,0,0,0,0,0,0,"14,123"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Agusan del Sur State College of,,,,,,,,,,,,,
                     Agriculture and Technology,0,0,0,0,"3,473",0,0,0,0,0,0,0,"3,473"
               Caraga State University (Northern,,,,,,,,,,,,,
                     Mindanao State Institute of,,,,,,,,,,,,,
                     Science and Technology),0,0,0,0,"3,550",0,0,0,0,0,0,0,"3,550"
               Surigao del Sur State University,,,,,,,,,,,,,
                     (Surigao del Sur Polytechnic State College),0,0,0,0,"3,550",0,0,0,0,0,0,0,"3,550"
               Surigao State College of Technology,0,0,0,0,"3,550",0,0,0,0,0,0,0,"3,550"
,,,,,,,,,,,,,
          AUTONOMOUS REGION IN MUSLIM MINDANAO,0,0,0,0,"376,242","548,000",0,0,"18,473",0,0,0,"942,715"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Adiong Memorial Polytechnic State College,0,0,0,0,0,0,0,0,"3,473",0,0,0,"3,473"
               Basilan State College,0,0,0,0,"3,550",0,0,0,0,0,0,0,"3,550"
               Mindanao State University,0,0,0,0,"365,592","488,000",0,0,"15,000",0,0,0,"868,592"
               MSU-Tawi-Tawi College of Technology and Oceanography,0,0,0,0,0,"60,000",0,0,0,0,0,0,"60,000"
               Sulu State College,0,0,0,0,"3,550",0,0,0,0,0,0,0,"3,550"
               Tawi-Tawi Regional Agricultural College,0,0,0,0,"3,550",0,0,0,0,0,0,0,"3,550"
,,,,,,,,,,,,,
     Department of Energy,0,0,0,0,0,"40,805",0,"2,381,470","45,096","70,810",0,0,"2,538,181"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,0,"40,805",0,"2,381,470","45,096","70,810",0,0,"2,538,181"
,,,,,,,,,,,,,
     Department of Environment and Natural Resources,0,0,0,"545,129","505,300","409,081",0,"714,023","825,872",0,"3,091,265",0,"6,090,670"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,"518,929","467,800","344,775",0,"186,523","119,973",0,"3,091,265",0,"4,729,265"
          Environmental Management Bureau,0,0,0,0,0,0,0,"17,000","351,950",0,0,0,"368,950"
          Mines and Geo-Sciences Bureau,0,0,0,"24,700","37,000","12,936",0,"11,200","49,764",0,0,0,"135,600"
          National Mapping and Resource Information Authority,0,0,0,0,0,"50,370",0,"499,300","303,067",0,0,0,"852,737"
          National Water Resources Board,0,0,0,"1,500",0,"1,000",0,0,0,0,0,0,"2,500"
          Palawan Council for Sustainable Development Staff,0,0,0,0,500,0,0,0,"1,118",0,0,0,"1,618"
,,,,,,,,,,,,,
     Department of Finance,0,0,0,0,"570,663","558,584",0,"10,860","175,438",0,0,0,"1,315,545"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,600,"1,365",0,0,335,0,0,0,"2,300"
          Bureau of Customs,0,0,0,0,"30,000","9,000",0,0,"172,822",0,0,0,"211,822"
          Bureau of Internal Revenue,0,0,0,0,"504,643","533,529",0,0,"2,281",0,0,0,"1,040,453"
          Bureau of Local Government Finance,0,0,0,0,"10,000",0,0,0,0,0,0,0,"10,000"
          Central Board of Assessment Appeals,0,0,0,0,0,0,0,"1,200",0,0,0,0,"1,200"
          Cooperative Development Authority,0,0,0,0,"1,720","8,593",0,"8,460",0,0,0,0,"18,773"
          Insurance Commission,0,0,0,0,"23,700","5,851",0,0,0,0,0,0,"29,551"
          National Tax Research Center,0,0,0,0,0,246,0,"1,200",0,0,0,0,"1,446"
,,,,,,,,,,,,,
     Department of Foreign Affairs,0,0,0,0,"821,289","37,424",0,"35,000",0,0,0,0,"893,713"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,"821,289","37,259",0,"35,000",0,0,0,0,"893,548"
          Foreign Service Institute,0,0,0,0,0,165,0,0,0,0,0,0,165
,,,,,,,,,,,,,
     Department of Health,0,0,0,0,"51,176","158,715",0,"3,000","17,000",0,0,0,"229,891"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,"51,176","150,000",0,0,"17,000",0,0,0,"218,176"
          Commission on Population,0,0,0,0,0,"4,715",0,0,0,0,0,0,"4,715"
          National Nutrition Council,0,0,0,0,0,"4,000",0,"3,000",0,0,0,0,"7,000"
,,,,,,,,,,,,,
     Department of the Interior and Local Government,0,0,0,0,"550,338",0,0,"649,231","2,160,228",0,0,0,"3,359,797"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,0,0,0,"29,000","1,760",0,0,0,"30,760"
          Bureau of Fire Protection,0,0,0,0,"281,680",0,0,0,"688,150",0,0,0,"969,830"
          Bureau of Jail Management and Penology,0,0,0,0,"54,458",0,0,0,"83,349",0,0,0,"137,807"
          Philippine National Police,0,0,0,0,"100,000",0,0,"613,031","1,386,969",0,0,0,"2,100,000"
          Philippine Public Safety College,0,0,0,0,"114,200",0,0,"7,200",0,0,0,0,"121,400"
,,,,,,,,,,,,,
     Department of Justice,0,0,0,0,"14,135","167,437",0,"10,000","12,400",0,0,0,"203,972"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,0,"32,500",0,"4,000",500,0,0,0,"37,000"
          Bureau of Corrections,0,0,0,0,"14,135","40,181",0,0,"11,900",0,0,0,"66,216"
          Bureau of Immigration,0,0,0,0,0,"94,756",0,0,0,0,0,0,"94,756"
          Office of the Solicitor General,0,0,0,0,0,0,0,"6,000",0,0,0,0,"6,000"
,,,,,,,,,,,,,
     Department of Labor and Employment,0,0,0,0,"114,542","109,031",0,"79,800","14,100",0,0,0,"317,473"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,"46,500","66,627",0,"43,300",0,0,0,0,"156,427"
          National Conciliation and Mediation Board,0,0,0,0,0,"9,214",0,"12,000",0,0,0,0,"21,214"
          National Labor Relations Commission,0,0,0,0,0,"2,353",0,0,0,0,0,0,"2,353"
          National Maritime Polytechnic,0,0,0,0,"7,500","2,700",0,0,"14,100",0,0,0,"24,300"
          National Wages and Productivity Commission,0,0,0,0,0,0,0,"4,500",0,0,0,0,"4,500"
          Philippine Overseas Employment Administration,0,0,0,0,"36,042",140,0,0,0,0,0,0,"36,182"
          Professional Regulation Commission,0,0,0,0,"24,500","7,691",0,0,0,0,0,0,"32,191"
          Technical Education and Skills Development Authority,0,0,0,0,0,"20,306",0,"20,000",0,0,0,0,"40,306"
,,,,,,,,,,,,,
     Department of National Defense,0,0,0,0,"81,457","12,181",0,"89,418","5,245,054",0,0,0,"5,428,110"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          DND Proper (Office of the Secretary),0,0,0,0,"40,000","5,966",0,"38,918","147,616",0,0,0,"232,500"
          Government Arsenal,0,0,0,0,0,0,0,0,"40,000",0,0,0,"40,000"
          Armed Forces of the Philippines,0,0,0,0,"41,457","6,215",0,"50,500","5,057,438",0,0,0,"5,155,610"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Philippine Army (Land Forces),0,0,0,0,0,0,0,0,"40,220",0,0,0,"40,220"
               Philippine Air Force (Air Force),0,0,0,0,0,0,0,"43,700","17,218",0,0,0,"60,918"
"               General Headquarters, AFP and AFP Wide",,,,,,,,,,,,,
                     Service Support Units (AFPWSSUS),0,0,0,0,"41,457","6,215",0,"6,800","5,000,000",0,0,0,"5,054,472"
,,,,,,,,,,,,,
     Department of Public Works and Highways,0,0,0,0,0,"578,617",0,0,"449,600","147,258,028",0,0,"148,286,245"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,0,"578,617",0,0,"449,600","147,258,028",0,0,"148,286,245"
,,,,,,,,,,,,,
     Department of Science and Technology,0,"10,000",0,"52,200","348,050","95,484",0,"14,750","581,267",0,0,0,"1,101,751"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,"12,500",0,0,0,0,0,0,0,"12,500"
