year,month,police_regional_office,shooting_incidents_killed,shooting_incidents_wounded,shooting_incidents_unharmed,shooting_incidents_total,robbery_killed,robbery_wounded,robbery_unharmed,robbery_total,carnapping_killed,carnapping_wounded,carnapping_unharmed,carnapping_total,others_killed,others_wounded,others_unharmed,others_total,victims_total,status_of_suspects_at-large,status_of_suspects_arrested,status_of_suspects_killed,status_of_suspects_total,status_of_case_under_investigation,status_of_case_referred_to_pros,status_of_case_filed_in_court,status_of_case_no_case_filed,total_number_of_incidents
2012,February,3,7,2,2,8,0,4,30,28,0,0,0,0,0,0,1,1,46,36,9,0,45,25,6,5,1,37
2012,February,4A,16,2,0,19,0,5,16,19,0,0,0,0,0,1,0,1,40,53,5,3,61,36,0,3,0,39
2012,February,4B,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0, - ,2,2,0,0,2,2,0,0,0,2
2012,February,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,11,2,0,13,1,1,0,0,2
2012,February,6,5,0,0,5,0,0,4,4,0,0,0,0,0,2,0,2,11,17,5,0,22,8,0,3,0,11
2012,February,7,1,6,1,8,0,0,15,13,0,0,0,0,0,0,0, - ,23,35,2,0,37,19,0,2,0,21
2012,February,8,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0, - ,2,2,2,0,4,2,0,0,0,2
2012,February,9,6,3,0,6,0,0,2,1,0,2,2,3,0,0,0, - ,15,13,1,0,14,7,0,3,0,10
2012,February,10,1,0,0,1,0,2,3,5,0,0,0,0,1,0,5,1,12,8,1,0,9,6,0,1,0,7
2012,February,11,11,1,0,11,3,5,17,21,0,0,0,0,1,0,0,1,38,0,0,0, - ,33,0,0,0,33
2012,February,12,2,2,7,11,0,0,0,0,0,0,0,0,0,0,0, - ,11,8,2,0,10,11,0,0,0,11
2012,February,13,1,1,0,3,0,0,2,1,0,0,0,0,0,0,0, - ,4,8,1,0,9,3,1,0,0,4
2012,February,ARMM,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0, - ,1,0,0,0, - ,1,0,0,0,1
2012,February,COR,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0, - ,5,9,2,0,11,4,0,0,1,5
2012,February,NCRPO,12,4,0,14,0,0,61,50,0,0,3,2,0,0,5,4,85,160,3,7,170,65,1,4,0,70
2012,March,1,15,11,1,22,0,0,5,1,0,0,0,0,0,0,0, - ,29,46, - , - ,40,14,8,1,0,23
2012,March,2,0,1,0,1,0,1,4,5,0,0,3,3,0,2,0,2,11,9,2,0,11,10,0,1,0,11
2012,March,3,11,9,0,20,1,0,17,25,0,0,3,3,0,0,0,0,41,44,3,1,48,46,0,2,0,48
2012,March,4A,3,4,0,4,0,2,10,2,0,0,1,1,0,0,1,1,21,9,3,12,24,3,2,1,2,8
2012,March,4B,2,2,1,5,0,0,1,1,0,0,0,0,1,1,1,3,9,9,0,0,9,8,0,1,0,9
2012,March,5,0,2,0,2,0,0,3,3,0,0,1,1,0,0,0,0,6,8,2, - ,10,5,1,0,0,6
2012,March,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2012,March,7,8,4,1,9,0,4,34,31,0,0,1,1,0,0,0,0,52,51,13,2,66,32,0,9,0,41
2012,March,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2012,March,9,16,8,1,25,1,3,2,6,0,0,0,0,0,0,0,0,31,31,3, - ,34,25,1,5,0,31
2012,March,10,8,2,0,10,1,1,7,9,0,0,3,3,0,0,0,0,22,35,2,0,37,21,0,1,0,22
2012,March,11,9,2,0,11,4,4,12,13,0,0,0,0,0,1,0,1,32,34,7,2,43,22,0,3,0,25
2012,March,12,2,6,0,8,0,2,3,5,0,0,0,0,0,0,1,0,14,28,0,0,28,13,0,0,0,13
2012,March,13,6,1,0,6,0,0,2,2,0,0,0,0,0,0,1,1,10,8,0,2,10,7,1,1,0,9
2012,March,ARMM,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,1
2012,March,COR,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,2,4,4,0,0,4,4,0,0,0,4
2012,March,NCRPO,15,6,0,18,1,6,51,48,0,0,3,3,0,1,1,2,84,137,10,0,147,64,6,1,0,71
2012,April,1,5,3,0,7,0,0,0,0,0,0,0,0,0,0,0, - ,2,10,1, - ,2,5,2,0,0,7
2012,April,2,4,2,0,6,0,2,14,16,0,0,0,0,0,0,0, - ,22,18,6, - ,24,17,4,1,0,22
2012,April,3,7,1,0,8,0,4,22,22,0,1,0,1,1,4,0,5,40,65,6,0,71,27,9,0,0,36
2012,April,4A,13,2,0,10,0,0,10,8,0,0,0,0,0,0,0, - ,25,34,5,2,41,14,3,1,0,18
2012,April,4B,2,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,5,5,0,0,5,5,0,0,0,5
2012,April,5,1,2,0,2,0,0,6,6,0,0,0,0,0,0,0,0,9,13,0,0,13,8,0,0,0,8
2012,April,6,2,1,0,3,0,0,4,2,0,0,0,1,0,0,1,1,8,10,3,0,13,6,0,1,0,7
2012,April,7,6,6,0,12,0,1,8,9,0,0,0,0,0,0,0, - ,21,41, - , - ,41,21,0,0,0,21
2012,April,8,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0, - ,3,3,0,0,3,3,0,0,0,3
2012,April,9,3,3,0,5,0,0,4,2,0,0,0,0,0,0,0, - ,10,6, - , - ,6,6,1,0,0,7
2012,April,10,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4, - , - ,4,2,0,0,0,2
2012,April,11,11,3,2,15,0,1,0,1,0,0,0,0,0,0,0,0,17,25,5,0,30,14,1,1,0,16
2012,April,12,5,5,0,9,0,3,3,5,0,0,0,0,0,0,0,0,16,0,0,0, - ,12,2,0,0,14
2012,April,13,2,0,0,2,0,0,1,1,0,0,0,0,0,0,1,1,4,6,0,0,6,4,0,0,0,4
2012,April,ARMM,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0, - ,2, - , - , - , - ,1,0,0,0,1
2012,April,COR,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,1
2012,April,NCRPO,13,3,1,17,1,3,34,36,0,0,1,1,0,1,0,1,57,110,3,0,113,52,0,3,0,55
2012,May,1,5,3, - ,7, - , - , - , - , - , - , - , - , - , - , - , - ,8,10,1, - ,11,5,2, - , - ,7
2012,May,2,0,0,0,0,1,4,4,6,0,0,0,0,0,4,0,2,13,0,0,0, - ,7,1,0,0,8
2012,May,3,13,4,4,15,1,2,15,15, - , - , - , - ,2, - , - ,2,41,49,1, - ,50,28,1,3, - ,32
2012,May,4A,20,3,0,21,0,1,10,9,1,0,0,1,0,0,0,0,35,45,8,2,55,24,6,1,0,31
2012,May,4B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2012,May,5,2,1,0,3,0,0,15,15,0,0,0,0,0,0,0,0,18,36,0,0,36,18,0,0,0,18
2012,May,6,3,1,0,4,0,0,1,1,0,0,0,0,0,0,4,4,9,18,0,0,18,9,0,0,0,9
2012,May,7,2,3,0,4,0,3,13,15,0,0,0,0,0,0,3,3,24,43,0,0,43,21,1,0,0,22
2012,May,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2012,May,9,3,2,0,3,0,2,4,3,0,0,0,0,0,0,0,0,11,12,0,0,12,4,2,0,0,6
2012,May,10,12, - ,1,12, - , - ,10,10, - , - ,2,2, - , - , - , - ,25,23,0,0,23,24,0,0,0,24
2012,May,11,10,5, - ,14, - , - ,12,12, - , - , - , - , - , - , - , - ,27,36,6,0,42,21, - ,5, - ,26
2012,May,12,9,4,1,14,0,0,5,5,0,0,0,0,0,0,0,0,19,36,4,0,40,17,1,1,0,19
2012,May,13,5,1, - ,6, - , - ,2,2, - , - , - ,0, - , - , - , - ,8,10,3, - ,13,5,2,1, - ,8
2012,May,ARMM,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,1
2012,May,COR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2012,May,NCRPO,10,4,2,16, - ,1,29,31,1, - , - , - , - , - ,1,1,48,92,2, - ,94,47,1, - , - ,48
2012,June,1,9,3, - ,6, - , - , - , - , - , - , - , - ,7,6, - ,4,20,10, - , - ,10,10, - , - , - ,10
2012,June,2,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,3,4,0,0,4,3,0,0,0,3
2012,June,3,7,7,4,8,0,1,21,15,0,0,0,0,0,0,2,7,42,52,3,3,58,27,2,1,0,30
2012,June,4A,16,8,0,24,0,1,6,7,0,0,0,0,0,0,0,0,31,43,11,0,54,27,1,3,0,31
2012,June,4B,1,0,1,2,0,0,0,0,0,0,0,0,1,0,2,2,5,3,0,0,3,4,0,0,0,4
2012,June,5,1,1,0,2,6,0,6,7,0,0,0,0,0,0,0,0,14,20,1,0,21,8,1,0,0,9
2012,June,6,1,0,0,1,0,0,14,10,0,0,0,0,0,0,1,2,16,27,0,0,27,13,0,0,0,13
2012,June,7,5,3,1,8,1,1,21,18,0,0,0, - ,0,0,1,1,33,46,1,0,47,26,1,0,0,27
2012,June,8,2,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,3,5,0,0,5,4,0,0,0,4
2012,June,9,8,5,0,10,0,0,5,3,0,0,0,0,0,0, - ,4,18,13,0,0,13,17,0,0,0,17
2012,June,10,12,10, - ,20, - , - ,18,14, - , - ,2, - , - , - ,2,2,44,42,1, - ,43,35, - ,1, - ,36
2012,June,11,20,13,1,23,0,0,11,11,0,0,0,0,0,1,0,1,46,61,0,0,61,33,0,2,0,35
2012,June,12,7,6,3,13,0,0,2,2,0,0,0,0,0,0,0,0,18,30,0,0,30,15,0,0,0,15
2012,June,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,2,0,0,0,2
2012,June,ARMM,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,3,0,0,0,3
2012,June,COR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2012,June,NCRPO,12,12,2,19, - ,1,38,37, - , - ,2,2, - , - ,2,2,69,107,7, - ,114,58, - ,2, - ,60
2012,July,1,3,1, - ,4, - , - , - , - , - , - , - , - , - ,1,1,2,6,6,1, - ,7,3, - ,3, - ,6
2012,July,2,4,2, - ,6, - , - ,3,2, - , - ,1,1, - , - ,3,3,13,11,1, - ,12,11,1, - , - ,12
2012,July,3,14,7, - ,19,1,2,22,21, - , - ,3,3, - ,1, - ,1,50,79,6,1,86,31,11,2, - ,44
2012,July,4A,18,6,4,28, - , - ,7,7, - , - , - , - , - , - , - , - ,35,62,2,2,66,34, - ,1, - ,35
2012,July,4B,2,2, - ,4, - , - ,1,1, - , - , - , - , - , - , - , - ,5,6, - , - ,6,5, - , - , - ,5
2012,July,5,2,4, - ,6,1, - ,3,3, - , - , - , - , - , - , - , - ,10,9, - ,1,10,9, - , - , - ,9
2012,July,6,1, - , - ,1, - ,1,6,5, - , - , - , - , - , - ,1,1,9,14, - , - ,14,7, - , - , - ,7
2012,July,7, - , - , - , - , - , - ,4,4, - , - , - , - , - , - , - , - ,4,10, - , - ,10,4, - , - , - ,4
2012,July,8,2,3, - ,5, - , - , - , - , - , - , - , - , - , - , - , - ,5,2, - , - ,2,5, - , - , - ,5
2012,July,9,2, - ,1,3, - ,1,9,10, - ,1,4,5, - , - , - , - ,18,24, - , - ,24,18, - , - , - ,18
2012,July,10,3,2, - ,5,1,2,9,12, - ,1, - ,1, - , - ,1,1,19,19, - ,1,20,18,0,0,1,19
2012,July,11,16,4,1,19, - , - ,6,6, - , - , - , - , - , - ,2,2,29,52,2, - ,54,24, - ,3, - ,27
2012,July,12,3,2, - ,5, - , - ,5,5, - , - , - , - , - , - , - , - ,10,17,2, - ,19,6,2,2, - ,10
2012,July,13, - ,1, - ,1, - , - ,4,4, - , - , - , - , - , - , - , - ,5,10, - , - ,10,5, - , - , - ,5
2012,July,ARMM,2,1, - ,3, - , - , - , - , - , - , - , - , - , - , - , - ,3,6, - , - ,6,3, - , - , - ,3
2012,July,COR,1, - , - ,1, - , - , - , - , - , - , - , - , - , - , - ,1,1,1, - , - ,1,2, - , - , - ,2
2012,July,NCRPO,9,2,2,12,1,2,30,28, - , - , - , - , - , - , - , - ,46,86,1, - ,87,38, - ,2, - ,40
2012,August,1,7,2, - ,9, - , - , - , - , - , - , - , - , - , - , - , - ,9,8,1, - ,9,7,2, - , - ,9
2012,August,2, - ,3, - ,3,2,3,3,5, - , - , - , - , - , - ,2,2,13,9,4, - ,13,7,3, - , - ,10
2012,August,3,10,3, - ,12, - ,1,33,19, - , - ,1,1, - , - , - , - ,48,57,3,2,62,27,4,1, - ,32
2012,August,4A,16,12, - ,22, - ,1,11,9, - , - , - ,0, - , - , - , - ,40,51,4, - ,55,26,5, - , - ,31
2012,August,4B,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,4,0,0,4,2,0,0,0,2
2012,August,5,3, - , - ,3,1, - ,2,2, - , - , - ,0, - ,2,3,2,11,16,3, - ,19,3,2,2, - ,7
2012,August,6,3, - , - ,3,1, - ,2,3, - , - , - , - , - ,2,3,3,11,16,3, - ,19,5,2,2, - ,9
2012,August,7,16,8,4,17,2, - ,10,11, - , - , - , - , - , - , - ,2,40,61,0,0,61,30, - , - , - ,30
2012,August,8, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
2012,August,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2012,August,10,4,1,2,7, - , - ,7,7, - , - ,16,16, - , - , - , - ,30,32,1, - ,33,29, - ,1, - ,30
2012,August,11,8,1,1,10, - , - ,3,2, - , - , - , - , - , - ,2,2,15,49,2, - ,51,11, - ,3, - ,14
2012,August,12,7,5,0,12,0,0,1,1,1,0,0,1,0,1,0,1,15,29,0,0,29,15,0,0,0,15
2012,August,13,6,0,0,6,1,1,1,2,0,0,0,0,0,0,0,0,9,18,0,0,18,8,0,0,0,8
2012,August,ARMM,4,1,1,6,0,0,0,0,0,0,0,0,0,0,0,2,6,15,2,0,17,7,1,0,0,8
2012,August,COR, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
2012,August,NCRPO,10,6, - ,14,2,1,42,37, - , - ,3,3, - ,2,2,4,68,118,1,2,121,57,1, - , - ,58
2012,September,1,2,3,1,5, - , - , - , - , - , - , - , - , - , - , - , - ,6,5,1, - ,6,4, - ,1, - ,5
2012,September,2,1,3, - ,4, - ,3,1,4, - , - ,1,1, - ,2,3,5,14,17,1, - ,18,10,1,3, - ,14
2012,September,3,10, - , - ,6, - ,1,19,4, - , - , - , - , - , - , - , - ,30,50, - ,1,51,8, - ,2, - ,10
2012,September,4A,7,5,1,13, - , - ,7,7, - , - , - , - ,1, - ,2,3,23,16,2, - ,18,21,0,2,0,23
2012,September,4B,1, - , - ,1, - , - , - , - , - , - , - , - , - , - , - , - ,1,2,0,0,2,1, - , - , - ,1
2012,September,5,8,1, - ,9, - ,1,3,4, - , - , - , - , - , - , - , - ,13,9, - , - ,9,12, - ,1, - ,13
2012,September,6,2,1, - ,3, - , - ,2,2, - , - , - , - , - , - , - , - ,5,12, - , - ,12,5, - , - , - ,5
2012,September,7,12,7, - ,13, - , - ,15,12, - , - , - , - , - , - , - , - ,34,28,2, - ,30,24, - ,1, - ,25
2012,September,8,1, - , - ,1, - , - , - , - , - , - , - , - , - , - , - , - ,1,1, - , - ,1,1, - , - , - ,1
2012,September,9,6,6, - ,10, - ,1,6,5, - , - , - , - , - , - , - , - ,19,18,1, - ,19,14,1, - , - ,15
2012,September,10,6,3,1,9, - , - ,4,4, - , - ,5,5, - , - , - , - ,19,26,0,0,26,18, - , - , - ,18
2012,September,11,8,7,1,10, - , - ,11,9, - , - , - , - , - ,1,2,3,30,37,5, - ,42,18, - ,4, - ,22
2012,September,12,10,2,2,10,0,1,8,8,0,2,0,1,0,0,0,0,25,32,0,0,32,18,1,0,0,19
2012,September,13,4,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,5,11,0,0,11,4,1,0,0,5
2012,September,ARMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2012,September,COR,1, - , - ,1, - , - , - , - , - , - , - , - , - , - , - , - ,1,1, - , - ,1,1, - , - , - ,1
2012,September,NCRPO,11,4,5,14, - ,5,32,32, - , - ,1,1, - ,4, - ,3,62,90,12, - ,102,41,3,6, - ,50
2012,October,1,7,8,2,17, - , - , - , - , - , - , - , - , - , - , - , - ,17,23, - , - ,23,15,2, - , - ,17
2012,October,2,4,0,1,5,0,0,5,5,0,0,0,0,0,0,0,0,10,8,2,0,10,8,2,0,0,10
2012,October,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,4,0,0,4,2,0,0,0,2
2012,October,4A,14,9,3,22, - ,1,5,6, - , - ,1,1,1, - ,1,2,35,50,2, - ,52,30, - ,1, - ,31
2012,October,4B,2,1,0,3,0,0,2,2,0,0,0,0,0,1,0,1,6,12,1,0,13,5,1,0,0,6
2012,October,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,1
2012,October,6,4,2, - ,6,0,6,1,1, - ,1, - ,1,0,0,0,0,14,17,0,0,17,8,0,0,0,8
2012,October,7,4,20,4,4,0,1,15,15, - ,1,1,2,1,1,1,1,49,24,5, - ,29,18,3,1, - ,22
2012,October,8,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,3,3,0,0,3,2,0,0,0,2
2012,October,9,2,3,1,6,0,0,3,3,0,0,0,0,0,0,0,0,9,8,4,0,12,7,0,2,0,9
2012,October,10,6,4, - ,10, - , - ,18,18, - , - ,4,4,1, - , - ,1,33,3,4, - ,7,30, - ,3, - ,33
2012,October,11,4,5,0,7,0,1,19,12,0,0,0,0,0,0, - , - ,29,38, - , - ,38,19,0,0,0,19
2012,October,12,5,8,9,20,0,0,0,0,0,0,0,0,0,0,0,0,22,4,20,0,24,3,15,2,0,20
2012,October,13,5,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,5,16,0,0,16,8,0,0,0,8
2012,October,ARMM,3,20,10,3,0,0,0,0,0,0,0,0,0,0,0,0,33,6,0,0,6,3,0,0,0,3
2012,October,COR,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1
2012,October,NCRPO,10,3, - ,12, - , - ,31,25, - , - , - , - , - , - ,2,3,46,69,7, - ,76,34,4,2, - ,40
2012,November,1,7,8,2,11, - , - , - , - , - , - , - , - , - , - , - , - ,17,23, - , - ,23,9,2, - , - ,11
2012,November,2,2, - , - ,2, - , - , - , - , - , - , - , - , - , - ,1,1,3,3, - , - ,3,3, - , - , - ,3
2012,November,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2012,November,4A,25,6,1,37,1,2,17,12, - , - ,2,1, - , - , - ,12,54,68,9,5,82,54,2,6, - ,62
2012,November,4B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1
2012,November,5,1,1, - ,2, - ,1,4,5, - , - , - ,0, - , - , - , - ,7,9, - , - ,9,6,1, - , - ,7
2012,November,6,1,2, - ,3, - , - ,6,6,0,0,0,0,0,0,0,0,9,18,0,0,18,9,0,0,0,9
2012,November,7,7,8,2,16, - ,2,13,15, - , - , - , - , - , - , - , - ,32,60, - , - ,60,30,1, - , - ,31
2012,November,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2012,November,9,3,3,2,3, - , - ,1,0, - , - , - ,0, - , - , - , - ,9,4, - , - ,4,3, - , - , - ,3
2012,November,10,1, - , - ,1, - ,1,3,4, - , - , - , - ,0,1,0,1,6,6, - , - ,6,6, - , - , - ,6
2012,November,11,8,1,1,10, - , - ,3,2, - , - , - , - , - , - ,2,2,15,49,0, - ,49,11, - ,3, - ,14
2012,November,12,13,12,1,18, - , - ,8,7, - , - ,1,1, - , - , - , - ,35,55,1,1,57,26, - , - , - ,26
2012,November,13,2,2, - ,3, - , - ,2,2, - , - , - ,0, - , - , - ,1,6,8,2, - ,10,5, - ,1, - ,6
2012,November,ARMM,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,1
2012,November,COR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2012,November,NCRPO,8,3, - ,10,1,1,10,12, - , - ,2,2, - , - , - , - , - ,50,7, - ,57,22,1,1, - ,24
2012,December,1,14,3, - ,17, - , - , - ,0, - , - , - ,0, - , - , - , - ,17,19,1, - ,20,16, - ,1, - ,17
2012,December,2,2, - , - ,2, - , - , - , - , - , - , - , - , - , - , - , - ,2,2, - , - ,2,2, - , - , - ,2
2012,December,3,16,4,1,17, - ,3,7,10, - , - ,3,3, - , - ,1,1,35,41,1, - ,42,30,1, - , - ,31
2012,December,4A,12,4, - ,15, - , - ,11,11, - , - ,1,1, - , - , - , - ,28,24,7,4,35,19,1,7, - ,27
2012,December,4B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2012,December,5,1, - , - ,1, - , - ,4,4, - , - , - , - , - , - , - , - ,5,7,2, - ,9,4, - ,1, - ,5
2012,December,6, - , - , - , - , - ,1,5,6, - , - , - , - , - ,1, - ,1,7,10,5, - , - ,5, - ,2, - ,7
2012,December,7,1,1,1,2, - , - ,4,3, - , - , - , - , - , - , - ,3,7,9, - , - ,9,6, - , - ,2,8
2012,December,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2012,December,9,3,1,0,3,0,1,3,3, - , - , - , - , - , - , - , - ,8,9,4, - ,13,5, - ,1, - ,6
2012,December,10,13,2, - ,4, - , - ,13,12, - , - , - , - , - ,1, - ,5,29,27,1, - ,28,21,0,0,0,21
2012,December,11,8,6, - ,13, - , - ,12,9, - , - , - , - , - , - ,2,2,28,45,0,0,45,21, - ,3, - ,24
2012,December,12,4,3,0,7,0,0,6,6,0,0,1,1,0,0,0,0,14,18,0,0,18,14,0,0,0,14
2012,December,13,4, - , - ,4, - , - , - , - , - , - , - ,0, - , - , - , - ,4,9,0,0,9,4,0,0,0,4
2012,December,ARMM, - , - , - , - , - , - , - ,0, - ,1, - ,1, - , - , - , - ,1,1, - , - ,1,1,0,0,0,1
2012,December,COR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2012,December,NCRPO,12,9, - ,15,1,9,18,25,1,3,2,6, - , - ,4,4,59,89,21,4,114,45,5, - , - ,50
2013,January,1,8,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,18,0,0,18,9,0,0,0,9
2013,January,2,4,3,0,5,0,0,3,3,0,0,0,0,0,0,0,0,10,13,2,0,15,6,2,0,0,8
2013,January,3,10,6,2,18,0,0,13,12,0,0,3,3,3,6,2,5,45,46,8,0,54,31,3,4,0,38
2013,January,4A,7,3,0,9,3,2,10,9,0,0,1,1,0,3,4,6,33,46,2,4,52,25,0,0,0,25
2013,January,4B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1
2013,January,5,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,11,18,3,0,21,9,0,1,0,10
2013,January,6,2,1,0,3,0,1,8,9,0,0,0,0,0,1,1,2,14,31,1,0,32,14,0,0,0,14
2013,January,7,0,0,2,1,0,0,4,3,0,0,0,0,0,0,0,0,6,7,0,0,7,4,0,0,0,4
2013,January,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,1
2013,January,9,1,1,3,4,0,0,1,1,0,0,0,0,0,0,0,0,6,6,1,0,7,5,0,0,0,5
2013,January,10,6,0,0,6,1,6,19,18,0,0,2,2,0,0,0,0,34,51,2,0,53,24,0,2,0,26
2013,January,11,7,2,0,9,0,0,9,6,0,0,0,0,0,0,2,2,20,27,3,2,32,14,0,3,0,17
2013,January,12,6,1,0,7,0,0,4,4,0,0,0,0,0,0,0,0,11,21,0,2,23,11,0,0,0,11
2013,January,13,5,0,0,5,0,0,6,2,0,0,0,0,0,0,0,0,11,13,0,0,13,7,0,0,0,7
2013,January,ARMM,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,8,4,0,0,0,4
2013,January,COR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,January,NCRPO,6,5,4,9,0,3,42,40,0,0,1,1,0,1,1,2,63,94,5,3,102,48,2,2,0,52
2013,February,1,12,10,0,17,0,0,2,2,0,0,0,0,0,0,0,0,24,36,5,0,41,14,4,1,0,19
2013,February,2,2,0,0,2,0,0,0,0,0,0,0,0,1,1,2,3,6,5,0,0,5,5,0,0,0,5
2013,February,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,February,4A,3,1,2,5,0,0,6,6,0,0,2,2,0,0,0,0,14,20,5,1,26,8,1,4,0,13
2013,February,4B,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,1,0,0,1
2013,February,5,0,1,0,1,0,0,11,10,0,0,0,0,0,0,0,0,12,20,2,0,22,10,0,1,0,11
2013,February,6,3,3,0,4,1,0,7,5,0,0,0,0,0,0,0,0,14,20,1,0,21,8,1,0,0,9
2013,February,7,7,4,0,9,0,0,4,3,0,0,0,0,0,0,0,0,15,16,0,0,16,12,0,0,0,12
2013,February,8,1,2,0,3,0,0,3,3,0,0,0,0,0,0,0,0,6,9,1,0,10,3,1,2,0,6
2013,February,9,2,1,0,3,0,0,0,0,1,0,0,1,0,0,0,0,4,11,0,0,11,4,0,0,0,4
2013,February,10,3,2,3,6,2,2,19,19,0,0,3,3,0,0,0,0,34,27,0,15,42,27,1,0,0,28
2013,February,11,11,2,1,12,0,1,10,7,0,0,0,0,0,0,0,0,25,31,0,0,31,19,0,0,0,19
2013,February,12,4,3,0,7,1,0,4,3,0,0,0,0,0,0,0,0,12,19,1,0,20,8,0,2,0,10
2013,February,13,2,1,0,3,0,0,2,2,0,0,0,0,0,0,0,0,5,5,0,1,6,4,1,0,0,5
2013,February,ARMM,3,2,0,4,0,1,0,1,0,0,0,0,0,0,0,0,6,12,0,0,12,5,0,0,0,5
2013,February,COR,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,1
2013,February,NCRPO,5,4,1,6,1,0,37,31,0,0,4,4,0,1,1,2,54,83,5,0,88,39,4,0,0,43
2013,March,1,9,8,2,16,0,0,0,0,0,0,0,0,0,0,0,0,19,31,0,0,31,14,1,1,0,16
2013,March,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,3,3,0,0,0,3
2013,March,3,7,6,0,11,0,0,10,10,1,1,2,3,0,1,2,3,30,42,6,0,47,26,0,1,0,27
