region,airport,airline_operator,january,february,march,april,may,june,july,august,september,october,november,december,total,-
X (Northern Mindanao),Cagayan de Oro,Zest Air,94,0,124,108,94,60,0,0,0,0,0,0,480,-
X (Northern Mindanao),Cagayan de Oro,Military,0,0,0,0,0,0,0,0,0,0,0,0,0,-
X (Northern Mindanao),Camiguin,Seair,no report submitted,no report submitted,0,0,0,0,0,0,0,0,0,0,0,-
X (Northern Mindanao),Ozamis,PAL,44,36,28,0,0,0,0,0,0,0,0,0,108,-
X (Northern Mindanao),Ozamis,Air Philippines,96,80,78,106,124,120,124,112,116,0,120,118,1194,-
X (Northern Mindanao),Ozamis,Cebu Pacific,120,106,124,134,152,116,108,90,118,0,60,118,1246,-
X (Northern Mindanao),Ozamis,G. Aviation,12,0,0,0,2,0,0,8,0,0,4,0,26,-
XIII (Caraga),Siargao,Cebu Pacific,18,18,26,26,0,48,18,18,0,48,32,34,286,-
XIII (Caraga),Siargao,G. Aviation,8,0,26,8,0,20,4,16,0,0,14,2,98,-
XIII (Caraga),Surigao,PAL,0,0,0,0,0,0,0,0,0,0,0,0,0,-
XIII (Caraga),Surigao,Cebu Pacific,82,68,80,68,86,84,84,88,56,58,48,72,874,-
XIII (Caraga),Surigao,Air Philippines,56,64,82,84,96,94,96,84,80,88,88,94,1006,-
XIII (Caraga),Surigao,Zest Air,0,0,0,0,0,0,0,0,0,0,0,0,0,-
XIII (Caraga),Surigao,G. Aviation,46,40,28,32,22,14,8,18,16,8,8,10,250,-
XII (SOCCSKSARGEN),Allah Valley,G. Aviation,26,20,14,0,0,2,10,0,0,0,4,48,124,-
XIII (Caraga),Bislig,G. Aviation,no report submitted,-,0,0,0,0,0,0,0,0,0,0,0,-
XII (SOCCSKSARGEN),General Santos Tambler,Domestic,-,-,-,-,-,-,-,-,-,-,-,-,-,-
XII (SOCCSKSARGEN),General Santos Tambler,PAL,0,0,0,0,0,0,0,0,0,70,112,114,296,-
XII (SOCCSKSARGEN),General Santos Tambler,Air Philippines,58,58,78,110,114,112,114,118,108,106,26,26,1028,-
XII (SOCCSKSARGEN),General Santos Tambler,Cebu Pacific,284,282,248,300,310,258,238,240,232,218,236,242,3088,-
XII (SOCCSKSARGEN),General Santos Tambler,Military,4,0,0,0,0,20,32,18,14,8,18,14,128,-
XII (SOCCSKSARGEN),General Santos Tambler,G. Aviation,4,22,26,44,36,30,22,14,20,16,16,10,260,-
XI (Davao Region),Davao (International),Silk Air,44,42,44,44,44,42,46,44,44,44,42,46,526,-
XI (Davao Region),Davao (International),Tiger Airways,28,26,26,20,0,0,0,0,0,0,0,0,100,-
XI (Davao Region),Davao (International),Wings Air,0,0,0,0,0,4,4,0,0,0,0,0,8,-
XI (Davao Region),Davao (Domestic),PAL,248,238,256,282,250,270,312,312,240,274,410,418,3510,-
XI (Davao Region),Davao (Domestic),Cebu Pacific,870,728,816,952,904,794,694,826,802,920,946,994,10246,-
XI (Davao Region),Davao (Domestic),Air Philippines,360,380,380,396,418,402,398,392,352,372,228,234,4312,-
XI (Davao Region),Davao (Domestic),Zest Air,148,140,152,178,180,142,94,106,120,130,162,186,1738,-
XI (Davao Region),Davao (Domestic),Mid Sea Express,24,22,36,18,24,0,0,0,0,0,0,0,124,-
XI (Davao Region),Davao (Domestic),Air Asia,2,0,16,88,62,60,60,62,60,62,60,32,564,-
XI (Davao Region),Davao (Domestic),Seair,0,0,0,0,0,0,0,56,120,154,118,118,566,-
XI (Davao Region),Davao (Domestic),G. Aviation,338,38,448,378,502,458,532,378,386,248,286,408,4400,-
XI (Davao Region),Davao (Domestic),Military,0,0,0,0,0,0,0,0,0,0,0,0,0,-
XI (Davao Region),Mati,G. Aviation,no report submitted,no report submitted,0,0,0,0,0,0,0,0,0,0,0,-
XIII (Caraga),Tandag,G. Aviation,0,8,0,10,0,0,0,0,0,0,0,0,18,-
XIII (Caraga),Tandag,Military,0,0,12,0,0,0,0,0,0,0,0,0,12,-
ARMM,Cotabato,PAL,0,58,50,58,62,60,62,60,60,54,-,0,524,-
ARMM,Cotabato,Cebu Pacific,0,58,62,60,62,60,58,62,58,62,60,60,662,-
ARMM,Cotabato,Mid Sea Express,0,-,2,0,0,0,0,0,-,-,-,-,2,-
ARMM,Cotabato,Air Philippines,0,76,84,86,86,86,88,76,52,62,60,60,816,-
ARMM,Cotabato,G. Aviation,0,46,40,60,38,34,94,26,58,52,70,82,600,-
ARMM,Cotabato,Military,0,72,66,46,68,66,48,74,64,20,20,26,570,-
X (Northern Mindanao),Iligan,G. Aviation,no report submitted,no report submitted,0,0,0,0,0,0,0,0,0,0,0,-
ARMM,Malabang,G. Aviation,no report submitted,no report submitted,0,0,0,0,0,0,0,0,0,0,-,-
-,Total,Total,94625,89839,94494,95044,98261,96213,90152,90705,87154,96096,97041,96846,1126470,-
