month,time,north_avenue_entry,north_avenue_exit,quezon_avenue_entry,quezon_avenue_exit,gma_kamuning_entry,gma_kamuning_exit,cubao_entry,cubao_exit,santolan_entry,santolan_exit,ortigas_entry,ortigas_exit,shaw_blvd_entry,shaw_blvd_exit,boni_avenue_entry,boni_avenue_exit,guadalupe_entry,guadalupe_exit,buendia_entry,buendia_exit,ayala_avenue_entry,ayala_avenue_exit,magallanes_entry,magallanes_exit,taft_entry,taft_exit
February,23:00 - 23:59,0,101,0,17,0,5,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
February,00:00 - 00:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
February,01:00 - 01:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
February,02:00 - 02:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,03:00 - 03:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,04:00 - 04:59,74,0,49,0,57,0,88,0,7,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
March,05:00 - 05:59,2682,261,963,175,694,115,1584,421,95,73,103,282,710,562,278,402,523,505,120,404,225,806,523,687,1292,899
March,06:00 - 06:59,6400,1150,2920,968,1609,597,2758,1750,266,413,417,885,1903,1861,922,960,1684,1226,350,1445,694,2316,1545,1829,3651,2922
March,07:00 - 07:59,8616,1868,3452,1979,1659,1119,2433,2784,443,1025,737,2095,2889,3558,1507,1817,2723,1708,562,2741,978,3556,2445,3099,6153,4315
March,08:00 - 08:59,7995,2040,3066,2102,1319,1091,2538,3042,484,1280,749,2976,2833,4395,1399,1985,2690,1828,480,2849,864,3844,2368,3095,6106,4140
March,09:00 - 09:59,5806,2358,2414,1655,1260,877,2721,3108,469,1259,657,2561,2534,3979,1182,1661,2531,1688,501,1786,893,3911,1942,2181,4997,4430
March,10:00 - 10:59,4241,2170,1923,1275,1044,710,2704,2670,454,918,586,1783,2167,3166,1033,1156,2037,1527,595,1153,934,2802,1601,1393,4182,3993
March,11:00 - 11:59,3909,2450,1811,1164,1027,636,2797,2771,466,646,667,1654,2217,2901,1009,967,1914,1529,597,876,1092,2715,1521,1156,3982,3995
March,12:00 - 12:59,3527,2521,1736,1251,965,644,2782,2857,453,520,710,1540,2333,2699,986,947,1920,1469,626,884,1332,2323,1531,1083,4057,4134
March,13:00 - 13:59,3270,2376,1662,1284,888,689,2812,2862,457,572,749,1490,2279,2596,945,1035,1845,1448,627,943,1428,2058,1524,1090,3906,4026
March,14:00 - 14:59,2885,2664,1535,1306,887,672,2649,3130,505,520,941,1323,2340,2471,997,964,1752,1499,806,806,1660,1897,1653,964,3925,4115
March,15:00 - 15:59,2616,3135,1512,1447,905,742,2629,3408,542,495,1071,1232,2506,2375,1069,1003,1718,1605,980,631,1961,1716,1765,895,4150,4150
March,16:00 - 16:59,2670,3676,1743,1719,1054,949,2803,3884,673,440,1281,1208,2792,2438,1198,991,1872,1874,1327,515,2585,1729,2436,943,4506,4529
March,17:00 - 17:59,3290,4866,2412,2379,1450,1304,3268,4679,977,447,1859,1306,3431,2964,1648,1201,2143,2460,2046,564,3456,2173,3971,1086,5370,5571
March,18:00 - 18:59,3296,6005,2228,2835,1099,1398,3374,5120,757,450,2092,1402,3674,3149,1712,1365,1868,2680,2123,556,3916,2212,4007,1055,5322,5987
March,19:00 - 19:59,3298,5859,1619,2874,822,1359,2935,5031,545,385,1563,1240,3095,3066,1452,1542,1607,2554,1604,599,3760,2062,3021,949,4562,5727
March,20:00 - 20:59,2934,4665,1193,2395,587,1118,2413,4135,431,293,1120,977,2532,2421,1096,1397,1349,1991,940,718,3139,1565,2055,825,3444,4280
March,21:00 - 21:59,2553,3524,845,1721,353,758,1695,3178,215,214,798,695,1884,1948,795,1036,1054,1554,597,612,2845,1066,1349,623,2488,3141
March,22:00 - 22:59,42,2458,34,1002,23,457,137,1714,26,100,194,186,434,616,268,307,382,476,221,175,963,333,459,196,654,1088
March,23:00 - 23:59,0,84,0,15,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,00:00 - 00:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,01:00 - 01:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,02:00 - 02:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
April,03:00 - 03:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
April,04:00 - 04:59,68,0,27,0,38,0,79,0,6,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0
April,05:00 - 05:59,2244,215,767,160,657,109,1152,344,82,66,102,238,626,487,245,338,456,457,108,358,211,675,477,583,1134,749
April,06:00 - 06:59,5390,986,2219,747,1383,538,2050,1370,207,328,341,816,1608,1611,778,764,1338,1054,281,1305,597,2054,1396,1640,3124,2449
April,07:00 - 07:59,7092,1546,2656,1506,1297,1018,1841,2131,337,806,590,1771,2356,3002,1181,1458,2182,1471,433,2423,798,3089,2080,2701,5000,3310
April,08:00 - 08:59,6462,1609,2162,1536,1120,947,2016,2301,371,1016,568,2377,2291,3659,1149,1540,2150,1503,385,2353,684,3213,1900,2655,5007,3498
April,09:00 - 09:59,4902,1889,1841,1158,1065,742,2129,2291,383,1000,513,2122,2119,3274,980,1327,2057,1424,396,1459,731,3197,1637,1751,4193,3538
April,10:00 - 10:59,3521,1795,1468,953,916,625,2104,2044,378,730,467,1481,1804,2652,860,921,1666,1270,490,952,765,2268,1357,1159,3486,3202
April,11:00 - 11:59,3204,2027,1382,871,865,564,2174,2166,394,536,537,1391,1859,2381,832,728,1566,1243,502,726,897,2293,1256,950,3338,3161
April,12:00 - 12:59,3011,2045,1311,906,830,541,2188,2167,377,430,613,1288,1986,2282,821,763,1546,1249,552,752,1114,2074,1287,935,3397,3393
April,13:00 - 13:59,2696,2034,1279,984,779,585,2139,2231,383,464,636,1275,1943,2202,801,852,1469,1208,545,814,1190,1810,1262,939,3227,3327
April,14:00 - 14:59,2456,2199,1203,996,778,611,2036,2421,428,430,795,1156,1977,2044,855,747,1443,1217,668,723,1382,1649,1369,852,3303,3431
April,15:00 - 15:59,2243,2545,1142,1073,798,650,2010,2708,451,411,923,1058,2128,2021,915,780,1420,1312,815,543,1658,1471,1521,771,3408,3427
April,16:00 - 16:59,2296,3030,1271,1287,912,820,2144,3076,549,363,1088,1005,2338,2055,1013,759,1551,1462,1089,428,2195,1453,2015,800,3701,3803
April,17:00 - 17:59,2734,3955,1806,1784,1280,1110,2469,3700,807,355,1551,1119,2825,2468,1362,950,1756,1927,1730,462,2915,1809,3146,944,4350,4554
April,18:00 - 18:59,2788,4823,1622,2191,1006,1259,2580,4119,633,371,1790,1201,3034,2679,1427,1115,1564,2109,1819,475,3422,1897,3366,948,4333,5116
April,19:00 - 19:59,2825,4950,1224,2213,765,1200,2247,4007,478,315,1370,1085,2642,2574,1166,1266,1325,2055,1313,520,3162,1727,2525,863,3878,4692
April,20:00 - 20:59,2499,3742,858,1844,536,1010,1842,3385,367,235,915,857,2106,2069,849,1194,1127,1574,796,601,2599,1246,1713,725,2840,3433
April,21:00 - 21:59,2073,2800,574,1382,318,739,1311,2537,189,172,655,552,1570,1544,640,789,849,1241,504,464,2349,873,1093,560,2028,2627
April,22:00 - 22:59,41,1876,22,741,19,379,106,1233,23,79,163,150,360,534,212,244,300,393,190,141,822,260,364,178,553,896
April,23:00 - 23:59,0,46,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
April,00:00 - 00:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
April,01:00 - 01:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
April,02:00 - 02:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,03:00 - 03:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,04:00 - 04:59,92,0,28,0,32,0,93,0,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
May,05:00 - 05:59,2560,249,941,211,724,129,1471,426,97,80,113,285,714,540,254,394,515,483,131,403,216,802,543,644,1287,880
May,06:00 - 06:59,5934,1062,2574,921,1399,584,2445,1672,243,366,375,876,1771,1796,832,890,1460,1069,313,1439,650,2175,1544,1733,3534,2677
May,07:00 - 07:59,7904,1716,3298,1845,1410,1085,2330,2629,369,913,661,1889,2622,3302,1211,1658,2403,1610,448,2696,867,3293,2262,2919,5439,3811
May,08:00 - 08:59,7210,1770,2687,1845,1226,984,2445,2743,409,1086,651,2588,2604,4061,1190,1740,2419,1704,398,2654,747,3575,2131,2933,5505,3806
May,09:00 - 09:59,5354,2090,2204,1408,1157,807,2656,2803,429,1075,566,2307,2343,3613,990,1511,2213,1571,422,1567,802,3457,1783,1901,4661,3757
May,10:00 - 10:59,3899,1981,1754,1164,960,669,2469,2516,413,830,507,1610,1973,2944,904,1024,1847,1350,520,1053,832,2501,1467,1261,3854,3505
May,11:00 - 11:59,3588,2316,1637,1024,912,606,2534,2643,420,563,587,1494,2068,2676,876,816,1697,1391,533,782,982,2546,1381,1069,3705,3513
May,12:00 - 12:59,3260,2281,1544,1068,870,586,2626,2595,399,460,639,1378,2112,2515,851,842,1618,1365,549,769,1233,2155,1360,990,3694,3655
May,13:00 - 13:59,2937,2225,1452,1076,792,619,2549,2627,415,489,664,1281,2075,2371,818,914,1570,1320,550,856,1290,1873,1320,975,3399,3603
May,14:00 - 14:59,2643,2312,1392,1097,779,602,2390,2729,452,440,822,1168,2099,2185,866,793,1511,1342,691,740,1488,1713,1417,869,3452,3613
May,15:00 - 15:59,2375,2841,1358,1230,817,683,2429,3159,470,417,921,1072,2260,2189,916,857,1479,1451,848,545,1819,1562,1594,770,3642,3744
May,16:00 - 16:59,2507,3311,1486,1516,948,850,2540,3564,606,384,1168,1028,2547,2252,1039,845,1665,1693,1226,457,2394,1596,2106,861,3943,4132
May,17:00 - 17:59,3046,4457,2206,2157,1377,1179,2998,4406,889,392,1685,1164,3156,2731,1474,1033,1912,2255,1912,518,3260,1971,3459,1026,4738,5022
May,18:00 - 18:59,3144,5385,1997,2634,1060,1316,3092,4980,690,408,1967,1243,3424,3007,1570,1292,1686,2535,2053,525,3847,2132,3706,1019,4711,5621
May,19:00 - 19:59,2999,5544,1413,2866,788,1333,2647,4950,502,348,1455,1147,2840,2829,1290,1386,1399,2257,1452,559,3677,1835,2788,875,4065,5121
May,20:00 - 20:59,2751,3962,1028,2085,570,996,2140,3698,394,245,1005,868,2291,2182,934,1267,1171,1710,873,641,2969,1363,1831,774,3034,3736
May,21:00 - 21:59,2322,2929,677,1679,331,778,1520,2975,178,183,702,572,1713,1759,677,890,898,1487,535,529,2844,964,1198,594,2176,2901
May,22:00 - 22:59,25,1964,23,863,22,419,110,1450,20,89,158,164,355,613,224,274,297,389,217,143,848,263,418,173,580,892
May,23:00 - 23:59,0,33,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,00:00 - 00:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,01:00 - 01:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,02:00 - 02:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,03:00 - 03:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,04:00 - 04:59,45,0,46,0,49,0,107,0,5,0,2,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0
June,05:00 - 05:59,2502,228,956,227,685,115,1515,411,91,82,122,265,731,538,278,400,569,446,128,402,230,804,530,615,1263,877
June,06:00 - 06:59,5515,950,2456,1038,1361,528,2401,1681,268,352,390,812,1763,1770,949,912,1587,1081,328,1372,669,2163,1504,1747,3384,2802
June,07:00 - 07:59,7296,1567,3023,1893,1339,983,2271,2420,372,842,629,1728,2493,3067,1303,1524,2350,1494,467,2438,882,3144,2199,2691,5283,3676
June,08:00 - 08:59,6704,1579,2644,1818,1189,913,2238,2669,411,1071,619,2462,2505,3811,1221,1627,2302,1565,400,2555,726,3372,2027,2800,5209,3590
June,09:00 - 09:59,5088,1941,2137,1466,1102,752,2598,2696,410,1066,548,2274,2269,3558,1018,1505,2094,1579,449,1682,789,3618,1764,2029,4380,3856
June,10:00 - 10:59,3566,1870,1699,1139,927,642,2455,2433,391,781,493,1541,1891,2813,928,985,1737,1350,518,969,798,2448,1382,1184,3626,3375
June,11:00 - 11:59,3250,2012,1555,988,864,552,2490,2450,393,519,542,1425,1943,2534,874,785,1652,1321,523,735,934,2493,1339,983,3459,3304
June,12:00 - 12:59,3035,2099,1536,1049,825,553,2475,2460,370,435,597,1305,2029,2377,857,813,1635,1303,551,757,1149,2133,1340,944,3466,3462
June,13:00 - 13:59,2730,1962,1422,1060,770,577,2415,2463,387,470,623,1259,1945,2273,816,885,1516,1297,549,847,1215,1884,1330,954,3384,3387
June,14:00 - 14:59,2415,2309,1392,1166,796,619,2370,2750,430,461,785,1151,2012,2190,876,779,1505,1362,680,734,1458,1748,1490,861,3399,3532
June,15:00 - 15:59,2227,2626,1347,1261,806,659,2416,3018,480,421,883,1045,2212,2174,966,890,1450,1494,872,521,1785,1568,1600,767,3615,3589
June,16:00 - 16:59,2319,3175,1539,1528,915,803,2514,3467,579,353,1115,993,2468,2289,1074,895,1580,1743,1212,437,2456,1549,2190,807,3980,3932
June,17:00 - 17:59,2753,4123,2079,2142,1267,1147,2842,4183,816,376,1582,1085,2975,2635,1436,1065,1738,2236,1796,479,3197,1864,3373,926,4620,4640
June,18:00 - 18:59,2779,5081,1913,2593,1006,1275,2920,4669,640,382,1835,1193,3259,2886,1498,1276,1577,2441,1947,489,3616,2045,3550,966,4564,5220
June,19:00 - 19:59,2844,5115,1407,2661,765,1244,2667,4562,509,348,1427,1109,2826,2831,1301,1405,1382,2271,1452,533,3486,1774,2736,827,4186,4718
June,20:00 - 20:59,2636,3968,1036,2230,546,1058,2208,3748,395,267,959,876,2293,2250,951,1343,1217,1782,852,658,2989,1369,1866,743,3061,3688
June,21:00 - 21:59,2225,2923,684,1655,334,745,1517,2884,174,192,718,609,1698,1788,703,896,913,1479,536,519,2838,991,1170,588,2226,2878
June,22:00 - 22:59,10,1945,22,907,19,417,97,1441,17,83,163,150,358,580,238,273,304,409,197,132,824,258,403,173,550,856
June,23:00 - 23:59,0,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
June,00:00 - 00:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,01:00 - 01:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,02:00 - 02:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
July,03:00 - 03:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
July,04:00 - 04:59,30,0,61,0,46,0,91,0,5,0,4,0,14,0,4,0,1,0,0,0,0,0,0,0,0,0
July,05:00 - 05:59,2828,248,1108,238,793,132,1695,459,106,87,128,275,825,605,330,462,681,474,140,446,268,928,597,689,1396,1029
July,06:00 - 06:59,6676,1147,2912,1159,1494,584,2653,1969,304,387,466,930,1993,2038,1082,1142,1949,1236,396,1556,797,2607,1697,2007,3699,3158
July,07:00 - 07:59,8520,1795,3339,2117,1596,1130,2546,2891,420,986,730,1995,2851,3507,1543,1831,2830,1703,549,2729,1020,3679,2552,3074,6036,4211
July,08:00 - 08:59,7614,1879,2814,2029,1392,1039,2618,3148,464,1220,721,2824,2788,4309,1401,1906,2679,1773,455,2816,870,3928,2294,3159,5818,4028
July,09:00 - 09:59,5600,2218,2375,1547,1228,838,2710,3108,469,1224,647,2613,2535,3938,1203,1686,2472,1773,491,1776,877,4007,1971,2204,4697,4157
July,10:00 - 10:59,4101,2178,1883,1217,1036,727,2701,2826,452,890,608,1779,2180,3127,1076,1162,2014,1499,581,1139,990,2829,1570,1482,3936,3708
July,11:00 - 11:59,3842,2315,1813,1117,1022,647,2770,2938,449,584,677,1654,2256,2879,1034,961,1987,1531,582,829,1090,2808,1549,1124,3824,3716
July,12:00 - 12:59,3558,2504,1775,1204,986,637,2844,2977,433,505,746,1551,2412,2824,1041,993,2000,1570,654,874,1359,2488,1595,1093,3882,3916
July,13:00 - 13:59,3154,2417,1663,1212,899,752,2775,2941,442,555,782,1524,2315,2495,997,1030,1822,1515,644,939,1425,2189,1532,1063,3759,3816
July,14:00 - 14:59,2863,2562,1574,1264,912,703,2647,3230,502,527,928,1351,2349,2566,1026,940,1804,1565,783,784,1753,1958,1667,960,3811,3920
July,15:00 - 15:59,2565,3153,1541,1412,929,767,2706,3634,547,486,1055,1232,2583,2531,1110,1075,1726,1692,967,628,2058,1776,1822,976,4020,3892
July,16:00 - 16:59,2722,3640,1809,1699,1096,931,2914,4106,692,418,1335,1188,2919,2644,1235,1061,1948,1982,1395,509,2878,1872,2601,938,4522,4402
July,17:00 - 17:59,3314,4881,2427,2416,1554,1311,3386,4944,926,438,1858,1308,3394,3156,1657,1289,2106,2616,2026,581,3725,2231,3955,1105,5278,5289
July,18:00 - 18:59,3423,5989,2256,2899,1194,1405,3473,5495,741,449,2096,1421,3616,3406,1724,1561,1880,2812,2196,605,4159,2446,4082,1145,5345,5971
July,19:00 - 19:59,3316,5738,1611,2889,865,1378,3045,5192,576,386,1655,1282,3098,3162,1448,1607,1612,2522,1543,610,3983,2059,3076,955,4578,5367
July,20:00 - 20:59,2970,4485,1210,2435,613,1196,2529,4340,443,301,1072,1025,2542,2586,1070,1500,1391,2045,928,697,3281,1669,2135,858,3379,3986
July,21:00 - 21:59,2547,3349,798,1881,365,854,1785,3255,213,215,782,698,1874,2021,806,1032,1060,1712,585,580,2945,1146,1302,651,2470,3179
July,22:00 - 22:59,37,2161,27,998,25,464,134,1629,21,119,197,180,408,653,265,342,355,500,218,152,977,329,421,226,579,995
July,23:00 - 23:59,0,43,0,14,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
July,00:00 - 00:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
July,01:00 - 01:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
July,02:00 - 02:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
August,03:00 - 03:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
August,04:00 - 04:59,69,0,60,0,58,0,140,0,6,0,4,0,25,0,5,0,3,0,0,0,0,0,0,0,0,0
August,05:00 - 05:59,2809,246,1084,255,771,130,1601,475,104,80,142,295,784,658,329,488,638,512,139,463,269,888,587,672,1441,1065
August,06:00 - 06:59,6622,1173,2967,1134,1545,569,2787,1937,305,383,475,934,1955,1964,1079,1099,1879,1209,398,1614,778,2651,1622,2006,3784,3183
August,07:00 - 07:59,8373,1693,3400,2097,1706,1096,2492,2798,423,952,777,1976,2671,3384,1479,1791,2775,1644,560,2702,991,3629,2484,2987,6196,4132
August,08:00 - 08:59,7713,1805,2946,2003,1414,1042,2690,3058,467,1225,752,2894,2713,4244,1384,1906,2765,1762,468,2861,845,4042,2315,3149,6197,4220
August,09:00 - 09:59,5702,2210,2352,1645,1291,862,2870,3152,477,1236,670,2549,2473,3890,1161,1678,2476,1751,474,1826,857,4110,1970,2261,5172,4421
August,10:00 - 10:59,4185,2024,1925,1297,1059,732,2793,2810,453,921,594,1761,2132,3052,1062,1144,2064,1548,577,1155,933,2855,1645,1423,4210,4018
