year,region,species,dimensions,php_per_board_foot
2011,XII (SOCCSKSARGEN),A. Manguim,"2""x4""x8'",-
2011,XII (SOCCSKSARGEN),Acacia,"2""x4""x8'",-
2011,XII (SOCCSKSARGEN),Antipolo,"2""x4""x8'",-
2011,XII (SOCCSKSARGEN),Apitong,"2""x4""x8'",27.08
2011,XII (SOCCSKSARGEN),Bagras,"2""x4""x8'",20
2011,XII (SOCCSKSARGEN),Bagtikan,"2""x4""x8'",-
2011,XII (SOCCSKSARGEN),Benguet Pine,"2""x4""x8'",-
2011,XII (SOCCSKSARGEN),Binuang,"2""x4""x8'",-
2011,XII (SOCCSKSARGEN),Dao,"2""x4""x8'",-
2011,XII (SOCCSKSARGEN),Dita,"2""x4""x8'",-
2011,XII (SOCCSKSARGEN),Falcata,"2""x4""x8'",-
2011,XII (SOCCSKSARGEN),Gmelina,"2""x4""x8'",23.66
2011,XII (SOCCSKSARGEN),Gubas,"2""x4""x8'",-
2011,XII (SOCCSKSARGEN),Igem,"2""x4""x8'",-
2011,XII (SOCCSKSARGEN),Ipil,"2""x4""x8'",-
2011,XII (SOCCSKSARGEN),Kalantas,"2""x4""x8'",-
2011,XII (SOCCSKSARGEN),Lauan,"2""x4""x8'",26.05
2011,XII (SOCCSKSARGEN),Loktob,"2""x4""x8'",-
2011,XII (SOCCSKSARGEN),Mahogany,"2""x4""x8'",39.67
2011,XII (SOCCSKSARGEN),Mayapis,"2""x4""x8'",-
2011,XII (SOCCSKSARGEN),Narra,"2""x4""x8'",-
2011,XII (SOCCSKSARGEN),Tanguile,"2""x4""x8'",24.83
2011,XII (SOCCSKSARGEN),Yakal,"2""x4""x8'",33.33
2011,XIII (Caraga),A. Manguim,"2""x4""x8'",15
2011,XIII (Caraga),Acacia,"2""x4""x8'",-
2011,XIII (Caraga),Antipolo,"2""x4""x8'",-
2011,XIII (Caraga),Apitong,"2""x4""x8'",18.25
2011,XIII (Caraga),Bagras,"2""x4""x8'",-
2011,XIII (Caraga),Bagtikan,"2""x4""x8'",-
2011,XIII (Caraga),Benguet Pine,"2""x4""x8'",-
2011,XIII (Caraga),Binuang,"2""x4""x8'",-
2011,XIII (Caraga),Dao,"2""x4""x8'",-
2011,XIII (Caraga),Dita,"2""x4""x8'",-
2011,XIII (Caraga),Falcata,"2""x4""x8'",8.5
2011,XIII (Caraga),Gmelina,"2""x4""x8'",12.75
2011,XIII (Caraga),Gubas,"2""x4""x8'",10.5
2011,XIII (Caraga),Igem,"2""x4""x8'",-
2011,XIII (Caraga),Ipil,"2""x4""x8'",-
2011,XIII (Caraga),Kalantas,"2""x4""x8'",-
2011,XIII (Caraga),Lauan,"2""x4""x8'",23.5
2011,XIII (Caraga),Loktob,"2""x4""x8'",-
2011,XIII (Caraga),Mahogany,"2""x4""x8'",15
2011,XIII (Caraga),Mayapis,"2""x4""x8'",-
2011,XIII (Caraga),Narra,"2""x4""x8'",-
2011,XIII (Caraga),Tanguile,"2""x4""x8'",21
2011,XIII (Caraga),Yakal,"2""x4""x8'",27.25
2010,National,Acacia,"2""x4""x8'",15.79
2010,National,Antipolo,"2""x4""x8'",27.78
2010,National,Apitong,"2""x4""x8'",32.08
2010,National,Bagras,"2""x4""x8'",34.56
2010,National,Benguet Pine,"2""x4""x8'",37.67
2010,National,Binuang,"2""x4""x8'",15.75
2010,National,Dao,"2""x4""x8'",30.67
2010,National,Dita,"2""x4""x8'",28
2010,National,Falcata,"2""x4""x8'",5.54
2010,National,Gmelina,"2""x4""x8'",23.14
2010,National,Ipil-Ipil,"2""x4""x8'",22.5
2010,National,Kalantas,"2""x4""x8'",30.67
2010,National,Lauan,"2""x4""x8'",33.37
2010,National,Loktob,"2""x4""x8'",22.81
2010,National,Mahogany,"2""x4""x8'",30.93
2010,National,Mayapis,"2""x4""x8'",27.83
2010,National,Narra,"2""x4""x8'",112.71
2010,National,Tanguile,"2""x4""x8'",34.53
2010,National,Yakal,"2""x4""x8'",46.98
2010,NCR,Acacia,"2""x4""x8'",-
2010,NCR,Antipolo,"2""x4""x8'",-
2010,NCR,Apitong,"2""x4""x8'",-
2010,NCR,Bagras,"2""x4""x8'",42
2010,NCR,Benguet Pine,"2""x4""x8'",39.33
2010,NCR,Binuang,"2""x4""x8'",-
2010,NCR,Dao,"2""x4""x8'",-
2010,NCR,Dita,"2""x4""x8'",-
2010,NCR,Falcata,"2""x4""x8'",-
2010,NCR,Gmelina,"2""x4""x8'",-
2010,NCR,Ipil-Ipil,"2""x4""x8'",-
2010,NCR,Kalantas,"2""x4""x8'",-
2010,NCR,Lauan,"2""x4""x8'",45.1
2010,NCR,Loktob,"2""x4""x8'",-
2010,NCR,Mahogany,"2""x4""x8'",46
2010,NCR,Mayapis,"2""x4""x8'",-
2010,NCR,Narra,"2""x4""x8'",-
2010,NCR,Tanguile,"2""x4""x8'",41.2
2010,NCR,Yakal,"2""x4""x8'",-
2010,I (Ilocos Region),Acacia,"2""x4""x8'",-
2010,I (Ilocos Region),Antipolo,"2""x4""x8'",-
2010,I (Ilocos Region),Apitong,"2""x4""x8'",37.92
2010,I (Ilocos Region),Bagras,"2""x4""x8'",-
2010,I (Ilocos Region),Benguet Pine,"2""x4""x8'",-
2010,I (Ilocos Region),Binuang,"2""x4""x8'",-
2010,I (Ilocos Region),Dao,"2""x4""x8'",-
2010,I (Ilocos Region),Dita,"2""x4""x8'",-
2010,I (Ilocos Region),Falcata,"2""x4""x8'",-
2010,I (Ilocos Region),Gmelina,"2""x4""x8'",-
2010,I (Ilocos Region),Ipil-Ipil,"2""x4""x8'",-
2010,I (Ilocos Region),Kalantas,"2""x4""x8'",-
2010,I (Ilocos Region),Lauan,"2""x4""x8'",38.17
2010,I (Ilocos Region),Loktob,"2""x4""x8'",-
2010,I (Ilocos Region),Mahogany,"2""x4""x8'",-
2010,I (Ilocos Region),Mayapis,"2""x4""x8'",-
2010,I (Ilocos Region),Narra,"2""x4""x8'",-
2010,I (Ilocos Region),Tanguile,"2""x4""x8'",40.52
2010,I (Ilocos Region),Yakal,"2""x4""x8'",-
2010,II (Cagayan Valley),Acacia,"2""x4""x8'",-
2010,II (Cagayan Valley),Antipolo,"2""x4""x8'",-
2010,II (Cagayan Valley),Apitong,"2""x4""x8'",23.38
2010,II (Cagayan Valley),Bagras,"2""x4""x8'",-
2010,II (Cagayan Valley),Benguet Pine,"2""x4""x8'",-
2010,II (Cagayan Valley),Binuang,"2""x4""x8'",-
2010,II (Cagayan Valley),Dao,"2""x4""x8'",-
2010,II (Cagayan Valley),Dita,"2""x4""x8'",-
2010,II (Cagayan Valley),Falcata,"2""x4""x8'",-
2010,II (Cagayan Valley),Gmelina,"2""x4""x8'",18.15
2010,II (Cagayan Valley),Ipil-Ipil,"2""x4""x8'",-
2010,II (Cagayan Valley),Kalantas,"2""x4""x8'",-
2010,II (Cagayan Valley),Lauan,"2""x4""x8'",23.04
2010,II (Cagayan Valley),Loktob,"2""x4""x8'",-
2010,II (Cagayan Valley),Mahogany,"2""x4""x8'",-
2010,II (Cagayan Valley),Mayapis,"2""x4""x8'",-
2010,II (Cagayan Valley),Narra,"2""x4""x8'",-
2010,II (Cagayan Valley),Tanguile,"2""x4""x8'",26.88
2010,II (Cagayan Valley),Yakal,"2""x4""x8'",20
2010,III (Central Luzon),Acacia,"2""x4""x8'",-
2010,III (Central Luzon),Antipolo,"2""x4""x8'",-
2010,III (Central Luzon),Apitong,"2""x4""x8'",33.54
2010,III (Central Luzon),Bagras,"2""x4""x8'",-
2010,III (Central Luzon),Benguet Pine,"2""x4""x8'",-
2010,III (Central Luzon),Binuang,"2""x4""x8'",-
2010,III (Central Luzon),Dao,"2""x4""x8'",-
2010,III (Central Luzon),Dita,"2""x4""x8'",-
2010,III (Central Luzon),Falcata,"2""x4""x8'",-
2010,III (Central Luzon),Gmelina,"2""x4""x8'",28.85
2010,III (Central Luzon),Ipil-Ipil,"2""x4""x8'",-
2010,III (Central Luzon),Kalantas,"2""x4""x8'",-
2010,III (Central Luzon),Lauan,"2""x4""x8'",36.06
2010,III (Central Luzon),Loktob,"2""x4""x8'",-
2010,III (Central Luzon),Mahogany,"2""x4""x8'",-
2010,III (Central Luzon),Mayapis,"2""x4""x8'",27.83
2010,III (Central Luzon),Narra,"2""x4""x8'",-
2010,III (Central Luzon),Tanguile,"2""x4""x8'",36.92
2010,III (Central Luzon),Yakal,"2""x4""x8'",35
2010,IV-A (CALABARZON),Acacia,"2""x4""x8'",-
2010,IV-A (CALABARZON),Antipolo,"2""x4""x8'",-
2010,IV-A (CALABARZON),Apitong,"2""x4""x8'",39.17
2010,IV-A (CALABARZON),Bagras,"2""x4""x8'",44.25
2010,IV-A (CALABARZON),Benguet Pine,"2""x4""x8'",-
2010,IV-A (CALABARZON),Binuang,"2""x4""x8'",-
2010,IV-A (CALABARZON),Dao,"2""x4""x8'",-
2010,IV-A (CALABARZON),Dita,"2""x4""x8'",-
2010,IV-A (CALABARZON),Falcata,"2""x4""x8'",-
2010,IV-A (CALABARZON),Gmelina,"2""x4""x8'",-
2010,IV-A (CALABARZON),Ipil-Ipil,"2""x4""x8'",-
2010,IV-A (CALABARZON),Kalantas,"2""x4""x8'",-
2010,IV-A (CALABARZON),Lauan,"2""x4""x8'",42.69
2010,IV-A (CALABARZON),Loktob,"2""x4""x8'",-
2010,IV-A (CALABARZON),Mahogany,"2""x4""x8'",-
2010,IV-A (CALABARZON),Mayapis,"2""x4""x8'",-
2010,IV-A (CALABARZON),Narra,"2""x4""x8'",135.83
2010,IV-A (CALABARZON),Tanguile,"2""x4""x8'",53.17
2010,IV-A (CALABARZON),Yakal,"2""x4""x8'",114.38
2010,IV-B (MIMAROPA),Acacia,"2""x4""x8'",-
2010,IV-B (MIMAROPA),Antipolo,"2""x4""x8'",-
2010,IV-B (MIMAROPA),Apitong,"2""x4""x8'",17
2010,IV-B (MIMAROPA),Bagras,"2""x4""x8'",-
2010,IV-B (MIMAROPA),Benguet Pine,"2""x4""x8'",-
2010,IV-B (MIMAROPA),Binuang,"2""x4""x8'",-
2010,IV-B (MIMAROPA),Dao,"2""x4""x8'",-
2010,IV-B (MIMAROPA),Dita,"2""x4""x8'",-
2010,IV-B (MIMAROPA),Falcata,"2""x4""x8'",-
2010,IV-B (MIMAROPA),Gmelina,"2""x4""x8'",27.51
2010,IV-B (MIMAROPA),Ipil-Ipil,"2""x4""x8'",29
2010,IV-B (MIMAROPA),Kalantas,"2""x4""x8'",-
2010,IV-B (MIMAROPA),Lauan,"2""x4""x8'",28.33
2010,IV-B (MIMAROPA),Loktob,"2""x4""x8'",-
2010,IV-B (MIMAROPA),Mahogany,"2""x4""x8'",28.33
2010,IV-B (MIMAROPA),Mayapis,"2""x4""x8'",-
2010,IV-B (MIMAROPA),Narra,"2""x4""x8'",50
2010,IV-B (MIMAROPA),Tanguile,"2""x4""x8'",-
2010,IV-B (MIMAROPA),Yakal,"2""x4""x8'",-
2010,V (Bicol Region),Acacia,"2""x4""x8'",28.67
2010,V (Bicol Region),Antipolo,"2""x4""x8'",27.78
2010,V (Bicol Region),Apitong,"2""x4""x8'",41.11
2010,V (Bicol Region),Bagras,"2""x4""x8'",-
2010,V (Bicol Region),Benguet Pine,"2""x4""x8'",-
2010,V (Bicol Region),Binuang,"2""x4""x8'",-
2010,V (Bicol Region),Dao,"2""x4""x8'",30.67
2010,V (Bicol Region),Dita,"2""x4""x8'",28
2010,V (Bicol Region),Falcata,"2""x4""x8'",-
2010,V (Bicol Region),Gmelina,"2""x4""x8'",29.33
2010,V (Bicol Region),Ipil-Ipil,"2""x4""x8'",-
2010,V (Bicol Region),Kalantas,"2""x4""x8'",30.67
2010,V (Bicol Region),Lauan,"2""x4""x8'",39.67
2010,V (Bicol Region),Loktob,"2""x4""x8'",29.11
2010,V (Bicol Region),Mahogany,"2""x4""x8'",29.33
2010,V (Bicol Region),Mayapis,"2""x4""x8'",-
2010,V (Bicol Region),Narra,"2""x4""x8'",95
2010,V (Bicol Region),Tanguile,"2""x4""x8'",39.67
2010,V (Bicol Region),Yakal,"2""x4""x8'",42.22
2010,VI (Western Visayas),Acacia,"2""x4""x8'",-
2010,VI (Western Visayas),Antipolo,"2""x4""x8'",-
2010,VI (Western Visayas),Apitong,"2""x4""x8'",-
2010,VI (Western Visayas),Bagras,"2""x4""x8'",-
2010,VI (Western Visayas),Benguet Pine,"2""x4""x8'",36
2010,VI (Western Visayas),Binuang,"2""x4""x8'",-
2010,VI (Western Visayas),Dao,"2""x4""x8'",-
2010,VI (Western Visayas),Dita,"2""x4""x8'",-
2010,VI (Western Visayas),Falcata,"2""x4""x8'",-
2010,VI (Western Visayas),Gmelina,"2""x4""x8'",24.64
2010,VI (Western Visayas),Ipil-Ipil,"2""x4""x8'",-
2010,VI (Western Visayas),Kalantas,"2""x4""x8'",-
2010,VI (Western Visayas),Lauan,"2""x4""x8'",40.81
2010,VI (Western Visayas),Loktob,"2""x4""x8'",-
2010,VI (Western Visayas),Mahogany,"2""x4""x8'",28.41
2010,VI (Western Visayas),Mayapis,"2""x4""x8'",-
2010,VI (Western Visayas),Narra,"2""x4""x8'",-
2010,VI (Western Visayas),Tanguile,"2""x4""x8'",-
2010,VI (Western Visayas),Yakal,"2""x4""x8'",-
2010,VII (Central Visayas),Acacia,"2""x4""x8'",-
2010,VII (Central Visayas),Antipolo,"2""x4""x8'",-
2010,VII (Central Visayas),Apitong,"2""x4""x8'",29
2010,VII (Central Visayas),Bagras,"2""x4""x8'",32
2010,VII (Central Visayas),Benguet Pine,"2""x4""x8'",-
2010,VII (Central Visayas),Binuang,"2""x4""x8'",-
2010,VII (Central Visayas),Dao,"2""x4""x8'",-
2010,VII (Central Visayas),Dita,"2""x4""x8'",-
2010,VII (Central Visayas),Falcata,"2""x4""x8'",-
2010,VII (Central Visayas),Gmelina,"2""x4""x8'",26.92
2010,VII (Central Visayas),Ipil-Ipil,"2""x4""x8'",-
2010,VII (Central Visayas),Kalantas,"2""x4""x8'",-
2010,VII (Central Visayas),Lauan,"2""x4""x8'",44.47
2010,VII (Central Visayas),Loktob,"2""x4""x8'",-
2010,VII (Central Visayas),Mahogany,"2""x4""x8'",32.13
2010,VII (Central Visayas),Mayapis,"2""x4""x8'",-
2010,VII (Central Visayas),Narra,"2""x4""x8'",170
2010,VII (Central Visayas),Tanguile,"2""x4""x8'",-
2010,VII (Central Visayas),Yakal,"2""x4""x8'",81.5
2010,VIII (Eastern Visayas),Acacia,"2""x4""x8'",-
2010,VIII (Eastern Visayas),Antipolo,"2""x4""x8'",-
2010,VIII (Eastern Visayas),Apitong,"2""x4""x8'",27.13
2010,VIII (Eastern Visayas),Bagras,"2""x4""x8'",-
2010,VIII (Eastern Visayas),Benguet Pine,"2""x4""x8'",-
2010,VIII (Eastern Visayas),Binuang,"2""x4""x8'",-
2010,VIII (Eastern Visayas),Dao,"2""x4""x8'",-
2010,VIII (Eastern Visayas),Dita,"2""x4""x8'",-
2010,VIII (Eastern Visayas),Falcata,"2""x4""x8'",-
2010,VIII (Eastern Visayas),Gmelina,"2""x4""x8'",35
2010,VIII (Eastern Visayas),Ipil-Ipil,"2""x4""x8'",-
2010,VIII (Eastern Visayas),Kalantas,"2""x4""x8'",-
2010,VIII (Eastern Visayas),Lauan,"2""x4""x8'",40.5
2010,VIII (Eastern Visayas),Loktob,"2""x4""x8'",-
2010,VIII (Eastern Visayas),Mahogany,"2""x4""x8'",40
2010,VIII (Eastern Visayas),Mayapis,"2""x4""x8'",-
2010,VIII (Eastern Visayas),Narra,"2""x4""x8'",-
2010,VIII (Eastern Visayas),Tanguile,"2""x4""x8'",35
2010,VIII (Eastern Visayas),Yakal,"2""x4""x8'",35
2010,IX (Zamboanga Peninsula),Acacia,"2""x4""x8'",14
2010,IX (Zamboanga Peninsula),Antipolo,"2""x4""x8'",-
2010,IX (Zamboanga Peninsula),Apitong,"2""x4""x8'",26.03
2010,IX (Zamboanga Peninsula),Bagras,"2""x4""x8'",-
2010,IX (Zamboanga Peninsula),Benguet Pine,"2""x4""x8'",-
2010,IX (Zamboanga Peninsula),Binuang,"2""x4""x8'",-
2010,IX (Zamboanga Peninsula),Dao,"2""x4""x8'",-
2010,IX (Zamboanga Peninsula),Dita,"2""x4""x8'",-
2010,IX (Zamboanga Peninsula),Falcata,"2""x4""x8'",-
2010,IX (Zamboanga Peninsula),Gmelina,"2""x4""x8'",18.86
2010,IX (Zamboanga Peninsula),Ipil-Ipil,"2""x4""x8'",-
2010,IX (Zamboanga Peninsula),Kalantas,"2""x4""x8'",-
2010,IX (Zamboanga Peninsula),Lauan,"2""x4""x8'",24.92
2010,IX (Zamboanga Peninsula),Loktob,"2""x4""x8'",-
2010,IX (Zamboanga Peninsula),Mahogany,"2""x4""x8'",21.83
2010,IX (Zamboanga Peninsula),Mayapis,"2""x4""x8'",-
2010,IX (Zamboanga Peninsula),Narra,"2""x4""x8'",-
2010,IX (Zamboanga Peninsula),Tanguile,"2""x4""x8'",-
2010,IX (Zamboanga Peninsula),Yakal,"2""x4""x8'",45
2010,X (Northern Mindanao),Acacia,"2""x4""x8'",12
2010,X (Northern Mindanao),Antipolo,"2""x4""x8'",-
2010,X (Northern Mindanao),Apitong,"2""x4""x8'",40.66
2010,X (Northern Mindanao),Bagras,"2""x4""x8'",-
2010,X (Northern Mindanao),Benguet Pine,"2""x4""x8'",-
2010,X (Northern Mindanao),Binuang,"2""x4""x8'",15
2010,X (Northern Mindanao),Dao,"2""x4""x8'",-
2010,X (Northern Mindanao),Dita,"2""x4""x8'",-
2010,X (Northern Mindanao),Falcata,"2""x4""x8'",-
2010,X (Northern Mindanao),Gmelina,"2""x4""x8'",14.24
2010,X (Northern Mindanao),Ipil-Ipil,"2""x4""x8'",-
2010,X (Northern Mindanao),Kalantas,"2""x4""x8'",-
2010,X (Northern Mindanao),Lauan,"2""x4""x8'",26.05
2010,X (Northern Mindanao),Loktob,"2""x4""x8'",-
2010,X (Northern Mindanao),Mahogany,"2""x4""x8'",23.5
2010,X (Northern Mindanao),Mayapis,"2""x4""x8'",-
2010,X (Northern Mindanao),Narra,"2""x4""x8'",-
2010,X (Northern Mindanao),Tanguile,"2""x4""x8'",30
2010,X (Northern Mindanao),Yakal,"2""x4""x8'",41.17
2010,XI (Davao Region),Acacia,"2""x4""x8'",-
2010,XI (Davao Region),Antipolo,"2""x4""x8'",-
2010,XI (Davao Region),Apitong,"2""x4""x8'",45
2010,XI (Davao Region),Bagras,"2""x4""x8'",-
2010,XI (Davao Region),Benguet Pine,"2""x4""x8'",-
2010,XI (Davao Region),Binuang,"2""x4""x8'",16.5
2010,XI (Davao Region),Dao,"2""x4""x8'",-
2010,XI (Davao Region),Dita,"2""x4""x8'",-
2010,XI (Davao Region),Falcata,"2""x4""x8'",-
2010,XI (Davao Region),Gmelina,"2""x4""x8'",17.21
2010,XI (Davao Region),Ipil-Ipil,"2""x4""x8'",16
2010,XI (Davao Region),Kalantas,"2""x4""x8'",-
2010,XI (Davao Region),Lauan,"2""x4""x8'",22.34
2010,XI (Davao Region),Loktob,"2""x4""x8'",16.5
2010,XI (Davao Region),Mahogany,"2""x4""x8'",18.75
2010,XI (Davao Region),Mayapis,"2""x4""x8'",-
2010,XI (Davao Region),Narra,"2""x4""x8'",-
2010,XI (Davao Region),Tanguile,"2""x4""x8'",29.48
2010,XI (Davao Region),Yakal,"2""x4""x8'",41.13
2010,XII (SOCCSKSARGEN),Acacia,"2""x4""x8'",-
2010,XII (SOCCSKSARGEN),Antipolo,"2""x4""x8'",-
2010,XII (SOCCSKSARGEN),Apitong,"2""x4""x8'",25
2010,XII (SOCCSKSARGEN),Bagras,"2""x4""x8'",20
2010,XII (SOCCSKSARGEN),Benguet Pine,"2""x4""x8'",-
2010,XII (SOCCSKSARGEN),Binuang,"2""x4""x8'",-
2010,XII (SOCCSKSARGEN),Dao,"2""x4""x8'",-
2010,XII (SOCCSKSARGEN),Dita,"2""x4""x8'",-
2010,XII (SOCCSKSARGEN),Falcata,"2""x4""x8'",-
2010,XII (SOCCSKSARGEN),Gmelina,"2""x4""x8'",22
2010,XII (SOCCSKSARGEN),Ipil-Ipil,"2""x4""x8'",-
2010,XII (SOCCSKSARGEN),Kalantas,"2""x4""x8'",-
2010,XII (SOCCSKSARGEN),Lauan,"2""x4""x8'",23.33
2010,XII (SOCCSKSARGEN),Loktob,"2""x4""x8'",-
2010,XII (SOCCSKSARGEN),Mahogany,"2""x4""x8'",41
2010,XII (SOCCSKSARGEN),Mayapis,"2""x4""x8'",-
2010,XII (SOCCSKSARGEN),Narra,"2""x4""x8'",-
2010,XII (SOCCSKSARGEN),Tanguile,"2""x4""x8'",24
2010,XII (SOCCSKSARGEN),Yakal,"2""x4""x8'",31.33
2010,XIII (Caraga),Acacia,"2""x4""x8'",8.5
2010,XIII (Caraga),Antipolo,"2""x4""x8'",-
2010,XIII (Caraga),Apitong,"2""x4""x8'",-
2010,XIII (Caraga),Bagras,"2""x4""x8'",-
2010,XIII (Caraga),Benguet Pine,"2""x4""x8'",-
2010,XIII (Caraga),Binuang,"2""x4""x8'",-
2010,XIII (Caraga),Dao,"2""x4""x8'",-
2010,XIII (Caraga),Dita,"2""x4""x8'",-
2010,XIII (Caraga),Falcata,"2""x4""x8'",5.54
2010,XIII (Caraga),Gmelina,"2""x4""x8'",14.92
2010,XIII (Caraga),Ipil-Ipil,"2""x4""x8'",-
2010,XIII (Caraga),Kalantas,"2""x4""x8'",-
2010,XIII (Caraga),Lauan,"2""x4""x8'",25
2010,XIII (Caraga),Loktob,"2""x4""x8'",-
2010,XIII (Caraga),Mahogany,"2""x4""x8'",-
2010,XIII (Caraga),Mayapis,"2""x4""x8'",-
2010,XIII (Caraga),Narra,"2""x4""x8'",-
2010,XIII (Caraga),Tanguile,"2""x4""x8'",23
2010,XIII (Caraga),Yakal,"2""x4""x8'",30
2009,National,Acacia,"2""x4""x8'",18.43
2009,National,Antipolo,"2""x4""x8'",27.95
2009,National,Apitong,"2""x4""x8'",32.49
2009,National,Bagras,"2""x4""x8'",28.38
2009,National,Benguet Pine,"2""x4""x8'",35
2009,National,Binuang,"2""x4""x8'",22.84
2009,National,Dao,"2""x4""x8'",31.78
2009,National,Dita,"2""x4""x8'",28
2009,National,Falcata,"2""x4""x8'",6
2009,National,Gmelina,"2""x4""x8'",21.27
2009,National,Ipil-Ipil,"2""x4""x8'",20.24
2009,National,Kalantas,"2""x4""x8'",31.78
2009,National,Lauan,"2""x4""x8'",32.81
2009,National,Loktob,"2""x4""x8'",22.14
2009,National,Mahogany,"2""x4""x8'",26.5
2009,National,Mayapis,"2""x4""x8'",29.665
2009,National,Narra,"2""x4""x8'",134.36
2009,National,Tanguile,"2""x4""x8'",33.51
2009,National,Yakal,"2""x4""x8'",32.98
2009,NCR,Acacia,"2""x4""x8'",-
2009,NCR,Antipolo,"2""x4""x8'",-
2009,NCR,Apitong,"2""x4""x8'",-
2009,NCR,Bagras,"2""x4""x8'",-
2009,NCR,Benguet Pine,"2""x4""x8'",34
2009,NCR,Binuang,"2""x4""x8'",-
2009,NCR,Dao,"2""x4""x8'",-
2009,NCR,Dita,"2""x4""x8'",-
2009,NCR,Falcata,"2""x4""x8'",-
2009,NCR,Gmelina,"2""x4""x8'",-
2009,NCR,Ipil-Ipil,"2""x4""x8'",-
2009,NCR,Kalantas,"2""x4""x8'",-
2009,NCR,Lauan,"2""x4""x8'",42.17
2009,NCR,Loktob,"2""x4""x8'",-
2009,NCR,Mahogany,"2""x4""x8'",35.5
2009,NCR,Mayapis,"2""x4""x8'",-
2009,NCR,Narra,"2""x4""x8'",-
2009,NCR,Tanguile,"2""x4""x8'",39.54
2009,NCR,Yakal,"2""x4""x8'",-
2009,CAR,Acacia,"2""x4""x8'",-
2009,CAR,Antipolo,"2""x4""x8'",-
2009,CAR,Apitong,"2""x4""x8'",23
2009,CAR,Bagras,"2""x4""x8'",-
2009,CAR,Benguet Pine,"2""x4""x8'",-
2009,CAR,Binuang,"2""x4""x8'",-
2009,CAR,Dao,"2""x4""x8'",-
2009,CAR,Dita,"2""x4""x8'",-
2009,CAR,Falcata,"2""x4""x8'",-
2009,CAR,Gmelina,"2""x4""x8'",-
2009,CAR,Ipil-Ipil,"2""x4""x8'",-
2009,CAR,Kalantas,"2""x4""x8'",-
2009,CAR,Lauan,"2""x4""x8'",23
2009,CAR,Loktob,"2""x4""x8'",-
2009,CAR,Mahogany,"2""x4""x8'",-
2009,CAR,Mayapis,"2""x4""x8'",-
2009,CAR,Narra,"2""x4""x8'",-
2009,CAR,Tanguile,"2""x4""x8'",24
2009,CAR,Yakal,"2""x4""x8'",-
2009,I (Ilocos Region),Acacia,"2""x4""x8'",-
2009,I (Ilocos Region),Antipolo,"2""x4""x8'",-
2009,I (Ilocos Region),Apitong,"2""x4""x8'",36
2009,I (Ilocos Region),Bagras,"2""x4""x8'",-
2009,I (Ilocos Region),Benguet Pine,"2""x4""x8'",-
2009,I (Ilocos Region),Binuang,"2""x4""x8'",-
2009,I (Ilocos Region),Dao,"2""x4""x8'",-
2009,I (Ilocos Region),Dita,"2""x4""x8'",-
2009,I (Ilocos Region),Falcata,"2""x4""x8'",-
2009,I (Ilocos Region),Gmelina,"2""x4""x8'",-
2009,I (Ilocos Region),Ipil-Ipil,"2""x4""x8'",-
2009,I (Ilocos Region),Kalantas,"2""x4""x8'",-
2009,I (Ilocos Region),Lauan,"2""x4""x8'",37.46
2009,I (Ilocos Region),Loktob,"2""x4""x8'",-
2009,I (Ilocos Region),Mahogany,"2""x4""x8'",-
2009,I (Ilocos Region),Mayapis,"2""x4""x8'",38.33
2009,I (Ilocos Region),Narra,"2""x4""x8'",-
2009,I (Ilocos Region),Tanguile,"2""x4""x8'",39.45
2009,I (Ilocos Region),Yakal,"2""x4""x8'",-
2009,II (Cagayan Valley),Acacia,"2""x4""x8'",-
2009,II (Cagayan Valley),Antipolo,"2""x4""x8'",-
2009,II (Cagayan Valley),Apitong,"2""x4""x8'",22.71
2009,II (Cagayan Valley),Bagras,"2""x4""x8'",-
2009,II (Cagayan Valley),Benguet Pine,"2""x4""x8'",-
2009,II (Cagayan Valley),Binuang,"2""x4""x8'",-
2009,II (Cagayan Valley),Dao,"2""x4""x8'",-
2009,II (Cagayan Valley),Dita,"2""x4""x8'",-
2009,II (Cagayan Valley),Falcata,"2""x4""x8'",-
2009,II (Cagayan Valley),Gmelina,"2""x4""x8'",18.78
2009,II (Cagayan Valley),Ipil-Ipil,"2""x4""x8'",-
2009,II (Cagayan Valley),Kalantas,"2""x4""x8'",-
2009,II (Cagayan Valley),Lauan,"2""x4""x8'",23.09
2009,II (Cagayan Valley),Loktob,"2""x4""x8'",-
2009,II (Cagayan Valley),Mahogany,"2""x4""x8'",-
2009,II (Cagayan Valley),Mayapis,"2""x4""x8'",-
2009,II (Cagayan Valley),Narra,"2""x4""x8'",-
2009,II (Cagayan Valley),Tanguile,"2""x4""x8'",23.68
2009,II (Cagayan Valley),Yakal,"2""x4""x8'",20
2009,III (Central Luzon),Acacia,"2""x4""x8'",-
2009,III (Central Luzon),Antipolo,"2""x4""x8'",-
2009,III (Central Luzon),Apitong,"2""x4""x8'",34.53
2009,III (Central Luzon),Bagras,"2""x4""x8'",-
2009,III (Central Luzon),Benguet Pine,"2""x4""x8'",-
2009,III (Central Luzon),Binuang,"2""x4""x8'",-
2009,III (Central Luzon),Dao,"2""x4""x8'",-
2009,III (Central Luzon),Dita,"2""x4""x8'",-
2009,III (Central Luzon),Falcata,"2""x4""x8'",-
2009,III (Central Luzon),Gmelina,"2""x4""x8'",24.6
2009,III (Central Luzon),Ipil-Ipil,"2""x4""x8'",-
2009,III (Central Luzon),Kalantas,"2""x4""x8'",-
