region,airport,airline_operator,january,february,march,april,may,june,july,august,september,october,november,december,total
CAR,Baguio,Asian Spirit,30,30,31,30,26,19,13,8,9,9,14,16,235
CAR,Baguio,G. Aviation,24,57,46,68,18,24,15,16,13,27,34,54,396
CAR,Baguio,Military,6,26,31,24,8,3,2,2,9,9,4,18,142
I (Ilocos Norte),Laoag (International),Cebu Pacific,-,-,-,-,13,-,-,-,-,-,-,-,-
I (Ilocos Norte),Laoag (International),Far East Trans,13,13,9,8,9,9,9,9,8,9,11,13,120
I (Ilocos Norte),Laoag (International),China S. Air,8,9,9,7,8,9,13,14,7,9,9,9,111
I (Ilocos Norte),Laoag (International),TransGlobal Airways,18,-,-,-,-,-,-,-,-,-,-,-,18
I (Ilocos Norte),Laoag (International),Asian Spirit,-,-,-,-,-,-,-,-,-,-,-,4,-
I (Ilocos Norte),Laoag (International),C.R. Airways,-,-,-,-,-,-,-,-,-,-,-,-,0
I (Ilocos Norte),Laoag (International),Mandarin Air,6,-,-,-,-,-,-,-,-,-,-,-,6
I (Ilocos Norte),Laoag (International),HongKong Express,3,-,-,-,-,-,-,-,-,-,-,-,3
I (Ilocos Norte),Laoag (Domestic),PAL,17,16,19,24,25,26,26,27,30,31,31,31,303
I (Ilocos Norte),Laoag (Domestic),Cebu Pacific,13,12,13,13,-,13,13,12,13,14,10,13,139
I (Ilocos Norte),Laoag (Domestic),Paco,18,9,16,34,21,4,8,-,-,-,-,-,110
I (Ilocos Norte),Laoag (Domestic),G. Aviation,18,20,76,30,25,28,15,13,21,19,38,36,339
I (Ilocos Norte),Laoag (Domestic),Military,1,14,4,1,2,6,-,1,-,-,2,-,31
I (Ilocos Norte),Lingayen,G. Aviation,57,45,140,111,135,199,123,56,112,170,121,258,1527
I (Ilocos Norte),Rosales,G. Aviation,-,-,-,4,-,-,-,-,-,-,-,-,-
I (Ilocos Norte),San Fernando,G. Aviation,-,-,-,-,-,-,-,-,-,-,-,-,-
I (Ilocos Norte),Vigan,Asian Spirit,-,-,57,-,11,-,11,-,6,2,11,-,-
I (Ilocos Norte),Vigan,G. Aviation,45,28,11,-,98,116,52,33,66,271,599,1042,2361
I (Ilocos Norte),Vigan,Military,-,-,1,-,-,-,-,-,-,-,-,-,1
