region,airport,airline_operator,january,february,march,april,may,june,july,august,september,october,november,december,total
CAR,Baguio,Asian Spirit,60,-,-,58,42,32,-,-,-,-,-,52,244
CAR,Baguio,G. Aviation,-,-,-,148,54,46,-,-,-,-,-,218,466
CAR,Baguio,Military,22,-,-,76,20,-,-,-,-,-,-,76,194
I (Ilocos Norte),Laoag (International),PAL,28,50,52,52,50,48,52,52,50,52,52,-,538
I (Ilocos Norte),Laoag (International),Far East Trans,-,-,-,26,26,26,24,44,54,42,26,58,326
I (Ilocos Norte),Laoag (International),Air Macau,-,-,-,-,-,-,-,28,22,8,-,-,58
I (Ilocos Norte),Laoag (International),China S. Air,-,-,-,-,-,-,-,20,28,16,2,60,126
I (Ilocos Norte),Laoag (International),Mandarin,32,24,26,-,-,-,-,-,-,-,-,-,82
I (Ilocos Norte),Laoag (Domestic),PAL,26,48,52,52,48,48,56,52,46,52,52,38,570
I (Ilocos Norte),Laoag (Domestic),LIA,52,48,66,80,92,60,46,56,44,56,58,64,722
I (Ilocos Norte),Laoag (Domestic),Seair,-,-,-,48,30,-,-,-,-,-,-,-,78
I (Ilocos Norte),Laoag (Domestic),Chemtrad,28,48,22,88,90,52,18,-,2,4,6,4,362
I (Ilocos Norte),Laoag (Domestic),G. Aviation,16,26,38,120,78,78,46,46,28,22,14,20,532
I (Ilocos Norte),Laoag (Domestic),Military,-,2,18,24,22,22,22,40,16,8,-,16,190
I (Ilocos Norte),Lingayen,G. Aviation,14,-,-,-,26,16,10,10,18,36,30,26,186
I (Ilocos Norte),Lingayen,Omni,-,6,10,-,-,-,-,-,-,-,-,-,16
I (Ilocos Norte),Lingayen,Orient,-,-,6,2,-,-,-,-,-,-,-,-,8
I (Ilocos Norte),Lingayen,Philsca,-,-,4,-,-,-,-,-,-,-,-,-,4
I (Ilocos Norte),Lingayen,ETC,-,-,2,-,-,-,-,-,-,-,-,-,2
I (Ilocos Norte),Lingayen,Seair,-,-,2,2,-,-,-,-,-,-,-,-,4
I (Ilocos Norte),Lingayen,Ayala,-,4,-,-,-,-,-,-,-,-,-,-,4
I (Ilocos Norte),Lingayen,CAFS,-,4,-,-,-,-,-,-,-,-,-,-,4
I (Ilocos Norte),Lingayen,FPPC,-,-,-,2,-,-,-,-,-,-,-,-,2
I (Ilocos Norte),Lingayen,AAC,-,-,-,2,-,-,-,-,-,-,-,-,2
I (Ilocos Norte),Lingayen,PAL,-,-,-,2,-,-,-,-,-,-,-,-,2
I (Ilocos Norte),Lingayen,Phatmcl,-,-,-,2,-,-,-,-,-,-,-,-,2
I (Ilocos Norte),Lingayen,FTC,-,-,-,6,-,-,-,-,-,-,-,-,6
I (Ilocos Norte),Lingayen,LCS,-,-,-,2,-,-,-,-,-,-,-,-,2
I (Ilocos Norte),Lingayen,JF,-,2,-,2,-,-,-,-,-,-,-,-,4
I (Ilocos Norte),Lingayen,Flite Line,-,2,-,-,-,-,-,-,-,-,-,-,2
I (Ilocos Norte),Lingayen,Military,-,-,-,-,-,-,6,-,-,-,-,-,6
I (Ilocos Norte),Rosales,G. Aviation,-,-,2,10,-,-,-,-,-,-,-,-,12
I (Ilocos Norte),San Fernando,G. Aviation,-,-,-,-,-,-,-,-,-,-,-,-,-
I (Ilocos Norte),Vigan,G. Aviation,8,28,36,34,34,68,44,12,10,2,26,40,342
I (Ilocos Norte),Vigan,Military,-,-,-,-,-,-,-,-,-,-,-,10,10
II (Cagayan Valley),Bagabag,Seair,26,14,28,22,20,114,16,12,80,118,140,6,596
II (Cagayan Valley),Bagabag,G. Aviation,102,12,122,28,-,-,10,-,-,2,22,8,306
