region,airport,airline_operator,january,february,march,april,may,june,july,august,september,october,november,december,total
CAR,Baguio,Asian Spirit,0,0,0,0,10,34,0,0,0,0,0,0,44
CAR,Baguio,G. Aviation,122,102,130,96,76,22,58,32,36,0,66,108,848
CAR,Baguio,Military,62,94,0,10,14,4,10,0,0,0,0,8,202
I (Ilocos Norte),Laoag (International),Cebu Pacific,0,0,0,0,0,0,0,0,10,24,62,26,122
I (Ilocos Norte),Laoag (International),China S. Air,0,0,0,0,0,0,0,0,0,0,24,0,24
I (Ilocos Norte),Laoag (International),Mandarin Airlines,18,16,16,18,18,16,18,18,18,16,0,0,172
I (Ilocos Norte),Laoag (International),HK Express,2,0,0,10,18,16,14,16,0,0,0,0,76
I (Ilocos Norte),Laoag (International),Air Macao,4,0,0,0,4,0,0,0,0,0,4,18,30
I (Ilocos Norte),Laoag (Domestic),PAL,62,56,66,84,88,72,66,62,60,60,62,64,802
I (Ilocos Norte),Laoag (Domestic),Cebu Pacific,62,56,62,62,62,62,62,62,62,60,58,62,732
I (Ilocos Norte),Laoag (Domestic),WCC,10,8,16,,34,22,0,0,0,0,0,0,90
I (Ilocos Norte),Laoag (Domestic),G. Aviation,62,96,86,78,58,30,30,22,22,22,88,116,710
I (Ilocos Norte),Laoag (Domestic),Military,32,14,18,4,2,0,2,8,2,4,6,6,98
I (Ilocos Norte),Lingayen,G. Aviation,1166,720,598,680,602,416,308,122,32,252,452,538,5886
I (Ilocos Norte),Lingayen,Military,0,0,0,20,6,0,0,0,232,6,0,2,266
I (Ilocos Norte),San Fernando,G. Aviation,no report submitted,,0,0,0,0,0,0,0,0,0,0,0
I (Ilocos Norte),Vigan,North South Air,28,50,36,46,36,42,16,20,12,20,4,22,332
I (Ilocos Norte),Vigan,G. Aviation,242,158,58,92,144,138,50,52,64,114,110,86,1308
I (Ilocos Norte),Vigan,Military,0,34,64,6,2,34,4,20,0,0,0,32,196
II (Cagayan Valley),Bagabag,G. Aviation,50,172,132,48,4,4,2,8,10,2,2,24,458
II (Cagayan Valley),Bagabag,Military,4,0,0,0,0,0,0,0,0,0,0,0,4
II (Cagayan Valley),Basco,Seair,0,58,94,110,120,72,42,42,0,0,0,0,538
II (Cagayan Valley),Basco,Chemtrad,0,6,0,0,0,0,0,0,0,0,0,0,6
II (Cagayan Valley),Basco,Batanes Air,0,6,0,4,0,4,44,36,0,0,0,0,94
II (Cagayan Valley),Basco,Paco,0,32,50,70,82,64,0,0,0,0,0,0,298
II (Cagayan Valley),Basco,G. Aviation,0,4,0,22,6,0,0,0,0,0,0,0,32
II (Cagayan Valley),Cauayan,Cebu Pacific,26,24,28,26,26,26,26,24,26,22,22,26,302
II (Cagayan Valley),Cauayan,G. Aviation,82,22,56,46,36,6,10,4,8,20,0,0,290
II (Cagayan Valley),Cauayan,PAL,0,0,0,0,0,0,0,0,0,6,0,0,6
II (Cagayan Valley),Cauayan,Seair,0,0,0,0,0,0,0,0,0,2,0,0,2
II (Cagayan Valley),Cauayan,Military,0,0,0,0,0,0,0,0,0,12,0,0,12
II (Cagayan Valley),Cauayan,Cyclone,448,346,248,392,334,236,586,588,708,434,92,614,5026
II (Cagayan Valley),Cauayan,WCC,0,72,88,100,106,60,84,60,74,28,96,0,768
II (Cagayan Valley),Itbayat,Chemtrad,no report submitted,,0,0,0,0,0,0,0,0,0,0,0
II (Cagayan Valley),Palanan,Cyclone,28,64,66,68,226,52,46,84,56,18,0,64,772
II (Cagayan Valley),Palanan,WCC,44,38,48,68,198,40,56,46,66,12,64,42,722
II (Cagayan Valley),Palanan,G. Aviation,4,4,2,4,14,0,0,0,0,16,42,42,128
II (Cagayan Valley),Palanan,Military,0,8,0,0,8,0,0,0,0,28,8,8,60
II (Cagayan Valley),Tuguegarao (International),Cebu Pacific,18,16,16,0,12,18,16,16,18,18,12,12,172
II (Cagayan Valley),Tuguegarao (International),G. Aviation,0,0,0,0,0,0,0,0,2,0,0,0,2
II (Cagayan Valley),Tuguegarao (International),Military,0,0,0,0,0,0,0,0,0,2,0,0,2
II (Cagayan Valley),Tuguegarao (Domestic),Cebu Pacific,90,56,60,60,62,62,62,62,60,58,50,56,738
II (Cagayan Valley),Tuguegarao (Domestic),PAL/Air Philippines,78,56,72,82,76,66,62,62,74,84,80,86,878
II (Cagayan Valley),Tuguegarao (Domestic),WCC Skypasada,42,38,48,54,72,82,62,52,0,0,0,0,450
II (Cagayan Valley),Tuguegarao (Domestic),ATX,0,0,0,0,0,0,0,0,0,0,0,26,26
II (Cagayan Valley),Tuguegarao (Domestic),Batanes Air,18,10,0,14,0,10,0,0,32,26,10,28,148
II (Cagayan Valley),Tuguegarao (Domestic),Chemtrad,20,8,0,0,0,0,0,0,0,0,0,0,28
II (Cagayan Valley),Tuguegarao (Domestic),Cyclone,6,4,0,0,0,0,0,0,2,0,16,30,58
II (Cagayan Valley),Tuguegarao (Domestic),G. Aviation,40,56,52,108,52,30,8,28,16,12,16,30,448
II (Cagayan Valley),Tuguegarao (Domestic),Military,2,10,20,4,10,22,8,4,0,24,46,4,154
III (Central Luzon),Iba,G. Aviation,660,556,682,558,562,516,346,364,598,390,480,478,6190
III (Central Luzon),Subic,International,no report submitted,,,,,,,,,,,,0
III (Central Luzon),Subic,Domestic,no report submitted,,,,,,,,,,,,0
III (Central Luzon),Subic,G. Aviation,no report submitted,,,,,,,,,,,,
III (Central Luzon),Diosdado Macapal International Airport,International,no report submitted,,,,,,,,,,,,
III (Central Luzon),Diosdado Macapal International Airport,Domestic,no report submitted,,,,,,,,,,,,
III (Central Luzon),Plaridel,G. Aviation,9466,8588,9304,7424,8422,8278,9156,5928,6514,8992,9950,5318,97340
NCR,NAIA,International,5833,5190,5729,5592,5770,5506,5656,5771,5273,5476,5506,6019,67321
NCR,NAIA,Domestic,11041,9852,11136,12269,12789,11341,10684,10599,9890,10619,10575,11992,132787
NCR,NAIA,G. Aviation,3329,3566,3646,3434,2977,2846,2181,2652,2531,2480,2952,3293,35887
IV-A (CALABARZON)),Alabat,G. Aviation,no report submitted,,0,0,0,0,0,0,0,0,0,0,0
III (Central Luzon),Baler,G. Aviation,204,0,0,106,0,0,56,0,0,0,0,0,366
IV-B (MIMAROPA),Busuanga,Pal Express,78,98,130,142,106,74,58,68,60,72,no report,,886
IV-B (MIMAROPA),Busuanga,Cebu Pacific,102,80,92,108,106,74,58,68,60,72,no report,,820
IV-B (MIMAROPA),Busuanga,Asian Spirit,62,56,62,60,62,58,60,62,60,62,no report,,604
IV-B (MIMAROPA),Busuanga,Seair,0,0,0,2,0,0,0,0,0,0,0,0,2
IV-B (MIMAROPA),Busuanga,G. Aviation,110,154,88,114,146,134,136,158,184,136,0,0,1360
IV-B (MIMAROPA),Calapan,G. Aviation,100,226,0,236,220,106,260,44,48,46,20,48,1354
IV-B (MIMAROPA),Cuyo,Seair,no report submitted,,0,0,0,0,0,0,0,0,0,0,0
IV-B (MIMAROPA),Cuyo,G. Aviation,no report submitted,,0,0,0,0,0,0,0,0,0,0,0
IV-B (MIMAROPA),Cuyo,Military,no report submitted,,0,0,0,0,0,0,0,0,0,0,0
IV-A (CALABARZON)),Jomalig,G. Aviation,8,0,0,0,0,0,0,0,0,0,0,0,8
IV-B (MIMAROPA),Lubang,G. Aviation,392,316,384,400,588,274,580,488,0,0,486,438,4346
IV-B (MIMAROPA),Mamburao,G. Aviation,72,0,0,0,0,68,56,96,0,86,0,0,378
IV-B (MIMAROPA),Marinduque,Zest Air,36,32,34,40,44,34,32,36,40,36,36,36,436
IV-B (MIMAROPA),Marinduque,Seair,26,14,24,28,30,22,0,0,0,0,0,0,144
IV-B (MIMAROPA),Marinduque,G. Aviation,,24,20,8,8,10,8,24,2,6,2,16,128
IV-B (MIMAROPA),Puerto Princesa ,PAL,126,96,110,120,124,122,124,108,74,62,120,128,1314
IV-B (MIMAROPA),Puerto Princesa ,Air Philippines,0,0,36,162,152,120,146,120,140,132,138,140,1286
IV-B (MIMAROPA),Puerto Princesa ,Cebu Pacific,162,196,212,208,212,186,184,204,194,202,192,194,2346
IV-B (MIMAROPA),Puerto Princesa ,Seair,2,0,0,0,0,0,0,0,0,0,0,0,2
IV-B (MIMAROPA),Puerto Princesa ,Zest Air,64,56,62,60,62,60,62,60,62,68,120,60,796
IV-B (MIMAROPA),Puerto Princesa ,Lion Air,6,0,4,0,0,0,0,0,0,0,0,0,10
IV-B (MIMAROPA),Puerto Princesa ,G. Aviation,138,198,166,216,208,152,236,156,0,0,164,132,1766
IV-B (MIMAROPA),Romblon,Seair,30,24,28,26,26,26,26,24,24,20,20,26,300
IV-B (MIMAROPA),Romblon,Zest Air,26,24,24,26,24,26,26,24,26,28,26,26,306
IV-B (MIMAROPA),Romblon,G. Aviation,0,0,6,18,6,0,12,8,12,6,2,4,74
IV-B (MIMAROPA),Romblon,Military,2,0,0,2,0,2,0,0,0,4,0,2,12
IV-B (MIMAROPA),San Jose,PAL,,56,62,60,62,60,62,62,60,62,60,62,668
IV-B (MIMAROPA),San Jose,Air Philippines,0,0,0,0,0,60,62,62,0,0,0,0,184
IV-B (MIMAROPA),San Jose,Cebu Pacific,62,56,62,60,62,60,60,46,44,46,30,34,622
IV-B (MIMAROPA),San Jose,Zest Air,62,56,46,50,62,60,62,62,60,62,60,62,704
IV-B (MIMAROPA),San Jose,G. Aviation,36,90,118,120,86,140,146,98,0,0,0,0,834
IV-B (MIMAROPA),San Jose,Military,30,12,8,18,14,12,2,18,0,0,0,0,114
IV-B (MIMAROPA),Pinamalayan,Seair,no report submitted,,0,0,0,0,0,0,0,0,0,0,0
