region,airport,airline_operator,january,february,march,april,may,june,july,august,september,october,november,december,total
CAR,Baguio,WCC,-,-,-,-,60,124,-,-,-,-,-,-,184
CAR,Baguio,Asian Spirit,-,-,-,-,-,-,-,-,-,-,-,-, 
CAR,Baguio,G. Aviation,167,200,162,222,168,29,62,27,80,-,87,104,1308
CAR,Baguio,Military,92,107,-,15,28,3,30,-,-,-,-,17,292
I (Ilocos Norte),Laoag (International),Far East Trans,-,-,-,-,-,-,-,-,-,-,-,-,-
I (Ilocos Norte),Laoag (International),Cebu Pacific,-,-,-,-,-,-,-,-,1169,3624,3651,3811,12255
I (Ilocos Norte),Laoag (International),China S. Air,-,-,-,-,-,-,-,-,-,-,-,-,0
I (Ilocos Norte),Laoag (International),HK Express,68,-,-,330,807,525,828,2222,-,-,-,-,4780
I (Ilocos Norte),Laoag (International),Mandarin Airlines,888,894,1033,974,1084,1049,1163,935,846,865,-,-,9731
I (Ilocos Norte),Laoag (International),Air Macao,29,-,-,-,-,-,-,-,-,-,451,2210,2690
I (Ilocos Norte),Laoag (Domestic),PAL,7770,7615,8365,9739,9809,8232,7426,6579,6296,6011,7818,7766,93426
I (Ilocos Norte),Laoag (Domestic),Cebu Pacific,3791,3870,4778,4961,4661,4471,4401,3932,4176,4109,4649,4776,52575
I (Ilocos Norte),Laoag (Domestic),WCC,141,72,-,-,464,284,-,-,-,-,-,-,961
I (Ilocos Norte),Laoag (Domestic),Paco,-,-,-,-,-,-,-,-,-,-,-,-,0
I (Ilocos Norte),Laoag (Domestic),Batanes Air,-,-,-,-,-,-,-,-,-,-,-,-,0
I (Ilocos Norte),Laoag (Domestic),Sky Pasada,-,-,222,468,-,-,-,-,-,-,-,-,690
I (Ilocos Norte),Laoag (Domestic),G. Aviation,18,-,54,52,-,-,24,-,-,-,17,12,177
I (Ilocos Norte),Laoag (Domestic),Military,-,54,-,-,-,-,-,-,-,-,-,-,54
I (Ilocos Norte),Lingayen,G. Aviation,2159,1463,1158,1257,1203,762,573,230,64,305,904,976,11054
I (Ilocos Norte),Lingayen,Military,-,-,-,64,18,-,-,-,477,28,-,14,601
I (Ilocos Norte),Rosales,G. Aviation,-,-,-,-,-,-,-,-,-,-,-,-,-
I (Ilocos Norte),Vigan,Lion Air,-,-,-,-,-,-,-,-,-,-,-,-,-
I (Ilocos Norte),Vigan,Seair,-,-,-,-,-,-,-,-,-,-,-,-,-
I (Ilocos Norte),Vigan,InterIsland,-,-,-,-,-,-,-,-,-,-,-,-,-
I (Ilocos Norte),Vigan,North South Air,334,422,246,260,296,453,159,220,-,217,54,241,2902
I (Ilocos Norte),Vigan,G. Aviation,521,383,222,187,281,232,108,108,-,220,301,196,2759
I (Ilocos Norte),Vigan,Military,-,68,229,18,4,116,18,36,-,-,-,7,496
II (Cagayan Valley),Bagabag,G. Aviation,80,470,275,124,8,10,4,16,48,4,4,54,1097
II (Cagayan Valley),Basco,Total Passenger,1762,-,-,-,-,-,-,-,1245,1059,1312,1787,7165
II (Cagayan Valley),Basco,Asian Spirit,-,-,-,-,-,-,-,-,-,-,-,-, 
II (Cagayan Valley),Basco,Chemtrad,-,21,-,-,-,-,-,-,-,-,-,-,21
II (Cagayan Valley),Basco,Seair,-,1461,2288,3022,3044,1971,1238,1131,-,-,-,-,14155
II (Cagayan Valley),Basco,WCC,-,340,696,1063,1061,861,-,-,-,-,-,-,4021
II (Cagayan Valley),Basco,Batanes Air,-,32,-,25,-,15,288,238,-,-,-,-,598
II (Cagayan Valley),Basco,Zest Air,-,-,-,-,-,-,-,-,-,-,-,-, 
II (Cagayan Valley),Basco,G. Aviation,-,4,-,109,16,-,-,-,-,-,-,-,129
II (Cagayan Valley),Basco,Military,-,-,-,-,-,-,-,-,-,-,-,-, 
II (Cagayan Valley),Cauayan,Cyclone,577,507,385,615,565,495,817,1010,1096,573,5820,720,13180
II (Cagayan Valley),Cauayan,Cebu Pacific,1487,1495,1705,1629,1700,1519,1173,1403,1635,1351,1285,1592,17974
II (Cagayan Valley),Cauayan,PAL,-,-,-,-,-,-,-,-,-,37,-,-,37
II (Cagayan Valley),Cauayan,Seair,-,-,-,-,-,-,-,-,-,4,-,-,4
II (Cagayan Valley),Cauayan,Military,-,-,-,-,-,-,-,-,-,110,-,-,110
II (Cagayan Valley),Cauayan,WCC,954,778,958,1368,1211,728,301,204,298,71,-,-,6871
II (Cagayan Valley),Cauayan,G. Aviation,-,57,217,137,86,14,105,6,26,82,-,-,730
II (Cagayan Valley),Itbayat,Batanes Air,-,-,-,-,-,-,-,-,-,-,-,-,0
II (Cagayan Valley),Itbayat,Chemtrad,-,-,-,-,-,-,-,-,-,-,-,-,0
II (Cagayan Valley),Palanan,Cyclone,128,200,259,365,982,291,294,374,266,87,-,-,3246
II (Cagayan Valley),Palanan,WCC,596,502,655,964,2717,554,202,167,251,31,143,-,6782
II (Cagayan Valley),Palanan,G. Aviation,4,5,3,16,28,-,-,-,-,18,57,435,566
II (Cagayan Valley),Palanan,Military,-,24,-,-,24,-,-,-,-,89,19,-,156
II (Cagayan Valley),Tuguegarao (International),Cebu Pacific,521,213,351,-,272,216,170,190,163,184,106,103,2489
II (Cagayan Valley),Tuguegarao (International),G. Aviation,-,-,-,-,-,-,-,-,65,-,-,-,65
II (Cagayan Valley),Tuguegarao (International),Military,-,-,-,-,-,-,-,-,-,-,-,-,0
II (Cagayan Valley),Tuguegarao (Domestic),Cebu Pacific,4340,4135,5089,4866,5117,5295,5382,5911,5366,5182,3822,4466,58971
II (Cagayan Valley),Tuguegarao (Domestic),PAL/AirPhil,4232,3495,3810,4224,2533,4070,4587,3886,4084,4462,4487,5254,49124
II (Cagayan Valley),Tuguegarao (Domestic),Asian Spirit,-,-,-,-,-,-,-,-,-,-,-,-,0
II (Cagayan Valley),Tuguegarao (Domestic),Chemtrad,82,28,-,-,-,-,-,-,-,-,-,-,110
II (Cagayan Valley),Tuguegarao (Domestic),Batanes Air,73,37,-,34,-,17,-,323,163,81,-,142,870
II (Cagayan Valley),Tuguegarao (Domestic),Cyclone Air,6,4,-,-,-,-,-,-,-,-,45,-,55
II (Cagayan Valley),Tuguegarao (Domestic),ATX,-,-,-,-,-,-,-,-,-,-,-,67,67
II (Cagayan Valley),Tuguegarao (Domestic),WCC Skypasada,506,387,598,694,809,574,362,-,-,-,-,-,3930
II (Cagayan Valley),Tuguegarao (Domestic),ACC,-,-,-,-,-,-,-,-,-,-,-,-,0
II (Cagayan Valley),Tuguegarao (Domestic),G. Aviation,130,105,113,153,64,36,39,59,8,21,67,49,844
II (Cagayan Valley),Tuguegarao (Domestic),Military,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Iba,G. Aviation,762,678,775,625,642,570,413,378,492,457,535,499,6826
III (Central Luzon),Subic,International,-,-,-,-,-,-,-,-,-,-,-,-,0
