year,month,day,hours,baclaran_northbound_in,edsa_southbound_in,edsa_northbound_in,libertad_southbound_in,libertad_northbound_in,gil_puyat_southbound_in,gil_puyat_northbound_in,vito_cruz_southbound_in,vito_cruz_northbound_in,quirino_southbound_in,quirino_northbound_in,pedro_gil_southbound_in,pedro_gil_northbound_in,un_avenue_southbound_in,un_avenue_northbound_in,central_southbound_in,central_northbound_in,carriedo_southbound_in,carriedo_northbound_in,doroteo_jose_southbound_in,doroteo_jose_northbound_in,bambang_southbound_in,bambang_northbound_in,tayuman_southbound_in,tayuman_northbound_in,blumentritt_southbound_in,blumentritt_northbound_in,abad_santos_southbound_in,abad_santos_northbound_in,r_papa_southbound_in,r_papa_northbound_in,5th_avenue_southbound_in,5th_avenue_northbound_in,monumento_southbound_in,monumento_northbound_out,balintawak_southbound_in,balintawak_northbound_out,roosevelt_southbound_in,roosevelt_northbound_out
2014,June,Friday,3:00-4:00,958,3995,0,887,73,2220,278,848,201,644,209,840,563,1287,383,376,981,1166,1751,719,1380,81,309,221,671,105,674,69,277,5,633,22,790,317,7352,0,589,0,1414
2014,June,Friday,4:00-5:00,971,3486,0,777,139,2543,179,822,170,447,325,959,517,858,457,582,666,1618,1303,745,1577,112,371,202,901,94,889,48,405,10,718,40,976,748,11654,0,686,0,1798
2014,June,Friday,5:00-6:00,1590,4704,0,1342,24,3152,235,949,215,637,219,1177,336,740,496,399,588,2079,935,718,1860,134,384,461,809,103,1181,26,468,29,1037,47,1543,117,12965,0,909,0,2414
2014,June,Friday,6:00-7:00,1460,4377,0,1158,80,2824,292,909,193,722,187,1249,695,616,409,404,537,1286,1028,827,1712,133,335,261,1228,148,1296,99,612,36,1204,68,1725,481,8601,0,1106,0,2588
2014,June,Friday,7:00-8:00,1323,3624,0,986,24,2316,175,536,164,591,125,775,407,421,344,218,377,638,672,491,1158,77,270,331,870,116,1173,36,618,36,1048,105,1489,181,5649,0,850,0,2268
2014,June,Friday,8:00-9:00,1071,1766,0,644,96,1790,29,466,112,454,113,462,219,376,265,198,238,389,403,327,1005,102,250,187,990,40,1040,11,500,24,801,65,858,498,3129,0,590,0,1556
2014,June,Friday,9:00-10:00,494,703,0,281,69,392,22,278,78,260,71,346,188,208,147,75,90,161,148,166,321,54,120,96,302,22,344,8,255,18,360,57,438,446,742,0,391,0,927
2014,June,Friday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,June,Saturday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,June,Saturday,5:00-6:00,2534,1521,0,239,48,809,70,232,35,159,66,276,169,326,342,173,32,171,155,114,270,11,64,45,138,24,136,14,28,9,93,12,89,93,1791,0,144,0,171
2014,June,Saturday,6:00-7:00,3294,2222,0,494,16,1608,77,627,196,334,144,465,310,737,593,928,316,470,478,327,786,57,108,204,257,70,301,13,91,3,265,15,226,31,3325,0,260,0,397
2014,June,Saturday,7:00-8:00,3445,3044,0,877,41,2992,190,1282,373,572,237,1217,422,1097,1544,522,1323,766,1257,758,1398,202,185,184,470,150,422,92,126,11,277,36,566,81,1604,0,424,0,733
2014,June,Saturday,8:00-9:00,3013,2839,0,892,45,2928,149,1131,530,663,299,1037,843,1023,1205,623,1394,1143,1676,922,1277,234,157,147,581,135,386,104,102,22,329,26,632,84,335,0,462,0,816
2014,June,Saturday,9:00-10:00,2623,2889,0,755,43,2589,181,673,647,662,178,542,1277,1291,1059,452,1364,1150,1445,960,1182,162,262,250,551,40,430,66,125,7,277,12,460,110,40,0,313,0,778
2014,June,Saturday,10:00-11:00,3014,2510,0,705,23,2074,148,763,126,499,196,349,1118,941,586,360,1115,1080,1242,643,1372,131,291,287,523,97,409,26,189,12,335,13,428,73,1451,0,357,0,806
2014,June,Saturday,11:00-12:00,2721,2971,0,622,27,1944,162,667,254,412,216,939,506,666,662,360,1231,1190,1278,817,1415,108,251,164,605,47,534,37,177,24,330,17,420,124,2036,0,360,0,876
2014,June,Saturday,12:00-1:00 PM,1316,3495,0,773,26,2389,118,1016,60,398,168,1152,498,1015,524,306,1209,924,1184,709,1375,145,281,405,436,79,519,44,202,3,451,28,548,97,4208,0,432,0,1184
2014,June,Saturday,1:00-2:00,2296,3342,0,746,32,1995,160,621,279,476,74,945,418,1086,331,219,903,971,1333,631,1389,148,272,141,616,38,614,44,234,27,505,29,582,142,3301,0,551,0,1219
2014,June,Saturday,2:00-3:00,2595,3272,0,663,22,1890,103,685,268,301,283,745,744,767,292,191,817,1065,1164,583,1396,76,358,220,593,45,674,101,188,7,600,15,614,113,3125,0,545,0,1359
2014,June,Saturday,3:00-4:00,2559,3620,0,758,41,2049,161,525,273,395,102,772,441,432,422,232,755,643,1454,853,1251,168,262,164,705,133,661,94,222,43,541,27,603,199,4841,0,584,0,1460
2014,June,Saturday,4:00-5:00,1271,3725,0,875,50,2388,129,587,118,442,141,740,426,356,506,175,649,1116,932,707,1438,106,259,284,683,196,723,98,304,135,595,23,945,269,7887,0,770,0,1686
2014,June,Saturday,5:00-6:00,1596,4375,0,1135,59,2893,142,805,93,230,492,823,406,521,355,301,454,798,891,992,914,112,288,554,524,169,833,78,355,183,859,25,1190,290,9102,0,997,0,1981
2014,June,Saturday,6:00-7:00,2848,5077,0,924,29,2469,89,812,77,246,402,924,275,175,547,198,441,141,938,932,1141,120,262,375,771,138,945,305,247,71,835,18,1137,175,4924,0,1027,0,2143
2014,June,Saturday,7:00-8:00,1505,2831,0,927,23,2481,73,797,64,171,514,808,287,154,357,108,346,70,672,614,832,68,176,291,653,166,728,233,266,68,679,20,1076,129,3046,0,745,0,1508
2014,June,Saturday,8:00-9:00,1199,2154,0,576,11,1437,65,397,62,268,206,547,227,128,246,100,162,48,517,386,560,53,143,393,458,80,631,77,282,51,463,22,718,65,1964,0,595,0,1225
2014,June,Saturday,9:00-10:00,269,464,0,175,6,235,31,187,27,130,82,221,85,63,104,31,50,13,16,127,21,17,14,83,24,23,26,28,19,21,20,7,32,21,247,0,173,0,332
2014,June,Saturday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,June,Sunday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,June,Sunday,5:00-6:00,1574,1129,0,131,39,572,66,163,14,66,43,191,116,152,229,40,69,171,165,62,231,25,40,31,130,50,86,9,67,1,62,15,68,47,1759,0,75,0,105
2014,June,Sunday,6:00-7:00,1834,1344,0,317,24,885,56,338,86,144,91,268,144,406,303,96,242,393,424,291,429,55,86,120,139,29,267,12,92,6,176,10,171,90,2272,0,167,0,196
2014,June,Sunday,7:00-8:00,1287,1500,0,476,100,1213,176,563,67,268,61,405,326,559,372,223,476,932,573,388,816,56,107,109,328,28,419,29,168,10,219,27,289,189,2300,0,205,0,324
2014,June,Sunday,8:00-9:00,2672,1790,0,516,19,1379,75,497,84,314,93,606,252,589,286,145,530,769,1223,565,634,36,123,111,401,30,437,16,212,6,289,27,311,107,2590,0,254,0,403
2014,June,Sunday,9:00-10:00,1993,2105,0,512,52,1520,113,758,124,384,63,706,434,729,511,313,598,1012,1137,397,1051,61,149,114,510,33,385,8,219,5,286,6,323,71,2294,0,279,0,615
2014,June,Sunday,10:00-11:00,1572,2199,0,557,16,1276,128,655,156,316,123,688,269,513,491,255,440,1614,878,478,954,90,166,110,473,53,400,35,174,5,289,8,342,368,3264,0,244,0,593
2014,June,Sunday,11:00-12:00,2374,2239,0,485,27,1342,283,577,88,359,101,753,473,391,561,403,602,986,1065,535,827,57,180,145,472,52,396,5,154,9,332,30,396,73,2527,0,287,0,735
2014,June,Sunday,12:00-1:00 PM,1214,2640,0,556,40,1510,102,501,118,312,139,633,313,520,363,346,458,1004,955,164,1107,36,169,175,339,13,495,20,173,8,363,14,352,261,3038,0,307,0,758
2014,June,Sunday,1:00-2:00,2374,2517,0,427,44,1476,96,531,149,332,116,800,337,494,343,240,466,753,1289,327,939,87,189,175,514,50,444,20,173,6,315,18,397,238,2904,0,306,0,806
2014,June,Sunday,2:00-3:00,2584,2418,0,532,40,1524,148,595,105,364,158,708,244,607,476,212,489,951,1214,564,986,84,208,124,503,73,461,19,229,14,367,29,428,200,2996,0,321,0,852
2014,June,Sunday,3:00-4:00,2042,2722,0,541,45,1431,179,743,176,324,105,578,387,866,258,177,462,857,1288,511,980,57,216,180,546,77,493,50,200,4,509,14,522,547,3418,0,355,0,917
2014,June,Sunday,4:00-5:00,1845,2781,0,636,113,1624,114,724,150,327,238,698,376,533,284,293,336,1122,904,429,909,68,227,149,662,62,584,28,231,7,502,22,529,303,4066,0,401,0,939
2014,June,Sunday,5:00-6:00,658,2645,0,799,14,1810,135,560,127,406,139,870,248,543,363,213,313,1160,522,375,972,78,222,298,524,53,601,18,323,15,543,20,659,184,4663,0,404,0,1014
2014,June,Sunday,6:00-7:00,596,2664,0,646,45,1473,154,640,136,443,115,672,374,352,234,209,278,723,578,400,829,73,183,153,722,77,670,45,277,15,505,26,649,483,4504,0,416,0,1036
2014,June,Sunday,7:00-8:00,771,2388,0,705,17,1250,94,431,132,423,89,569,299,246,201,141,242,354,373,294,692,51,180,237,622,58,585,19,334,19,546,41,582,191,3652,0,393,0,958
2014,June,Sunday,8:00-9:00,554,1791,0,445,66,1443,18,388,93,322,80,467,222,222,186,124,161,253,262,196,602,76,186,117,620,24,611,8,344,16,542,42,555,54,1270,0,372,0,878
2014,June,Sunday,9:00-10:00,375,483,0,155,5,219,32,147,31,144,22,163,64,97,19,21,20,0,19,50,21,15,10,31,11,6,23,3,13,4,12,9,25,17,205,0,43,0,134
2014,June,Sunday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,July,Monday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,July,Monday,5:00-6:00,5258,905,0,162,49,828,96,223,19,128,84,366,223,445,673,79,136,256,246,77,288,28,45,45,185,72,123,6,48,2,80,23,102,125,3708,0,127,0,167
2014,July,Monday,6:00-7:00,8277,2737,0,778,58,2871,182,908,230,464,293,945,507,1490,1110,466,1179,524,564,491,723,96,152,266,306,43,400,17,139,7,200,21,382,87,7088,0,284,0,450
2014,July,Monday,7:00-8:00,2463,4930,0,1275,268,4865,706,2239,268,1380,312,1531,1231,3528,2345,940,2006,1441,886,758,1593,135,257,238,713,38,573,31,177,11,246,67,712,333,4796,0,532,0,1043
2014,July,Monday,8:00-9:00,1261,3709,0,1153,54,3278,284,1957,330,1577,467,2210,919,3957,1920,661,2410,1109,1764,1196,1341,98,334,219,793,34,510,16,211,6,316,60,682,82,2976,0,575,0,1129
2014,July,Monday,9:00-10:00,1082,3421,0,945,104,3096,257,1232,269,999,235,1751,1125,2500,2091,903,1725,1147,1289,606,1603,114,277,200,899,44,514,7,183,4,249,9,471,224,2166,0,393,0,963
2014,July,Monday,10:00-11:00,857,3301,0,875,30,2379,290,1121,277,750,320,1279,620,1390,1634,808,1439,1576,857,723,1441,152,280,173,745,65,492,39,196,6,348,12,518,73,3681,0,350,0,927
2014,July,Monday,11:00-12:00,963,3067,0,868,57,2373,479,1361,208,857,240,1220,765,1187,1700,879,1315,1058,1142,850,1312,94,295,222,721,69,530,7,219,8,313,44,585,150,2832,0,479,0,1193
2014,July,Monday,12:00-1:00 PM,957,3137,0,862,63,2479,167,1109,261,711,316,1449,718,1708,1192,853,1130,946,900,272,1833,66,309,313,606,15,574,30,263,9,403,24,605,215,5130,0,545,0,1216
2014,July,Monday,1:00-2:00,1169,3186,0,930,101,2543,207,1059,297,765,268,1400,589,1645,1142,681,1325,719,1231,536,1538,122,263,206,605,61,542,26,227,6,344,26,575,280,4339,0,530,0,1373
2014,July,Monday,2:00-3:00,922,3097,0,945,73,2607,298,1108,196,675,292,1278,440,1417,1111,532,1226,906,1156,838,1465,128,316,173,700,95,605,21,252,21,545,44,663,262,5256,0,610,0,1514
2014,July,Monday,3:00-4:00,983,3833,0,968,80,2286,286,918,218,684,222,889,596,1424,424,388,1012,791,1189,764,1465,84,320,227,690,108,695,70,284,5,618,24,879,311,6716,0,831,0,1829
2014,July,Monday,4:00-5:00,920,3568,0,847,151,2484,184,889,184,474,345,1015,547,950,505,600,687,1098,885,791,1675,116,385,208,927,97,917,50,416,9,702,45,1087,734,10941,0,968,0,2327
2014,July,Monday,5:00-6:00,1614,4774,0,1465,26,3245,242,1027,232,677,233,1246,356,820,549,412,606,1411,635,762,1975,139,398,474,832,107,1219,27,480,29,1014,52,1718,114,11532,0,1282,0,3124
2014,July,Monday,6:00-7:00,1485,4069,0,1264,88,2908,301,984,209,768,199,1321,735,682,452,417,554,873,698,878,1818,138,348,269,1263,153,1337,102,628,36,1177,76,1920,473,7074,0,1559,0,3349
2014,July,Monday,7:00-8:00,1264,3464,0,1076,27,2385,180,580,177,628,133,820,431,466,381,225,389,433,456,522,1230,80,280,341,895,119,1210,37,634,35,1024,116,1657,178,4399,0,1199,0,2934
2014,July,Monday,8:00-9:00,1085,1829,0,703,104,1646,29,505,121,482,121,489,232,416,294,205,245,264,274,347,1067,105,259,192,1019,42,1074,11,514,23,783,72,955,489,2335,0,833,0,2013
2014,July,Monday,9:00-10:00,357,601,0,326,76,417,23,355,85,303,76,419,199,230,163,78,93,109,109,177,328,56,123,99,337,22,359,8,275,17,374,64,382,438,338,0,552,0,1199
2014,July,Monday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,July,Tuesday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,July,Tuesday,5:00-6:00,4145,1597,0,154,46,777,90,216,19,119,78,339,206,412,623,76,130,245,236,71,266,27,43,44,183,71,122,6,50,2,80,23,102,121,3537,0,120,0,162
2014,July,Tuesday,6:00-7:00,6859,3312,0,740,55,2691,171,880,223,431,272,874,469,1380,1028,444,1122,501,539,454,669,92,145,264,304,42,395,18,144,7,199,21,383,84,6778,0,269,0,438
2014,July,Tuesday,7:00-8:00,2187,4614,0,1212,255,4561,662,2168,260,1282,290,1416,1138,3268,2172,895,1910,1379,847,701,1473,129,246,236,708,38,566,32,183,11,245,67,714,322,4649,0,503,0,1014
2014,July,Tuesday,8:00-9:00,1223,3465,0,1052,51,3511,267,1830,319,1396,434,1982,849,3441,1778,629,2294,1061,1687,1106,1240,94,319,218,787,34,504,16,219,6,314,60,683,79,2871,0,544,0,1098
2014,July,Tuesday,9:00-10:00,1223,3054,0,932,99,2933,241,1298,260,1060,218,1457,1040,2164,1937,859,1642,1097,1233,561,1483,109,265,199,893,43,508,7,189,4,247,9,472,217,2150,0,372,0,935
2014,July,Tuesday,10:00-11:00,829,2714,0,907,28,2368,272,1069,268,740,298,1295,573,1342,1594,770,1370,1507,820,669,1333,145,267,172,740,64,486,41,203,6,346,12,519,70,3507,0,331,0,901
2014,July,Tuesday,11:00-12:00,880,2948,0,967,54,2131,449,1318,201,796,223,1128,708,1099,1575,837,1252,1012,1092,786,1214,90,282,220,716,68,523,8,227,8,311,45,587,146,2779,0,453,0,1160
2014,July,Tuesday,12:00-1:00 PM,728,3226,0,825,60,2324,157,1073,253,660,293,1340,664,1582,1104,813,1076,905,861,252,1695,63,296,311,602,15,568,31,273,9,401,24,606,208,4986,0,516,0,1181
2014,July,Tuesday,1:00-2:00,851,3009,0,939,96,2737,194,1025,288,711,249,1295,545,1524,1058,648,1262,687,1177,495,1423,116,252,204,601,60,536,27,235,6,341,26,577,272,4209,0,502,0,1335
2014,July,Tuesday,2:00-3:00,825,2965,0,923,69,2621,279,1073,189,627,271,1182,407,1313,1029,506,1167,866,1106,775,1355,122,302,172,695,94,598,22,261,21,542,44,665,253,5082,0,577,0,1471
2014,July,Tuesday,3:00-4:00,737,4040,0,920,76,2143,268,888,211,635,206,822,551,1319,393,369,963,757,1137,706,1355,81,306,226,686,107,687,73,294,5,615,24,881,302,6445,0,786,0,1778
2014,July,Tuesday,4:00-5:00,821,3506,0,805,144,2430,172,861,178,441,321,939,505,880,468,571,654,1051,846,731,1549,111,367,207,921,96,906,51,431,9,698,45,1089,711,10559,0,916,0,2261
2014,July,Tuesday,5:00-6:00,1467,4792,0,1392,25,3042,227,994,225,629,216,1152,329,759,508,392,577,1350,607,705,1826,133,381,471,826,105,1205,28,498,28,1008,52,1721,111,11098,0,1213,0,3036
2014,July,Tuesday,6:00-7:00,1372,4124,0,1201,83,2726,282,953,203,713,185,1222,679,632,419,397,527,835,667,812,1681,132,332,267,1254,151,1321,105,651,35,1170,76,1924,458,6696,0,1475,0,3255
2014,July,Tuesday,7:00-8:00,1289,3349,0,1022,25,2236,169,562,171,584,123,759,398,431,353,215,370,415,436,483,1137,76,268,339,888,118,1196,38,657,35,1018,117,1661,172,4157,0,1135,0,2852
2014,July,Tuesday,8:00-9:00,911,1759,0,668,99,1746,28,489,117,448,112,452,214,385,272,195,233,253,262,321,987,101,247,191,1011,41,1061,12,532,23,778,72,957,474,2185,0,788,0,1956
2014,July,Tuesday,9:00-10:00,493,688,0,282,55,384,19,294,67,240,55,315,159,188,126,74,89,104,107,163,293,53,120,98,303,22,382,9,254,17,329,64,420,424,469,0,522,0,1165
2014,July,Tuesday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,July,Wednesday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,July,Wednesday,5:00-6:00,4291,1608,0,158,47,806,93,224,19,118,78,351,214,432,653,76,131,260,249,76,285,28,45,46,191,73,124,7,51,2,82,23,104,123,3894,0,122,0,167
2014,July,Wednesday,6:00-7:00,6837,3593,0,758,57,2792,177,912,231,428,270,906,486,1447,1077,448,1133,530,571,487,716,96,152,275,316,43,404,18,146,7,204,22,389,86,7575,0,273,0,451
2014,July,Wednesday,7:00-8:00,2268,4671,0,1242,261,4731,686,2248,269,1273,288,1467,1179,3426,2277,904,1928,1460,898,751,1578,135,258,245,736,39,580,32,185,11,251,68,725,330,5510,0,512,0,1044
2014,July,Wednesday,8:00-9:00,1307,3365,0,1223,53,3272,277,1965,331,1455,431,2117,880,3692,1864,636,2317,1124,1787,1185,1328,98,335,226,819,35,516,17,222,7,322,61,694,81,3638,0,553,0,1131
2014,July,Wednesday,9:00-10:00,996,3077,0,951,101,2960,250,1372,270,1215,216,1543,1078,2395,2030,860,1659,1162,1306,600,1588,114,278,207,929,44,520,7,192,4,254,10,479,221,2731,0,378,0,964
2014,July,Wednesday,10:00-11:00,448,2969,0,949,29,2389,283,1118,278,727,295,1332,594,1589,1671,803,1383,1596,868,716,1427,152,280,179,770,66,498,41,206,6,355,12,527,72,4099,0,337,0,928
2014,July,Wednesday,11:00-12:00,1018,2897,0,958,55,2211,466,1367,209,791,222,1169,733,1152,1650,846,1265,1071,1157,842,1300,94,296,229,745,70,536,8,230,9,319,45,596,149,3293,0,461,0,1195
2014,July,Wednesday,12:00-1:00 PM,597,3425,0,846,61,2411,163,1113,262,655,291,1389,688,1658,1157,821,1086,958,912,270,1815,66,310,323,626,15,581,32,277,10,411,25,616,213,5585,0,524,0,1217
2014,July,Wednesday,1:00-2:00,570,3093,0,962,98,3098,201,1063,298,706,247,1341,565,1597,1109,655,1274,728,1247,531,1524,122,264,213,625,61,548,27,238,6,350,27,586,277,4770,0,510,0,1375
2014,July,Wednesday,2:00-3:00,588,2997,0,946,71,2978,290,1113,196,623,269,1225,422,1376,1079,511,1178,918,1171,830,1451,128,317,179,723,96,612,22,264,21,556,45,675,259,5689,0,586,0,1516
2014,July,Wednesday,3:00-4:00,763,4093,0,943,78,2223,278,921,219,631,204,851,571,1383,412,373,973,802,1204,756,1451,85,321,235,713,109,704,74,298,5,631,24,895,308,7118,0,799,0,1831
2014,July,Wednesday,4:00-5:00,996,3378,0,826,147,2547,179,893,185,438,318,972,524,922,491,577,661,1113,896,783,1658,116,386,215,958,98,928,52,437,10,716,46,1106,727,11401,0,931,0,2329
2014,July,Wednesday,5:00-6:00,1640,4740,0,1427,26,3156,235,1031,233,624,215,1193,341,796,533,396,582,1430,643,755,1956,139,400,490,860,108,1233,28,505,29,1034,53,1748,113,12098,0,1233,0,3127
2014,July,Wednesday,6:00-7:00,1374,4239,0,1231,85,2828,293,989,210,708,183,1266,704,662,439,401,532,884,707,870,1800,139,349,277,1305,155,1353,107,660,36,1200,78,1954,468,7510,0,1500,0,3353
2014,July,Wednesday,7:00-8:00,1367,3388,0,1048,26,2319,175,583,178,579,122,786,413,452,370,217,374,439,462,517,1218,80,281,352,924,121,1225,39,666,36,1045,118,1687,176,4616,0,1153,0,2938
2014,July,Wednesday,8:00-9:00,1197,1772,0,685,102,1568,29,507,121,445,111,468,222,404,285,197,236,268,277,343,1057,106,259,199,1052,42,1086,12,539,24,799,73,972,484,2456,0,801,0,2015
2014,July,Wednesday,9:00-10:00,387,682,0,306,59,530,22,306,70,229,62,326,165,199,133,75,90,110,110,175,348,56,128,102,292,22,338,9,257,18,318,65,429,434,581,0,531,0,1200
2014,July,Wednesday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,July,Thursday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,July,Thursday,5:00-6:00,4369,1225,0,149,45,761,88,207,18,118,78,328,200,398,602,73,125,248,238,70,264,27,43,44,181,68,117,6,48,2,77,22,99,115,3405,0,115,0,158
2014,July,Thursday,6:00-7:00,6592,3294,0,714,53,2638,167,845,214,427,269,846,454,1334,993,426,1077,507,546,450,663,92,145,261,300,41,381,17,138,7,191,21,371,80,6525,0,258,0,426
2014,July,Thursday,7:00-8:00,2116,4492,0,1169,246,4471,649,2082,249,1269,287,1370,1102,3158,2099,859,1832,1396,858,695,1460,129,246,233,698,37,547,31,176,10,235,65,691,308,4401,0,482,0,987
2014,July,Thursday,8:00-9:00,1124,3246,0,1117,50,3321,261,1777,307,1387,430,1978,822,3422,1718,604,2201,1074,1708,1096,1229,94,320,215,777,33,487,16,210,6,302,58,661,76,2656,0,522,0,1069
2014,July,Thursday,9:00-10:00,826,2949,0,915,95,2741,236,1242,250,1045,216,1494,1007,2469,1872,825,1576,1111,1249,556,1469,109,265,196,881,42,490,7,182,4,238,9,457,207,1991,0,357,0,911
2014,July,Thursday,10:00-11:00,457,2649,0,882,27,2383,267,1075,257,744,295,1264,555,1441,1541,723,1314,1526,830,662,1321,145,268,169,730,62,469,39,196,6,332,12,502,67,3328,0,318,0,877
2014,July,Thursday,11:00-12:00,770,2947,0,900,52,2089,440,1266,194,788,221,1092,685,1062,1522,803,1202,1024,1106,779,1203,90,282,217,706,66,505,7,219,8,299,43,568,139,2585,0,435,0,1129
2014,July,Thursday,12:00-1:00 PM,638,3166,0,796,58,2278,154,1031,243,653,290,1297,643,1528,1067,780,1032,916,871,249,1680,63,296,307,594,14,548,30,263,9,385,23,586,199,4731,0,494,0,1151
2014,July,Thursday,1:00-2:00,485,2980,0,906,93,2928,190,984,276,704,246,1253,527,1472,1022,622,1211,696,1192,491,1410,116,252,202,593,58,517,26,226,6,328,26,558,260,3978,0,481,0,1300
2014,July,Thursday,2:00-3:00,419,2962,0,891,67,2814,274,1031,182,621,269,1144,394,1269,994,486,1120,877,1120,768,1343,122,302,169,686,91,577,21,251,20,521,43,643,242,4794,0,553,0,1433
2014,July,Thursday,3:00-4:00,579,3977,0,888,73,2101,263,853,202,629,204,795,533,1275,380,355,924,766,1151,700,1342,81,306,223,677,103,663,70,283,5,591,23,852,288,6133,0,754,0,1731
2014,July,Thursday,4:00-5:00,704,3466,0,777,139,2347,169,827,171,436,317,909,489,850,452,548,628,1064,857,725,1535,111,368,204,909,92,875,49,415,9,671,44,1053,680,10040,0,878,0,2202
2014,July,Thursday,5:00-6:00,1457,4407,0,1343,24,3075,222,955,216,622,214,1115,318,734,491,376,554,1367,615,698,1810,133,381,465,816,102,1163,27,479,27,969,51,1665,106,10615,0,1163,0,2956
2014,July,Thursday,6:00-7:00,1357,3895,0,1159,80,2672,277,915,195,706,183,1183,658,611,405,381,506,845,676,805,1666,132,332,263,1238,146,1275,101,626,34,1124,74,1861,438,6359,0,1414,0,3169
2014,July,Thursday,7:00-8:00,1350,3130,0,987,24,2152,165,540,165,578,122,734,386,417,341,206,355,420,442,478,1127,76,268,334,877,114,1154,37,632,33,979,113,1606,165,3946,0,1088,0,2777
2014,July,Thursday,8:00-9:00,866,1738,0,645,96,1654,27,470,112,443,111,437,208,372,263,187,224,256,265,318,978,101,247,189,998,40,1024,11,512,22,748,70,926,453,2045,0,755,0,1905
2014,July,Thursday,9:00-10:00,404,647,0,318,58,412,19,279,67,246,62,321,158,172,126,71,85,106,109,162,302,53,116,97,305,21,345,8,228,17,319,62,426,406,514,0,479,0,1034
2014,July,Thursday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,July,Friday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,July,Friday,5:00-6:00,4430,1658,0,160,48,853,99,219,19,122,80,350,213,413,624,78,133,384,369,77,289,28,44,45,187,71,122,6,49,2,84,23,103,131,3732,0,132,0,177
2014,July,Friday,6:00-7:00,7095,3745,0,770,58,2958,187,893,226,440,277,904,485,1382,1029,456,1152,785,845,494,727,94,149,270,311,43,397,18,142,8,209,22,387,91,7133,0,294,0,476
2014,July,Friday,7:00-8:00,2150,4945,0,1262,266,5013,727,2202,264,1308,296,1463,1177,3272,2175,919,1960,2161,1329,762,1602,132,252,241,723,38,569,31,180,11,258,68,721,350,4803,0,551,0,1103
2014,July,Friday,8:00-9:00,1428,3689,0,1267,54,3467,293,1688,324,1422,443,2112,878,3670,1781,646,2355,1663,2645,1203,1349,96,328,222,805,34,506,16,215,7,331,61,690,86,2525,0,595,0,1194
2014,July,Friday,9:00-10:00,905,3150,0,955,103,2891,265,1501,265,1240,222,1586,1075,2446,1940,882,1686,1721,1933,610,1613,112,272,203,913,43,510,7,187,4,261,10,477,235,2027,0,407,0,1018
2014,July,Friday,10:00-11:00,602,2842,0,902,29,2523,299,1089,272,742,304,1345,592,1415,1596,791,1406,2363,1285,727,1450,149,274,175,756,64,488,40,200,6,364,12,524,76,3595,0,363,0,980
2014,July,Friday,11:00-12:00,891,3144,0,931,56,2342,493,1339,205,813,228,1166,732,1101,1577,860,1286,1586,1712,855,1320,92,289,225,732,69,526,8,224,9,328,45,593,158,2658,0,496,0,1262
