year,month,day,hours,baclaran_northbound_in,edsa_southbound_in,edsa_northbound_in,libertad_southbound_in,libertad_northbound_in,gil_puyat_southbound_in,gil_puyat_northbound_in,vito_cruz_southbound_in,vito_cruz_northbound_in,quirino_southbound_in,quirino_northbound_in,pedro_gil_southbound_in,pedro_gil_northbound_in,un_avenue_southbound_in,un_avenue_northbound_in,central_southbound_in,central_northbound_in,carriedo_southbound_in,carriedo_northbound_in,doroteo_jose_southbound_in,doroteo_jose_northbound_in,bambang_southbound_in,bambang_northbound_in,tayuman_southbound_in,tayuman_northbound_in,blumentritt_southbound_in,blumentritt_northbound_in,abad_santos_southbound_in,abad_santos_northbound_in,r_papa_southbound_in,r_papa_northbound_in,5th_avenue_southbound_in,5th_avenue_northbound_in,monumento_southbound_in,monumento_northbound_out,balintawak_southbound_in,balintawak_northbound_out,roosevelt_southbound_in,roosevelt_northbound_out
2014,January,Monday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,January,Monday,5:00-6:00,5418,915,0,160,48,835,97,222,19,132,87,396,241,464,702,85,146,293,282,75,281,30,48,47,194,77,132,7,53,2,84,23,102,131,3868,0,126,0,164
2014,January,Monday,6:00-7:00,8435,2766,0,770,58,2892,183,903,229,478,302,1021,548,1554,1158,497,1257,599,645,480,706,103,163,279,321,46,428,19,151,8,209,21,382,91,7380,0,282,0,443
2014,January,Monday,7:00-8:00,2465,4982,0,1261,265,4902,711,2226,267,1423,322,1653,1330,3681,2447,1003,2139,1648,1013,740,1555,145,276,249,748,41,615,33,192,11,257,67,711,349,5037,0,528,0,1027
2014,January,Monday,8:00-9:00,1305,4146,0,1127,54,3591,287,1904,328,1507,482,2237,992,3740,2003,705,2570,1268,2017,1168,1309,105,359,230,832,37,547,17,230,7,330,60,680,86,3032,0,570,0,1112
2014,January,Monday,9:00-10:00,1069,3504,0,1005,103,3195,259,1252,267,983,242,1725,1215,2608,2182,963,1840,1312,1474,592,1565,122,298,210,943,47,551,8,199,4,260,9,470,235,2283,0,390,0,948
2014,January,Monday,10:00-11:00,1082,3179,0,900,29,2445,293,1086,275,767,330,1324,669,1424,1796,823,1534,1802,980,706,1407,163,301,181,782,70,527,43,214,6,363,12,517,76,3798,0,347,0,913
2014,January,Monday,11:00-12:00,1090,3143,0,917,56,2290,482,1354,207,884,248,1318,827,1238,1773,938,1403,1209,1306,830,1281,101,317,233,756,74,568,8,239,9,327,44,584,158,2954,0,475,0,1175
2014,January,Monday,12:00-1:00 PM,1075,3139,0,859,62,2497,168,1102,259,732,326,1565,776,1781,1243,910,1205,1081,1029,266,1789,71,332,328,636,16,616,33,286,10,421,24,603,225,5432,0,541,0,1197
2014,January,Monday,1:00-2:00,1103,3169,0,977,100,2777,208,1053,296,789,276,1512,636,1716,1192,726,1413,822,1407,523,1502,131,283,216,635,65,581,28,247,7,359,26,574,294,4601,0,526,0,1352
2014,January,Monday,2:00-3:00,1045,3099,0,961,72,2699,300,1102,195,696,301,1381,476,1479,1159,567,1307,1036,1322,818,1430,138,339,181,735,102,648,23,274,22,569,44,662,274,5536,0,605,0,1491
2014,January,Monday,3:00-4:00,1170,3872,0,957,79,2303,288,913,216,705,228,960,644,1486,443,414,1079,905,1359,745,1430,91,344,239,725,116,745,77,309,5,646,24,877,327,7118,0,824,0,1801
2014,January,Monday,4:00-5:00,1142,3432,0,838,150,2639,185,885,183,489,356,1096,590,991,527,640,733,1256,1012,772,1635,124,413,219,973,104,983,54,453,10,733,45,1084,770,11495,0,960,0,2291
2014,January,Monday,5:00-6:00,1377,5203,0,1449,26,3269,243,1021,231,698,240,1345,384,855,573,439,646,1614,726,744,1928,149,428,498,873,114,1307,29,522,30,1059,52,1714,120,12360,0,1271,0,3076
2014,January,Monday,6:00-7:00,1247,4546,0,1250,87,2929,303,979,208,791,205,1427,794,712,472,444,591,998,798,857,1774,149,373,282,1326,164,1433,110,683,37,1229,76,1916,496,7665,0,1547,0,3298
2014,January,Monday,7:00-8:00,1164,3799,0,1064,26,2403,181,577,176,648,137,886,465,486,397,240,414,496,522,509,1200,86,301,358,939,128,1298,40,690,36,1070,116,1654,187,4805,0,1189,0,2890
2014,January,Monday,8:00-9:00,1148,1910,0,695,103,1661,30,502,120,497,124,528,250,434,306,218,261,302,313,338,1042,113,278,202,1069,45,1151,12,559,24,818,72,953,513,2552,0,826,0,1982
2014,January,Monday,9:00-10:00,298,644,0,364,75,446,23,353,84,312,78,452,215,240,170,83,99,125,119,172,366,60,115,104,355,24,341,9,290,18,365,64,404,459,562,0,521,0,1106
2014,January,Monday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,January,Tuesday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,January,Tuesday,5:00-6:00,5162,902,0,155,47,811,94,222,19,126,83,375,229,472,714,83,142,304,292,74,276,31,48,48,197,76,131,7,54,2,87,23,102,129,3680,0,124,0,167
2014,January,Tuesday,6:00-7:00,7853,2728,0,746,56,2810,178,902,229,456,287,969,520,1580,1177,487,1230,621,669,471,693,103,164,284,327,46,425,20,156,8,217,22,384,90,7029,0,277,0,450
2014,January,Tuesday,7:00-8:00,2459,4689,0,1222,257,4435,691,2224,266,1355,306,1569,1262,3741,2487,981,2093,1710,1051,727,1527,145,278,253,760,41,610,35,199,12,268,67,715,344,4655,0,519,0,1043
2014,January,Tuesday,8:00-9:00,1816,3822,0,1020,52,3367,278,1772,328,1336,459,2119,942,3613,2036,690,2514,1316,2093,1147,1285,106,361,234,846,37,543,18,238,7,344,60,684,85,2645,0,561,0,1130
2014,January,Tuesday,9:00-10:00,1586,3179,0,840,99,2774,251,1206,267,958,230,1693,1153,2603,2217,942,1800,1361,1530,581,1537,123,299,214,959,46,547,8,206,4,271,9,473,231,2008,0,384,0,963
2014,January,Tuesday,10:00-11:00,1335,2781,0,799,28,2436,284,1089,275,796,314,1250,635,1346,1825,808,1501,1870,1017,693,1382,163,302,184,795,69,523,44,221,6,378,12,520,75,3534,0,342,0,927
2014,January,Tuesday,11:00-12:00,1386,2781,0,886,54,2260,469,1242,207,842,236,1251,785,1258,1802,918,1373,1255,1355,815,1258,101,318,237,769,74,563,8,247,9,340,45,588,155,2746,0,467,0,1193
2014,January,Tuesday,12:00-1:00 PM,1331,2904,0,832,60,2345,164,1101,259,698,310,1486,736,1811,1263,891,1179,1122,1068,261,1757,71,334,334,646,16,611,34,296,10,438,24,607,222,5184,0,532,0,1216
2014,January,Tuesday,1:00-2:00,1263,2812,0,947,97,2872,202,1052,295,751,263,1435,604,1744,1211,710,1383,853,1460,514,1475,131,284,220,645,65,577,29,255,7,374,27,577,290,4379,0,517,0,1374
2014,January,Tuesday,2:00-3:00,1254,2950,0,931,70,2616,292,1101,194,663,287,1311,451,1503,1178,555,1279,1075,1372,803,1404,138,340,184,747,101,643,24,283,23,593,44,666,270,5309,0,595,0,1514
2014,January,Tuesday,3:00-4:00,1273,3799,0,928,76,2262,280,912,216,671,218,911,611,1510,450,405,1056,939,1410,732,1404,91,345,243,737,115,740,79,320,5,672,24,882,322,6913,0,811,0,1830
2014,January,Tuesday,4:00-5:00,1212,3437,0,812,145,2563,180,884,183,466,339,1041,560,1007,536,626,717,1303,1050,758,1605,125,415,222,989,103,976,56,468,10,763,45,1091,759,11331,0,945,0,2327
2014,January,Tuesday,5:00-6:00,1565,5086,0,1404,25,3176,236,1020,231,665,228,1277,365,869,582,430,632,1674,753,730,1893,150,430,506,888,113,1297,30,541,31,1103,52,1724,118,12161,0,1251,0,3124
2014,January,Tuesday,6:00-7:00,1439,4473,0,1212,84,2846,295,978,208,754,195,1354,753,724,480,435,578,1036,828,842,1743,149,375,287,1348,163,1422,114,707,39,1280,77,1927,488,7436,0,1522,0,3350
2014,January,Tuesday,7:00-8:00,1316,3739,0,1031,26,2334,176,577,176,617,130,841,442,494,404,235,405,514,541,500,1179,86,302,364,955,127,1288,42,713,38,1114,117,1663,184,4613,0,1170,0,2935
2014,January,Tuesday,8:00-9:00,1184,1924,0,674,100,1616,29,502,120,473,118,501,238,441,311,214,256,313,325,332,1023,114,279,205,1087,44,1142,13,578,25,851,72,958,506,2401,0,812,0,2013
2014,January,Tuesday,9:00-10:00,437,568,0,332,73,423,22,352,84,297,74,429,204,244,173,81,97,129,119,169,299,60,120,106,310,24,293,9,272,19,418,64,545,453,442,0,538,0,1199
2014,January,Tuesday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,January,Wednesday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,January,Wednesday,5:00-6:00,5305,869,0,156,47,796,92,222,19,128,84,367,224,462,698,82,141,307,295,74,278,31,49,49,201,78,133,7,54,2,87,23,103,129,3946,0,125,0,169
2014,January,Wednesday,6:00-7:00,8254,2627,0,748,56,2757,175,904,229,462,291,947,508,1546,1152,483,1220,627,676,475,699,105,167,290,334,46,432,19,154,8,218,22,386,90,7630,0,280,0,456
2014,January,Wednesday,7:00-8:00,2518,4731,0,1225,258,4673,678,2227,267,1375,311,1534,1234,3661,2434,973,2077,1727,1062,733,1540,148,282,259,778,42,620,34,196,12,268,68,720,344,5453,0,524,0,1056
2014,January,Wednesday,8:00-9:00,1237,4003,0,1134,52,3383,273,1891,328,1502,466,2165,921,3706,1992,685,2495,1329,2114,1157,1296,108,367,239,866,37,552,18,234,7,344,61,689,85,3366,0,566,0,1144
2014,January,Wednesday,9:00-10:00,1065,3497,0,939,100,3141,247,1233,268,986,234,1561,1128,2488,2170,935,1786,1375,1545,586,1550,125,304,219,981,47,556,8,203,4,271,10,476,231,2591,0,387,0,975
2014,January,Wednesday,10:00-11:00,1036,2997,0,890,29,2396,279,1088,275,784,319,1338,621,1363,1786,775,1490,1888,1027,699,1394,166,307,189,813,70,532,44,218,6,379,12,523,75,4048,0,345,0,939
2014,January,Wednesday,11:00-12:00,1064,3133,0,904,55,2183,460,1354,207,854,239,1223,767,1231,1764,911,1362,1267,1368,822,1269,103,324,242,787,75,573,8,243,9,341,45,591,156,3183,0,472,0,1208
2014,January,Wednesday,12:00-1:00 PM,1075,3200,0,834,60,2381,161,1103,259,708,315,1453,720,1772,1236,884,1170,1133,1078,263,1772,73,340,342,661,16,621,33,292,10,439,24,611,222,5638,0,537,0,1231
2014,January,Wednesday,1:00-2:00,1092,3103,0,914,97,2879,198,1053,296,762,267,1403,591,1707,1185,705,1372,861,1474,518,1487,133,289,225,660,66,586,29,252,7,374,27,581,290,4782,0,522,0,1391
2014,January,Wednesday,2:00-3:00,1062,3111,0,934,70,2659,286,1102,195,673,291,1281,441,1471,1153,551,1269,1085,1385,810,1416,140,346,189,764,103,654,23,279,23,594,45,670,270,5738,0,600,0,1533
2014,January,Wednesday,3:00-4:00,1161,3840,0,930,77,2332,275,913,216,681,221,891,597,1478,440,402,1048,948,1424,738,1416,93,351,248,754,117,752,78,315,5,674,24,888,322,7284,0,818,0,1852
2014,January,Wednesday,4:00-5:00,1090,3488,0,815,145,2611,177,885,183,473,344,1017,548,986,524,621,712,1316,1060,765,1619,127,422,227,1012,105,992,55,461,10,765,45,1098,759,11696,0,953,0,2356
2014,January,Wednesday,5:00-6:00,1500,5160,0,1408,25,3117,232,1021,231,674,232,1248,356,850,570,426,627,1691,760,737,1909,153,437,518,909,115,1319,30,533,31,1104,53,1735,118,12616,0,1262,0,3163
2014,January,Wednesday,6:00-7:00,1435,4526,0,1215,84,2793,289,979,208,765,198,1324,737,708,469,431,573,1046,836,849,1758,152,382,293,1379,165,1446,113,697,39,1282,77,1939,489,7806,0,1535,0,3391
2014,January,Wednesday,7:00-8:00,1271,3840,0,1034,26,2253,173,577,176,626,132,822,432,483,395,233,402,519,547,504,1189,88,308,372,977,129,1309,41,703,38,1116,118,1674,184,4792,0,1181,0,2972
2014,January,Wednesday,8:00-9:00,1191,1863,0,675,100,1659,28,502,120,480,120,490,232,431,305,212,254,316,328,335,1032,116,284,210,1112,45,1161,12,569,25,853,73,965,506,2495,0,820,0,2039
2014,January,Wednesday,9:00-10:00,364,648,0,342,73,423,22,353,84,301,75,420,199,239,169,81,96,131,125,171,350,61,118,108,368,24,355,9,298,19,427,64,443,453,462,0,493,0,1151
2014,January,Wednesday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,January,Thursday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,January,Thursday,5:00-6:00,5227,773,0,144,43,782,90,189,16,116,76,348,212,408,617,70,119,385,370,69,260,29,46,46,192,74,127,7,51,2,81,21,95,122,3415,0,115,0,150
2014,January,Thursday,6:00-7:00,8360,2337,0,692,52,2709,172,772,196,420,265,898,481,1366,1018,408,1032,788,848,444,654,97,154,277,319,44,411,18,147,7,203,20,358,85,6508,0,257,0,406
2014,January,Thursday,7:00-8:00,3110,4210,0,1133,238,4591,666,1901,228,1249,282,1454,1169,3235,2150,823,1756,2169,1333,685,1440,137,261,247,742,40,590,33,187,11,250,63,667,327,4261,0,481,0,940
2014,January,Thursday,8:00-9:00,1310,3492,0,1237,48,3300,268,1662,280,1428,423,2098,872,3628,1760,579,2110,1669,2654,1082,1212,99,339,228,825,36,506,17,224,6,321,56,638,80,2044,0,520,0,1017
2014,January,Thursday,9:00-10:00,1137,3131,0,843,92,2817,242,1168,228,1073,212,1639,1068,2355,1917,790,1510,1726,1940,548,1449,115,281,208,936,45,489,7,194,4,250,9,421,219,1672,0,356,0,867
2014,January,Thursday,10:00-11:00,1086,2583,0,794,26,2327,274,939,235,727,290,1287,588,1318,1578,682,1260,2371,1290,654,1303,154,284,180,775,67,506,42,208,6,353,11,485,71,3203,0,317,0,835
2014,January,Thursday,11:00-12:00,1172,3065,0,886,50,2125,452,1096,177,776,218,1158,727,1088,1559,770,1152,1591,1718,768,1186,95,299,231,750,71,545,8,233,9,318,42,548,148,2254,0,433,0,1075
2014,January,Thursday,12:00-1:00 PM,1166,3025,0,772,56,2339,158,942,222,643,286,1356,682,1566,1092,747,989,1423,1354,246,1657,67,314,326,631,15,591,32,279,9,409,23,566,211,4734,0,493,0,1095
2014,January,Thursday,1:00-2:00,1071,2994,0,878,90,2898,195,899,252,693,242,1330,560,1508,1047,596,1160,1081,1852,484,1391,123,267,214,630,63,558,28,241,6,349,25,538,275,3871,0,480,0,1237
2014,January,Thursday,2:00-3:00,1069,2770,0,863,65,2785,281,941,166,611,265,1214,418,1300,1019,466,1073,1363,1740,757,1324,130,320,180,729,98,623,22,267,21,554,41,621,257,4720,0,551,0,1364
2014,January,Thursday,3:00-4:00,1406,3410,0,860,71,2182,270,779,185,619,201,844,566,1306,389,340,886,1190,1789,690,1324,86,325,237,719,111,716,75,301,5,628,22,823,305,6196,0,751,0,1648
2014,January,Thursday,4:00-5:00,1275,3074,0,753,134,2472,174,755,156,430,313,964,519,871,463,525,602,1653,1331,715,1514,117,390,217,965,100,944,53,441,10,713,42,1017,720,10178,0,875,0,2096
2014,January,Thursday,5:00-6:00,1548,4453,0,1302,23,3062,228,872,197,613,211,1183,338,751,503,360,530,2123,955,689,1785,141,404,493,866,110,1255,29,509,29,1030,49,1608,112,11282,0,1159,0,2814
2014,January,Thursday,6:00-7:00,1439,4137,0,1123,78,2744,284,836,178,695,180,1255,698,626,415,365,485,1313,1050,794,1643,140,353,279,1315,157,1376,108,666,36,1195,71,1797,464,6808,0,1410,0,3017
2014,January,Thursday,7:00-8:00,1160,3673,0,956,24,2251,170,493,150,569,120,779,409,427,349,197,340,652,686,472,1112,81,284,355,931,123,1246,39,672,35,1040,109,1551,175,4075,0,1085,0,2643
2014,January,Thursday,8:00-9:00,1141,1707,0,625,93,1672,28,429,103,436,109,464,220,381,269,179,215,397,412,313,965,107,263,200,1060,43,1105,12,545,23,795,67,894,480,1959,0,753,0,1813
2014,January,Thursday,9:00-10:00,301,629,0,344,67,430,22,301,72,274,69,398,189,211,149,68,82,164,138,160,305,56,120,103,335,23,324,9,284,18,384,60,411,430,540,0,402,0,958
2014,January,Thursday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,January,Friday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,January,Friday,5:00-6:00,5474,907,0,155,47,851,98,206,18,122,80,359,219,432,653,78,135,494,475,73,273,30,47,48,197,74,127,7,52,2,88,23,101,135,3869,0,124,0,164
2014,January,Friday,6:00-7:00,8698,2744,0,743,56,2948,187,837,212,440,277,928,497,1446,1077,461,1164,1009,1087,467,687,100,158,283,326,44,414,19,149,8,218,21,379,94,7384,0,278,0,442
2014,January,Friday,7:00-8:00,2610,4943,0,1217,256,4996,725,2063,247,1309,296,1502,1208,3424,2276,929,1982,2778,1708,720,1513,140,268,253,759,40,594,33,189,12,269,66,706,361,5064,0,520,0,1024
2014,January,Friday,8:00-9:00,1324,4002,0,1261,52,3680,292,1743,304,1419,443,2113,901,3764,1863,653,2381,2137,3400,1137,1274,102,348,233,845,36,529,17,226,7,345,60,676,89,2362,0,562,0,1109
2014,January,Friday,9:00-10:00,1135,3368,0,963,99,3051,264,1267,248,1112,222,1717,1104,2400,2030,892,1704,2211,2485,576,1523,118,289,213,957,45,533,7,196,5,272,9,467,242,2039,0,384,0,945
2014,January,Friday,10:00-11:00,1084,2886,0,919,28,2366,298,1002,255,743,304,1231,608,1355,1670,765,1421,3037,1652,687,1370,158,291,184,793,67,509,42,211,6,380,12,513,79,3722,0,342,0,910
2014,January,Friday,11:00-12:00,1073,3233,0,917,54,2384,492,1255,192,813,228,1197,751,1152,1650,869,1300,2038,2201,808,1247,98,307,236,768,72,549,8,235,9,342,44,580,163,2663,0,468,0,1171
2014,January,Friday,12:00-1:00 PM,1183,3206,0,829,60,2565,172,1022,240,674,300,1422,705,1657,1156,843,1116,1822,1734,259,1742,69,322,333,645,15,595,32,282,10,440,24,599,233,5389,0,533,0,1194
2014,January,Friday,1:00-2:00,1178,3288,0,943,96,3047,212,976,274,726,254,1374,578,1596,1109,673,1309,1385,2372,509,1462,126,274,219,644,63,562,28,244,7,375,26,570,304,4334,0,519,0,1348
2014,January,Friday,2:00-3:00,1073,3156,0,928,69,2813,306,1022,180,640,277,1254,432,1376,1078,525,1211,1746,2228,796,1392,133,329,184,746,99,627,23,270,23,595,44,657,283,5261,0,596,0,1486
2014,January,Friday,3:00-4:00,1116,3901,0,924,76,2381,294,846,201,648,210,872,585,1382,412,383,1000,1525,2291,726,1392,88,333,242,735,112,720,75,305,5,675,24,871,337,6925,0,813,0,1796
2014,January,Friday,4:00-5:00,1084,3534,0,809,144,2689,189,820,169,450,327,996,536,922,490,593,679,2117,1705,751,1591,120,400,222,987,100,950,53,446,10,767,45,1077,795,11167,0,947,0,2284
2014,January,Friday,5:00-6:00,1378,4966,0,1399,25,3332,248,946,214,642,221,1222,349,795,533,407,599,2720,1223,724,1876,145,415,505,886,110,1263,29,515,31,1107,52,1702,124,12562,0,1254,0,3067
2014,January,Friday,6:00-7:00,1318,4777,0,1207,84,2986,309,907,193,728,189,1296,721,662,439,412,547,1682,1344,834,1727,144,362,286,1345,158,1385,109,674,39,1286,76,1902,512,7919,0,1525,0,3288
2014,January,Friday,7:00-8:00,1232,3955,0,1027,25,2449,185,535,163,596,126,805,423,452,370,223,384,835,879,496,1168,83,292,363,953,124,1254,40,680,38,1119,115,1642,193,4891,0,1173,0,2881
2014,January,Friday,8:00-9:00,1284,1853,0,671,100,1679,30,465,111,457,114,479,228,403,285,202,242,509,528,329,1014,110,269,205,1085,43,1112,12,551,25,855,71,946,530,2484,0,814,0,1976
2014,January,Friday,9:00-10:00,336,648,0,359,72,464,23,327,78,287,72,411,195,224,158,77,92,210,150,168,339,58,123,106,359,23,341,9,298,19,404,63,414,475,628,0,381,0,1076
2014,January,Friday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,January,Saturday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,January,Saturday,5:00-6:00,3190,1075,0,230,46,840,73,237,36,164,68,295,181,369,388,183,34,200,181,115,274,13,71,51,156,25,144,16,31,10,96,13,95,95,1720,0,162,0,195
2014,January,Saturday,6:00-7:00,3923,1814,0,477,16,1670,80,639,200,345,148,498,332,835,672,985,335,549,559,331,797,63,120,230,290,75,319,15,102,3,272,16,240,31,3150,0,294,0,452
2014,January,Saturday,7:00-8:00,4224,2544,0,846,39,3107,198,1307,381,590,244,1303,452,1244,1751,554,1404,895,1469,769,1417,224,204,207,529,159,448,104,142,11,284,38,602,83,1032,0,478,0,835
2014,January,Saturday,8:00-9:00,3091,2990,0,860,44,3041,155,1154,540,683,309,1110,903,1160,1367,661,1480,1337,1859,935,1295,259,173,165,498,143,352,118,115,22,255,28,510,85,247,0,522,0,929
2014,January,Saturday,9:00-10:00,2621,3043,0,728,41,2689,188,687,660,682,184,580,1368,1464,1201,480,1448,1344,1532,974,1052,179,251,282,460,43,408,74,137,7,194,13,395,111,197,0,353,0,885
2014,January,Saturday,10:00-11:00,3079,2644,0,680,23,2153,154,778,129,514,202,373,1197,1067,665,382,1184,1263,1452,652,1314,145,272,324,590,103,434,29,212,12,344,14,455,74,1122,0,403,0,918
2014,January,Saturday,11:00-12:00,2792,3129,0,600,26,2019,168,680,260,424,223,1006,542,755,751,382,1307,1391,1494,828,1435,119,277,185,682,50,567,42,199,25,338,18,446,126,1613,0,406,0,997
2014,January,Saturday,12:00-1:00 PM,1345,3681,0,745,25,2481,123,1037,61,411,174,1233,533,1152,594,325,1283,1080,1384,719,1394,160,311,456,491,84,550,49,227,3,462,29,582,98,3875,0,487,0,1348
2014,January,Saturday,1:00-2:00,2323,3521,0,720,31,2072,166,633,284,490,77,1011,448,1232,375,232,959,1135,1559,640,1408,164,301,158,694,40,652,49,263,27,518,30,619,144,2940,0,622,0,1387
2014,January,Saturday,2:00-3:00,2664,3446,0,639,22,1963,107,698,273,310,292,798,796,870,331,202,867,1245,1360,591,1416,84,395,247,668,48,714,113,211,7,616,16,653,115,2760,0,616,0,1546
2014,January,Saturday,3:00-4:00,2695,3813,0,731,40,2127,168,535,279,407,105,827,472,490,478,247,801,751,1700,865,1269,185,289,185,794,141,701,106,250,44,555,28,641,202,4511,0,659,0,1662
2014,January,Saturday,4:00-5:00,1192,4089,0,844,48,2479,134,598,120,455,145,792,456,403,574,186,689,1305,1089,717,1459,117,287,320,770,207,766,111,342,138,611,24,1004,273,7599,0,869,0,1919
2014,January,Saturday,5:00-6:00,1075,5249,0,1095,57,3004,148,821,95,236,506,881,435,591,403,320,482,933,1041,1006,926,123,318,624,590,180,884,87,400,188,881,26,1265,295,8948,0,1125,0,2255
2014,January,Saturday,6:00-7:00,3074,5348,0,891,28,2564,93,828,78,254,414,989,294,198,621,210,468,165,1097,945,1158,133,290,423,869,147,1002,343,278,73,856,19,1208,178,4539,0,1159,0,2439
2014,January,Saturday,7:00-8:00,1201,3453,0,894,22,2577,76,813,65,176,530,865,308,175,405,115,367,82,785,623,844,76,194,328,736,176,772,262,299,70,697,22,1144,131,2701,0,841,0,1716
2014,January,Saturday,8:00-9:00,1161,2391,0,556,10,1493,68,405,64,276,212,585,244,145,279,106,172,57,604,391,568,58,158,442,516,85,669,86,317,52,475,23,763,66,1663,0,672,0,1395
2014,January,Saturday,9:00-10:00,185,437,0,232,7,293,37,207,33,140,107,269,112,72,138,33,53,16,17,129,16,19,13,94,15,25,14,31,15,21,15,7,17,21,296,0,138,0,318
2014,January,Saturday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,January,Sunday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,January,Sunday,5:00-6:00,2223,736,0,138,42,649,75,165,14,72,47,207,126,178,270,41,71,235,226,61,230,27,42,36,149,53,91,9,72,2,66,17,75,52,1880,0,107,0,145
2014,January,Sunday,6:00-7:00,1939,1514,0,334,25,1003,64,341,86,157,99,290,155,478,356,98,247,539,580,289,426,59,93,138,159,30,283,12,100,7,187,11,188,100,2374,0,238,0,270
2014,January,Sunday,7:00-8:00,1266,1738,0,503,106,1291,199,568,68,293,66,438,352,658,438,228,487,1277,785,386,810,60,115,126,377,30,446,31,181,10,233,30,318,209,2361,0,292,0,447
2014,January,Sunday,8:00-9:00,2713,2093,0,545,20,1563,85,502,85,342,101,655,272,693,336,148,541,1053,1675,562,629,39,132,127,461,31,464,17,229,6,307,30,343,118,2503,0,362,0,556
2014,January,Sunday,9:00-10:00,1976,2462,0,541,55,1722,128,765,125,419,68,764,469,859,602,320,611,1386,1557,395,1043,66,160,131,586,35,409,9,237,5,304,7,357,78,2119,0,399,0,848
2014,January,Sunday,10:00-11:00,1427,2440,0,588,17,1445,145,661,157,345,134,744,291,604,578,261,449,2210,1202,475,947,96,178,126,544,56,426,38,188,5,307,9,377,407,3317,0,348,0,817
2014,January,Sunday,11:00-12:00,2377,2618,0,512,29,1520,320,582,89,392,110,815,511,461,660,411,615,1350,1458,532,821,62,194,167,542,55,421,6,167,9,353,33,437,80,2395,0,410,0,1013
2014,January,Sunday,12:00-1:00 PM,1217,3030,0,587,42,1669,115,506,119,340,151,684,339,613,428,353,468,1374,1308,163,1099,39,182,201,389,13,526,21,187,9,386,16,388,288,2960,0,438,0,1045
2014,January,Sunday,1:00-2:00,2481,2944,0,451,46,1672,108,536,150,363,127,865,364,582,404,245,476,1031,1765,325,933,94,203,201,590,53,472,21,187,6,335,20,438,262,2666,0,436,0,1111
2014,January,Sunday,2:00-3:00,2660,2828,0,562,42,1727,168,600,106,398,172,765,264,715,560,217,499,1303,1663,560,979,91,224,143,578,77,490,21,248,15,390,31,472,220,2781,0,458,0,1174
2014,January,Sunday,3:00-4:00,2070,3184,0,571,47,1621,203,750,178,354,115,625,419,1019,304,181,472,1174,1764,507,973,61,232,207,628,82,524,54,216,4,541,16,575,603,3188,0,507,0,1264
2014,January,Sunday,4:00-5:00,1708,3252,0,671,120,1840,129,731,151,356,259,755,407,628,334,299,343,1537,1238,426,903,73,244,171,761,66,621,30,250,7,534,24,584,334,4041,0,572,0,1295
2014,January,Sunday,5:00-6:00,997,2608,0,843,15,2050,153,565,128,443,152,940,269,639,428,217,320,1588,714,373,966,83,239,343,602,56,639,20,349,16,577,22,727,203,4669,0,577,0,1397
