year,month,day,hours,baclaran_northbound_out,edsa_southbound_out,edsa_northbound_out,libertad_southbound_out,libertad_northbound_out,gil_puyat_southbound_out,gil_puyat_northbound_out,vito_cruz_southbound_out,vito_cruz_northbound_out,quirouto_southbound_out,quirouto_northbound_out,pedro_gil_southbound_out,pedro_gil_northbound_out,un_avenue_southbound_out,un_avenue_northbound_out,central_southbound_out,central_northbound_out,carriedo_southbound_out,carriedo_northbound_out,doroteo_jose_southbound_out,doroteo_jose_northbound_out,bambang_southbound_out,bambang_northbound_out,tayuman_southbound_out,tayuman_northbound_out,blumentritt_southbound_out,blumentritt_northbound_out,abad_santos_southbound_out,abad_santos_northbound_out,r_papa_southbound_out,r_papa_northbound_out,5th_avenue_southbound_out,5th_avenue_northbound_out,monumento_southbound_out,monumento_northbound_out,balouttawak_southbound_out,balouttawak_northbound_out,roosevelt_southbound_out,roosevelt_northbound_out
2013,March,Thursday,6:00-7:00,7541,2490,0,740,55,2681,170,865,219,451,285,907,486,1309,975,446,1128,592,638,470,692,97,153,295,339,45,420,18,146,8,219,19,341,87,6844,0,234,0,349
2013,March,Thursday,7:00-8:00,2086,4485,0,1212,255,4543,659,2132,256,1343,304,1468,1181,3101,2061,900,1920,1631,1002,725,1525,136,259,263,790,40,602,32,186,12,269,60,634,333,4745,0,437,0,809
2013,March,Thursday,8:00-9:00,1207,3600,0,1082,51,3497,266,1802,314,1476,455,2070,881,3011,1687,633,2306,1255,1996,1145,1284,99,337,243,879,36,536,17,223,7,345,54,607,82,2770,0,473,0,876
2013,March,Thursday,9:00-10:00,1123,3086,0,884,99,2889,240,1276,256,1156,228,1594,1079,1961,1838,842,1651,1298,1459,580,1534,115,279,222,996,46,540,7,193,5,272,8,419,224,2097,0,323,0,747
2013,March,Thursday,10:00-11:00,1015,2638,0,831,28,2332,271,1046,264,711,312,1226,594,1244,1512,753,1377,1783,970,692,1380,153,282,191,825,68,517,41,207,6,380,11,461,73,3458,0,288,0,719
2013,March,Thursday,11:00-12:00,1040,2857,0,871,54,2122,447,1253,198,834,234,1154,734,1034,1494,842,1259,1197,1292,814,1256,95,297,246,799,73,557,8,231,9,342,40,521,151,2679,0,394,0,926
2013,March,Thursday,12:00-1:00 PM,1094,2716,0,826,60,2314,156,1056,248,691,307,1390,689,1501,1047,817,1081,1070,1018,261,1755,67,312,347,671,15,604,32,278,10,441,22,538,215,5007,0,448,0,943
2013,March,Thursday,1:00-2:00,1123,2796,0,939,96,2605,193,1008,283,744,260,1343,565,1446,1004,652,1268,813,1392,513,1473,122,265,228,670,64,570,27,239,7,376,24,512,280,4158,0,436,0,1066
2013,March,Thursday,2:00-3:00,1080,2712,0,901,69,2539,278,994,186,646,284,1186,422,1242,976,509,1173,1025,1308,802,1402,129,318,191,776,100,636,22,265,23,596,39,591,262,5026,0,501,0,1175
2013,March,Thursday,3:00-4:00,1098,3443,0,920,76,2135,267,874,207,665,216,852,572,1251,373,371,968,895,1345,731,1402,85,322,252,765,114,731,74,300,5,676,21,783,311,6397,0,683,0,1420
2013,March,Thursday,4:00-5:00,1051,2954,0,806,144,2445,172,847,175,462,336,974,524,835,444,574,658,1243,1001,757,1603,117,387,231,1027,102,964,52,439,10,767,40,968,734,10436,0,796,0,1805
2013,March,Thursday,5:00-6:00,1368,4327,0,1393,25,3030,226,978,221,659,226,1195,341,720,482,394,580,1597,718,729,1890,140,401,525,922,112,1281,28,507,31,1108,46,1529,114,11278,0,1054,0,2424
2013,March,Thursday,6:00-7:00,1262,3879,0,1202,83,2715,281,938,199,747,193,1267,705,600,398,399,530,988,789,840,1740,139,350,297,1400,161,1405,107,662,39,1286,68,1709,473,6887,0,1282,0,2599
2013,March,Thursday,7:00-8:00,1099,3295,0,1023,25,2227,168,553,169,611,129,787,413,409,335,216,372,490,516,499,1177,80,282,378,991,125,1272,39,669,38,1120,104,1476,178,4465,0,986,0,2277
2013,March,Thursday,8:00-9:00,1168,1713,0,668,99,1382,28,481,115,469,117,469,222,365,258,196,235,299,310,332,1022,106,261,213,1128,44,1128,12,541,25,856,64,850,490,2280,0,685,0,1562
2013,March,Thursday,9:00-10:00,205,568,0,364,72,441,21,338,81,294,74,402,191,202,143,74,89,123,118,169,416,56,116,110,355,23,340,9,282,19,402,57,450,438,344,0,454,0,930
2013,March,Thursday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,March,Friday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,March,Friday,5:00-6:00,5274,890,0,160,48,842,97,208,18,128,84,368,224,401,607,84,144,443,425,77,287,29,46,50,208,76,131,7,52,2,89,21,95,137,3834,0,116,0,122
2013,March,Friday,6:00-7:00,8162,2693,0,767,57,2919,185,849,215,462,291,950,510,1343,1000,491,1241,905,974,491,722,98,156,300,345,46,425,19,149,8,221,20,357,95,7155,0,259,0,328
2013,March,Friday,7:00-8:00,2371,4598,0,1256,264,4947,718,2092,251,1374,311,1539,1237,3181,2114,990,2112,2490,1531,757,1590,138,264,268,803,41,610,33,190,12,272,63,665,365,4874,0,485,0,761
2013,March,Friday,8:00-9:00,1348,4053,0,1258,53,3538,289,1753,308,1570,465,2023,923,3232,1731,683,2537,1916,3048,1195,1339,101,343,247,894,37,543,17,227,7,350,56,636,90,2316,0,525,0,824
2013,March,Friday,9:00-10:00,1178,3352,0,939,102,2944,261,1237,251,1181,233,1684,1131,2161,1885,925,1816,1983,2228,605,1601,117,285,226,1013,46,547,7,197,5,275,9,440,245,1979,0,359,0,702
2013,March,Friday,10:00-11:00,1093,2557,0,909,29,2300,295,1087,259,793,319,1286,623,1311,1552,854,1515,2723,1481,722,1439,156,287,195,840,69,523,42,211,7,385,11,483,80,3603,0,320,0,676
2013,March,Friday,11:00-12:00,1078,3067,0,920,56,2311,487,1272,194,854,239,1226,769,1070,1532,926,1385,1827,1973,849,1310,96,303,250,812,74,564,8,236,9,346,42,547,165,2647,0,437,0,870
2013,March,Friday,12:00-1:00 PM,1072,3146,0,855,62,2435,170,1036,244,707,314,1457,722,1539,1074,899,1190,1634,1555,272,1830,68,318,353,683,16,611,32,283,10,446,23,564,236,5352,0,497,0,887
2013,March,Friday,1:00-2:00,1094,3313,0,949,100,2928,210,952,278,754,266,1398,592,1458,1030,717,1395,1242,2126,535,1536,125,270,232,682,65,577,28,244,7,380,25,537,308,4350,0,484,0,1002
2013,March,Friday,2:00-3:00,1138,3008,0,925,72,2766,303,960,183,662,291,1260,443,1275,1001,531,1290,1565,1998,836,1463,131,324,195,789,101,644,23,271,23,603,41,619,287,5324,0,556,0,1104
2013,March,Friday,3:00-4:00,1129,3772,0,953,79,2324,291,858,203,681,221,893,599,1284,382,409,1065,1367,2054,763,1463,87,329,256,778,115,740,76,305,6,684,22,821,341,6892,0,758,0,1334
2013,March,Friday,4:00-5:00,1116,3305,0,835,149,2589,187,831,172,472,344,1020,549,856,456,632,723,1898,1529,790,1672,119,395,235,1045,103,976,53,447,10,777,42,1014,805,11264,0,883,0,1697
2013,March,Friday,5:00-6:00,1306,4709,0,1419,26,3300,246,954,217,674,232,1252,357,739,495,433,638,2438,1096,761,1972,143,409,534,938,113,1297,29,516,32,1122,49,1603,126,12608,0,1170,0,2279
2013,March,Friday,6:00-7:00,1206,4472,0,1245,86,2957,306,920,196,764,198,1328,739,615,408,439,583,1508,1205,877,1815,142,357,303,1424,163,1423,109,675,39,1302,71,1792,518,7957,0,1423,0,2443
2013,March,Friday,7:00-8:00,1172,3686,0,1060,26,2420,183,542,166,625,132,825,433,420,343,237,409,749,788,521,1228,82,288,384,1008,127,1288,40,681,39,1133,109,1547,195,5242,0,1094,0,2140
2013,March,Friday,8:00-9:00,1105,2031,0,666,103,1534,30,472,113,480,120,491,233,375,265,215,258,456,473,346,1066,108,266,217,1148,44,1143,12,552,26,866,67,891,537,2722,0,760,0,1468
2013,March,Friday,9:00-10:00,259,598,0,396,75,471,23,332,79,301,75,421,200,208,147,82,98,188,142,176,406,57,114,112,392,24,416,9,310,19,409,59,496,480,415,0,503,0,875
2013,March,Friday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,March,Saturday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,March,Saturday,5:00-6:00,3219,1116,0,243,49,877,76,247,38,178,74,286,175,360,377,191,35,189,171,120,284,12,67,50,154,25,145,16,30,10,100,13,90,95,1685,0,153,0,190
2013,March,Saturday,6:00-7:00,3952,1884,0,504,17,1744,84,668,209,373,161,482,322,813,655,1023,348,520,529,343,826,60,114,228,287,75,322,14,99,3,285,16,230,32,3080,0,276,0,440
2013,March,Saturday,7:00-8:00,4251,2642,0,894,41,3245,206,1366,398,638,265,1262,438,1211,1705,575,1459,847,1391,797,1409,212,193,205,498,161,452,100,138,11,297,37,576,83,1033,0,449,0,812
2013,March,Saturday,8:00-9:00,3073,3105,0,909,46,3176,162,1206,565,740,334,1075,875,1130,1330,687,1537,1265,1599,969,1250,246,156,164,531,144,388,114,111,23,306,27,490,86,378,0,490,0,904
2013,March,Saturday,9:00-10:00,2566,3159,0,769,43,2808,196,718,690,738,199,562,1325,1426,1169,499,1504,1272,1424,1009,1164,170,218,279,438,43,373,72,128,7,250,13,369,112,184,0,332,0,862
2013,March,Saturday,10:00-11:00,3095,2745,0,719,24,2249,161,813,135,557,219,362,1160,1039,647,397,1230,1195,1312,675,1355,137,305,320,583,104,437,29,206,13,360,14,435,75,1125,0,378,0,893
2013,March,Saturday,11:00-12:00,2812,3249,0,634,28,2109,176,710,271,459,241,974,525,735,731,397,1358,1316,1414,858,1487,113,263,183,674,50,572,40,193,26,354,18,427,127,1561,0,381,0,971
2013,March,Saturday,12:00-1:00 PM,1339,3822,0,787,26,2591,128,1083,64,444,188,1195,517,1121,578,338,1333,1022,1310,745,1445,152,295,451,486,85,555,48,220,3,484,28,557,99,3804,0,458,0,1312
2013,March,Saturday,1:00-2:00,2327,3655,0,761,32,2164,173,662,297,530,83,980,434,1199,365,241,996,1074,1475,663,1460,156,286,157,686,40,657,48,255,29,542,29,592,145,2902,0,584,0,1350
2013,March,Saturday,2:00-3:00,2637,3578,0,675,23,2050,112,730,286,336,316,773,771,846,322,210,901,1178,1287,613,1467,80,375,245,661,49,721,110,205,7,644,16,624,116,2766,0,578,0,1505
2013,March,Saturday,3:00-4:00,2638,3959,0,772,42,2222,175,560,291,441,114,801,457,477,466,256,833,711,1609,896,1315,176,274,183,785,142,708,103,242,46,581,27,613,204,4487,0,619,0,1618
2013,March,Saturday,4:00-5:00,1227,4091,0,891,51,2589,140,625,126,493,157,767,442,393,559,193,716,1235,1031,743,1511,111,272,316,761,209,773,107,331,144,639,23,960,276,7605,0,816,0,1867
2013,March,Saturday,5:00-6:00,1141,5269,0,1087,61,3138,154,857,99,256,548,854,421,575,392,332,501,883,985,1043,960,117,302,617,584,181,891,85,388,197,922,25,1209,298,8935,0,1056,0,2194
2013,March,Saturday,6:00-7:00,2950,5553,0,941,30,2677,97,865,82,275,448,958,285,193,604,218,486,156,1038,980,1200,126,275,418,859,148,1011,333,269,77,896,18,1156,180,4537,0,1089,0,2374
2013,March,Saturday,7:00-8:00,1399,3273,0,945,23,2691,80,849,68,191,573,838,298,170,394,119,382,77,743,646,875,72,184,324,728,178,779,254,290,73,729,21,1094,132,2745,0,789,0,1670
2013,March,Saturday,8:00-9:00,1152,2441,0,587,11,1559,71,423,69,298,257,567,259,141,354,111,180,54,572,406,589,55,150,438,510,86,675,84,307,55,497,22,730,67,1596,0,631,0,1357
2013,March,Saturday,9:00-10:00,141,429,0,266,8,353,39,216,31,151,89,261,86,70,52,34,53,15,17,134,18,18,14,93,17,25,16,31,15,22,17,7,15,21,44,0,264,0,552
2013,March,Saturday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,March,Sunday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,March,Sunday,5:00-6:00,2059,687,0,139,42,567,66,174,15,74,49,206,125,146,222,46,79,190,183,62,232,24,38,33,136,51,87,9,68,1,62,15,68,47,1721,0,100,0,135
2013,March,Sunday,6:00-7:00,1800,1413,0,336,25,876,56,360,91,162,102,289,155,393,292,110,278,437,471,292,430,53,83,126,145,29,269,12,95,6,176,10,170,90,2126,0,224,0,252
2013,March,Sunday,7:00-8:00,1076,1637,0,505,106,1201,174,600,72,302,68,437,351,540,359,256,547,1036,637,389,818,54,104,115,344,28,423,30,172,10,220,27,287,188,2088,0,275,0,417
2013,March,Sunday,8:00-9:00,2522,1953,0,547,20,1365,74,530,89,353,105,653,271,569,276,167,608,854,1359,567,635,35,118,116,421,30,440,16,217,6,290,27,309,106,2264,0,342,0,518
2013,March,Sunday,9:00-10:00,1756,2297,0,543,55,1505,112,808,132,432,71,762,468,705,494,359,686,1124,1263,398,1053,59,144,119,536,33,388,9,225,5,287,6,321,70,1935,0,376,0,791
2013,March,Sunday,10:00-11:00,1276,2400,0,591,17,1263,126,699,166,356,138,742,290,495,475,293,505,1793,975,479,956,87,160,115,497,53,404,36,178,5,289,8,340,367,3010,0,328,0,763
2013,March,Sunday,11:00-12:00,2151,2443,0,514,29,1329,280,615,94,405,113,812,510,378,542,462,691,1095,1183,537,828,55,174,153,496,52,399,5,158,9,333,30,394,72,2197,0,386,0,945
2013,March,Sunday,12:00-1:00 PM,1069,2786,0,590,43,1463,101,534,126,351,156,682,338,503,351,397,525,1115,1061,165,1109,35,163,184,356,13,499,20,177,8,365,14,350,260,2763,0,413,0,975
2013,March,Sunday,1:00-2:00,2210,2747,0,453,46,1461,95,566,159,374,131,863,363,477,332,275,535,836,1431,328,941,84,182,184,539,50,448,20,177,6,316,18,395,236,2557,0,411,0,1037
2013,March,Sunday,2:00-3:00,2432,2639,0,564,42,1509,147,634,112,410,178,763,263,587,460,243,561,1057,1349,565,988,81,201,130,528,73,465,20,235,14,368,28,425,199,2661,0,431,0,1095
2013,March,Sunday,3:00-4:00,1869,2971,0,573,47,1416,177,792,188,365,118,623,418,836,249,203,530,952,1431,512,982,55,209,189,574,77,497,51,205,4,511,14,519,544,3003,0,478,0,1180
2013,March,Sunday,4:00-5:00,1597,3035,0,674,120,1608,113,772,160,368,268,753,406,515,274,336,385,1247,1004,430,911,66,219,156,695,62,589,28,237,7,504,22,526,302,3745,0,539,0,1208
2013,March,Sunday,5:00-6:00,905,2509,0,847,15,1706,133,597,135,457,157,938,268,524,351,244,359,1289,579,376,975,75,214,313,550,53,606,19,331,15,545,20,655,183,4281,0,544,0,1304
2013,March,Sunday,6:00-7:00,952,2406,0,685,47,1443,153,683,145,499,129,724,403,340,226,240,319,803,642,401,831,70,176,161,758,77,675,46,284,15,507,26,645,481,4076,0,559,0,1332
2013,March,Sunday,7:00-8:00,1009,2221,0,747,19,1237,93,460,140,477,101,614,322,238,195,161,278,394,414,294,693,49,174,249,653,58,589,20,343,19,548,41,579,190,3316,0,529,0,1232
2013,March,Sunday,8:00-9:00,878,1624,0,447,70,1325,45,414,128,362,103,504,318,214,196,144,193,281,291,196,603,73,179,123,651,24,616,8,352,16,544,42,552,54,794,0,501,0,1129
2013,March,Sunday,9:00-10:00,303,415,0,245,9,333,28,172,24,174,24,230,42,94,33,23,24,0,47,14,43,4,9,9,49,1,38,1,28,1,32,2,30,4,-343,0,181,0,421
2013,March,Sunday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,April,Monday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,April,Monday,5:00-6:00,5161,857,0,150,45,835,97,207,18,139,91,382,233,381,576,64,109,293,282,72,271,29,46,50,208,77,133,6,50,2,86,20,90,126,3784,0,114,0,137
2013,April,Monday,6:00-7:00,8106,2609,0,722,54,2894,183,841,213,501,316,987,530,1276,950,374,946,600,646,463,681,98,156,300,345,46,431,18,144,8,215,19,338,88,7265,0,254,0,370
2013,April,Monday,7:00-8:00,2571,4700,0,1183,249,4905,712,2073,248,1489,337,1599,1286,3022,2008,754,1609,1651,1015,714,1501,138,264,268,804,41,618,32,184,12,265,59,630,337,5209,0,475,0,856
2013,April,Monday,8:00-9:00,1238,4053,0,1192,50,3466,287,1777,306,1702,504,2159,959,3079,1644,530,1933,1270,2021,1127,1263,101,343,247,895,37,550,16,220,7,340,53,602,83,3229,0,514,0,927
2013,April,Monday,9:00-10:00,1130,3238,0,824,96,2895,259,1177,249,1213,253,1776,1175,2406,1791,724,1384,1314,1477,571,1510,117,284,226,1014,47,554,7,190,4,268,8,416,226,2454,0,351,0,790
2013,April,Monday,10:00-11:00,1018,2980,0,836,28,2400,293,1045,256,786,346,1332,647,1181,1474,639,1154,1805,982,681,1358,155,287,195,841,70,530,41,204,6,374,11,458,74,3802,0,313,0,761
2013,April,Monday,11:00-12:00,1091,2947,0,944,53,2292,483,1216,193,925,259,1274,799,1016,1456,706,1055,1211,1308,801,1236,96,303,250,813,75,571,8,229,9,337,39,517,152,2888,0,428,0,979
2013,April,Monday,12:00-1:00 PM,1014,2917,0,806,58,2499,169,1027,242,767,341,1514,750,1462,1020,685,906,1083,1031,256,1727,68,317,353,684,16,619,31,274,10,433,21,534,217,5272,0,487,0,998
2013,April,Monday,1:00-2:00,966,3092,0,883,94,2742,208,980,275,826,289,1462,615,1409,978,546,1063,823,1410,505,1449,125,270,232,682,65,584,27,236,7,369,23,508,284,4465,0,474,0,1127
2013,April,Monday,2:00-3:00,980,2918,0,850,67,2595,300,1007,181,729,315,1313,460,1193,951,427,983,1038,1324,789,1380,131,324,195,790,103,652,22,262,22,586,39,586,265,5238,0,545,0,1243
2013,April,Monday,3:00-4:00,1025,3477,0,898,74,2305,289,850,202,738,239,928,622,1220,363,311,812,906,1362,720,1380,87,328,256,779,117,749,73,296,5,665,21,777,315,6551,0,742,0,1501
2013,April,Monday,4:00-5:00,973,2950,0,787,140,2640,185,824,170,512,372,1060,571,813,433,482,551,1258,1013,745,1578,119,394,235,1046,104,988,52,433,10,754,40,960,743,10460,0,865,0,1910
2013,April,Monday,5:00-6:00,1329,4233,0,1360,24,3272,244,951,215,731,251,1301,371,702,470,330,486,1617,727,718,1861,143,409,535,939,115,1314,28,500,31,1090,46,1518,116,11330,0,1145,0,2564
2013,April,Monday,6:00-7:00,1182,3745,0,1173,81,2931,303,912,194,828,215,1380,768,584,387,334,444,1000,799,827,1713,142,357,303,1425,165,1441,106,654,38,1265,67,1697,478,6851,0,1393,0,2749
2013,April,Monday,7:00-8:00,1108,3192,0,998,25,2376,181,538,164,678,143,857,450,399,326,181,312,496,523,492,1159,82,288,385,1010,129,1304,38,660,37,1101,103,1464,180,4305,0,1071,0,2409
2013,April,Monday,8:00-9:00,1025,1818,0,652,97,1471,30,468,112,520,130,510,242,356,252,164,197,303,314,327,1005,108,265,217,1149,45,1157,12,535,25,842,64,844,495,2138,0,744,0,1652
2013,April,Monday,9:00-10:00,214,552,0,348,70,440,23,329,79,327,82,437,208,197,139,62,75,125,125,166,355,57,114,112,388,24,373,9,296,19,405,56,422,443,244,0,493,0,984
2013,April,Monday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,April,Tuesday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,April,Tuesday,5:00-6:00,4909,821,0,141,42,798,92,188,16,127,84,362,220,356,539,59,102,288,277,68,256,28,44,49,202,74,128,6,50,2,89,20,88,123,3651,0,108,0,145
2013,April,Tuesday,6:00-7:00,7751,2483,0,678,51,2765,175,764,194,459,290,934,501,1194,889,348,880,589,634,437,644,94,148,291,334,45,415,18,144,8,221,18,329,86,7071,0,241,0,391
2013,April,Tuesday,7:00-8:00,2617,4472,0,1110,234,4686,680,1883,226,1366,309,1513,1217,2827,1879,702,1498,1621,997,675,1418,132,252,260,779,40,595,32,184,12,272,58,613,329,5119,0,452,0,907
2013,April,Tuesday,8:00-9:00,1343,3924,0,1049,47,3627,274,1487,278,1548,463,2050,908,2764,1538,494,1799,1247,1984,1065,1194,96,327,239,867,36,530,16,219,7,350,52,587,81,3178,0,489,0,982
2013,April,Tuesday,9:00-10:00,1185,3088,0,818,90,2874,247,1132,226,1233,232,1658,1112,2016,1675,674,1288,1291,1450,540,1427,111,271,219,982,45,534,7,190,5,275,8,405,221,2397,0,334,0,837
2013,April,Tuesday,10:00-11:00,1163,2703,0,810,26,2257,280,938,233,764,317,1279,612,1106,1379,605,1074,1772,964,643,1283,148,274,189,814,67,511,41,204,7,385,10,446,72,3680,0,298,0,806
2013,April,Tuesday,11:00-12:00,1090,2822,0,886,49,2190,461,1145,175,849,238,1206,756,951,1362,657,982,1190,1285,757,1168,92,288,242,788,72,550,8,228,9,346,38,504,149,2767,0,407,0,1037
2013,April,Tuesday,12:00-1:00 PM,1095,2755,0,756,55,2388,161,932,219,703,313,1432,710,1368,955,637,844,1064,1012,242,1632,65,303,342,662,15,596,31,274,10,446,21,520,213,5028,0,463,0,1057
2013,April,Tuesday,1:00-2:00,1156,2951,0,863,88,2459,199,890,250,757,265,1384,582,1318,915,508,989,808,1384,477,1370,119,257,225,661,63,563,27,236,7,380,23,495,277,4185,0,451,0,1194
2013,April,Tuesday,2:00-3:00,1103,2784,0,844,63,2385,287,887,165,669,289,1226,435,1136,890,397,915,1019,1300,746,1304,125,309,189,765,99,628,22,262,23,603,38,571,259,4858,0,518,0,1316
2013,April,Tuesday,3:00-4:00,1120,3195,0,840,69,2183,276,772,183,677,219,878,589,1141,340,290,756,890,1337,680,1304,83,313,248,754,112,722,73,295,6,684,21,757,308,6113,0,706,0,1590
2013,April,Tuesday,4:00-5:00,1038,2935,0,712,132,2362,177,735,155,458,342,953,540,761,405,448,513,1235,995,704,1491,113,376,228,1013,101,952,52,433,10,776,39,935,726,9710,0,823,0,2022
2013,April,Tuesday,5:00-6:00,1338,3942,0,1276,23,3126,233,864,196,670,230,1231,351,657,440,307,452,1587,714,678,1758,136,390,518,910,111,1266,28,499,32,1121,45,1478,113,10521,0,1090,0,2715
2013,April,Tuesday,6:00-7:00,1236,3502,0,1101,76,2801,290,828,176,760,197,1306,726,547,362,311,413,982,785,782,1618,135,340,293,1381,159,1388,106,653,39,1302,66,1652,468,6266,0,1325,0,2911
2013,April,Tuesday,7:00-8:00,1141,2961,0,937,23,2297,173,488,149,622,131,811,426,373,305,168,290,487,513,464,1095,78,274,373,978,124,1257,38,659,39,1133,100,1426,176,3820,0,1019,0,2550
2013,April,Tuesday,8:00-9:00,1075,1672,0,612,91,1391,28,425,102,477,119,483,229,333,235,153,183,297,308,309,950,103,253,210,1113,43,1115,12,534,25,866,62,822,484,1825,0,708,0,1750
2013,April,Tuesday,9:00-10:00,251,519,0,320,66,410,22,298,71,300,75,414,196,185,130,58,70,123,109,157,312,54,104,108,313,23,317,9,272,19,346,55,473,433,248,0,469,0,1042
2013,April,Tuesday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,April,Wednesday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,April,Wednesday,5:00-6:00,5103,810,0,142,43,798,92,193,17,131,86,367,223,366,554,62,106,285,274,70,262,29,45,51,212,78,134,7,51,2,90,20,90,127,3985,0,111,0,155
2013,April,Wednesday,6:00-7:00,8179,2448,0,684,51,2767,175,788,200,474,299,946,507,1227,914,364,919,583,628,448,659,97,153,305,351,47,434,18,146,8,223,19,339,88,7779,0,248,0,419
2013,April,Wednesday,7:00-8:00,3092,4409,0,1120,236,4689,680,1941,233,1411,319,1532,1232,2905,1931,733,1565,1605,987,691,1452,136,260,272,817,42,622,32,186,12,275,59,632,340,5952,0,465,0,971
2013,April,Wednesday,8:00-9:00,1339,3791,0,1017,48,3762,274,1630,286,1584,478,2085,919,3088,1581,516,1880,1235,1965,1090,1222,99,337,251,909,37,554,17,222,7,353,53,605,83,3929,0,503,0,1051
2013,April,Wednesday,9:00-10:00,1133,3084,0,856,91,2912,248,1223,233,1284,240,1725,1126,2124,1722,704,1346,1278,1436,552,1461,115,280,229,1030,47,558,7,192,5,278,8,418,228,3010,0,344,0,896
2013,April,Wednesday,10:00-11:00,1064,2679,0,811,26,2376,280,1002,240,769,328,1308,620,1334,1417,628,1122,1755,955,659,1314,153,282,198,854,70,534,41,206,7,388,11,459,74,4227,0,306,0,863
2013,April,Wednesday,11:00-12:00,1199,2898,0,894,50,2191,462,1180,180,877,246,1221,766,977,1400,686,1026,1178,1272,775,1196,95,298,254,826,75,575,8,231,9,350,39,519,153,3254,0,419,0,1111
2013,April,Wednesday,12:00-1:00 PM,1108,2946,0,758,55,2389,161,961,226,726,323,1451,719,1406,981,666,881,1053,1002,248,1670,67,312,359,694,16,624,32,277,10,450,21,536,219,5594,0,477,0,1132
2013,April,Wednesday,1:00-2:00,1092,3091,0,834,89,2721,199,909,258,776,274,1377,590,1311,941,531,1034,800,1371,488,1402,123,266,236,693,66,589,27,239,7,384,23,510,286,4710,0,464,0,1278
2013,April,Wednesday,2:00-3:00,1123,2951,0,836,64,2470,287,861,170,684,299,1245,441,1167,915,415,956,1009,1288,763,1335,129,319,198,802,104,657,22,265,23,609,39,588,267,5457,0,533,0,1409
2013,April,Wednesday,3:00-4:00,1073,3377,0,850,70,2298,276,796,189,699,227,890,596,1173,349,303,789,881,1324,696,1335,85,323,261,791,117,755,74,299,6,691,21,780,318,6672,0,727,0,1703
2013,April,Wednesday,4:00-5:00,1079,2948,0,745,133,2413,177,771,159,485,353,1016,547,782,416,468,536,1223,985,721,1526,117,388,239,1063,105,996,52,438,10,784,40,964,749,10474,0,846,0,2166
2013,April,Wednesday,5:00-6:00,1314,4306,0,1212,23,3128,233,890,202,692,238,1247,356,675,452,321,473,1572,707,694,1800,140,402,543,954,116,1324,28,505,32,1133,46,1523,117,11342,0,1121,0,2908
2013,April,Wednesday,6:00-7:00,1297,3700,0,1048,77,2839,290,854,182,785,203,1323,736,562,373,325,432,972,777,800,1657,140,351,308,1448,166,1452,107,661,40,1315,68,1702,482,6815,0,1364,0,3117
2013,April,Wednesday,7:00-8:00,1193,3126,0,945,23,2299,173,503,154,642,135,821,431,383,314,176,303,483,508,476,1121,80,283,391,1026,129,1314,39,667,39,1144,103,1469,182,4065,0,1049,0,2731
2013,April,Wednesday,8:00-9:00,1117,1736,0,617,92,1431,28,438,105,493,123,489,232,342,242,160,191,294,305,316,973,106,261,221,1167,45,1166,12,540,26,875,64,847,499,1960,0,728,0,1874
