region,division,gender,enrollment_2012,enrollment_2011,enrollment_2010,enrollment_2009,enrollment_2008,enrollment_2007,enrollment_2006,enrollment_2005
I (Ilocos Region),Ilocos Norte,Total,56473,55885,54573,54185,54134,53879,53595,53546
I (Ilocos Region),Ilocos Norte,Male,29591,29225,28627,28381,28315,28132,27940,27801
I (Ilocos Region),Ilocos Norte,Female,26882,26660,25946,25804,25819,25747,25655,25745
I (Ilocos Region),Ilocos Sur,Total,69652,69871,68563,67522,66430,66210,65845,66098
I (Ilocos Region),Ilocos Sur,Male,36657,36659,35902,35345,34709,34649,34375,34605
I (Ilocos Region),Ilocos Sur,Female,32995,33212,32661,32177,31721,31561,31470,31493
I (Ilocos Region),La Union,Total,77869,79132,78510,78130,77463,77115,76911,77154
I (Ilocos Region),La Union,Male,40888,41518,41178,40958,40501,40475,40219,40241
I (Ilocos Region),La Union,Female,36981,37614,37332,37172,36962,36640,36692,36913
I (Ilocos Region),"Pangasinan I, Lingayen",Total,176715,176129,174439,174787,174484,172823,172930,173544
I (Ilocos Region),"Pangasinan I, Lingayen",Male,92891,91986,91136,91071,91039,89988,90076,90278
I (Ilocos Region),"Pangasinan I, Lingayen",Female,83824,84143,83303,83716,83445,82835,82854,83266
I (Ilocos Region),"Pangasinan II, Binalonan",Total,134090,133256,133235,134100,134013,132979,134251,135611
I (Ilocos Region),"Pangasinan II, Binalonan",Male,70189,69558,69574,69830,69437,68618,69723,70371
I (Ilocos Region),"Pangasinan II, Binalonan",Female,63901,63698,63661,64270,64576,64361,64528,65240
I (Ilocos Region),Dagupan City,Total,22104,22067,21060,20720,20181,19749,19346,18820
I (Ilocos Region),Dagupan City,Male,11404,11373,10788,10723,10407,10232,10020,9745
I (Ilocos Region),Dagupan City,Female,10700,10694,10272,9997,9774,9517,9326,9075
I (Ilocos Region),Laoag City,Total,11333,10983,10697,10392,10294,10073,9920,9769
I (Ilocos Region),Laoag City,Male,5859,5659,5523,5351,5370,5265,5171,5096
I (Ilocos Region),Laoag City,Female,5474,5324,5174,5041,4924,4808,4749,4673
I (Ilocos Region),San Carlos City,Total,26146,25696,25352,25529,25754,25668,25170,25236
I (Ilocos Region),San Carlos City,Male,13779,13476,13343,13368,13444,13386,13060,13119
I (Ilocos Region),San Carlos City,Female,12367,12220,12009,12161,12310,12282,12110,12117
I (Ilocos Region),Urdaneta City,Total,18231,18090,17497,16910,16445,16209,16237,16496
I (Ilocos Region),Urdaneta City,Male,9651,9580,9259,8873,8594,8554,8404,8545
I (Ilocos Region),Urdaneta City,Female,8580,8510,8238,8037,7851,7655,7833,7951
I (Ilocos Region),Candon City,Total,6536,6501,6299,6179,6102,6143,6177,7377
I (Ilocos Region),Candon City,Male,3443,3429,3348,3277,3199,3208,3219,3787
I (Ilocos Region),Candon City,Female,3093,3072,2951,2902,2903,2935,2958,3590
I (Ilocos Region),Alaminos City,Total,12488,12193,11864,11766,11698,11514,11465,11372
I (Ilocos Region),Alaminos City,Male,6568,6380,6194,6130,6085,6006,5948,5932
I (Ilocos Region),Alaminos City,Female,5920,5813,5670,5636,5613,5508,5517,5440
I (Ilocos Region),Vigan City,Total,5750,5538,5305,4979,4964,4860,4776,4836
I (Ilocos Region),Vigan City,Male,2940,2842,2743,2590,2567,2525,2471,2500
I (Ilocos Region),Vigan City,Female,2810,2696,2562,2389,2397,2335,2305,2336
I (Ilocos Region),San Fernando City,Total,11843,11510,11272,11251,11222,11142,11047,10902
I (Ilocos Region),San Fernando City,Male,6374,6195,6034,5978,5953,5853,5879,5779
I (Ilocos Region),San Fernando City,Female,5469,5315,5238,5273,5269,5289,5168,5123
I (Ilocos Region),Subtotal,Total,629230,626851,618666,616450,613184,608364,607670,610761
I (Ilocos Region),Subtotal,Male,330234,327880,323649,321875,319620,316891,316505,317799
I (Ilocos Region),Subtotal,Female,298996,298971,295017,294575,293564,291473,291165,292962
II (Cagayan Valley),Batanes,Total,2329,2315,2238,2248,2227,2274,2315,2359
II (Cagayan Valley),Batanes,Male,1198,1188,1164,1179,1170,1178,1206,1256
II (Cagayan Valley),Batanes,Female,1131,1127,1074,1069,1057,1096,1109,1103
II (Cagayan Valley),Cagayan,Total,137535,134765,134389,136027,137059,135087,135037,136140
II (Cagayan Valley),Cagayan,Male,71595,69864,69765,70448,71218,70012,69849,70499
II (Cagayan Valley),Cagayan,Female,65940,64901,64624,65579,65841,65075,65188,65641
II (Cagayan Valley),Isabela,Total,162150,159696,158347,157179,175147,176242,179777,181721
II (Cagayan Valley),Isabela,Male,84911,83168,82008,81432,90475,90909,92859,93757
II (Cagayan Valley),Isabela,Female,77239,76528,76339,75747,84672,85333,86918,87964
II (Cagayan Valley),Nueva Vizcaya,Total,59402,58325,57007,56225,55768,54968,54263,54723
II (Cagayan Valley),Nueva Vizcaya,Male,30874,30300,29556,29285,29164,28412,28153,28348
II (Cagayan Valley),Nueva Vizcaya,Female,28528,28025,27451,26940,26604,26556,26110,26375
II (Cagayan Valley),Quirino,Total,25389,25385,25348,25056,24971,24859,24827,24887
II (Cagayan Valley),Quirino,Male,13493,13502,13515,13317,13278,13075,13031,12932
II (Cagayan Valley),Quirino,Female,11896,11883,11833,11739,11693,11784,11796,11955
II (Cagayan Valley),Tuguegarao City,Total,16028,15996,15553,16088,16244,16200,16197,16258
II (Cagayan Valley),Tuguegarao City,Male,8210,8269,8136,8333,8403,8301,8359,8333
II (Cagayan Valley),Tuguegarao City,Female,7818,7727,7417,7755,7841,7899,7838,7925
II (Cagayan Valley),Cauayan City,Total,15767,15325,15132,15002,14666,14772,14953,15385
II (Cagayan Valley),Cauayan City,Male,8287,8015,7904,7859,7654,7656,7713,8010
II (Cagayan Valley),Cauayan City,Female,7480,7310,7228,7143,7012,7116,7240,7375
II (Cagayan Valley),Santiago City,Total,15974,15730,15762,15546,0,0,0,0
II (Cagayan Valley),Santiago City,Male,8265,8107,8218,8079,0,0,0,0
II (Cagayan Valley),Santiago City,Female,7709,7623,7544,7467,0,0,0,0
II (Cagayan Valley),Subtotal,Total,434574,427537,423776,423371,426082,424402,427369,431473
II (Cagayan Valley),Subtotal,Male,226833,222413,220266,219932,221362,219543,221170,223135
II (Cagayan Valley),Subtotal,Female,207741,205124,203510,203439,204720,204859,206199,208338
III (Central Luzon),San Jose City,Total,16395,15653,15375,0,0,0,0,0
III (Central Luzon),San Jose City,Male,8656,8267,8050,0,0,0,0,0
III (Central Luzon),San Jose City,Female,7739,7386,7325,0,0,0,0,0
III (Central Luzon),Aurora,Total,33647,34052,34200,33489,33080,32037,29808,29357
III (Central Luzon),Aurora,Male,17440,17652,17733,17407,17322,16716,15651,15404
III (Central Luzon),Aurora,Female,16207,16400,16467,16082,15758,15321,14157,13953
III (Central Luzon),Bataan,Total,80529,79433,78343,77896,77313,76683,75754,74578
III (Central Luzon),Bataan,Male,41997,41465,40737,40743,40528,39977,39501,38986
III (Central Luzon),Bataan,Female,38532,37968,37606,37153,36785,36706,36253,35592
III (Central Luzon),Bulacan,Total,269405,267647,262088,259023,252015,247371,243532,238714
III (Central Luzon),Bulacan,Male,140294,138782,135968,134306,130351,127855,126259,123397
III (Central Luzon),Bulacan,Female,129111,128865,126120,124717,121664,119516,117273,115317
III (Central Luzon),Nueva Ecija,Total,177875,177333,174227,188288,187040,185301,184867,186843
III (Central Luzon),Nueva Ecija,Male,92273,91785,90253,97763,97175,95856,95623,96550
III (Central Luzon),Nueva Ecija,Female,85602,85548,83974,90525,89865,89445,89244,90293
III (Central Luzon),Pampanga,Total,225540,224664,223611,220878,218527,215998,213353,209521
III (Central Luzon),Pampanga,Male,117704,116755,116377,115210,114047,112306,110960,108981
III (Central Luzon),Pampanga,Female,107836,107909,107234,105668,104480,103692,102393,100540
III (Central Luzon),Tarlac,Total,126826,127272,125374,124162,121674,120204,119597,118578
III (Central Luzon),Tarlac,Male,66571,66642,65608,64973,63672,62684,62276,61908
III (Central Luzon),Tarlac,Female,60255,60630,59766,59189,58002,57520,57321,56670
III (Central Luzon),Zambales,Total,75751,75567,74717,73388,71224,70112,68289,67936
III (Central Luzon),Zambales,Male,39738,39721,39084,38290,37009,36315,35500,35268
III (Central Luzon),Zambales,Female,36013,35846,35633,35098,34215,33797,32789,32668
III (Central Luzon),Angeles City,Total,48129,47130,46194,44967,43864,42980,42190,41650
III (Central Luzon),Angeles City,Male,24872,24492,24083,23345,22669,22164,21863,21508
III (Central Luzon),Angeles City,Female,23257,22638,22111,21622,21195,20816,20327,20142
III (Central Luzon),Cabanatuan City,Total,34388,33496,32871,32875,31998,31260,30778,30581
III (Central Luzon),Cabanatuan City,Male,17715,17291,17019,17039,16573,16099,15862,15852
III (Central Luzon),Cabanatuan City,Female,16673,16205,15852,15836,15425,15161,14916,14729
III (Central Luzon),Olongapo City,Total,28424,28626,28441,28337,28726,27380,26846,26122
III (Central Luzon),Olongapo City,Male,14907,14992,14780,14895,15059,14342,13967,13652
III (Central Luzon),Olongapo City,Female,13517,13634,13661,13442,13667,13038,12879,12470
III (Central Luzon),San Jose del Monte City,Total,61173,60154,58516,57006,55114,53745,51835,50057
III (Central Luzon),San Jose del Monte City,Male,31553,30907,30022,29421,28283,27663,26588,25894
III (Central Luzon),San Jose del Monte City,Female,29620,29247,28494,27585,26831,26082,25247,24163
III (Central Luzon),San Fernando City,Total,34516,33774,32370,31873,30879,30008,29206,28288
III (Central Luzon),San Fernando City,Male,18000,17614,16843,16344,15860,15407,15004,14593
III (Central Luzon),San Fernando City,Female,16516,16160,15527,15529,15019,14601,14202,13695
III (Central Luzon),Gapan City,Total,14451,14871,14852,14639,14627,14333,14528,14290
III (Central Luzon),Gapan City,Male,7518,7688,7681,7603,7537,7368,7480,7367
III (Central Luzon),Gapan City,Female,6933,7183,7171,7036,7090,6965,7048,6923
III (Central Luzon),Tarlac City,Total,42014,41479,41124,41008,40186,39990,39692,39196
III (Central Luzon),Tarlac City,Male,22102,21714,21468,21444,20988,20935,20764,20481
III (Central Luzon),Tarlac City,Female,19912,19765,19656,19564,19198,19055,18928,18715
III (Central Luzon),Munoz Science City,Total,10617,10652,10684,10298,10304,10192,10063,10149
III (Central Luzon),Munoz Science City,Male,5537,5531,5530,5356,5393,5315,5227,5282
III (Central Luzon),Munoz Science City,Female,5080,5121,5154,4942,4911,4877,4836,4867
III (Central Luzon),Balanga City,Total,11713,11721,11238,11092,11035,10778,10570,10483
III (Central Luzon),Balanga City,Male,6029,6035,5765,5739,5707,5517,5411,5387
III (Central Luzon),Balanga City,Female,5684,5686,5473,5353,5328,5261,5159,5096
III (Central Luzon),Malolos City,Total,23714,23507,22967,22782,22356,22194,21759,21560
III (Central Luzon),Malolos City,Male,12431,12213,11942,11765,11685,11438,11235,11071
III (Central Luzon),Malolos City,Female,11283,11294,11025,11017,10671,10756,10524,10489
III (Central Luzon),Subtotal,Total,1315107,1307031,1287192,1272001,1249962,1230566,1212667,1197903
III (Central Luzon),Subtotal,Male,685337,679546,668943,661643,649858,637957,629171,621581
III (Central Luzon),Subtotal,Female,629770,627485,618249,610358,600104,592609,583496,576322
IV-A (CALABARZON),Dasmarinas City,Total,66702,65407,63060,0,0,0,0,0
IV-A (CALABARZON),Dasmarinas City,Male,34657,33694,32495,0,0,0,0,0
IV-A (CALABARZON),Dasmarinas City,Female,32045,31713,30565,0,0,0,0,0
IV-A (CALABARZON),Batangas,Total,213061,213356,210298,207662,204699,201773,198213,194420
IV-A (CALABARZON),Batangas,Male,111190,110778,109119,107784,106190,104659,102612,100487
IV-A (CALABARZON),Batangas,Female,101871,102578,101179,99878,98509,97114,95601,93933
IV-A (CALABARZON),Cavite,Total,280362,272292,260925,312595,303752,295079,287623,282100
IV-A (CALABARZON),Cavite,Male,145992,141500,134686,161343,156632,151840,148187,145182
IV-A (CALABARZON),Cavite,Female,134370,130792,126239,151252,147120,143239,139436,136918
IV-A (CALABARZON),Laguna,Total,208797,206228,201863,195437,190409,188796,183378,178495
IV-A (CALABARZON),Laguna,Male,108832,107654,105529,102087,99156,98367,95680,92770
IV-A (CALABARZON),Laguna,Female,99965,98574,96334,93350,91253,90429,87698,85725
IV-A (CALABARZON),Quezon,Total,268673,264440,257157,256745,254150,250294,251525,251092
IV-A (CALABARZON),Quezon,Male,140333,137969,133661,133184,131976,129541,129773,129367
IV-A (CALABARZON),Quezon,Female,128340,126471,123496,123561,122174,120753,121752,121725
IV-A (CALABARZON),Rizal,Total,225172,214728,206355,202744,199171,194380,190360,185573
IV-A (CALABARZON),Rizal,Male,117433,111568,106955,105329,103627,101188,99119,96496
IV-A (CALABARZON),Rizal,Female,107739,103160,99400,97415,95544,93192,91241,89077
IV-A (CALABARZON),Batangas City,Total,35777,36066,35430,35064,34712,34311,33966,32935
IV-A (CALABARZON),Batangas City,Male,18848,18958,18552,18311,17994,17796,17574,17004
IV-A (CALABARZON),Batangas City,Female,16929,17108,16878,16753,16718,16515,16392,15931
