particulars,name_1,total_12,total_34,amt_c,amt_b_12,amt_b_34,amt_a1_12,amt_a1_34,amt_a2_12,amt_a2_34,amt_u_12,name_2,name_3,name_4,name_5,name_6,name_7,name_8,name_9,sw1
                     Management and Archives Office),                     Management and Archives Office),35142,25598,0,0,0,0,2874,0,0,32268,25598,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Commission on Women (National,          Philippine Commission on Women (National,,,,,,,,,,,,,,,,,,,
                Commission on the Role of Filipino Women),                Commission on the Role of Filipino Women),17179,15661,0,0,0,0,1387,0,0,15792,15661,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Council on Disability Affairs,          National Council on Disability Affairs,17635,11313,0,0,0,0,1412,0,0,16223,11313,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Intelligence Coordinating Agency,          National Intelligence Coordinating Agency,262293,150538,0,0,0,0,16260,0,0,246033,150538,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Security Council,          National Security Council,28264,32623,0,0,0,0,2145,0,0,26119,32623,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Water Resources Board,          National Water Resources Board,29144,9264,0,0,0,0,2427,0,0,26717,9264,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Youth Commission,          National Youth Commission,22615,34145,0,0,0,0,1805,0,0,20810,34145,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Office on Muslim Affairs,          Office on Muslim Affairs,242540,62881,0,0,0,0,19800,0,0,222740,62881,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Optical Media Board,          Optical Media Board,16637,12883,0,0,0,0,1313,0,0,15324,12883,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Drug Enforcement Agency,          Philippine Drug Enforcement Agency,224265,251225,20222,0,0,0,18238,0,0,206027,251225,20222,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Racing Commission,          Philippine Racing Commission,20612,77284,0,0,0,0,1622,0,0,18990,77284,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Sports Commission,          Philippine Sports Commission,36418,142010,64000,0,0,0,2953,25287,0,33465,116723,64000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Presidential Commission for the Urban Poor,          Presidential Commission for the Urban Poor,41722,20108,0,0,0,0,3374,0,0,38348,20108,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Presidential Legislative Liaison Office,          Presidential Legislative Liaison Office,10557,10822,0,0,0,0,809,0,0,9748,10822,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Presidential Management Staff,          Presidential Management Staff,94223,122008,20000,0,0,0,7377,0,0,86846,122008,20000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Securities and Exchange Commission,          Securities and Exchange Commission,175235,81457,0,0,0,0,15905,0,0,159330,81457,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Autonomous Region in Muslim Mindanao,     Autonomous Region in Muslim Mindanao,6974429,1795608,1057225,0,0,0,563548,0,0,6410881,1795608,1057225,0,0,0,0,0,0,1
          Autonomous Regional Government in Muslim Mindanao,          Autonomous Regional Government in Muslim Mindanao,6974429,1795608,1057225,0,0,0,563548,0,0,6410881,1795608,1057225,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Joint Legislative-Executive Councils,     Joint Legislative-Executive Councils,800,500,0,0,0,0,0,0,0,800,500,0,0,0,0,0,0,0,1
          Legislative-Executive Development,          Legislative-Executive Development,,,,,,,,,,,,,,,,,,,
                Advisory Council,                Advisory Council,800,500,0,0,0,0,0,0,0,800,500,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     The Judiciary,     The Judiciary,9474506,3424146,85118,0,0,0,674909,0,0,8799597,3424146,85118,0,0,0,0,0,0,1
          Supreme Court of the Philippines and the,          Supreme Court of the Philippines and the,,,,,,,,,,,,,,,,,,,
                Lower Courts,                Lower Courts,8633908,3028941,0,0,0,0,615765,0,0,8018143,3028941,0,0,0,0,0,0,0,0
               Presidential Electoral Tribunal,               Presidential Electoral Tribunal,47561,12306,0,0,0,0,3896,0,0,43665,12306,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Sandiganbayan,          Sandiganbayan,121388,96615,85118,0,0,0,8788,0,0,112600,96615,85118,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Court of Appeals,          Court of Appeals,564195,265225,0,0,0,0,40677,0,0,523518,265225,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Court of Tax Appeals,          Court of Tax Appeals,107454,21059,0,0,0,0,5783,0,0,101671,21059,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Civil Service Commission,     Civil Service Commission,497896,150659,1000,0,0,0,39049,0,0,458847,150659,1000,0,0,0,0,0,0,1
          Civil Service Commission,          Civil Service Commission,483152,130025,1000,0,0,0,37886,0,0,445266,130025,1000,0,0,0,0,0,0,0
               Career Executive Service Board,               Career Executive Service Board,14744,20634,0,0,0,0,1163,0,0,13581,20634,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Commission on Audit,     Commission on Audit,3872001,194351,0,0,0,0,300291,0,0,3571710,194351,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Commission on Elections,     Commission on Elections,5311300,5232900,0,0,0,0,111517,0,0,5199783,5232900,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Office of the Ombudsman,     Office of the Ombudsman,835787,194866,0,0,0,0,63183,0,0,772604,194866,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Commission on Human Rights,     Commission on Human Rights,199466,57449,0,0,0,0,16026,0,0,183440,57449,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
SPECIAL PURPOSE FUNDS,SPECIAL PURPOSE FUNDS,156023514,687122138,38734195,0,0,0,2764,644771377,15000000,156020750,42350761,23734195,0,0,0,8662810,15268692,44982444,1
,,,,,,,,,,,,,,,,,,,,
     Budgetary Support to Government Corporations,     Budgetary Support to Government Corporations,0,14167887,21765200,0,0,0,0,15000,15000000,0,14152887,6765200,0,0,0,0,0,0,1
          Department of Agriculture,          Department of Agriculture,0,9248971,220750,0,0,0,0,10000,0,0,9238971,220750,0,0,0,0,0,0,1
               National Dairy Authority,               National Dairy Authority,0,52200,0,0,0,0,0,0,0,0,52200,0,0,0,0,0,0,0,0
               National Food Authority,               National Food Authority,0,8000000,0,0,0,0,0,0,0,0,8000000,0,0,0,0,0,0,0,0
               National Tobacco Administration,               National Tobacco Administration,0,70000,0,0,0,0,0,0,0,0,70000,0,0,0,0,0,0,0,0
               Philippine Coconut Authority,               Philippine Coconut Authority,0,595000,0,0,0,0,0,10000,0,0,585000,0,0,0,0,0,0,0,0
               Philippine Crop Insurance Corporation,               Philippine Crop Insurance Corporation,0,113771,30500,0,0,0,0,0,0,0,113771,30500,0,0,0,0,0,0,0
               Philippine Rice Research Institute,               Philippine Rice Research Institute,0,418000,0,0,0,0,0,0,0,0,418000,0,0,0,0,0,0,0,0
               Quedan and Rural Credit Guarantee Corporation,               Quedan and Rural Credit Guarantee Corporation,0,0,190250,0,0,0,0,0,0,0,0,190250,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Department of Health,          Department of Health,0,804560,0,0,0,0,0,0,0,0,804560,0,0,0,0,0,0,0,1
               Lung Center of the Philippines,               Lung Center of the Philippines,0,157560,0,0,0,0,0,0,0,0,157560,0,0,0,0,0,0,0,0
               National Kidney and Transplant Institute,               National Kidney and Transplant Institute,0,185000,0,0,0,0,0,0,0,0,185000,0,0,0,0,0,0,0,0
               Philippine Children`s Medical Center,               Philippine Children`s Medical Center,0,237000,0,0,0,0,0,0,0,0,237000,0,0,0,0,0,0,0,0
               Philippine Heart Center,               Philippine Heart Center,0,185000,0,0,0,0,0,0,0,0,185000,0,0,0,0,0,0,0,0
               Philippine Institute of Traditional,               Philippine Institute of Traditional,,,,,,,,,,,,,,,,,,,
                     and Alternative Health Care,                     and Alternative Health Care,0,40000,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Department of Tourism,          Department of Tourism,0,65000,0,0,0,0,0,0,0,0,65000,0,0,0,0,0,0,0,1
               Philippine Convention and Visitors Corporation,               Philippine Convention and Visitors Corporation,0,65000,0,0,0,0,0,0,0,0,65000,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Department of Trade and Industry,          Department of Trade and Industry,0,128746,100000,0,0,0,0,0,0,0,128746,100000,0,0,0,0,0,0,1
               Aurora Special Economic Zone Authority,               Aurora Special Economic Zone Authority,0,45000,100000,0,0,0,0,0,0,0,45000,100000,0,0,0,0,0,0,0
               Center for International Trade,               Center for International Trade,,,,,,,,,,,,,,,,,,,
                     Expositions and Missions,                     Expositions and Missions,0,73746,0,0,0,0,0,0,0,0,73746,0,0,0,0,0,0,0,0
               Cottage Industry Technology Center,               Cottage Industry Technology Center,0,10000,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Department of Transportation and Communications,          Department of Transportation and Communications,0,35000,0,0,0,0,0,0,0,0,35000,0,0,0,0,0,0,0,1
               Philippine National Railways,               Philippine National Railways,0,35000,0,0,0,0,0,0,0,0,35000,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Economic and Development Authority,          National Economic and Development Authority,0,17000,0,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,0,1
               Philippine Institute for,               Philippine Institute for,,,,,,,,,,,,,,,,,,,
                     Development Studies,                     Development Studies,0,17000,0,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Other Executive Offices,          Other Executive Offices,0,3855000,6444450,0,0,0,0,5000,0,0,3850000,6444450,0,0,0,0,0,0,1
               Bangko Sentral ng Pilipinas,               Bangko Sentral ng Pilipinas,0,0,4000000,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0
               Cagayan Economic Zone Authority,               Cagayan Economic Zone Authority,0,0,1114450,0,0,0,0,0,0,0,0,1114450,0,0,0,0,0,0,0
               Cultural Center of the Philippines,               Cultural Center of the Philippines,0,105000,0,0,0,0,0,5000,0,0,100000,0,0,0,0,0,0,0,0
               Development Academy of the Philippines,               Development Academy of the Philippines,0,20000,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0
               Home Guaranty Corporation,               Home Guaranty Corporation,0,0,600000,0,0,0,0,0,0,0,0,600000,0,0,0,0,0,0,0
               National Home Mortgage Finance Corporation,               National Home Mortgage Finance Corporation,0,500000,400000,0,0,0,0,0,0,0,500000,400000,0,0,0,0,0,0,0
               National Housing Authority,               National Housing Authority,0,3170000,330000,0,0,0,0,0,0,0,3170000,330000,0,0,0,0,0,0,0
               Southern Philippines Development Authority,               Southern Philippines Development Authority,0,30000,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0
               Zamboanga City Special Economic,               Zamboanga City Special Economic,,,,,,,,,,,,,,,,,,,
                     Zone Authority,                     Zone Authority,0,30000,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Budgetary Support to Government,          Budgetary Support to Government,,,,,,,,,,,,,,,,,,,
                Corporations - Others,                Corporations - Others,0,13610,0,0,0,0,0,0,0,0,13610,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Net Lending,          Net Lending,0,0,15000000,0,0,0,0,0,15000000,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Allocation to Local Government Units,     Allocation to Local Government Units,33026,285993786,4590245,0,0,0,2764,265802377,0,30262,20191409,4590245,0,0,0,0,0,0,1
          Internal Revenue Allotment,          Internal Revenue Allotment,0,265802377,0,0,0,0,0,265802377,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Special Shares of Local Government Units,          Special Shares of Local Government Units,,,,,,,,,,,,,,,,,,,
                in the Proceeds of National Taxes,                in the Proceeds of National Taxes,0,13863463,0,0,0,0,0,0,0,0,13863463,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Barangay Officials Death Benefits Fund,          Barangay Officials Death Benefits Fund,0,50000,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Metropolitan Manila Development Authority,          Metropolitan Manila Development Authority,26327,1097574,223000,0,0,0,2229,0,0,24098,1097574,223000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Pasig River Rehabilitation Commission,          Pasig River Rehabilitation Commission,6699,163522,1010175,0,0,0,535,0,0,6164,163522,1010175,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Premium Subsidy for Indigents under the,          Premium Subsidy for Indigents under the,,,,,,,,,,,,,,,,,,,
                National Health Insurance Program,                National Health Insurance Program,0,5000000,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Kalayaan Barangay Program Fund,          Kalayaan Barangay Program Fund,0,0,1000000,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Kilos Asenso Support Fund,          Kilos Asenso Support Fund,0,0,1000000,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Municipal Development Fund,          Municipal Development Fund,0,16850,1357070,0,0,0,0,0,0,0,16850,1357070,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     AFP  Modernization Program,     AFP  Modernization Program,0,0,5000000,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Calamity Fund,     Calamity Fund,0,1200000,800000,0,0,0,0,0,0,0,1200000,800000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Contingent Fund,     Contingent Fund,0,640000,160000,0,0,0,0,0,0,0,640000,160000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     DepEd - School Building Program,     DepEd - School Building Program,0,0,2000000,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     E-Government Fund,     E-Government Fund,0,0,1000000,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     General Fund Adjustments,     General Fund Adjustments,0,500000,500000,0,0,0,0,0,0,0,500000,500000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     International Commitments Fund,     International Commitments Fund,0,1595215,0,0,0,0,0,0,0,0,1595215,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Miscellaneous Personnel Benefits Fund,     Miscellaneous Personnel Benefits Fund,76496242,0,0,0,0,0,0,0,0,76496242,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     National Unification Fund,     National Unification Fund,0,43750,6250,0,0,0,0,0,0,0,43750,6250,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Pension and Gratuity Fund,     Pension and Gratuity Fund,79494246,0,0,0,0,0,0,0,0,79494246,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Priority Development Assistance Fund,     Priority Development Assistance Fund,0,4027500,2912500,0,0,0,0,0,0,0,4027500,2912500,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Tax Expenditures Fund,     Tax Expenditures Fund,0,38142000,0,0,0,0,0,38142000,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Debt Service Fund-Interest Payment,     Debt Service Fund-Interest Payment,0,340812000,0,0,0,0,0,340812000,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Unprogrammed Fund,     Unprogrammed Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8662810,15268692,44982444,0
