region,airport,airline_operator,january,february,march,april,may,june,july,august,september,october,november,december,total
CAR,Baguio,Asian Spirit,28207,-,-,38035,13641,10342,-,-,-,-,90170,-,180395
CAR,Baguio,G. Aviation,30,-,-,50,50,-,-,-,-,-,180,-,310
CAR,Baguio,Military,-,-,-,-,-,-,-,-,-,-,-,-,0
I (Ilocos Norte),Laoag (International),PAL,28251,15404,24714,22258,24847,47622,31061,38257,17495,31787,208882,-,490578
I (Ilocos Norte),Laoag (International),Far East Trans,-,-,-,12653,19744,25376,18984,28806,24307,25340,176596,38575,370381
I (Ilocos Norte),Laoag (International),Airmacau,-,-,-,-,-,-,-,986,2058,-,3044,-,6088
I (Ilocos Norte),Laoag (International),China S. Air,-,-,-,-,-,-,-,24985,19156,7494,147,26186,77968
I (Ilocos Norte),Laoag (International),Mandarin,29970,16341,12731,-,-,-,-,-,-,-,59042,-,118084
I (Ilocos Norte),Laoag (Domestic),PAL,12636,11338,18019,17134,16526,34475,47848,37138,17786,23327,26439,35418,298084
I (Ilocos Norte),Laoag (Domestic),LIA,24985,7940,12892,11996,31984,4649,8919,11941,12089,8537,10649,10890,157471
I (Ilocos Norte),Laoag (Domestic),Seair,-,-,-,-,214,-,-,-,-,-,-,-,214
I (Ilocos Norte),Laoag (Domestic),Chemtrad,365,2443,666,1774,2585,-,1435,-,-,-,110,700,10078
I (Ilocos Norte),Laoag (Domestic),G. Aviation,-,-,-,350,-,-,-,-,-,-,-,-,350
I (Ilocos Norte),Laoag (Domestic),Military,-,-,-,-,-,-,-,-,-,-,-,-,0
I (Ilocos Norte),Lingayen,G. Aviation,-,-,-,-,-,-,-,-,-,-,-,-,0
I (Ilocos Norte),Rosales,G. Aviation,-,-,-,-,-,-,-,-,-,-,-,-,0
I (Ilocos Norte),San Fernando,G. Aviation,-,-,-,-,-,-,-,-,-,-,-,-,0
I (Ilocos Norte),San Fernando,Military,-,-,-,-,-,-,-,-,-,-,-,-,0
I (Ilocos Norte),Vigan,G. Aviation,10,40,-,-,-,-,-,-,-,-,-,-,50
I (Ilocos Norte),Vigan,Military,-,-,-,-,-,-,-,-,-,-,-,-,0
II (Cagayan Valley),Bagabag,Seair,-,9,-,-,-,6087,-,-,4093,5101,5458,-,20748
II (Cagayan Valley),Bagabag,G. Aviation,4065,-,4405,-,-,-,-,-,-,-,1052,105,9627
II (Cagayan Valley),Bagabag,Military,-,7009,-,12670,4617,-,-,-,4094,-,4492,-,32882
II (Cagayan Valley),Basco,LIA,15468,10584,14879,21390,21652,21037,17414,23016,19483,20840,19733,28853,234349
II (Cagayan Valley),Basco,Seair,-,-,-,4667,3514,-,-,-,-,-,-,-,8181
II (Cagayan Valley),Basco,Chemtrad,5830,7962,5928,6961,10885,5267,5106,5229,4939,6000,4386,1746,70239
II (Cagayan Valley),Basco,G. Aviation,-,-,-,-,-,40,-,-,-,-,210,35,285
II (Cagayan Valley),Basco,Military,-,-,-,250,-,-,-,-,-,-,-,-,250
II (Cagayan Valley),Cauayan,Cyclone,22609,17040,-,26171,27719,21572,18038,17109,23060,19349,15952,26068,234687
II (Cagayan Valley),Cauayan,G. Aviation,-,-,-,-,-,-,-,-,-,-,-,-,0
II (Cagayan Valley),Cauayan,Military,-,-,-,-,861,-,-,-,-,-,-,-,861
II (Cagayan Valley),Itbayat,G. Aviation,-,2162,2120,3339,1798,-,-,-,-,-,-,-,9419
II (Cagayan Valley),Palanan,Cyclone,11395,-,-,18297,16553,15356,16377,8395,12430,13600,10152,-,122555
II (Cagayan Valley),Palanan,Chemtrad,2904,-,-,3990,-,3005,3250,2780,2810,1710,1480,-,21929
II (Cagayan Valley),Palanan,G. Aviation,-,-,-,-,3600,-,-,-,-,-,-,-,3600
II (Cagayan Valley),Tuguegarao (International),PAL,3033,1628,4399,4899,4997,2257,8025,8541,4711,4576,6443,3213,56722
II (Cagayan Valley),Tuguegarao (International),Aboitiz,-,-,-,-,3630,-,60,-,-,-,-,-,3690
II (Cagayan Valley),Tuguegarao (International),Chemtrad,23487,16423,21418,19949,20639,9387,16503,15479,13852,13985,11578,21146,203846
II (Cagayan Valley),Tuguegarao (International),Military,-,-,-,-,-,-,-,-,-,-,-,-,0
II (Cagayan Valley),Tuguegarao (International),G. Aviation,4300,4108,-,75,-,-,-,40,-,20,25,-,8568
III (Central Luzon),Iba,G. Aviation,-,-,-,130,100,64,-,-,-,-,-,-,294
III (Central Luzon),Iba,Adi,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Iba,Fac,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Iba,Boyd,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Iba,Orient,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Iba,RAZ,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Iba,OMNI,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Iba,Military,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Iba,VICMAG,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Iba,KTC,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Iba,PACO,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Iba,Seair,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Iba,ETC Philippine,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Iba,Levanza,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Iba,J. Boyd,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Baler,G. Aviation,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Plaridel,Orient,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Plaridel,Air Works,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Plaridel,JFSA,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Plaridel,CAFS,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Plaridel,Flite Line,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Plaridel,Mets,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Plaridel,Airlink,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Plaridel,Omni-PAL,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Plaridel,PAF-SIL,-,885,185,180,450,-,-,-,-,-,-,560,2260
III (Central Luzon),Plaridel,NTM,-,-,-,-,35,-,-,-,-,-,-,-,35
III (Central Luzon),Plaridel,Master,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Plaridel,Aero-Flite,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Plaridel,A.T.I.,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Plaridel,Fast Inc.,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Plaridel,GHI/TROP.,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Plaridel,Delta Air,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Plaridel,Avia Air,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Plaridel,Alvancas,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Plaridel,Philsca,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Plaridel,Paco,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Plaridel,YOKOTA,-,-,-,-,-,-,-,-,-,-,-,-,0
NCR,NAIA,International,18779590,18680330,21438540,19158740,18284920,19483470,18944780,18445770,18229070,23583530,20935730,19943170,235907640
NCR,NAIA,Domestic,8901930,7827950,9990400,9832690,9797870,9856540,10805770,11127360,10385480,11878740,9820370,10613440,120838540
NCR,NAIA,G. Aviation,784810,907510,900470,713210,814890,662160,683880,488210,812330,673800,308660,734560,8484490
IV-A (CALABARZON),Alabat,G. Aviation,-,-,-,-,-,-,-,-,-,-,-,-,0
IV-B (MIMAROPA),Busuanga,Asian Spirit,1708,1519,781,1039,1379,-,671,425,300,-,-,-,7822
IV-B (MIMAROPA),Busuanga,Seair,7082,5479,6239,5021,4645,-,7315,-,2727,-,-,-,38508
IV-B (MIMAROPA),Busuanga,CHI,-,2330,-,-,-,-,-,-,-,-,-,-,2330
IV-B (MIMAROPA),Busuanga,JF,9600,4780,8554,10160,7934,-,-,5360,14540,-,-,-,60928
IV-B (MIMAROPA),Busuanga,JAKA,1464,-,-,-,-,-,-,-,-,-,-,-,1464
IV-B (MIMAROPA),Busuanga,Jackpot,800,2367,2390,2085,2280,-,-,-,18765,-,-,-,28687
IV-B (MIMAROPA),Busuanga,PACO,-,-,770,-,-,-,-,-,-,-,-,-,770
IV-B (MIMAROPA),Busuanga,BOLPAR,-,-,-,-,-,-,-,-,-,-,-,-,0
IV-B (MIMAROPA),Busuanga,SOS,-,-,-,-,-,-,-,-,-,-,-,-,0
IV-B (MIMAROPA),Busuanga,MILITARY,-,-,-,-,-,-,-,-,-,-,-,-,0
IV-B (MIMAROPA),Busuanga,C.A.,-,2720,-,-,-,-,-,-,-,-,-,-,2720
IV-B (MIMAROPA),Busuanga,C.M.,-,-,1550,-,800,-,-,-,-,-,-,-,2350
IV-B (MIMAROPA),Busuanga,Chemtrad,-,-,-,-,-,-,-,-,-,-,-,-,0
IV-B (MIMAROPA),Busuanga,Planters,-,-,-,600,-,-,-,-,-,-,-,-,600
IV-B (MIMAROPA),Calapan,G. Aviation,-,-,-,-,-,-,-,-,-,-,-,-,0
IV-B (MIMAROPA),Calapan,FMS,-,-,-,-,60,-,-,-,-,-,-,-,60
IV-B (MIMAROPA),Calapan,ABC,-,-,-,-,-,-,-,-,-,-,-,-,0
IV-B (MIMAROPA),Calapan,MILITARY,-,-,-,-,-,-,-,-,-,-,-,-,0
IV-B (MIMAROPA),Calapan,Asian Pacific,-,-,-,-,200,-,-,-,-,-,-,-,200
IV-B (MIMAROPA),Calapan,Air Ads,-,-,-,-,-,-,-,-,-,-,-,-,0
IV-B (MIMAROPA),Calapan,DBP,-,-,150,-,-,-,-,-,-,-,-,-,150
IV-B (MIMAROPA),Calapan,FVC,-,-,-,-,-,-,-,-,-,-,-,-,0
IV-B (MIMAROPA),Calapan,GMI,-,-,-,-,-,-,-,-,-,-,-,-,0
IV-B (MIMAROPA),Calapan,INAEC,-,-,-,-,-,-,-,-,-,-,-,-,0
IV-B (MIMAROPA),Calapan,FPPC,-,-,-,-,-,-,-,-,-,-,-,-,0
IV-B (MIMAROPA),Calapan,OTTC,-,-,-,-,-,-,-,-,-,-,-,-,0
IV-B (MIMAROPA),Calapan,Orient,-,-,-,-,-,-,-,-,-,-,-,-,0
IV-B (MIMAROPA),Calapan,PN,-,-,-,-,-,-,-,-,-,-,-,-,0
IV-B (MIMAROPA),Calapan,RPC 139,-,-,-,-,-,-,-,-,-,-,-,-,0
IV-B (MIMAROPA),Cuyo,Seair,-,-,-,-,-,150,-,-,-,-,-,-,150
IV-B (MIMAROPA),Cuyo,Jackpot,-,-,14200,11650,15060,12920,-,-,13500,16700,-,-,84030
IV-B (MIMAROPA),Cuyo,JF,-,-,15741,20135,28540,19760,8030,-,28330,12198,-,-,132734
IV-B (MIMAROPA),Cuyo,Victoria,-,-,3300,1250,1000,-,-,-,-,-,-,-,5550
IV-B (MIMAROPA),Cuyo,PACO,-,-,1040,1635,60,-,-,-,-,-,-,-,2735
IV-B (MIMAROPA),Cuyo,Osato,-,-,-,-,-,-,-,-,-,-,-,-,0
IV-A (CALABARZON)),Jomalig,G. Aviation,-,-,-,-,-,-,-,-,-,-,-,-,0
IV-A (CALABARZON)),Lucena,G. Aviation,-,-,-,-,-,-,-,-,-,-,-,-,0
IV-B (MIMAROPA),Lubang,Airlink,-,-,-,-,-,-,-,-,-,-,-,-,0
IV-B (MIMAROPA),Lubang,NPC,-,-,-,-,-,-,-,-,-,-,-,-,0
IV-B (MIMAROPA),Lubang,Orient,-,-,-,-,-,-,-,-,-,-,-,-,0
IV-B (MIMAROPA),Lubang,Astro,-,-,-,-,-,-,-,-,-,-,-,-,0
IV-B (MIMAROPA),Lubang,PACO,-,-,-,-,-,-,-,-,-,-,-,-,0
IV-B (MIMAROPA),Lubang,Chemtrad,-,-,-,-,-,-,-,-,-,-,-,-,0
IV-B (MIMAROPA),Lubang,BODA,-,-,-,-,-,-,-,-,-,-,-,-,0
IV-B (MIMAROPA),Lubang,AAC,-,-,-,-,-,-,-,-,-,-,-,-,0
