Particular,A031,A032,A033,A034,A035,A036,A037,A038,A040,A041,A042,A960,Total
               Aurora State College of Technology,0,0,0,0,"3,012",0,0,0,0,0,0,0,"3,012"
               Central Luzon State University,0,0,0,0,"2,000",0,0,0,"3,012",0,0,0,"5,012"
               Bulacan State University,0,0,0,0,0,182,0,0,0,0,0,0,182
               Bulacan Agricultural State College,0,0,0,0,325,0,0,0,0,0,0,0,325
               Nueva Ecija University of Science and Technology,0,0,0,0,"1,324",11,0,0,0,0,0,0,"1,335"
               Pampanga Agricultural College,0,0,0,0,"50,000",35,0,0,0,0,0,0,"50,035"
               Tarlac College of Agriculture,0,0,0,0,"3,940",0,0,0,0,0,0,0,"3,940"
               Tarlac State University,0,0,0,0,0,261,0,0,0,0,0,0,261
,,,,,,,,,,,,,
          Region IV-A - CALABARZON,"1,950",0,0,0,"1,498","22,103",0,0,828,0,0,0,"26,379"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Cavite State University,0,0,0,0,"1,498",0,0,0,0,0,0,0,"1,498"
               Laguna State Polytechnic University,,,,,,,,,,,,,
                     (Laguna State Polytechnic College),"1,950",0,0,0,0,0,0,0,0,0,0,0,"1,950"
               Southern Luzon State University,,,,,,,,,,,,,
                     (Southern Luzon Polytechnic College),0,0,0,0,0,0,0,0,828,0,0,0,828
               University of Rizal System,0,0,0,0,0,"22,103",0,0,0,0,0,0,"22,103"
,,,,,,,,,,,,,
          Region IV-B - MIMAROPA,498,0,0,0,"6,529","5,734",0,0,"2,034",0,0,0,"14,795"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Marinduque State College,498,0,0,0,"4,000",150,0,0,0,0,0,0,"4,648"
               Mindoro State College of Agriculture and Technology,0,0,0,0,0,400,0,0,0,0,0,0,400
               Occidental Mindoro State College,,,,,,,,,,,,,
                     (Occidental Mindoro National College),0,0,0,0,0,295,0,0,"1,400",0,0,0,"1,695"
               Palawan State University,0,0,0,0,0,"2,253",0,0,634,0,0,0,"2,887"
               Romblon State University (Romblon State College),0,0,0,0,"2,529",400,0,0,0,0,0,0,"2,929"
               Western Philippines University,0,0,0,0,0,"2,236",0,0,0,0,0,0,"2,236"
,,,,,,,,,,,,,
          Region V - BICOL,"3,012",0,0,"1,900","29,283",456,0,0,"1,401",0,0,0,"36,052"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Bicol University,"3,012",0,0,0,"17,490",0,0,0,0,0,0,0,"20,502"
               Catanduanes State Colleges,0,0,0,"1,900",0,0,0,0,"1,046",0,0,0,"2,946"
"               Dr. Emilio B. Espinosa, Sr. Memorial",,,,,,,,,,,,,
                     State College of Agriculture and Technology,0,0,0,0,0,423,0,0,0,0,0,0,423
               Partido State University,0,0,0,0,"11,724",0,0,0,0,0,0,0,"11,724"
               Sorsogon State College,0,0,0,0,69,33,0,0,355,0,0,0,457
,,,,,,,,,,,,,
          Region VI - WESTERN VISAYAS,"5,224",0,0,0,"7,301","6,085",0,0,425,0,0,0,"19,035"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Capiz State University,"2,612",0,0,0,0,400,0,0,0,0,0,0,"3,012"
               Carlos C. Hilado Memorial State College,0,0,0,0,0,368,0,0,0,0,0,0,368
               Guimaras State College,"2,612",0,0,0,0,400,0,0,0,0,0,0,"3,012"
               Iloilo State College of Fisheries,0,0,0,0,"1,282","1,302",0,0,425,0,0,0,"3,009"
               Negros State College of Agriculture,0,0,0,0,673,0,0,0,0,0,0,0,673
               Northern Negros State College of Science,,,,,,,,,,,,,
                     and Technology,0,0,0,0,0,"3,012",0,0,0,0,0,0,"3,012"
               University of Antique (Polytechnic State,,,,,,,,,,,,,
                     College of Antique),0,0,0,0,"2,609",393,0,0,0,0,0,0,"3,002"
               Western Visayas College of Science and Technology,0,0,0,0,0,210,0,0,0,0,0,0,210
               West Visayas State University,0,0,0,0,"2,737",0,0,0,0,0,0,0,"2,737"
,,,,,,,,,,,,,
          Region VII - CENTRAL VISAYAS,0,0,0,0,"1,000",0,0,0,0,0,0,0,"1,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Siquijor State College,0,0,0,0,"1,000",0,0,0,0,0,0,0,"1,000"
,,,,,,,,,,,,,
          Region VIII - EASTERN VISAYAS,0,0,0,425,"7,203","2,011",0,0,0,0,0,0,"9,639"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Eastern Visayas State University (Leyte,,,,,,,,,,,,,
                     Institute of Technology),0,0,0,0,"2,050",0,0,0,0,0,0,0,"2,050"
               Leyte Normal University,0,0,0,0,"1,703","1,254",0,0,0,0,0,0,"2,957"
               Visayas State University (Leyte State University),0,0,0,0,0,757,0,0,0,0,0,0,757
               Southern Leyte State University,,,,,,,,,,,,,
                     (Southern Leyte State College of,,,,,,,,,,,,,
                     Sci. and Tech. and TONC),0,0,0,0,98,0,0,0,0,0,0,0,98
               Samar State University (Samar State,,,,,,,,,,,,,
                     Polytechnic College),0,0,0,0,"1,400",0,0,0,0,0,0,0,"1,400"
               Northwest Samar State University (TTMIST,,,,,,,,,,,,,
                     and SSCAF),0,0,0,0,"1,952",0,0,0,0,0,0,0,"1,952"
               University of Eastern Philippines,0,0,0,425,0,0,0,0,0,0,0,0,425
,,,,,,,,,,,,,
          Region IX - ZAMBOANGA PENINSULA,0,0,0,0,"4,782",770,0,"1,000",369,0,0,0,"6,921"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Jose Rizal Memorial State University,,,,,,,,,,,,,
                     (Jose Rizal Memorial State College),0,0,0,0,0,500,0,"1,000",0,0,0,0,"1,500"
               Western Mindanao State University,0,0,0,0,0,270,0,0,369,0,0,0,639
               Zamboanga City State Polytechnic College,0,0,0,0,"2,512",0,0,0,0,0,0,0,"2,512"
               Zamboanga State College of Marine,,,,,,,,,,,,,
                     Sciences and Technology,0,0,0,0,"2,270",0,0,0,0,0,0,0,"2,270"
,,,,,,,,,,,,,
          Region X - NORTHERN MINDANAO,0,0,0,0,"1,037","2,451",0,0,512,0,0,0,"4,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Mindanao University of Science and Technology,0,0,0,0,37,"2,451",0,0,512,0,0,0,"3,000"
               Northwestern Mindanao State College of,,,,,,,,,,,,,
                     Science and Technology,0,0,0,0,"1,000",0,0,0,0,0,0,0,"1,000"
,,,,,,,,,,,,,
          Region XI - DAVAO REGION,0,0,0,"1,801","61,840",273,0,0,968,0,0,0,"64,882"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Davao del Norte State College,0,0,0,0,"1,897",0,0,0,0,0,0,0,"1,897"
               Davao Oriental State College of Science,,,,,,,,,,,,,
                     and Technology,0,0,0,611,0,49,0,0,968,0,0,0,"1,628"
               Southern Philippines Agri-Business and,,,,,,,,,,,,,
                     Marine and Aquatic School of Technology,0,0,0,0,0,224,0,0,0,0,0,0,224
               University of Southeastern Philippines,0,0,0,"1,190","59,943",0,0,0,0,0,0,0,"61,133"
,,,,,,,,,,,,,
          Region XII - MAIN SOCCSKSARGEN,0,0,0,0,"3,612","2,912",0,0,0,0,0,0,"6,524"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Sultan Kudarat State University (Sultan,,,,,,,,,,,,,
                     Kudarat Polytechnic State College),0,0,0,0,"3,612",0,0,0,0,0,0,0,"3,612"
               University of Southern Mindanao,0,0,0,0,0,"2,912",0,0,0,0,0,0,"2,912"
,,,,,,,,,,,,,
          CARAGA ADMINISTRATIVE REGION,0,0,0,0,451,0,0,0,0,0,0,0,451
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Agusan del Sur State College of,,,,,,,,,,,,,
                     Agriculture and Technology,0,0,0,0,373,0,0,0,0,0,0,0,373
               Caraga State University (Northern,,,,,,,,,,,,,
                     Mindanao State Institute of,,,,,,,,,,,,,
                     Science and Technology),0,0,0,0,78,0,0,0,0,0,0,0,78
,,,,,,,,,,,,,
          AUTONOMOUS REGION IN MUSLIM MINDANAO,0,0,0,0,"7,800","2,178",0,0,0,0,0,0,"9,978"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Adiong Memorial Polytechnic State College,0,0,0,0,300,500,0,0,0,0,0,0,800
               Mindanao State University,0,0,0,0,0,"1,678",0,0,0,0,0,0,"1,678"
               Sulu State College,0,0,0,0,"7,500",0,0,0,0,0,0,0,"7,500"
,,,,,,,,,,,,,
     Department of Energy,0,0,0,0,0,"7,886",0,"2,045","53,580",0,0,0,"63,511"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,0,"7,886",0,"2,045","53,580",0,0,0,"63,511"
,,,,,,,,,,,,,
     Department of Environment and Natural Resources,0,0,0,"469,596","362,938","278,096",0,"55,103","131,633","9,314","783,238",0,"2,089,918"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,"449,383","317,606","252,861",0,"32,132","32,307","9,314","783,238",0,"1,876,841"
          Environmental Management Bureau,0,0,0,0,"28,980","13,441",0,0,"82,166",0,0,0,"124,587"
          Mines and Geo-Sciences Bureau,0,0,0,"20,213","16,352","11,699",0,"6,171","17,160",0,0,0,"71,595"
          National Mapping and Resource Information Authority,0,0,0,0,0,95,0,"16,800",0,0,0,0,"16,895"
,,,,,,,,,,,,,
     Department of Finance,0,"120,465","586,043","2,148","81,362","498,671",0,"151,045","21,327","805,009","112,871",0,"2,378,941"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,"120,465","586,043",0,"31,011","50,065",0,"14,448","1,425","805,009","112,871",0,"1,721,337"
          Bureau of Customs,0,0,0,0,0,"345,722",0,"14,904",0,0,0,0,"360,626"
          Bureau of Internal Revenue,0,0,0,0,"46,188","60,308",0,"101,016","19,747",0,0,0,"227,259"
          Bureau of Local Government Finance,0,0,0,0,0,"2,905",0,"11,313",0,0,0,0,"14,218"
          Bureau of the Treasury,0,0,0,0,0,"37,160",0,"2,364",0,0,0,0,"39,524"
          Cooperative Development Authority,0,0,0,0,"3,000","1,260",0,"7,000",0,0,0,0,"11,260"
          Insurance Commission,0,0,0,"2,148","1,163",899,0,0,155,0,0,0,"4,365"
          National Tax Research Center,0,0,0,0,0,81,0,0,0,0,0,0,81
          Special National Public Reconstruction Commission,0,0,0,0,0,271,0,0,0,0,0,0,271
,,,,,,,,,,,,,
     Department of Foreign Affairs,0,0,0,0,"163,543","394,454",0,"53,233",0,0,0,0,"611,230"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,"163,543","394,207",0,"53,233",0,0,0,0,"610,983"
          Foreign Service Institute,0,0,0,0,0,177,0,0,0,0,0,0,177
          Technical Cooperation Council of the Philippines,0,0,0,0,0,70,0,0,0,0,0,0,70
,,,,,,,,,,,,,
     Department of Health,0,0,0,"22,936","3,322,142","289,271",0,"28,818","1,846,158",0,0,0,"5,509,325"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,"22,936","3,322,142","287,846",0,"27,218","1,846,158",0,0,0,"5,506,300"
          Commission on Population,0,0,0,0,0,744,0,0,0,0,0,0,744
          National Nutrition Council,0,0,0,0,0,681,0,"1,600",0,0,0,0,"2,281"
,,,,,,,,,,,,,
     Department of the Interior and Local Government,0,0,0,0,"133,297","340,173",0,"240,983","698,588",0,0,0,"1,413,041"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,0,"1,472",0,"59,906",0,0,0,0,"61,378"
          Bureau of Fire Protection,0,0,0,0,"9,977",0,0,0,"271,571",0,0,0,"281,548"
          Bureau of Jail Management and Penology,0,0,0,0,"45,580",594,0,"84,235","55,751",0,0,0,"186,160"
          National Police Commission,0,0,0,0,0,"9,896",0,0,0,0,0,0,"9,896"
          Philippine National Police,0,0,0,0,"77,740","328,211",0,"96,842","360,234",0,0,0,"863,027"
          Philippine Public Safety College,0,0,0,0,0,0,0,0,"11,032",0,0,0,"11,032"
,,,,,,,,,,,,,
     Department of Justice,0,0,0,0,"95,122","118,970",0,"28,006","5,222",0,0,0,"247,320"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,"76,391","40,162",0,"1,394","1,091",0,0,0,"119,038"
          Bureau of Corrections,0,0,0,0,"14,667",689,0,0,0,0,0,0,"15,356"
          Bureau of Immigration,0,0,0,0,"1,793","39,207",0,0,0,0,0,0,"41,000"
          Land Registration Authority,0,0,0,0,"1,942",0,0,0,"3,544",0,0,0,"5,486"
          National Bureau of Investigation,0,0,0,0,329,"22,594",0,0,0,0,0,0,"22,923"
          Office of the Solicitor General,0,0,0,0,0,"6,491",0,"26,612",113,0,0,0,"33,216"
          Parole and Probation Administration,0,0,0,0,0,251,0,0,0,0,0,0,251
          Presidential Commission on Good Government,0,0,0,0,0,51,0,0,0,0,0,0,51
          Public Attorney's Office,0,0,0,0,0,"9,525",0,0,474,0,0,0,"9,999"
,,,,,,,,,,,,,
     Department of Labor and Employment,0,0,0,"44,561","28,051","175,385",0,"39,565","119,489",0,0,0,"407,051"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,"16,077","52,953",0,"20,012",0,0,0,0,"89,042"
          Institute for Labor Studies,0,0,0,0,0,"1,403",0,0,0,0,0,0,"1,403"
          National Conciliation and Mediation Board,0,0,0,0,0,"1,289",0,"2,358",0,0,0,0,"3,647"
          National Labor Relations Commission,0,0,0,0,0,"2,732",0,"16,095",0,0,0,0,"18,827"
          National Maritime Polytechnic,0,0,0,0,0,"1,946",0,0,"2,381",0,0,0,"4,327"
          National Wages and Productivity Commission,0,0,0,0,0,"4,021",0,"1,100",0,0,0,0,"5,121"
          Philippine Overseas Employment Administration,0,0,0,0,"10,474","4,382",0,0,0,0,0,0,"14,856"
          Professional Regulation Commission,0,0,0,"44,561","1,500","31,144",0,0,0,0,0,0,"77,205"
          Technical Education and Skills Development Authority,0,0,0,0,0,"75,515",0,0,"117,108",0,0,0,"192,623"
,,,,,,,,,,,,,
     Department of National Defense,0,0,0,0,"160,154","2,025",0,"4,700","5,131,950",0,0,0,"5,298,829"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Government Arsenal,0,0,0,0,0,390,0,0,568,0,0,0,958
          National Defense College of the Philippines,0,0,0,0,0,"1,635",0,0,0,0,0,0,"1,635"
          Philippine Veterans Affairs Office,0,0,0,0,0,0,0,700,"21,665",0,0,0,"22,365"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Philippine Veterans Affairs Office (Proper),0,0,0,0,0,0,0,700,0,0,0,0,700
               Veterans Memorial Medical Center,0,0,0,0,0,0,0,0,"21,665",0,0,0,"21,665"
,,,,,,,,,,,,,
          Armed Forces of the Philippines,0,0,0,0,"160,154",0,0,"4,000","5,109,717",0,0,0,"5,273,871"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Philippine Army (Land Forces),0,0,0,0,0,0,0,0,"2,700",0,0,0,"2,700"
               Philippine Air Force (Air Force),0,0,0,0,"19,943",0,0,0,0,0,0,0,"19,943"
"               General Headquarters, AFP and AFP Wide",,,,,,,,,,,,,
                     Service Support Units (AFPWSSUS),0,0,0,0,"140,211",0,0,"4,000","5,107,017",0,0,0,"5,251,228"
,,,,,,,,,,,,,
     Department of Public Works and Highways,0,0,0,0,0,"24,803",0,0,"25,043","130,131,545",0,0,"130,181,391"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,0,"24,803",0,0,"25,043","130,131,545",0,0,"130,181,391"
,,,,,,,,,,,,,
     Department of Science and Technology,0,0,0,"2,077","214,196","276,055",0,"14,630","398,944",0,0,0,"905,902"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,"2,062","67,616","15,880",0,"2,222","13,163",0,0,0,"100,943"
          Advanced Science and Technology Institute,0,0,0,0,0,384,0,0,0,0,0,0,384
          Food and Nutrition Research Institute,0,0,0,0,"9,905",350,0,0,"2,034",0,0,0,"12,289"
          Forest Products Research and Development Institute,0,0,0,0,"7,500",275,0,0,0,0,0,0,"7,775"
          Industrial Technology Development Institute,0,0,0,0,0,9,0,0,"22,536",0,0,0,"22,545"
          Information and Communications Technology Office,0,0,0,0,0,"229,850",0,0,0,0,0,0,"229,850"
          Metals Industry Research and Development Center,0,0,0,0,0,34,0,"1,050",0,0,0,0,"1,084"
          National Academy of Science and Technology,0,0,0,0,0,190,0,0,0,0,0,0,190
"          Philippine Atmospheric, Geophysical and",,,,,,,,,,,,,
                Astronomical Services Administration,0,0,0,0,"3,966",0,0,0,"293,793",0,0,0,"297,759"
"          Philippine Council for Agriculture, Forestry",,,,,,,,,,,,,
                and Natural Resources Research and Development,0,0,0,0,0,"1,659",0,0,0,0,0,0,"1,659"
          Philippine Council for Health Research and Development,0,0,0,0,0,669,0,0,0,0,0,0,669
"          Philippine Council for Industry, Energy and",,,,,,,,,,,,,
                Emerging Technology Research and Development,0,0,0,0,0,124,0,0,0,0,0,0,124
          Philippine Institute of Volcanology and Seismology,0,0,0,0,"5,119",910,0,"1,485","48,803",0,0,0,"56,317"
          Philippine Nuclear Research Institute,0,0,0,0,"1,302",307,0,0,"1,846",0,0,0,"3,455"
          Philippine Science High School,0,0,0,0,"116,952","25,125",0,"8,974","1,680",0,0,0,"152,731"
          Philippine Textile Research Institute,0,0,0,15,"1,836",289,0,0,"15,089",0,0,0,"17,229"
          Science Education Institute,0,0,0,0,0,0,0,899,0,0,0,0,899
,,,,,,,,,,,,,
     Department of Social Welfare and Development,0,0,0,0,"162,833","276,867",0,"6,364","9,337",0,0,0,"455,401"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,"162,833","274,296",0,"5,109","9,337",0,0,0,"451,575"
          Inter-Country Adoption Board,0,0,0,0,0,"2,392",0,0,0,0,0,0,"2,392"
          National Council on Disability Affairs,0,0,0,0,0,179,0,"1,255",0,0,0,0,"1,434"
,,,,,,,,,,,,,
     Department of Tourism,0,0,0,"9,769","1,544","7,500",0,0,"1,545",0,0,0,"20,358"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,0,"7,500",0,0,"1,545",0,0,0,"9,045"
          Intramuros Administration,0,0,0,"4,771","1,544",0,0,0,0,0,0,0,"6,315"
          National Parks Development Committee,0,0,0,"4,998",0,0,0,0,0,0,0,0,"4,998"
,,,,,,,,,,,,,
     Department of Trade and Industry,0,0,0,0,0,"174,965",0,"72,886",500,0,0,0,"248,351"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,0,"171,312",0,"67,250",0,0,0,0,"238,562"
          Board of Investments,0,0,0,0,0,"1,998",0,"4,000",0,0,0,0,"5,998"
          Philippine Trade Training Center,0,0,0,0,0,"1,341",0,836,0,0,0,0,"2,177"
          Product Development and Design Center of the Philippines,0,0,0,0,0,314,0,800,500,0,0,0,"1,614"
,,,,,,,,,,,,,
     Department of Transportation and Communications,0,0,0,"374,481","8,137","92,650",0,"407,353","37,029","5,477,190",0,0,"6,396,840"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,"374,481","8,137","74,322",0,"407,353","5,779","5,477,190",0,0,"6,347,262"
          Civil Aeronautics Board,0,0,0,0,0,"3,500",0,0,0,0,0,0,"3,500"
          Maritime Industry Authority,0,0,0,0,0,"14,584",0,0,0,0,0,0,"14,584"
          Office for Transportation Security,0,0,0,0,0,244,0,0,"31,250",0,0,0,"31,494"
,,,,,,,,,,,,,
     National Economic and Development Authority,0,0,0,0,"5,397","164,168",0,"19,684",0,0,0,0,"189,249"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Director-General,0,0,0,0,"5,397","60,832",0,"18,795",0,0,0,0,"85,024"
          National Statistical Coordination Board,0,0,0,0,0,"1,202",0,0,0,0,0,0,"1,202"
          National Statistics Office,0,0,0,0,0,"102,134",0,889,0,0,0,0,"103,023"
,,,,,,,,,,,,,
     Presidential Communications Operations Office,0,0,0,0,"9,966","6,055",0,"3,386","14,987","9,519",0,0,"43,913"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Presidential Communications Operations Office (Proper),0,0,0,0,0,155,0,750,0,0,0,0,905
          Bureau of Broadcast Services,0,0,0,0,0,"1,212",0,0,"6,970","9,519",0,0,"17,701"
          Bureau of Communications Services,0,0,0,0,0,523,0,0,0,0,0,0,523
          National Printing Office,0,0,0,0,0,120,0,"1,897",0,0,0,0,"2,017"
          News and Information Bureau,0,0,0,0,0,0,0,739,0,0,0,0,739
          Philippine Information Agency,0,0,0,0,"9,966","4,045",0,0,"3,932",0,0,0,"17,943"
