brgy PSGC code,brgy ID,name of province,name of city/municipality,name of barangay,year of survey,total number of HHs in brgy,total number of members in brgy (barangay population),magnitude of members in brgy 1 year old and below,magnitude of members in brgy 5 years old and below,magnitude of members in brgy 6 to 12 years old,magnitude of members in brgy 6 to 12 yrs old not attending elementary school,proportion of members in brgy 6 to 12 yrs old not attending elementary school,magnitude of members in brgy 13 to 16 yrs old not attending high school,proportion of members in brgy 13 to 16 yrs old not attending high school,magnitude of members in brgy 6 to 16 yrs old not attending school,proportion of members in brgy 6 to 16 yrs old not attending school,magnitude of members in brgy 6 to 11 yrs old not attending elementary school,proportion of members in brgy 6 to 11 yrs old not attending elementary school,magnitude of members in brgy 12 to 15 yrs old not attending high school,proportion of members in brgy 6 to 11 yrs old not attending high school,magnitude of members in brgy 13 to 16 years old,magnitude of members in brgy 6 to 16 years old,magnitude of malnourished children 5 years old and below in brgy,proportion of malnourished children 5 years old and below in brgy,magnitude of women in brgy who died due to pregnancy-related causes ,proportion of women in brgy who died due to pregnancy-related causes ,magnitude of households in brgy living in makeshift housing,proportion of households in brgy living in makeshift housing,magnitude of households in brgy who are informal settlers,proportion of households in brgy who are informal settlers,magnitude of households in brgy with income below poverty threshold,proportion of households in brgy with income below poverty threshold,magnitude of households in brgy with income below food threshold,magnitude of households in brgy without access to safe water system,magnitude of households in brgy without access to safe water system,magnitude of households in brgy without access to sanitary toilet facilities,magnitude of households in brgy without access to sanitary toilet facilities,proportion of households in brgy with income below food threshold,magnitude of members in brgy who are victims of crime,proportion of members in brgy who are victims of crime,magnitude of households in brgy who experienced food shortage,proportion of households in brgy who experienced food shortage,magnitude of members in brgy who are members of the labor force,magnitude of members in brgy 15 years old and above who are unemployed,proportion of members in brgy 15 years old and above who are unemployed,magnitude of members in brgy 0 to 4 years old,magnitude of members in brgy 0 to 4 years old who died,proportion of members in brgy 0 to 4 years old who died,magnitude of members in brgy 6 to 11 years old,magnitude of members in brgy 12 to 15 years old,magnitude of members in brgy 6 to 15 years old,magnitude of members in brgy 6 to 15 years old not in school,proportion of members in brgy 6 to 15 years old not in school,magnitude of members in brgy 10 years old and above,name of province,name of municipality,barangay ID
54107001,54107001,MASBATE,CLAVERIA,Albasan,2005,241,1093,31,174,281,57,20.299999,55,52.400002,59,15.3,-,-,-,-,105,386,0,0,1,3.0999999,0,0,0,0,189,78.400002,148,141,58.5,135,56,61.400002,0,0,20,8.3000002,340,4,1.2,-,-,-,-,-,-,-,-,-,41,7,4107001
54107002,54107002,MASBATE,CLAVERIA,Boca Engaño,2005,309,1566,40,246,318,60,18.9,61,41.5,45,9.6999998,-,-,-,-,147,465,7,2.8,0,0,0,0,0,0,266,86.099998,238,31,10,181,58.599998,77,0,0,1,0.30000001,518,10,1.9,-,-,-,-,-,-,-,-,-,41,7,4107002
54107003,54107003,MASBATE,CLAVERIA,Buyo,2005,379,1777,53,329,402,84,20.9,108,62.799999,139,24.200001,-,-,-,-,172,574,56,17,0,0,3,0.80000001,3,0.80000001,286,75.5,227,182,48,232,61.200001,59.900002,2,0.1,139,36.700001,544,44,8.1000004,-,-,-,-,-,-,-,-,-,41,7,4107003
54107004,54107004,MASBATE,CLAVERIA,Calpi,2005,300,1360,36,225,298,57,19.1,82,64.099998,70,16.4,-,-,-,-,128,426,2,0.89999998,0,0,24,8,2,0.69999999,237,79,189,263,87.699997,266,88.699997,63,0,0,9,3,472,41,8.6999998,-,-,-,-,-,-,-,-,-,41,7,4107004
54107005,54107005,MASBATE,CLAVERIA,Canomay,2005,228,1096,27,198,213,42,19.700001,67,59.799999,61,18.799999,-,-,-,-,112,325,2,1,0,0,1,0.40000001,11,4.8000002,194,85.099998,184,66,28.9,107,46.900002,80.699997,0,0,1,0.40000001,354,28,7.9000001,-,-,-,-,-,-,-,-,-,41,7,4107005
54107006,54107006,MASBATE,CLAVERIA,Cawayan,2005,366,1909,52,345,435,102,23.4,107,56,132,21.1,-,-,-,-,191,626,7,2,0,0,17,4.5999999,7,1.9,288,78.699997,257,128,35,277,75.699997,70.199997,0,0,13,3.5999999,679,63,9.3000002,-,-,-,-,-,-,-,-,-,41,7,4107006
54107022,54107022,MASBATE,CLAVERIA,Imelda,2005,324,1587,51,302,389,48,12.3,79,54.5,64,12,-,-,-,-,145,534,71,23.5,0,0,6,1.9,6,1.9,276,85.199997,221,215,66.400002,276,85.199997,68.199997,0,0,2,0.60000002,465,14,3,-,-,-,-,-,-,-,-,-,41,7,4107022
54107009,54107009,MASBATE,CLAVERIA,Mababang Baybay,2005,135,544,18,91,100,16,16,26,51,19,12.6,-,-,-,-,51,151,9,9.8999996,0,0,1,0.69999999,0,0,92,68.099998,66,22,16.299999,94,69.599998,48.900002,0,0,0,0,228,11,4.8000002,-,-,-,-,-,-,-,-,-,41,7,4107009
54107010,54107010,MASBATE,CLAVERIA,Mabiton,2005,413,2117,59,345,466,94,20.200001,119,49.799999,108,15.3,-,-,-,-,239,705,15,4.3000002,1,1.7,41,9.8999996,9,2.2,366,88.599998,336,262,63.400002,272,65.900002,81.400002,0,0,8,1.9,792,145,18.299999,-,-,-,-,-,-,-,-,-,41,7,4107010
54107011,54107011,MASBATE,CLAVERIA,Manapao,2005,141,730,7,117,156,41,26.299999,52,66.699997,69,29.5,-,-,-,-,78,234,17,14.5,0,0,3,2.0999999,11,7.8000002,134,95,123,25,17.700001,105,74.5,87.199997,0,0,0,0,234,8,3.4000001,-,-,-,-,-,-,-,-,-,41,7,4107011
