year,month,day,hours,baclaran_northbound_in,edsa_southbound_in,edsa_northbound_in,libertad_southbound_in,libertad_northbound_in,gil_puyat_southbound_in,gil_puyat_northbound_in,vito_cruz_southbound_in,vito_cruz_northbound_in,quirino_southbound_in,quirino_northbound_in,pedro_gil_southbound_in,pedro_gil_northbound_in,un_avenue_southbound_in,un_avenue_northbound_in,central_southbound_in,central_northbound_in,carriedo_southbound_in,carriedo_northbound_in,doroteo_jose_southbound_in,doroteo_jose_northbound_in,bambang_southbound_in,bambang_northbound_in,tayuman_southbound_in,tayuman_northbound_in,blumentritt_southbound_in,blumentritt_northbound_in,abad_santos_southbound_in,abad_santos_northbound_in,r_papa_southbound_in,r_papa_northbound_in,5th_avenue_southbound_in,5th_avenue_northbound_in,monumento_southbound_in,monumento_northbound_in,balintawak_southbound_in,balintawak_northbound_in,roosevelt_southbound_in,roosevelt_northbound_in
2011,January,Tuesday,1:00-2:00,1782,134,3417,367,462,505,1471,445,449,223,709,782,945,837,1035,799,638,1121,1222,1257,512,379,72,1121,147,826,76,217,215,302,106,866,90,2798,1378,512,19,794,0
2011,January,Tuesday,2:00-3:00,1838,119,3383,282,572,1087,1188,272,941,173,850,949,944,1348,1046,917,808,1231,1351,1169,692,377,92,856,312,701,51,182,160,221,132,620,180,2178,1589,409,16,662,0
2011,January,Tuesday,3:00-4:00,1805,120,3209,383,525,622,2037,643,594,369,713,1285,974,1341,1554,1052,996,1080,1594,1291,773,338,163,699,436,471,222,206,103,143,131,479,160,1999,1324,344,9,583,0
2011,January,Tuesday,4:00-5:00,1967,134,3363,388,586,483,2222,435,1621,218,1049,904,1726,1835,1934,1253,1453,1744,1470,728,1368,385,187,710,577,530,232,203,108,143,134,569,92,1829,1291,372,8,583,0
2011,January,Tuesday,5:00-6:00,2447,108,4000,508,719,1209,2741,580,1818,712,922,961,2211,2425,2013,1694,1273,1785,2115,1095,1462,291,378,813,700,398,536,197,179,90,176,715,176,1856,946,439,13,735,0
2011,January,Tuesday,6:00-7:00,1944,44,4082,426,837,1164,2748,738,1226,749,559,1147,1819,1501,2004,1712,767,1797,1943,1172,1344,116,404,916,450,562,252,249,39,142,96,287,360,1249,977,381,11,738,0
2011,January,Tuesday,7:00-8:00,1087,63,3465,373,477,811,2271,439,989,231,569,917,1085,1080,1065,840,1185,996,1160,1140,792,60,287,773,304,442,139,139,92,168,63,396,69,1019,797,284,6,528,0
2011,January,Tuesday,8:00-9:00,678,46,2505,298,381,533,1491,286,645,138,340,638,755,715,705,581,819,487,582,695,573,75,162,619,253,245,219,178,23,188,17,254,96,1184,542,226,6,376,0
2011,January,Tuesday,9:00-10:00,112,9,614,67,146,255,414,74,412,57,136,309,544,318,436,383,299,178,153,216,401,35,80,493,87,74,185,113,9,100,6,166,15,394,365,100,9,213,0
2011,January,Tuesday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,January,Wednesday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,January,Wednesday,5:00-6:00,765,13,1796,45,255,148,541,42,109,42,185,167,176,84,125,62,12,112,176,482,19,173,13,568,40,670,9,412,37,359,21,1022,15,1868,1385,734,20,535,0
2011,January,Wednesday,6:00-7:00,1874,116,3987,336,453,140,1542,71,428,90,397,125,501,330,182,137,44,194,384,1096,56,344,14,887,195,1006,15,636,111,533,84,2232,19,4461,1976,1688,53,1633,0
2011,January,Wednesday,7:00-8:00,2852,100,5937,374,844,546,1906,110,763,275,546,470,650,500,309,300,79,523,523,1559,482,425,106,1555,96,1537,29,820,204,763,120,2780,52,6192,2952,2107,60,2498,0
2011,January,Wednesday,8:00-9:00,2759,176,5647,334,700,740,1483,130,650,198,600,551,547,496,317,270,164,592,555,1643,484,405,71,1289,246,1380,66,625,172,647,126,2101,74,5762,2117,1533,45,1752,0
2011,January,Wednesday,9:00-10:00,2690,87,4822,230,625,1247,820,180,572,179,561,314,803,542,428,484,53,614,790,1483,404,362,59,1059,319,1105,63,499,131,490,132,1602,61,4486,1535,1116,37,1263,0
2011,January,Wednesday,10:00-11:00,2978,122,4174,206,603,509,1487,221,400,222,563,359,839,747,453,333,391,869,767,1549,151,226,159,951,229,901,38,365,124,398,76,1193,54,3499,1399,819,34,1021,0
2011,January,Wednesday,11:00-12:00,2339,125,3790,226,565,819,1489,152,634,252,615,778,639,577,913,667,286,1026,925,1143,472,338,49,871,302,777,92,317,101,338,114,1050,52,3632,1042,698,27,887,0
2011,January,Wednesday,12:00-1:00 PM,2957,157,3744,175,611,533,1641,82,758,289,509,526,1087,934,616,724,373,988,1093,1468,318,342,77,1026,321,946,47,266,182,325,149,972,90,2553,2026,698,25,915,0
2011,January,Wednesday,1:00-2:00,2575,139,3543,367,462,493,1435,458,463,223,709,801,969,864,1069,783,625,1082,1180,1322,538,391,74,1168,153,868,80,213,211,330,115,856,89,2923,1440,541,20,827,0
2011,January,Wednesday,2:00-3:00,2233,121,3429,293,595,1090,1191,274,947,170,834,1034,1028,1377,1068,941,830,1173,1287,1246,738,387,95,925,337,753,55,191,168,235,141,652,189,2279,1663,449,18,753,0
2011,January,Wednesday,3:00-4:00,2928,123,3287,364,499,603,1975,652,603,384,743,1269,962,1315,1523,1078,1021,1056,1560,1277,764,333,160,777,484,515,243,223,112,160,147,508,170,2033,1346,375,10,647,0
2011,January,Wednesday,4:00-5:00,2978,134,3369,423,639,533,2450,461,1721,224,1081,928,1771,1901,2004,1293,1500,1708,1441,781,1467,386,187,725,589,528,231,231,123,149,139,578,94,1808,1277,379,8,593,0
2011,January,Wednesday,5:00-6:00,3328,109,4048,522,739,1292,2930,615,1928,737,953,988,2272,2412,2002,1794,1348,1766,2093,1109,1480,297,386,834,718,404,545,205,186,106,208,752,185,1944,990,455,13,827,0
2011,January,Wednesday,6:00-7:00,3341,43,4040,431,845,1178,2781,770,1277,799,596,1131,1793,1497,1998,1732,776,1806,1953,1206,1383,122,426,927,456,614,275,273,42,156,106,295,370,1293,1011,401,12,736,0
2011,January,Wednesday,7:00-8:00,2089,65,3555,391,500,805,2253,448,1009,229,565,919,1087,1048,1033,794,1120,964,1123,1096,761,61,290,773,304,461,145,146,97,149,56,386,67,1057,827,298,7,525,0
2011,January,Wednesday,8:00-9:00,1355,46,2506,321,410,546,1529,319,719,140,345,630,745,692,683,580,818,484,578,691,569,69,151,593,243,241,216,190,24,181,16,248,93,1157,530,236,6,413,0
2011,January,Wednesday,9:00-10:00,241,9,654,70,152,267,433,81,452,56,134,298,525,333,457,397,309,178,153,212,393,38,86,486,86,78,194,100,8,106,6,163,15,402,373,94,9,232,0
2011,January,Wednesday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,January,Thursday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,January,Thursday,5:00-6:00,781,13,1739,42,241,151,553,39,102,43,189,143,151,80,119,62,12,104,164,451,18,163,12,530,38,581,8,374,33,331,20,990,14,1835,1361,647,18,485,0
2011,January,Thursday,6:00-7:00,1797,124,4247,346,466,141,1551,75,456,94,413,125,500,338,186,140,45,202,401,1126,58,358,15,885,195,1041,16,685,120,571,89,2336,20,4942,2189,1722,54,1712,0
2011,January,Thursday,7:00-8:00,2450,103,6120,362,818,523,1825,107,742,265,526,432,597,488,302,310,82,505,505,1478,457,413,103,1439,89,1463,28,792,197,742,117,2620,49,5762,2747,1906,55,2230,0
2011,January,Thursday,8:00-9:00,2274,170,5467,323,677,728,1459,128,641,189,573,504,500,489,312,273,166,556,521,1589,468,386,68,1245,238,1332,64,615,169,604,118,2108,74,5546,2038,1466,43,1672,0
2011,January,Thursday,9:00-10:00,1920,91,5002,227,619,1199,788,164,522,171,537,276,707,514,406,478,52,582,750,1419,387,369,60,941,283,1029,58,466,122,448,121,1497,57,4280,1464,1009,33,1172,0
2011,January,Thursday,10:00-11:00,1751,119,4057,195,571,525,1532,226,411,211,535,349,817,745,452,342,403,842,742,1454,142,218,153,915,220,833,35,340,116,374,72,1115,51,3398,1359,732,31,936,0
2011,January,Thursday,11:00-12:00,1609,123,3733,222,556,759,1379,145,605,226,553,752,617,553,875,692,296,1008,909,1130,467,341,50,847,294,762,90,295,93,315,106,956,48,3440,986,668,26,853,0
2011,January,Thursday,12:00-1:00 PM,1630,155,3711,171,595,517,1593,82,762,286,503,498,1028,901,594,747,385,955,1056,1405,305,336,76,924,289,831,41,254,174,291,134,896,83,2387,1894,602,21,799,0
2011,January,Thursday,1:00-2:00,1626,132,3366,373,470,504,1468,428,432,206,656,742,897,785,970,776,619,1051,1145,1263,514,362,69,1027,135,776,72,206,204,297,104,815,85,2701,1331,520,19,794,0
2011,January,Thursday,2:00-3:00,1690,116,3284,274,557,1038,1134,265,915,163,800,983,978,1299,1007,889,784,1097,1204,1112,658,365,90,827,301,680,49,165,146,214,128,532,154,2018,1472,420,17,632,0
2011,January,Thursday,3:00-4:00,1733,118,3140,362,497,596,1952,607,561,360,697,1230,933,1316,1524,967,915,1009,1489,1242,744,328,158,687,428,467,220,202,101,151,138,464,155,1781,1179,356,10,532,0
2011,January,Thursday,4:00-5:00,1867,127,3193,408,616,506,2330,419,1562,219,1057,857,1637,1838,1938,1106,1284,1626,1371,778,1461,364,176,702,570,500,218,200,106,133,124,529,86,1654,1167,348,7,554,0
2011,January,Thursday,5:00-6:00,2280,109,4055,515,730,1225,2778,573,1797,684,885,965,2220,2360,1959,1586,1192,1712,2028,1106,1476,269,349,768,662,400,538,199,181,93,181,684,168,1794,914,438,13,769,0
2011,January,Thursday,6:00-7:00,1892,43,4025,409,802,1157,2731,757,1256,732,546,1093,1733,1503,2007,1725,773,1719,1858,1196,1371,116,403,841,413,553,248,261,40,145,99,278,350,1245,973,388,11,677,0
2011,January,Thursday,7:00-8:00,1009,59,3243,375,479,791,2213,443,998,216,534,925,1095,1116,1101,825,1164,988,1151,1133,787,58,276,723,284,444,140,132,88,150,57,375,65,1016,795,274,6,541,0
2011,January,Thursday,8:00-9:00,664,47,2554,297,380,519,1454,318,717,138,342,640,757,713,703,638,900,481,574,734,605,69,150,574,235,239,214,169,22,173,15,235,89,1151,527,225,6,403,0
2011,January,Thursday,9:00-10:00,121,9,632,67,146,263,428,80,445,62,149,306,538,334,459,429,334,176,151,214,397,37,86,496,88,72,181,104,8,101,6,166,15,394,366,106,10,227,0
2011,January,Thursday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,January,Friday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,January,Friday,5:00-6:00,808,14,1839,46,262,159,582,42,111,39,172,141,149,79,118,66,13,171,270,438,18,165,12,522,37,597,8,374,33,342,20,1006,15,1885,1398,668,18,513,0
2011,January,Friday,6:00-7:00,1783,120,4110,363,490,143,1571,73,444,94,412,127,506,339,187,132,42,299,594,1073,55,332,14,906,199,1017,15,666,117,568,89,2316,20,5048,2236,1722,54,1676,0
2011,January,Friday,7:00-8:00,2479,104,6176,362,817,526,1836,108,748,258,512,447,618,469,290,289,77,785,785,1401,433,418,104,1471,91,1417,27,806,200,729,115,2641,50,6039,2879,1905,54,2261,0
2011,January,Friday,8:00-9:00,2447,177,5675,333,698,724,1452,127,638,203,616,532,528,512,327,289,176,944,885,1515,446,406,71,1269,242,1391,67,625,172,636,124,2177,76,5751,2113,1560,46,1842,0
2011,January,Friday,9:00-10:00,2115,88,4875,247,673,1319,867,170,541,190,595,299,764,536,424,501,55,954,1228,1496,408,380,62,1045,314,1122,64,473,124,476,128,1665,64,4652,1592,1121,37,1334,0
2011,January,Friday,10:00-11:00,1918,134,4576,226,660,561,1639,258,467,234,595,369,864,771,468,349,410,1393,1228,1561,152,241,170,950,229,927,39,364,124,411,79,1229,56,3740,1496,908,38,1072,0
2011,January,Friday,11:00-12:00,1773,130,3930,237,593,809,1471,172,721,260,636,811,666,601,950,677,290,1498,1351,1236,511,373,54,873,303,794,94,334,106,343,116,1089,54,3668,1052,773,30,989,0
2011,January,Friday,12:00-1:00 PM,1730,165,3937,184,643,579,1783,90,832,295,519,537,1109,1039,685,756,390,1443,1596,1528,331,400,90,1038,325,934,47,285,195,349,160,1019,94,2680,2127,683,24,918,0
2011,January,Friday,1:00-2:00,1842,145,3692,396,499,552,1608,465,469,223,708,834,1008,929,1148,800,638,1654,1802,1459,594,429,81,1167,153,861,79,244,241,337,118,922,96,3155,1554,614,23,899,0
2011,January,Friday,2:00-3:00,1931,140,3967,324,658,1177,1287,262,905,181,889,1066,1060,1487,1153,948,836,1700,1865,1368,810,455,112,1013,369,791,57,211,186,259,154,731,212,2512,1833,560,22,837,0
2011,January,Friday,3:00-4:00,1931,137,3664,432,592,655,2145,666,616,398,769,1384,1050,1405,1627,1097,1038,1444,2132,1395,835,405,195,823,513,539,255,271,136,189,173,582,195,2329,1542,453,12,707,0
2011,January,Friday,4:00-5:00,2165,148,3718,442,667,599,2756,348,1300,234,1129,914,1745,1892,1994,1298,1506,2341,1974,848,1592,409,198,869,706,585,255,260,139,181,169,676,110,2138,1509,487,10,738,0
2011,January,Friday,5:00-6:00,2510,117,4328,533,754,1314,2981,506,1585,704,912,912,2098,2358,1957,1781,1339,2406,2851,1253,1672,311,404,956,823,494,665,243,221,111,218,827,204,2161,1101,518,15,911,0
2011,January,Friday,6:00-7:00,2065,46,4321,441,865,1140,2691,615,1020,792,591,1179,1870,1515,2023,1851,830,2417,2613,1325,1520,137,477,1032,507,679,304,297,46,189,128,352,442,1551,1213,453,13,798,0
2011,January,Friday,7:00-8:00,1158,65,3543,395,505,772,2162,332,748,239,591,1009,1193,1155,1139,911,1284,1571,1830,1339,930,71,339,879,345,546,172,161,107,187,71,468,81,1209,945,324,7,657,0
2011,January,Friday,8:00-9:00,743,49,2697,309,395,554,1551,292,658,154,381,691,817,827,815,706,995,975,1164,909,749,95,207,722,295,277,248,214,27,212,19,288,109,1326,607,262,7,445,0
2011,January,Friday,9:00-10:00,152,12,861,69,151,317,516,67,373,62,148,275,483,437,600,527,410,404,347,284,527,45,105,596,105,81,202,116,9,114,7,169,16,461,427,106,10,236,0
2011,January,Friday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,January,Saturday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,January,Saturday,5:00-6:00,603,10,1296,104,140,119,435,33,88,33,145,125,132,71,105,38,7,102,162,364,15,112,8,394,28,469,6,262,23,251,15,711,10,2264,17,452,3,341,0
2011,January,Saturday,6:00-7:00,1197,80,2749,78,444,103,1133,47,285,64,284,98,392,278,153,84,27,165,328,763,39,199,8,594,131,681,10,353,62,348,55,1279,11,4033,117,873,25,809,0
2011,January,Saturday,7:00-8:00,1787,71,4243,261,590,420,1467,67,465,178,353,319,441,315,195,180,48,407,407,956,295,257,64,1053,65,1003,19,545,136,543,42,1730,33,5453,92,1144,19,1204,0
2011,January,Saturday,8:00-9:00,1771,126,4057,249,523,631,1266,91,458,147,447,411,407,319,204,188,115,494,463,1043,307,303,53,1019,194,1103,53,521,143,531,104,1584,55,5124,159,1061,33,1202,0
2011,January,Saturday,9:00-10:00,1688,63,3476,197,536,961,631,137,435,144,450,243,623,351,278,298,33,559,719,1063,290,346,56,888,267,902,51,442,116,433,117,1238,47,4431,80,836,15,976,0
2011,January,Saturday,10:00-11:00,1697,96,3281,177,518,444,1298,225,409,181,459,291,680,477,290,255,300,797,703,1233,120,234,165,850,205,836,35,329,112,371,71,1007,46,3616,106,691,20,881,0
2011,January,Saturday,11:00-12:00,1708,102,3072,192,479,625,1137,152,636,192,469,663,545,390,617,565,242,944,851,1054,435,402,59,822,286,777,92,313,99,330,111,960,48,3714,123,657,22,842,0
2011,January,Saturday,12:00-1:00 PM,1806,143,3424,172,599,537,1654,108,1002,260,459,477,984,881,581,747,385,974,1077,1396,303,395,89,955,299,831,41,269,183,319,147,936,86,3670,154,615,26,854,0
2011,January,Saturday,1:00-2:00,1834,122,3109,317,399,502,1461,474,478,165,523,708,856,591,730,689,550,1024,1116,1248,508,380,72,933,122,742,69,218,216,311,109,790,82,3226,126,554,22,784,0
2011,January,Saturday,2:00-3:00,1812,111,3139,227,462,958,1047,205,708,113,555,809,805,818,634,678,597,1132,1242,1109,657,378,93,827,301,715,52,198,174,240,143,599,174,3065,108,460,16,754,0
2011,January,Saturday,3:00-4:00,1976,117,3114,331,453,493,1614,546,504,284,550,956,725,772,894,784,743,1014,1499,1242,743,327,157,667,415,539,254,250,125,205,187,607,203,3040,114,496,19,731,0
2011,January,Saturday,4:00-5:00,2287,136,3431,357,539,450,2072,277,1035,144,696,656,1253,896,944,930,1079,1440,1214,797,1497,371,180,680,552,627,274,259,138,222,208,762,123,3122,124,544,22,796,0
2011,January,Saturday,5:00-6:00,2533,91,3366,384,543,796,1806,301,945,415,538,628,1445,1171,972,1154,867,1460,1730,1174,1568,345,265,734,632,501,675,249,225,143,280,872,215,3191,86,540,15,887,0
2011,January,Saturday,6:00-7:00,2166,37,3425,286,561,1372,984,366,607,426,318,693,1099,677,904,1329,596,1472,1591,1200,1377,396,114,863,424,695,312,302,47,193,131,355,447,3044,33,483,5,734,0
2011,January,Saturday,7:00-8:00,1320,54,2968,264,338,491,1375,234,527,167,412,702,831,629,620,591,834,911,1061,1092,758,275,58,735,289,525,165,159,106,223,20,457,79,2427,44,381,7,567,0
2011,January,Saturday,8:00-9:00,706,28,2025,150,327,446,725,85,473,122,292,401,706,381,523,573,446,486,579,735,606,148,68,588,240,267,239,193,25,147,56,373,34,2026,28,292,4,508,0
2011,January,Saturday,9:00-10:00,1,0,5,1,3,7,22,8,55,10,44,47,150,67,125,161,154,68,126,272,91,32,28,269,67,143,25,71,8,59,8,134,7,513,6,76,1,121,0
2011,January,Saturday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,January,Sunday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,January,Sunday,5:00-6:00,561,11,1046,107,102,125,317,40,54,13,121,57,144,89,77,27,11,100,207,259,21,71,2,52,221,327,5,121,50,173,13,265,314,1768,19,354,4,278,0
2011,January,Sunday,6:00-7:00,782,28,1425,145,145,185,543,22,130,70,153,129,197,186,113,50,23,242,401,431,45,107,12,44,323,382,8,185,16,195,14,337,362,2061,40,401,8,364,0
2011,January,Sunday,7:00-8:00,1168,117,1878,182,214,351,649,63,191,55,244,149,266,104,285,97,22,555,403,465,128,135,19,106,396,477,30,207,67,270,19,592,205,2306,143,438,28,480,0
2011,January,Sunday,8:00-9:00,1455,166,2052,219,198,365,690,74,230,181,226,242,293,212,307,131,55,621,603,643,85,163,30,136,543,639,32,223,128,320,77,659,279,2866,230,512,42,578,0
2011,January,Sunday,9:00-10:00,1645,186,2370,101,374,428,689,80,274,136,313,169,426,240,223,148,85,924,578,677,196,205,26,193,584,708,32,244,138,348,72,788,200,3231,248,536,42,698,0
2011,January,Sunday,10:00-11:00,1974,175,2489,315,226,365,792,60,301,102,376,275,421,192,223,126,127,679,1027,878,114,207,43,359,428,778,37,241,134,266,135,791,204,3422,233,568,39,688,0
2011,January,Sunday,11:00-12:00,1916,143,2493,191,301,491,655,120,247,198,266,315,420,384,166,222,189,943,1077,974,141,207,54,237,634,721,78,165,213,334,74,796,151,3455,194,558,32,647,0
2011,January,Sunday,12:00-1:00 PM,1995,209,2227,193,254,427,685,128,322,120,313,221,518,454,147,263,272,1266,810,508,627,176,77,280,559,590,140,204,186,273,126,776,132,3056,279,495,45,615,0
2011,January,Sunday,1:00-2:00,1888,206,2280,177,303,396,767,118,355,73,418,266,546,379,180,214,270,1371,748,916,232,218,59,240,582,667,90,206,178,210,229,820,92,3136,276,476,42,700,0
2011,January,Sunday,2:00-3:00,1895,185,2472,226,279,457,825,133,304,99,424,404,447,422,250,263,256,1413,816,938,312,228,41,224,669,657,62,153,192,287,121,761,128,3203,237,500,37,679,0
