year,month,day,hours,baclaran_northbound_in,edsa_southbound_in,edsa_northbound_in,libertad_southbound_in,libertad_northbound_in,gil_puyat_southbound_in,gil_puyat_northbound_in,vito_cruz_southbound_in,vito_cruz_northbound_in,quirino_southbound_in,quirino_northbound_in,pedro_gil_southbound_in,pedro_gil_northbound_in,un_avenue_southbound_in,un_avenue_northbound_in,central_southbound_in,central_northbound_in,carriedo_southbound_in,carriedo_northbound_in,doroteo_jose_southbound_in,doroteo_jose_northbound_in,bambang_southbound_in,bambang_northbound_in,tayuman_southbound_in,tayuman_northbound_in,blumentritt_southbound_in,blumentritt_northbound_in,abad_santos_southbound_in,abad_santos_northbound_in,r_papa_southbound_in,r_papa_northbound_in,5th_avenue_southbound_in,5th_avenue_northbound_in,monumento_southbound_in,monumento_northbound_in,balintawak_southbound_in,balintawak_northbound_in,roosevelt_southbound_in,roosevelt_northbound_in
2010,April,Friday,10:00-11:00,1726,109,3705,174,509,536,1567,230,416,180,456,340,794,676,410,328,386,1131,997,1422,138,231,163,802,193,922,39,281,95,351,67,1187,54,4993,30,256,-,-,-
2010,April,Friday,11:00-12:00,1555,106,3211,182,454,740,1345,134,561,207,506,740,608,499,789,620,265,1205,1087,1071,443,342,50,771,268,759,90,267,85,294,99,998,50,4668,28,220,-,-,-
2010,April,Friday,12:00-1:00 PM,1604,138,3302,139,486,499,1537,83,768,233,411,443,915,749,494,580,299,1107,1225,1340,291,347,78,858,269,853,42,229,156,271,125,944,87,4261,26,193,-,-,-
2010,April,Friday,1:00-2:00,1560,122,3126,301,379,509,1481,410,414,171,542,694,838,642,794,628,502,1313,1431,1154,470,364,69,979,128,787,73,197,195,275,96,857,89,4022,24,162,-,-,-
2010,April,Friday,2:00-3:00,1723,115,3265,232,471,1124,1229,196,677,144,709,918,913,1003,778,674,594,1254,1376,1060,628,342,84,755,275,714,52,170,150,204,122,663,192,3710,23,154,-,-,-
2010,April,Friday,3:00-4:00,1778,127,3385,315,431,607,1988,536,495,304,588,1149,872,916,1061,895,848,1056,1560,1103,660,286,137,631,393,491,232,111,220,168,153,543,181,3380,21,158,-,-,-
2010,April,Friday,4:00-5:00,1979,136,3428,353,534,546,2511,289,1076,188,906,772,1473,1264,1332,913,1059,1785,1505,641,1204,291,141,624,507,508,222,110,206,171,160,696,113,3246,48,153,-,-,-
2010,April,Friday,5:00-6:00,2208,108,3991,468,662,1180,2675,421,1320,591,765,821,1889,1440,1195,1066,802,1856,2198,985,1315,242,315,697,600,413,556,180,199,106,206,759,187,3125,64,198,-,-,-
2010,April,Friday,6:00-7:00,1809,41,3838,354,695,1076,2540,501,832,576,430,893,1416,862,1150,1186,532,1902,2056,939,1077,98,342,395,804,560,251,36,235,164,111,318,399,2528,66,147,-,-,-
2010,April,Friday,7:00-8:00,1116,60,3266,322,412,720,2015,313,706,188,465,796,942,644,635,480,678,1185,1380,865,601,46,219,258,656,453,142,95,143,212,19,404,70,2068,29,117,-,-,-
2010,April,Friday,8:00-9:00,697,45,2450,246,315,502,1405,222,499,112,276,541,639,413,407,363,512,631,753,548,452,54,118,200,489,219,196,20,154,124,47,325,30,1744,20,84,-,-,-
2010,April,Friday,9:00-10:00,76,5,375,34,74,171,278,37,205,32,76,175,308,163,224,219,170,186,222,219,180,21,47,109,265,107,96,7,56,52,20,106,10,570,8,27,-,-,-
2010,April,Friday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
2010,April,Saturday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
2010,April,Saturday,5:00-6:00,859,12,1579,127,171,179,654,69,183,38,165,175,185,91,136,69,13,128,202,455,18,141,10,495,35,641,9,320,29,328,20,964,14,3262,2,122,-,-,-
2010,April,Saturday,6:00-7:00,1324,78,2699,72,410,121,1333,74,451,64,280,104,416,256,141,111,35,184,366,882,45,230,10,617,136,871,13,384,67,398,63,1450,12,4596,6,315,-,-,-
2010,April,Saturday,7:00-8:00,1595,60,3594,186,419,384,1339,60,417,136,271,290,401,256,158,182,48,373,373,969,299,249,62,917,57,1074,21,425,106,536,42,1684,32,5650,35,385,-,-,-
2010,April,Saturday,8:00-9:00,1563,106,3406,215,451,560,1123,85,428,121,368,379,376,287,183,157,96,493,462,986,291,298,52,854,163,977,47,436,120,459,90,1443,50,5192,31,334,-,-,-
2010,April,Saturday,9:00-10:00,1577,56,3117,160,436,929,611,133,423,116,364,227,581,310,245,369,40,536,691,959,261,267,44,678,204,860,49,337,88,337,91,1111,43,4055,27,245,-,-,-
2010,April,Saturday,10:00-11:00,1617,79,2707,141,413,412,1204,204,370,140,355,273,638,441,268,191,225,736,649,1067,104,191,134,689,166,755,32,243,83,297,57,960,44,3576,20,191,-,-,-
2010,April,Saturday,11:00-12:00,1493,85,2568,153,383,590,1073,150,628,164,401,565,464,318,503,415,178,825,744,927,383,306,45,674,234,679,81,246,78,272,92,898,45,3387,19,157,-,-,-
2010,April,Saturday,12:00-1:00 PM,1498,116,2777,153,534,471,1451,85,783,216,381,395,815,581,383,449,232,779,861,1122,243,309,70,692,217,781,39,206,141,249,115,846,78,3300,19,160,-,-,-
2010,April,Saturday,1:00-2:00,1620,103,2626,253,319,460,1338,371,375,128,407,559,676,403,498,374,298,868,946,923,375,317,60,750,98,688,64,166,165,254,89,775,80,2941,17,142,-,-,-
2010,April,Saturday,2:00-3:00,1655,94,2651,183,372,868,949,167,577,95,467,705,701,585,454,416,367,880,965,885,524,300,74,601,219,627,45,165,145,191,114,593,172,2771,16,136,-,-,-
2010,April,Saturday,3:00-4:00,1747,104,2769,266,365,452,1480,475,439,212,410,831,630,477,553,526,498,787,1164,935,559,242,116,514,320,498,235,92,183,151,138,543,181,2654,15,137,-,-,-
2010,April,Saturday,4:00-5:00,2148,121,3045,296,447,398,1829,260,972,120,581,525,1003,635,670,554,643,1156,975,581,1091,267,129,502,408,523,229,98,184,156,146,682,111,2781,48,153,-,-,-
2010,April,Saturday,5:00-6:00,2340,91,3370,343,486,739,1675,269,844,336,436,509,1172,778,646,623,468,1146,1357,880,1176,192,249,554,477,402,541,158,175,111,218,774,191,3055,62,196,-,-,-
2010,April,Saturday,6:00-7:00,2037,33,3084,234,460,1220,875,355,590,370,276,605,960,450,601,759,340,1227,1327,863,989,83,289,343,698,575,258,40,256,148,100,309,388,2694,55,156,-,-,-
2010,April,Saturday,7:00-8:00,1318,51,2799,235,300,451,1262,206,463,131,323,539,638,401,395,327,461,742,864,847,588,40,190,226,575,508,160,86,128,207,18,425,74,2312,12,103,-,-,-
2010,April,Saturday,8:00-9:00,657,23,1629,121,265,386,627,87,483,93,222,332,585,259,355,416,324,405,483,593,489,57,123,225,549,271,243,22,170,135,51,398,37,2320,5,91,-,-,-
2010,April,Saturday,9:00-10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
2010,April,Saturday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
2010,April,Sunday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
2010,April,Sunday,5:00-6:00,820,15,1371,119,112,181,445,96,123,16,162,81,218,119,95,43,18,106,221,421,34,115,3,52,327,480,8,147,65,218,17,325,427,2506,2,86,-,-,-
2010,April,Sunday,6:00-7:00,881,29,1563,168,153,238,639,59,345,76,160,165,234,181,110,63,29,174,286,511,55,142,16,20,362,472,10,201,16,243,17,321,394,2432,3,130,-,-,-
2010,April,Sunday,7:00-8:00,1205,122,1842,178,202,395,686,85,245,45,222,162,298,62,195,104,23,401,288,468,128,132,17,68,404,615,41,186,61,263,18,573,218,2729,17,150,-,-,-
2010,April,Sunday,8:00-9:00,1509,180,2104,240,202,397,746,89,270,164,190,269,333,124,188,105,43,457,444,685,83,187,35,91,532,695,35,206,126,308,76,655,312,3312,20,203,-,-,-
2010,April,Sunday,9:00-10:00,1633,186,2173,104,402,390,702,88,302,109,241,179,450,158,148,105,62,723,436,678,197,218,27,143,588,749,33,198,121,296,58,689,205,3380,22,180,-,-,-
2010,April,Sunday,10:00-11:00,1727,155,2033,320,197,349,726,51,285,91,360,257,374,149,181,113,114,529,832,785,105,184,31,287,424,693,33,181,110,208,123,605,189,3181,18,142,-,-,-
2010,April,Sunday,11:00-12:00,1751,125,2016,156,229,448,569,110,213,143,173,257,367,283,108,154,135,650,756,837,95,169,47,127,533,575,61,99,167,245,47,602,138,2806,16,158,-,-,-
2010,April,Sunday,12:00-1:00 PM,1699,186,1784,180,212,411,605,116,271,82,231,185,441,402,120,130,137,894,547,362,545,155,73,167,474,510,148,153,147,198,91,599,117,2799,16,113,-,-,-
2010,April,Sunday,1:00-2:00,1640,195,1947,149,266,377,695,86,290,44,278,226,501,308,123,141,184,940,481,727,170,189,54,108,479,551,78,143,121,122,178,619,71,2862,16,134,-,-,-
2010,April,Sunday,2:00-3:00,1748,171,2086,196,226,374,739,131,287,70,293,371,417,294,163,184,180,956,519,766,234,217,37,114,546,524,51,111,151,190,74,558,79,2767,16,128,-,-,-
2010,April,Sunday,3:00-4:00,1754,187,2225,207,240,405,858,156,565,94,298,237,581,380,206,197,262,963,555,784,265,167,63,186,440,587,55,152,94,71,183,623,38,2642,15,122,-,-,-
2010,April,Sunday,4:00-5:00,2117,214,2134,245,210,765,586,165,337,285,294,212,647,394,414,210,328,826,936,1021,303,190,76,159,518,560,39,142,124,127,138,646,35,2674,45,123,-,-,-
2010,April,Sunday,5:00-6:00,2141,129,2246,152,287,360,993,49,418,124,282,304,550,441,450,188,367,1231,574,970,320,170,34,101,521,540,51,159,61,124,112,555,68,2554,52,93,-,-,-
2010,April,Sunday,6:00-7:00,1902,38,2048,210,195,255,952,54,373,99,229,321,571,176,481,253,369,934,724,821,311,137,28,250,363,465,36,122,78,148,43,424,103,2219,45,87,-,-,-
2010,April,Sunday,7:00-8:00,1336,152,2040,69,313,311,909,65,342,111,161,276,555,119,455,156,330,779,467,742,209,104,21,105,455,380,29,110,52,99,38,348,96,2054,10,64,-,-,-
2010,April,Sunday,8:00-9:00,605,30,1360,188,116,261,568,70,278,61,150,168,694,87,421,166,325,384,409,663,158,104,10,118,501,396,11,150,12,82,74,334,73,2179,5,75,-,-,-
2010,April,Sunday,9:00-10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
2010,April,Sunday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
2010,May,Monday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
2010,May,Monday,5:00-6:00,1423,19,2306,141,170,263,856,64,137,39,205,165,227,107,133,63,16,144,246,743,37,178,11,439,169,787,11,339,52,369,23,1279,206,5013,10,275,-,-,-
2010,May,Monday,6:00-7:00,1777,95,3512,132,423,223,1528,54,325,81,299,161,462,247,140,140,48,226,426,1237,76,287,15,630,282,1050,17,566,91,534,76,2016,190,6709,13,702,-,-,-
2010,May,Monday,7:00-8:00,2102,111,4311,236,460,526,1508,87,492,141,329,321,475,293,244,222,57,441,410,1262,382,293,66,894,217,1177,33,503,130,571,44,1825,115,7188,48,858,-,-,-
2010,May,Monday,8:00-9:00,2027,166,3960,251,418,709,1401,93,416,150,347,395,415,351,263,229,130,519,491,1262,325,308,55,729,333,1075,52,419,141,468,97,1714,158,6238,42,619,-,-,-
2010,May,Monday,9:00-10:00,1921,126,3862,174,510,1209,985,119,385,128,366,253,645,425,346,404,66,583,614,1132,313,293,45,627,374,965,52,333,112,376,94,1265,115,5072,51,408,-,-,-
2010,May,Monday,10:00-11:00,1750,138,3458,211,403,559,1499,170,371,143,398,345,717,589,395,290,334,696,718,1264,133,233,118,643,287,865,38,266,111,305,91,978,108,4469,32,338,-,-,-
2010,May,Monday,11:00-12:00,1645,116,2857,188,406,805,1348,118,407,204,427,614,569,458,609,494,233,828,800,1055,344,277,50,538,392,711,81,207,122,279,80,900,88,4046,29,258,-,-,-
2010,May,Monday,12:00-1:00 PM,1547,159,2776,166,414,533,1344,90,546,180,352,401,853,633,379,495,282,837,792,1037,406,278,80,575,348,726,83,214,162,239,110,847,102,3873,27,236,-,-,-
2010,May,Monday,1:00-2:00,1552,147,2688,261,358,509,1314,277,366,135,479,546,756,574,613,513,435,977,876,1051,378,288,62,640,297,681,74,178,167,215,129,764,82,3644,26,215,-,-,-
2010,May,Monday,2:00-3:00,1606,128,2684,238,418,894,1123,178,548,116,551,774,790,805,601,574,513,1022,933,939,478,295,65,497,362,612,49,132,135,183,94,616,146,3238,23,179,-,-,-
2010,May,Monday,3:00-4:00,1636,133,2651,283,372,566,1652,385,448,231,488,886,842,841,889,727,725,948,1094,980,520,250,113,458,413,522,162,121,158,113,150,526,115,2957,21,150,-,-,-
2010,May,Monday,4:00-5:00,1808,151,2678,314,412,658,1790,281,959,205,690,630,1302,1063,1120,785,938,1237,1126,735,901,260,120,455,508,527,152,110,155,136,135,622,76,2831,29,178,-,-,-
2010,May,Monday,5:00-6:00,2110,110,3169,369,552,997,2338,361,1225,454,633,697,1539,1246,1055,943,783,1410,1390,947,925,222,199,469,594,434,311,163,133,106,156,710,144,2816,76,195,-,-,-
2010,May,Monday,6:00-7:00,1698,39,3125,297,500,843,2151,407,784,451,402,744,1204,722,1045,930,501,1249,1253,908,795,130,198,337,621,533,167,70,166,148,75,389,276,2330,77,179,-,-,-
2010,May,Monday,7:00-8:00,986,84,2618,231,379,589,1663,219,556,146,331,587,772,480,569,416,634,735,724,778,431,76,137,198,588,430,97,102,102,165,30,406,88,1943,52,133,-,-,-
2010,May,Monday,8:00-9:00,569,37,1948,217,231,387,1022,145,366,81,199,419,686,311,416,298,459,360,415,565,314,89,83,169,509,316,124,85,98,109,62,319,46,1825,47,91,-,-,-
2010,May,Monday,9:00-10:00,40,3,198,23,50,108,175,23,129,14,34,112,197,86,119,121,94,56,67,136,112,14,30,62,150,60,53,5,42,35,13,71,6,348,2,26,-,-,-
2010,May,Monday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
2010,May,Tuesday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
2010,May,Tuesday,5:00-6:00,1330,19,2587,152,206,295,1076,62,162,50,218,221,234,108,161,83,16,158,249,790,32,211,16,725,52,915,12,436,39,354,21,1681,24,5456,11,299,-,-,-
2010,May,Tuesday,6:00-7:00,1955,126,4325,103,589,202,2225,70,425,88,387,138,552,346,191,201,64,256,508,1559,80,403,17,1013,223,1240,19,764,134,631,99,2820,24,9075,18,887,-,-,-
2010,May,Tuesday,7:00-8:00,2358,95,5669,270,610,572,1997,98,680,219,434,428,592,435,270,313,83,532,532,1578,488,395,98,1473,91,1590,30,725,180,793,62,2691,51,9872,70,1070,-,-,-
2010,May,Tuesday,8:00-9:00,2353,165,5310,274,574,886,1775,107,536,157,475,502,498,517,330,305,186,634,594,1591,469,375,66,1165,222,1393,67,595,164,656,128,2289,80,8270,59,752,-,-,-
2010,May,Tuesday,9:00-10:00,2022,85,4714,222,603,1629,1071,152,484,140,437,305,780,602,475,591,65,649,835,1414,385,338,55,928,279,1079,61,433,113,471,127,1605,61,6089,62,509,-,-,-
2010,May,Tuesday,10:00-11:00,1805,118,4028,192,560,635,1855,231,419,183,465,385,899,847,513,393,462,885,780,1484,144,218,154,844,203,897,38,300,102,346,66,1230,56,5183,37,357,-,-,-
2010,May,Tuesday,11:00-12:00,1599,114,3439,194,484,834,1516,135,563,208,508,784,644,600,949,756,323,969,874,1163,481,322,47,774,269,746,88,255,81,304,103,1088,54,4744,33,289,-,-,-
2010,May,Tuesday,12:00-1:00 PM,1613,140,3344,147,513,597,1837,77,716,227,399,458,945,856,565,712,367,891,986,1308,284,303,68,839,263,819,41,211,144,265,122,990,91,4475,32,253,-,-,-
2010,May,Tuesday,1:00-2:00,1629,131,3333,305,385,586,1707,385,388,181,574,778,941,757,936,741,591,1015,1106,1225,499,335,64,999,131,771,71,179,177,260,91,877,91,4139,29,223,-,-,-
2010,May,Tuesday,2:00-3:00,1667,109,3101,239,484,1195,1306,213,737,145,710,942,937,1216,943,799,705,1045,1147,1045,619,331,81,734,267,677,49,151,133,181,108,599,174,3286,23,192,-,-,-
2010,May,Tuesday,3:00-4:00,1671,115,3080,323,442,664,2175,527,487,309,598,1175,891,1175,1361,1121,1061,937,1384,1052,630,293,141,615,383,459,216,88,175,132,121,514,172,3088,22,155,-,-,-
2010,May,Tuesday,4:00-5:00,1927,126,3176,364,550,575,2644,314,1172,205,987,875,1670,1599,1685,1159,1346,1617,1363,661,1242,328,159,629,511,506,221,93,175,142,133,601,97,2951,30,161,-,-,-
2010,May,Tuesday,5:00-6:00,2339,110,4066,481,682,1383,3136,453,1419,624,807,931,2142,1880,1561,1408,1058,1766,2092,1023,1366,255,332,705,607,375,506,160,176,89,175,748,184,2821,80,223,-,-,-
2010,May,Tuesday,6:00-7:00,1880,43,4043,356,698,1194,2817,493,819,639,477,964,1529,1161,1550,1369,614,1605,1735,949,1088,97,337,379,772,554,248,37,241,142,96,303,381,2239,81,211,-,-,-
2010,May,Tuesday,7:00-8:00,1022,58,3185,328,419,784,2194,258,581,170,420,790,934,726,716,545,769,831,968,759,527,42,202,257,653,417,131,84,126,177,16,407,71,1892,61,132,-,-,-
2010,May,Tuesday,8:00-9:00,671,43,2354,276,353,500,1400,185,417,108,266,571,675,468,461,353,497,405,483,498,410,52,113,200,488,209,187,19,148,125,47,325,30,1738,56,93,-,-,-
2010,May,Tuesday,9:00-10:00,68,5,342,45,97,190,309,27,152,26,63,201,354,150,206,218,170,88,105,209,172,25,55,99,241,106,95,9,71,81,30,108,10,595,3,35,-,-,-
2010,May,Tuesday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
2010,May,Wednesday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
2010,May,Wednesday,5:00-6:00,1158,16,2192,157,212,252,922,60,159,50,219,224,237,115,171,94,18,169,267,676,27,215,16,762,54,949,13,461,41,458,27,1455,21,4910,10,278,-,-,-
2010,May,Wednesday,6:00-7:00,2098,124,4257,111,637,193,2123,75,452,90,398,154,618,395,218,207,66,262,520,1529,78,422,18,1140,251,1417,21,816,143,730,115,2878,25,8970,18,896,-,-,-
2010,May,Wednesday,7:00-8:00,2668,95,5687,289,653,572,1995,105,729,226,448,455,628,461,285,336,89,547,547,1644,508,409,102,1493,92,1655,32,739,184,821,64,2957,56,9996,71,1169,-,-,-
2010,May,Wednesday,8:00-9:00,2653,164,5252,287,602,870,1744,120,601,166,504,549,545,532,340,302,184,638,598,1571,463,392,69,1246,238,1446,70,598,164,643,126,2234,78,7957,57,782,-,-,-
2010,May,Wednesday,9:00-10:00,2811,84,4645,223,606,1519,999,171,546,156,490,306,784,606,479,604,66,673,866,1426,389,377,61,953,287,1159,66,443,116,466,126,1675,64,5990,61,555,-,-,-
2010,May,Wednesday,10:00-11:00,2752,113,3859,188,550,603,1761,233,422,189,480,378,884,853,517,411,483,870,767,1517,148,231,163,916,221,934,40,310,105,394,76,1151,53,5129,36,405,-,-,-
2010,May,Wednesday,11:00-12:00,2248,112,3387,193,482,881,1601,131,548,213,520,773,635,595,942,748,320,938,846,1191,492,331,48,812,282,816,97,259,82,279,94,1062,53,4599,32,323,-,-,-
2010,May,Wednesday,12:00-1:00 PM,2503,142,3381,152,530,584,1797,83,766,226,398,484,999,883,583,721,372,891,985,1388,301,335,76,908,285,872,43,248,169,286,131,997,92,4614,33,278,-,-,-
2010,May,Wednesday,1:00-2:00,2196,126,3207,330,416,563,1639,382,386,174,554,768,929,742,917,768,613,999,1089,1275,519,339,64,1032,135,782,72,200,198,264,92,867,90,4184,29,260,-,-,-
2010,May,Wednesday,2:00-3:00,2099,111,3133,285,579,1186,1296,194,672,147,720,952,947,1169,907,835,737,1060,1163,1091,646,343,84,761,277,703,51,169,149,188,112,593,172,3530,25,220,-,-,-
2010,May,Wednesday,3:00-4:00,2628,116,3096,375,514,651,2134,501,463,304,588,1238,939,1160,1344,1113,1054,989,1462,1169,700,296,142,668,416,494,233,102,203,143,131,521,174,3130,22,182,-,-,-
2010,May,Wednesday,4:00-5:00,2777,125,3145,369,557,585,2692,336,1252,183,882,905,1728,1616,1703,1261,1463,1651,1393,673,1265,331,161,662,537,537,235,97,183,144,135,615,100,2983,30,204,-,-,-
2010,May,Wednesday,5:00-6:00,3212,110,4077,512,726,1370,3107,465,1457,584,756,963,2216,1934,1605,1387,1043,1776,2104,1044,1394,258,335,745,641,358,482,170,187,95,185,747,184,2856,81,237,-,-,-
2010,May,Wednesday,6:00-7:00,3251,44,4121,371,728,1161,2740,508,844,672,502,1094,1735,1203,1606,1437,644,1671,1807,987,1132,101,352,420,855,568,254,38,244,138,94,311,391,2301,83,228,-,-,-
2010,May,Wednesday,7:00-8:00,1929,59,3230,352,450,850,2380,265,596,194,480,824,975,779,769,573,808,877,1022,858,596,48,231,272,692,503,158,88,132,174,15,404,70,1927,62,139,-,-,-
2010,May,Wednesday,8:00-9:00,1194,45,2437,273,350,536,1500,184,416,119,293,608,719,473,466,390,550,423,504,529,436,60,130,207,506,221,197,22,168,118,45,315,29,1712,55,106,-,-,-
2010,May,Wednesday,9:00-10:00,128,5,391,38,84,192,311,29,160,31,74,209,367,163,225,217,169,101,121,224,185,22,49,100,246,116,104,6,50,59,22,114,11,611,3,40,-,-,-
2010,May,Wednesday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
2010,May,Thursday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
2010,May,Thursday,5:00-6:00,1054,16,2162,154,208,235,860,65,171,45,195,200,211,104,154,78,15,160,253,626,25,204,15,679,48,841,11,428,38,403,24,1342,19,4386,9,258,-,-,-
2010,May,Thursday,6:00-7:00,1692,118,4068,100,571,182,2003,70,425,84,370,136,544,371,204,187,60,247,489,1473,76,398,17,1035,228,1363,21,771,135,698,110,2736,23,8414,17,866,-,-,-
2010,May,Thursday,7:00-8:00,2127,93,5519,283,639,561,1958,96,664,217,431,414,573,438,271,315,83,530,530,1549,479,398,99,1483,92,1546,30,774,193,798,62,2750,52,9401,67,1080,-,-,-
2010,May,Thursday,8:00-9:00,2042,158,5083,262,550,829,1662,112,562,149,451,476,473,485,310,286,174,610,572,1541,454,404,71,1161,222,1317,63,584,161,597,117,2086,73,7414,53,737,-,-,-
2010,May,Thursday,9:00-10:00,1813,84,4639,205,558,1407,925,156,497,145,455,286,732,552,436,550,60,642,826,1325,361,370,60,930,280,1063,60,414,109,447,120,1427,55,5681,57,485,-,-,-
2010,May,Thursday,10:00-11:00,1655,108,3698,184,539,568,1660,234,425,178,452,346,809,796,482,379,446,856,755,1474,143,230,162,868,209,931,40,296,101,357,68,1159,53,4794,34,382,-,-,-
2010,May,Thursday,11:00-12:00,1599,109,3308,179,447,845,1536,134,559,205,501,726,596,587,929,714,305,935,843,1170,483,329,48,745,259,734,87,256,81,265,89,984,49,4244,30,303,-,-,-
2010,May,Thursday,12:00-1:00 PM,1588,136,3236,143,500,549,1691,76,707,233,411,438,905,846,558,674,348,881,975,1419,308,318,72,844,265,845,42,227,155,258,119,884,82,3970,28,264,-,-,-
2010,May,Thursday,1:00-2:00,1610,125,3201,321,404,539,1569,371,375,167,531,698,844,748,925,709,566,1010,1100,1248,508,317,60,967,127,758,70,177,175,248,87,780,81,3898,27,202,-,-,-
2010,May,Thursday,2:00-3:00,1607,110,3128,239,486,1177,1286,193,668,136,670,973,968,1201,931,797,703,1076,1181,1070,634,350,86,761,277,654,47,146,129,175,104,568,165,3355,24,175,-,-,-
2010,May,Thursday,3:00-4:00,1702,117,3112,310,425,635,2080,495,458,297,575,1203,913,1129,1308,1072,1015,929,1373,1134,679,290,139,621,387,474,224,87,173,130,119,457,153,2959,21,174,-,-,-
2010,May,Thursday,4:00-5:00,1901,130,3262,339,511,574,2641,338,1260,196,946,843,1610,1534,1617,1188,1379,1582,1334,658,1235,308,149,634,515,490,214,95,179,131,123,581,94,2748,28,174,-,-,-
2010,May,Thursday,5:00-6:00,2311,109,4043,471,667,1425,3232,443,1389,586,758,887,2041,1763,1464,1342,1009,1691,2003,998,1333,246,319,671,578,369,497,148,163,87,170,694,171,2674,76,235,-,-,-
2010,May,Thursday,6:00-7:00,1784,41,3841,356,700,1177,2778,471,781,585,436,959,1520,1085,1449,1341,601,1583,1711,988,1133,92,322,385,783,534,240,34,216,144,98,292,367,2070,75,204,-,-,-
2010,May,Thursday,7:00-8:00,994,59,3205,336,429,783,2192,259,584,185,457,780,922,748,737,568,801,872,1016,860,597,45,216,270,687,464,146,85,128,165,15,367,64,1850,58,130,-,-,-
2010,May,Thursday,8:00-9:00,616,43,2343,246,315,534,1497,187,422,106,263,580,686,464,458,416,587,417,498,536,442,50,108,191,467,215,192,20,158,118,45,292,27,1680,54,113,-,-,-
2010,May,Thursday,9:00-10:00,72,5,365,43,93,185,302,30,167,31,73,200,352,162,223,239,186,102,122,231,190,25,53,102,250,100,89,9,67,57,22,103,9,596,3,42,-,-,-
2010,May,Thursday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
2010,May,Friday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
2010,May,Friday,5:00-6:00,1101,17,2270,173,234,233,849,60,159,46,200,201,212,103,153,74,14,225,355,654,26,198,15,674,48,869,12,422,38,417,25,1388,20,4646,9,255,-,-,-
2010,May,Friday,6:00-7:00,1781,118,4057,107,610,174,1917,68,409,83,365,137,546,367,202,179,57,371,735,1349,69,396,16,1031,227,1330,20,769,135,709,112,2639,22,8472,17,876,-,-,-
2010,May,Friday,7:00-8:00,2269,89,5287,283,639,559,1952,98,677,222,441,410,566,437,270,308,82,765,765,1519,469,392,97,1460,90,1563,30,762,190,785,61,2665,50,9500,67,1131,-,-,-
2010,May,Friday,8:00-9:00,2194,162,5212,277,581,818,1640,113,568,159,483,486,482,485,309,303,185,944,885,1488,438,397,70,1197,228,1371,66,590,162,634,124,2252,79,8134,57,812,-,-,-
2010,May,Friday,9:00-10:00,1938,84,4659,227,618,1507,991,166,528,149,467,310,794,579,457,585,64,890,1146,1348,367,371,60,984,296,1103,63,435,114,444,120,1561,60,6160,62,540,-,-,-
