brgy PSGC code,brgy ID,name of province,name of city/municipality,name of barangay,year of survey,total number of HHs in brgy,total number of members in brgy (barangay population),magnitude of members in brgy 1 year old and below,magnitude of members in brgy 5 years old and below,magnitude of members in brgy 6 to 12 years old,magnitude of members in brgy 6 to 12 yrs old not attending elementary school,proportion of members in brgy 6 to 12 yrs old not attending elementary school,magnitude of members in brgy 13 to 16 yrs old not attending high school,proportion of members in brgy 13 to 16 yrs old not attending high school,magnitude of members in brgy 6 to 16 yrs old not attending school,proportion of members in brgy 6 to 16 yrs old not attending school,magnitude of members in brgy 6 to 11 yrs old not attending elementary school,proportion of members in brgy 6 to 11 yrs old not attending elementary school,magnitude of members in brgy 12 to 15 yrs old not attending high school,proportion of members in brgy 6 to 11 yrs old not attending high school,magnitude of members in brgy 13 to 16 years old,magnitude of members in brgy 6 to 16 years old,magnitude of malnourished children 5 years old and below in brgy,proportion of malnourished children 5 years old and below in brgy,magnitude of women in brgy who died due to pregnancy-related causes ,proportion of women in brgy who died due to pregnancy-related causes ,magnitude of households in brgy living in makeshift housing,proportion of households in brgy living in makeshift housing,magnitude of households in brgy who are informal settlers,proportion of households in brgy who are informal settlers,magnitude of households in brgy with income below poverty threshold,proportion of households in brgy with income below poverty threshold,magnitude of households in brgy with income below food threshold,magnitude of households in brgy without access to safe water system,magnitude of households in brgy without access to safe water system,magnitude of households in brgy without access to sanitary toilet facilities,magnitude of households in brgy without access to sanitary toilet facilities,proportion of households in brgy with income below food threshold,magnitude of members in brgy who are victims of crime,proportion of members in brgy who are victims of crime,magnitude of households in brgy who experienced food shortage,proportion of households in brgy who experienced food shortage,magnitude of members in brgy who are members of the labor force,magnitude of members in brgy 15 years old and above who are unemployed,proportion of members in brgy 15 years old and above who are unemployed,magnitude of members in brgy 0 to 4 years old,magnitude of members in brgy 0 to 4 years old who died,proportion of members in brgy 0 to 4 years old who died,magnitude of members in brgy 6 to 11 years old,magnitude of members in brgy 12 to 15 years old,magnitude of members in brgy 6 to 15 years old,magnitude of members in brgy 6 to 15 years old not in school,proportion of members in brgy 6 to 15 years old not in school,magnitude of members in brgy 10 years old and above,name of province,name of municipality,barangay ID
97225007,97225007,ZAMBOANGA DEL NORTE,GODOD,Limbonga (Limboangan),2008,235,1024,21,135,160,33,20.6,58,55.200001,52,19.6,-,-,-,-,105,265,1,0.69999999,0,0,19,8.1000004,4,1.7,154,65.5,114,196,83.400002,89,37.900002,48.5,0,0,2,0.89999998,332,2,0.60000002,-,-,-,-,-,-,-,-,-,72,25,7225007
97225008,97225008,ZAMBOANGA DEL NORTE,GODOD,Lomogom,2008,93,453,13,80,81,8,9.8999996,30,69.800003,19,15.3,-,-,-,-,43,124,1,1.3,0,0,3,3.2,26,28,70,75.300003,55,35,37.599998,55,59.099998,59.099998,0,0,12,12.9,150,0,0,-,-,-,-,-,-,-,-,-,72,25,7225008
97225009,97225009,ZAMBOANGA DEL NORTE,GODOD,Mauswagon,2008,227,1038,20,144,185,45,24.299999,83,70.900002,52,17.200001,-,-,-,-,117,302,0,0,0,0,2,0.89999998,1,0.40000001,172,75.800003,145,84,37,76,33.5,63.900002,0,0,22,9.6999998,276,19,6.9000001,-,-,-,-,-,-,-,-,-,72,25,7225009
97225010,97225010,ZAMBOANGA DEL NORTE,GODOD,Miampic,2008,200,905,25,161,179,96,53.599998,64,75.300003,127,48.099998,-,-,-,-,85,264,0,0,0,0,1,0.5,61,30.5,164,82,147,20,10,161,80.5,73.5,4,0.40000001,5,2.5,244,6,2.5,-,-,-,-,-,-,-,-,-,72,25,7225010
97225011,97225011,ZAMBOANGA DEL NORTE,GODOD,Poblacion,2008,444,2209,57,323,436,147,33.700001,106,45.299999,148,22.1,-,-,-,-,234,670,2,0.60000002,0,0,9,2,27,6.0999999,311,70,270,82,18.5,75,16.9,60.799999,3,0.1,3,0.69999999,658,18,2.7,-,-,-,-,-,-,-,-,-,72,25,7225011
97225012,97225012,ZAMBOANGA DEL NORTE,GODOD,Raba,2008,323,1672,50,264,313,96,30.700001,100,53.799999,111,22.200001,-,-,-,-,186,499,0,0,0,0,0,0,3,0.89999998,232,71.800003,184,199,61.599998,115,35.599998,57,11,0.69999999,0,0,399,17,4.3000002,-,-,-,-,-,-,-,-,-,72,25,7225012
97225013,97225013,ZAMBOANGA DEL NORTE,GODOD,Rambon,2008,216,1091,28,152,180,55,30.6,99,78,105,34.200001,-,-,-,-,127,307,1,0.69999999,0,0,15,6.9000001,7,3.2,203,94,197,13,6,99,45.799999,91.199997,1,0.1,69,31.9,269,10,3.7,-,-,-,-,-,-,-,-,-,72,25,7225013
97225014,97225014,ZAMBOANGA DEL NORTE,GODOD,San Pedro,2008,153,767,19,167,183,123,67.199997,66,95.699997,155,61.5,-,-,-,-,69,252,0,0,0,0,3,2,5,3.3,145,94.800003,136,111,72.5,117,76.5,88.900002,2,0.30000001,55,35.900002,190,0,0,-,-,-,-,-,-,-,-,-,72,25,7225014
97225015,97225015,ZAMBOANGA DEL NORTE,GODOD,Sarawagan,2008,172,682,12,101,107,25,23.4,24,40,28,16.799999,-,-,-,-,60,167,1,1,0,0,29,16.9,2,1.2,143,83.099998,128,20,11.6,54,31.4,74.400002,0,0,0,0,193,3,1.6,-,-,-,-,-,-,-,-,-,72,25,7225015
97225016,97225016,ZAMBOANGA DEL NORTE,GODOD,Sianan,2008,147,714,27,128,145,41,28.299999,51,66.199997,62,27.9,-,-,-,-,77,222,4,3.0999999,0,0,0,0,4,2.7,113,76.900002,85,62,42.200001,66,44.900002,57.799999,0,0,9,6.0999999,204,3,1.5,-,-,-,-,-,-,-,-,-,72,25,7225016
97225017,97225017,ZAMBOANGA DEL NORTE,GODOD,Sioran,2008,202,1190,43,250,257,192,74.699997,122,90.400002,272,69.400002,-,-,-,-,135,392,0,0,0,0,1,0.5,0,0,188,93.099998,171,95,47,187,92.599998,84.699997,3,0.30000001,87,43.099998,475,1,0.2,-,-,-,-,-,-,-,-,-,72,25,7225017
97223001,97223001,ZAMBOANGA DEL NORTE,GUTALAC,Banganon,2008,61,294,11,53,57,21,36.799999,13,46.400002,12,14.1,-,-,-,-,28,85,0,0,0,0,1,1.6,6,9.8000002,44,72.099998,37,51,83.599998,32,52.5,60.700001,8,2.7,3,4.9000001,72,7,9.6999998,-,-,-,-,-,-,-,-,-,72,23,7223001
97223005,97223005,ZAMBOANGA DEL NORTE,GUTALAC,Lux,2008,21,104,4,20,14,4,28.6,6,40,4,13.8,-,-,-,-,15,29,0,0,0,0,1,4.8000002,2,9.5,13,61.900002,10,8,38.099998,4,19,47.599998,0,0,0,0,17,0,0,-,-,-,-,-,-,-,-,-,72,23,7223005
97222008,97222008,ZAMBOANGA DEL NORTE,JOSE DALMAN,Balatakan,2007,241,1223,12,155,249,249,100,139,100,388,100,-,-,-,-,139,388,21,13.5,0,0,15,6.1999998,4,1.7,239,99.199997,239,229,95,200,83,99.199997,3,0.2,1,0.40000001,423,49,11.6,-,-,-,-,-,-,-,-,-,72,22,7222008
97222009,97222009,ZAMBOANGA DEL NORTE,JOSE DALMAN,Bitoon,2007,193,1033,0,157,204,60,29.4,88,80.699997,61,19.5,-,-,-,-,109,313,0,0,0,0,3,1.6,5,2.5999999,188,97.400002,183,179,92.699997,153,79.300003,94.800003,0,0,38,19.700001,386,8,2.0999999,-,-,-,-,-,-,-,-,-,72,22,7222009
97222001,97222001,ZAMBOANGA DEL NORTE,JOSE DALMAN,Dinasan,2007,291,1527,26,233,302,117,38.700001,100,69.900002,149,33.5,-,-,-,-,143,445,51,21.9,0,0,2,0.69999999,7,2.4000001,284,97.599998,278,286,98.300003,165,56.700001,95.5,0,0,0,0,744,209,28.1,-,-,-,-,-,-,-,-,-,72,22,7222001
97222010,97222010,ZAMBOANGA DEL NORTE,JOSE DALMAN,Ilihan,2007,118,626,5,90,123,18,14.6,43,62.299999,24,12.5,-,-,-,-,69,192,29,32.200001,0,0,0,0,0,0,102,86.400002,92,87,73.699997,71,60.200001,78,1,0.2,11,9.3000002,223,27,12.1,-,-,-,-,-,-,-,-,-,72,22,7222010
97222011,97222011,ZAMBOANGA DEL NORTE,JOSE DALMAN,Labakid,2007,225,1159,13,158,242,73,30.200001,98,79,94,25.700001,-,-,-,-,124,366,45,28.5,0,0,3,1.3,3,1.3,198,88,175,220,97.800003,158,70.199997,77.800003,1,0.1,106,47.099998,548,241,44,-,-,-,-,-,-,-,-,-,72,22,7222011
97222012,97222012,ZAMBOANGA DEL NORTE,JOSE DALMAN,Lipay,2007,157,869,3,169,209,48,23,80,76.900002,79,25.200001,-,-,-,-,104,313,86,50.900002,3,50,1,0.60000002,3,1.9,147,93.599998,143,140,89.199997,129,82.199997,91.099998,0,0,36,22.9,248,45,18.1,-,-,-,-,-,-,-,-,-,72,22,7222012
97222013,97222013,ZAMBOANGA DEL NORTE,JOSE DALMAN,Litalip,2007,180,897,1,114,181,44,24.299999,66,71.699997,82,30,-,-,-,-,92,273,14,12.3,0,0,1,0.60000002,12,6.6999998,162,90,149,95,52.799999,135,75,82.800003,0,0,0,0,317,43,13.6,-,-,-,-,-,-,-,-,-,72,22,7222013
97222014,97222014,ZAMBOANGA DEL NORTE,JOSE DALMAN,Lopero,2007,93,464,13,68,104,59,56.700001,49,80.300003,90,54.5,-,-,-,-,61,165,27,39.700001,0,0,1,1.1,10,10.8,92,98.900002,91,85,91.400002,77,82.800003,97.800003,0,0,32,34.400002,200,104,52,-,-,-,-,-,-,-,-,-,72,22,7222014
97222015,97222015,ZAMBOANGA DEL NORTE,JOSE DALMAN,Lumanping,2007,257,1323,4,188,276,127,46,156,92.900002,219,49.299999,-,-,-,-,168,444,3,1.6,0,0,3,1.2,22,8.6000004,230,89.5,223,156,60.700001,225,87.5,86.800003,0,0,10,3.9000001,461,61,13.2,-,-,-,-,-,-,-,-,-,72,22,7222015
97222002,97222002,ZAMBOANGA DEL NORTE,JOSE DALMAN,Madalag,2007,351,1676,34,206,285,194,68.099998,144,80.400002,329,70.900002,-,-,-,-,179,464,36,17.5,0,0,2,0.60000002,11,3.0999999,306,87.199997,254,8,2.3,58,16.5,72.400002,0,0,23,6.5999999,722,164,22.700001,-,-,-,-,-,-,-,-,-,72,22,7222002
97222003,97222003,ZAMBOANGA DEL NORTE,JOSE DALMAN,Manawan,2007,224,968,16,96,159,40,25.200001,23,25.6,33,13.3,-,-,-,-,90,249,13,13.5,0,0,0,0,1,0.40000001,187,83.5,157,10,4.5,4,1.8,70.099998,0,0,5,2.2,378,193,51.099998,-,-,-,-,-,-,-,-,-,72,22,7222003
97222016,97222016,ZAMBOANGA DEL NORTE,JOSE DALMAN,Marupay,2007,166,944,25,147,206,205,99.5,118,99.199997,323,99.400002,-,-,-,-,119,325,57,38.799999,0,0,3,1.8,114,68.699997,160,96.400002,150,48,28.9,94,56.599998,90.400002,0,0,0,0,340,34,10,-,-,-,-,-,-,-,-,-,72,22,7222016
97222004,97222004,ZAMBOANGA DEL NORTE,JOSE DALMAN,Poblacion (Ponot),2007,803,4011,88,544,663,140,21.1,236,53.5,229,20.700001,-,-,-,-,441,1104,11,2,1,1.1,1,0.1,5,0.60000002,703,87.5,647,122,15.2,160,19.9,80.599998,1,0,173,21.5,1458,320,21.9,-,-,-,-,-,-,-,-,-,72,22,7222004
97222017,97222017,ZAMBOANGA DEL NORTE,JOSE DALMAN,Sigamok,2007,224,1039,0,154,192,43,22.4,67,69.099998,60,20.799999,-,-,-,-,97,289,5,3.2,1,100,9,4,44,19.6,217,96.900002,214,4,1.8,163,72.800003,95.5,0,0,0,0,487,21,4.3000002,-,-,-,-,-,-,-,-,-,72,22,7222017
97222005,97222005,ZAMBOANGA DEL NORTE,JOSE DALMAN,Siparok,2007,232,1060,23,142,158,41,25.9,60,50.400002,81,29.200001,-,-,-,-,119,277,5,3.5,0,0,4,1.7,7,3,186,80.199997,168,123,53,86,37.099998,72.400002,0,0,1,0.40000001,473,53,11.2,-,-,-,-,-,-,-,-,-,72,22,7222005
97222006,97222006,ZAMBOANGA DEL NORTE,JOSE DALMAN,Tabon,2007,398,2143,39,331,381,52,13.6,141,57.099998,100,15.9,-,-,-,-,247,628,14,4.1999998,0,0,3,0.80000001,12,3,321,80.699997,243,150,37.700001,3,0.80000001,61.099998,0,0,0,0,795,102,12.8,-,-,-,-,-,-,-,-,-,72,22,7222006
97222018,97222018,ZAMBOANGA DEL NORTE,JOSE DALMAN,Tamarok,2007,248,1211,8,225,232,80,34.5,121,91,114,31.200001,-,-,-,-,133,365,64,28.4,0,0,1,0.40000001,4,1.6,225,90.699997,202,238,96,159,64.099998,81.5,0,0,151,60.900002,373,32,8.6000004,-,-,-,-,-,-,-,-,-,72,22,7222018
97222007,97222007,ZAMBOANGA DEL NORTE,JOSE DALMAN,Tamil,2007,71,362,5,44,57,8,14,27,52.900002,17,15.7,-,-,-,-,51,108,1,2.3,0,0,1,1.4,5,7,68,95.800003,66,10,14.1,11,15.5,93,0,0,0,0,151,16,10.6,-,-,-,-,-,-,-,-,-,72,22,7222007
97203017,97203017,ZAMBOANGA DEL NORTE,KATIPUNAN,Barangay Dos (Pob.),2007,267,1162,18,127,198,35,17.700001,32,26.700001,26,8.1999998,-,-,-,-,120,318,4,3.0999999,0,0,3,1.1,12,4.5,155,58.099998,128,74,27.700001,89,33.299999,47.900002,2,0.2,11,4.0999999,272,9,3.3,-,-,-,-,-,-,-,-,-,72,3,7203017
97203016,97203016,ZAMBOANGA DEL NORTE,KATIPUNAN,Barangay Uno (Pob.),2007,504,2453,61,331,374,110,29.4,97,39.900002,95,15.4,-,-,-,-,243,617,1,0.30000001,0,0,21,4.1999998,31,6.1999998,283,56.200001,236,107,21.200001,18,3.5999999,46.799999,1,0,1,0.2,771,23,3,-,-,-,-,-,-,-,-,-,72,3,7203016
97203002,97203002,ZAMBOANGA DEL NORTE,KATIPUNAN,Basagan,2007,222,963,24,142,149,43,28.9,41,42.700001,29,11.8,-,-,-,-,96,245,2,1.4,0,0,36,16.200001,1,0.5,150,67.599998,114,59,26.6,50,22.5,51.400002,0,0,11,5,238,2,0.80000001,-,-,-,-,-,-,-,-,-,72,3,7203002
97203005,97203005,ZAMBOANGA DEL NORTE,KATIPUNAN,Daanglungsod,2007,432,1852,47,257,280,65,23.200001,52,30.4,43,9.5,-,-,-,-,171,451,0,0,0,0,5,1.2,2,0.5,273,63.200001,242,11,2.5,26,6,56,0,0,2,0.5,570,22,3.9000001,-,-,-,-,-,-,-,-,-,72,3,7203005
97203006,97203006,ZAMBOANGA DEL NORTE,KATIPUNAN,Dabiak,2007,49,234,6,29,38,6,15.8,13,35.099998,7,9.3000002,-,-,-,-,37,75,0,0,0,0,6,12.2,0,0,16,32.700001,13,0,0,2,4.0999999,26.5,0,0,0,0,68,0,0,-,-,-,-,-,-,-,-,-,72,3,7203006
97203007,97203007,ZAMBOANGA DEL NORTE,KATIPUNAN,Dr. Jose Rizal (Lower Mias),2008,210,989,33,162,152,37,24.299999,43,48.299999,32,13.3,-,-,-,-,89,241,4,2.5,0,0,8,3.8,6,2.9000001,95,45.200001,68,10,4.8000002,20,9.5,32.400002,0,0,1,0.5,335,15,4.5,-,-,-,-,-,-,-,-,-,72,3,7203007
97203027,97203027,ZAMBOANGA DEL NORTE,KATIPUNAN,New Tambo,2007,348,1705,44,265,267,74,27.700001,73,46.200001,66,15.5,-,-,-,-,158,425,3,1.1,0,0,7,2,18,5.1999998,216,62.099998,180,124,35.599998,28,8,51.700001,0,0,3,0.89999998,509,17,3.3,-,-,-,-,-,-,-,-,-,72,3,7203027
97203018,97203018,ZAMBOANGA DEL NORTE,KATIPUNAN,San Antonio (Looy),2008,485,2234,51,325,384,86,22.4,118,52.700001,104,17.1,-,-,-,-,224,608,0,0,0,0,5,1,53,10.9,316,65.199997,253,8,1.6,60,12.4,52.200001,0,0,2,0.40000001,708,6,0.80000001,-,-,-,-,-,-,-,-,-,72,3,7203018
97203022,97203022,ZAMBOANGA DEL NORTE,KATIPUNAN,Sinuyak,2007,28,131,2,14,20,4,20,10,58.799999,5,13.5,-,-,-,-,17,37,0,0,0,0,11,39.299999,0,0,12,42.900002,6,10,35.700001,9,32.099998,21.4,0,0,2,7.0999999,41,0,0,-,-,-,-,-,-,-,-,-,72,3,7203022
97203024,97203024,ZAMBOANGA DEL NORTE,KATIPUNAN,Tuburan,2007,317,1490,34,207,243,68,28,60,41.099998,68,17.5,-,-,-,-,146,389,0,0,0,0,13,4.0999999,7,2.2,217,68.5,181,107,33.799999,44,13.9,57.099998,0,0,5,1.6,373,12,3.2,-,-,-,-,-,-,-,-,-,72,3,7203024
97204001,97204001,ZAMBOANGA DEL NORTE,LA LIBERTAD,El Paraiso,2008,202,837,3,81,142,25,17.6,33,42.299999,28,12.7,-,-,-,-,78,220,9,11.1,0,0,12,5.9000001,10,5,146,72.300003,117,139,68.800003,29,14.4,57.900002,0,0,1,0.5,388,74,19.1,-,-,-,-,-,-,-,-,-,72,4,7204001
97204002,97204002,ZAMBOANGA DEL NORTE,LA LIBERTAD,La Union,2008,132,598,1,61,84,20,23.799999,17,37,24,18.5,-,-,-,-,46,130,14,23,0,0,13,9.8000002,9,6.8000002,116,87.900002,109,123,93.199997,14,10.6,82.599998,0,0,0,0,215,43,20,-,-,-,-,-,-,-,-,-,72,4,7204002
97204003,97204003,ZAMBOANGA DEL NORTE,LA LIBERTAD,La Victoria,2008,78,373,0,30,65,15,23.1,31,72.099998,30,27.799999,-,-,-,-,43,108,0,0,0,0,3,3.8,4,5.0999999,71,91,71,2,2.5999999,7,9,91,0,0,0,0,196,45,23,-,-,-,-,-,-,-,-,-,72,4,7204003
97204004,97204004,ZAMBOANGA DEL NORTE,LA LIBERTAD,Mauswagon,2008,218,859,0,101,130,33,25.4,31,53.400002,43,22.9,-,-,-,-,58,188,11,10.9,0,0,6,2.8,11,5,156,71.599998,130,97,44.5,31,14.2,59.599998,0,0,0,0,251,153,61,-,-,-,-,-,-,-,-,-,72,4,7204004
97204005,97204005,ZAMBOANGA DEL NORTE,LA LIBERTAD,Mercedes,2008,114,523,0,64,89,24,27,41,67.199997,29,19.299999,-,-,-,-,61,150,3,4.6999998,1,100,6,5.3000002,6,5.3000002,108,94.699997,108,24,21.1,27,23.700001,94.699997,1,0.2,1,0.89999998,297,88,29.6,-,-,-,-,-,-,-,-,-,72,4,7204005
97204006,97204006,ZAMBOANGA DEL NORTE,LA LIBERTAD,New Argao,2008,59,259,0,36,35,12,34.299999,21,65.599998,11,16.4,-,-,-,-,32,67,2,5.5999999,0,0,4,6.8000002,5,8.5,33,55.900002,23,27,45.799999,15,25.4,39,1,0.40000001,19,32.200001,124,6,4.8000002,-,-,-,-,-,-,-,-,-,72,4,7204006
97204007,97204007,ZAMBOANGA DEL NORTE,LA LIBERTAD,New Bataan,2008,55,261,0,33,44,17,38.599998,15,60,19,27.5,-,-,-,-,25,69,4,12.1,0,0,4,7.3000002,1,1.8,48,87.300003,44,21,38.200001,18,32.700001,80,0,0,2,3.5999999,98,18,18.4,-,-,-,-,-,-,-,-,-,72,4,7204007
97204008,97204008,ZAMBOANGA DEL NORTE,LA LIBERTAD,New Carcar,2008,100,451,7,43,61,14,23,22,44,24,21.6,-,-,-,-,50,111,6,14,0,0,4,4,5,5,94,94,93,56,56,49,49,93,0,0,1,1,151,55,36.400002,-,-,-,-,-,-,-,-,-,72,4,7204008
97204009,97204009,ZAMBOANGA DEL NORTE,LA LIBERTAD,Poblacion,2008,320,1298,0,113,178,35,19.700001,34,30.4,38,13.1,-,-,-,-,112,290,8,7.0999999,0,0,6,1.9,6,1.9,259,80.900002,246,55,17.200001,23,7.1999998,76.900002,0,0,0,0,457,68,14.9,-,-,-,-,-,-,-,-,-,72,4,7204009
97204010,97204010,ZAMBOANGA DEL NORTE,LA LIBERTAD,San Jose,2008,78,321,1,42,56,19,33.900002,13,61.900002,23,29.9,-,-,-,-,21,77,9,21.4,0,0,9,11.5,9,11.5,52,66.699997,45,54,69.199997,22,28.200001,57.700001,0,0,0,0,127,17,13.4,-,-,-,-,-,-,-,-,-,72,4,7204010
97204011,97204011,ZAMBOANGA DEL NORTE,LA LIBERTAD,Santa Catalina,2008,64,283,0,24,41,8,19.5,8,33.299999,7,10.8,-,-,-,-,24,65,2,8.3000002,0,0,4,6.3000002,4,6.3000002,50,78.099998,49,57,89.099998,9,14.1,76.599998,0,0,0,0,108,34,31.5,-,-,-,-,-,-,-,-,-,72,4,7204011
97204012,97204012,ZAMBOANGA DEL NORTE,LA LIBERTAD,Santa Cruz,2008,108,441,0,47,85,12,14.1,15,50,10,8.6999998,-,-,-,-,30,115,2,4.3000002,0,0,10,9.3000002,8,7.4000001,94,87,81,57,52.799999,11,10.2,75,0,0,0,0,179,15,8.3999996,-,-,-,-,-,-,-,-,-,72,4,7204012
97204013,97204013,ZAMBOANGA DEL NORTE,LA LIBERTAD,Singaran,2008,169,743,0,92,129,27,20.9,53,67.900002,46,22.200001,-,-,-,-,78,207,3,3.3,0,0,0,0,0,0,102,60.400002,59,136,80.5,18,10.7,34.900002,0,0,0,0,300,65,21.700001,-,-,-,-,-,-,-,-,-,72,4,7204013
97205001,97205001,ZAMBOANGA DEL NORTE,LABASON,Antonino (Pob.),2008,564,2730,50,331,430,272,63.299999,172,64.199997,387,55.400002,-,-,-,-,268,698,9,2.7,0,0,296,52.5,68,12.1,107,19,60,559,99.099998,305,54.099998,10.6,15,0.5,1,0.2,470,8,1.7,-,-,-,-,-,-,-,-,-,72,5,7205001
97205005,97205005,ZAMBOANGA DEL NORTE,LABASON,Bobongan,2008,192,1012,20,123,172,37,21.5,52,47.700001,47,16.700001,-,-,-,-,109,281,0,0,0,0,150,78.099998,4,2.0999999,31,16.1,24,16,8.3000002,53,27.6,12.5,4,0.40000001,0,0,80,2,2.5,-,-,-,-,-,-,-,-,-,72,5,7205005
97205011,97205011,ZAMBOANGA DEL NORTE,LABASON,Gabu,2008,162,769,21,157,151,34,22.5,47,72.300003,52,24.1,-,-,-,-,65,216,0,0,0,0,0,0,0,0,126,77.800003,107,145,89.5,40,24.700001,66,0,0,0,0,168,2,1.2,-,-,-,-,-,-,-,-,-,72,5,7205011
