brgy PSGC code,brgy ID,name of province,name of city/municipality,name of barangay,year of survey,total number of HHs in brgy,total number of members in brgy (barangay population),magnitude of members in brgy 1 year old and below,magnitude of members in brgy 5 years old and below,magnitude of members in brgy 6 to 12 years old,magnitude of members in brgy 6 to 12 yrs old not attending elementary school,proportion of members in brgy 6 to 12 yrs old not attending elementary school,magnitude of members in brgy 13 to 16 yrs old not attending high school,proportion of members in brgy 13 to 16 yrs old not attending high school,magnitude of members in brgy 6 to 16 yrs old not attending school,proportion of members in brgy 6 to 16 yrs old not attending school,magnitude of members in brgy 6 to 11 yrs old not attending elementary school,proportion of members in brgy 6 to 11 yrs old not attending elementary school,magnitude of members in brgy 12 to 15 yrs old not attending high school,proportion of members in brgy 6 to 11 yrs old not attending high school,magnitude of members in brgy 13 to 16 years old,magnitude of members in brgy 6 to 16 years old,magnitude of malnourished children 5 years old and below in brgy,proportion of malnourished children 5 years old and below in brgy,magnitude of women in brgy who died due to pregnancy-related causes ,proportion of women in brgy who died due to pregnancy-related causes ,magnitude of households in brgy living in makeshift housing,proportion of households in brgy living in makeshift housing,magnitude of households in brgy who are informal settlers,proportion of households in brgy who are informal settlers,magnitude of households in brgy with income below poverty threshold,proportion of households in brgy with income below poverty threshold,magnitude of households in brgy with income below food threshold,magnitude of households in brgy without access to safe water system,magnitude of households in brgy without access to safe water system,magnitude of households in brgy without access to sanitary toilet facilities,magnitude of households in brgy without access to sanitary toilet facilities,proportion of households in brgy with income below food threshold,magnitude of members in brgy who are victims of crime,proportion of members in brgy who are victims of crime,magnitude of households in brgy who experienced food shortage,proportion of households in brgy who experienced food shortage,magnitude of members in brgy who are members of the labor force,magnitude of members in brgy 15 years old and above who are unemployed,proportion of members in brgy 15 years old and above who are unemployed,magnitude of members in brgy 0 to 4 years old,magnitude of members in brgy 0 to 4 years old who died,proportion of members in brgy 0 to 4 years old who died,magnitude of members in brgy 6 to 11 years old,magnitude of members in brgy 12 to 15 years old,magnitude of members in brgy 6 to 15 years old,magnitude of members in brgy 6 to 15 years old not in school,proportion of members in brgy 6 to 15 years old not in school,magnitude of members in brgy 10 years old and above,name of province,name of municipality,barangay ID
175101009,175101009,OCCIDENTAL MINDORO,ABRA DE ILOG,Armado,2009,388,1724,57,313,316,46,14.56,81,52.599998,80,17.02,-,-,-,-,154,470,0,0,0,0,35,9.0200005,8,2.0599999,327,84.279999,289,8,2.0599999,192,49.48,74.480003,0,0,0,0,390,8,2.0512822,-,-,-,-,-,-,-,-,-,51,1,5101009
175101001,175101001,OCCIDENTAL MINDORO,ABRA DE ILOG,Balao,2009,608,2777,97,557,577,152,26.34,164,65.080002,125,15.08,-,-,-,-,252,829,151,27.110001,0,0,46,7.5700002,5,0.82999998,492,80.919998,454,174,28.67,348,57.240002,74.669998,0,0,247,40.630001,743,38,5.1144009,-,-,-,-,-,-,-,-,-,51,1,5101001
175101002,175101002,OCCIDENTAL MINDORO,ABRA DE ILOG,Cabacao,2009,1118,4738,115,815,882,262,29.709999,196,47.57,251,19.4,-,-,-,-,412,1294,28,3.4400001,0,0,46,4.1100001,58,5.1999998,887,79.339996,771,440,39.389999,543,48.57,68.959999,49,1.0341916,286,25.58,1446,154,10.650069,-,-,-,-,-,-,-,-,-,51,1,5101002
175101003,175101003,OCCIDENTAL MINDORO,ABRA DE ILOG,Lumangbayan,2009,679,2989,108,554,577,144,24.959999,144,53.139999,158,18.629999,-,-,-,-,271,848,16,2.8900001,0,0,9,1.33,31,4.75,549,80.849998,504,416,61.27,334,49.189999,74.230003,0,0,185,27.25,766,43,5.6135769,-,-,-,-,-,-,-,-,-,51,1,5101003
175101004,175101004,OCCIDENTAL MINDORO,ABRA DE ILOG,Poblacion,2009,599,2493,44,312,439,92,20.959999,73,31.6,62,9.25,-,-,-,-,231,670,20,6.4099998,0,0,0,0,2,0.34,326,54.419998,271,3,0.5,61,10.23,45.240002,0,0,36,6.0500002,726,17,2.3415978,-,-,-,-,-,-,-,-,-,51,1,5101004
175101005,175101005,OCCIDENTAL MINDORO,ABRA DE ILOG,San Vicente,2009,549,2309,73,374,431,82,19.030001,124,54.150002,109,16.52,-,-,-,-,230,661,3,0.80000001,0,0,2,0.37,8,1.47,398,72.5,279,185,33.939999,230,42.049999,50.82,2,0.086617582,8,1.46,437,4,0.91533178,-,-,-,-,-,-,-,-,-,51,1,5101005
175101006,175101006,OCCIDENTAL MINDORO,ABRA DE ILOG,Tibag,2009,428,1884,30,270,345,58,16.809999,92,45.32,56,10.22,-,-,-,-,203,548,0,0,0,0,0,0,16,3.75,347,81.07,301,79,18.5,155,36.299999,70.330002,0,0,77,18.030001,366,20,5.4644809,-,-,-,-,-,-,-,-,-,51,1,5101006
175101007,175101007,OCCIDENTAL MINDORO,ABRA DE ILOG,Udalo (Camurong),2009,748,3411,137,745,667,202,30.280001,174,67.970001,206,22.32,-,-,-,-,256,923,79,10.6,0,0,219,29.280001,11,1.47,658,87.970001,605,363,48.529999,588,78.610001,80.879997,17,0.49838758,259,34.630001,428,101,23.598131,-,-,-,-,-,-,-,-,-,51,1,5101007
175101008,175101008,OCCIDENTAL MINDORO,ABRA DE ILOG,Wawa,2009,1007,4360,148,833,841,181,21.52,221,55.25,189,15.23,-,-,-,-,400,1241,19,2.28,0,0,2,0.2,10,0.99000001,740,73.489998,623,776,77.139999,609,60.48,61.869999,7,0.16055046,39,3.8699999,1135,35,3.0837004,-,-,-,-,-,-,-,-,-,51,1,5101008
175102001,175102001,OCCIDENTAL MINDORO,CALINTAAN,Concepcion,2009,934,3584,103,511,642,128,19.940001,121,37,116,11.97,-,-,-,-,327,969,26,5.1500001,0,0,2,0.20999999,22,2.3699999,510,54.599998,391,95,10.2,97,10.42,41.860001,19,0.5301339,38,4.0999999,1277,17,1.3312451,-,-,-,-,-,-,-,-,-,51,2,5102001
