year,month ,day,time,recto_entry,recto_exit,legarda_entry,legarda_exit,pureza_entry,pureza_exit,v_mapa_entry,v_mapa_exit,j_ruiz_entry,j_ruiz_exit,gilmore_entry,gilmore_exit,betty_go_entry,betty_go_exit,araneta_cubao_entry,araneta_cubao_exit,anonas_entry,anonas_exit,katipunan_entry,katipunan_exit,santolan_entry,santolan_exit,
2011,February,20,22:00-23:00, -   , -   , -   , -   ,2, -   , -   ,1, -   ,1,10, -   , -   ,5,21,37, -   ,28, -   ,116, -   ,235,
2011,February,20,23:00-24:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,February,20,24:00-1:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,February,21,4:00-5:00,19, -   , -   , -   , -   , -   ,4, -   ,1, -   ,6, -   , -   , -   ,10, -   ,9, -   ,46, -   ,169, -   ,
2011,February,21,5:00-6:00,534,662,107,174,168,143,156,105,32,87,51,116,31,29,200,274,139,66,728,119,2068,291,
2011,February,21,6:00-7:00,1137,2967,220,2363,488,620,594,355,220,169,200,392,250,182,1043,1047,706,223,2588,468,5576,740,
2011,February,21,7:00-8:00,1808,5648,355,4441,941,1818,1105,635,327,435,355,650,368,318,1708,1977,1086,403,3416,866,6970,1083,
2011,February,21,8:00-9:00,1806,6297,335,3101,873,1886,860,873,283,440,268,665,277,307,1510,2334,782,402,3355,775,6243,948,
2011,February,21,9:00-10:00,1706,4740,310,2008,556,1171,610,820,187,197,205,465,242,161,1395,2146,539,282,1934,667,4172,830,
2011,February,21,10:00-11:00,1612,3728,511,1715,381,1030,520,585,138,132,220,320,163,137,1411,1733,469,275,1690,596,3325,942,
2011,February,21,11:00-12:00,1920,3262,770,1325,464,665,504,555,113,105,222,288,145,102,1314,1767,333,316,1461,670,2798,1291,
2011,February,21,12:00-13:00,2364,2871,1258,1218,510,674,492,618,129,140,201,364,159,137,1477,1815,387,419,1433,775,2505,1548,
2011,February,21,13:00-14:00,2496,2805,1142,1265,607,648,498,560,146,124,216,421,159,134,1483,2062,340,439,1283,863,2160,1823,
2011,February,21,14:00-15:00,2820,2750,1184,871,637,524,604,501,152,108,329,332,146,134,1572,2061,318,462,1145,887,1662,2118,
2011,February,21,15:00-16:00,3432,2362,1420,699,641,485,703,574,158,97,482,312,166,174,1605,1954,304,597,856,1187,1345,2675,
2011,February,21,16:00-17:00,4171,2152,1852,665,903,496,821,599,190,117,409,303,209,191,1740,2374,284,825,938,1428,1171,3130,
2011,February,21,17:00-18:00,5530,2161,1965,615,1197,531,1052,806,298,191,608,327,289,241,1973,3027,335,958,1175,1865,1358,4262,
2011,February,21,18:00-19:00,5743,2258,1779,545,1225,691,1140,871,224,230,475,346,186,255,2385,3125,316,1293,926,1926,1142,4986,
2011,February,21,19:00-20:00,4314,1606,1530,463,1038,599,868,683,122,184,341,274,103,205,2264,2383,182,1015,676,1686,848,4193,
2011,February,21,20:00-21:00,2395,1078,1150,306,922,474,593,448,60,142,164,229,56,143,1576,1833,133,702,504,1371,668,2937,
2011,February,21,21:00-22:00,1303,820,757,257,407,310,542,242,33,71,59,77,28,93,813,1020,47,482,199,692,260,2011,
2011,February,21,22:00-23:00, -   , -   ,5,2,6,5,8,8, -   , -   ,7,2, -   ,7,24,71, -   ,51, -   ,191, -   ,403,
2011,February,21,23:00-24:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,February,21,24:00-1:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,February,22,4:00-5:00,32, -   ,2, -   , -   , -   ,7, -   ,1, -   ,3, -   ,1, -   ,11, -   ,12, -   ,52, -   ,119, -   ,
2011,February,22,5:00-6:00,489,510,108,129,153,116,116,88,35,71,54,125,34,28,196,253,151,63,635,106,1639,172,
2011,February,22,6:00-7:00,1069,2553,229,2279,461,593,593,307,245,156,269,451,257,160,1123,1005,708,223,2782,508,5142,471,
2011,February,22,7:00-8:00,1766,5453,339,4471,934,1828,1180,643,322,472,349,763,370,303,1743,1960,1071,407,3254,911,6707,806,
2011,February,22,8:00-9:00,1698,6027,312,3047,856,1625,890,738,287,489,293,697,315,297,1545,2297,785,419,3119,810,6139,677,
2011,February,22,9:00-10:00,1702,4917,328,2111,524,1241,610,776,174,161,254,521,254,204,1416,2133,579,267,2095,646,4193,628,
2011,February,22,10:00-11:00,1779,3656,498,1705,452,1001,481,650,163,135,206,406,176,130,1443,1763,392,293,1641,577,2961,665,
2011,February,22,11:00-12:00,2027,3068,591,1271,450,777,442,592,124,95,261,351,169,128,1344,1779,379,303,1466,620,2647,899,
2011,February,22,12:00-13:00,2232,2882,852,1258,456,750,491,576,135,126,245,336,151,112,1557,1851,408,388,1428,847,2646,1192,
2011,February,22,13:00-14:00,2495,2903,1051,1168,577,675,556,468,129,131,258,340,146,151,1429,1834,395,457,1245,789,1911,1283,
2011,February,22,14:00-15:00,2853,2646,1108,784,666,519,545,465,141,109,334,303,185,140,1500,1790,325,459,1103,976,1578,1516,
2011,February,22,15:00-16:00,3323,2443,1523,687,768,443,664,512,133,134,546,365,153,210,1616,2212,276,618,975,1211,1378,2278,
2011,February,22,16:00-17:00,3980,2187,2100,656,949,469,800,647,202,127,515,330,191,201,1667,2439,293,854,1055,1358,1234,2741,
2011,February,22,17:00-18:00,5285,2130,2323,608,1189,637,1130,785,266,200,702,368,282,299,2087,3053,411,1187,1190,1899,1267,3996,
2011,February,22,18:00-19:00,5964,2150,1927,576,1181,674,1100,795,230,246,577,337,177,271,2335,3294,332,1250,941,1996,1066,4229,
2011,February,22,19:00-20:00,4309,1589,1714,445,1096,609,839,654,116,185,320,254,85,202,2106,2397,203,1034,726,1629,820,3598,
2011,February,22,20:00-21:00,2490,1063,1189,299,775,451,596,361,77,113,156,234,53,146,1636,1869,126,772,516,1357,624,2702,
2011,February,22,21:00-22:00,1428,818,864,230,576,302,520,268,36,78,71,82,26,82,820,1073,57,500,192,871,249,1825,
2011,February,22,22:00-23:00, -   , -   ,1, -   ,18,4,2,9, -   , -   ,11,4, -   ,8,21,111,1,42, -   ,210, -   ,418,
2011,February,22,23:00-24:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,February,22,24:00-1:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,February,23,4:00-5:00,14, -   , -   , -   , -   , -   ,8, -   ,2, -   ,2, -   , -   , -   ,8, -   ,12, -   ,62, -   ,138, -   ,
2011,February,23,5:00-6:00,475,495,97,130,140,116,125,102,26,72,81,128,23,44,175,292,109,59,620,103,1680,168,
2011,February,23,6:00-7:00,965,2583,232,2248,440,540,549,302,240,178,308,492,250,172,1021,1013,759,208,2656,486,5261,453,
2011,February,23,7:00-8:00,1772,5368,382,4347,908,1540,1102,611,317,381,390,974,342,339,1769,1968,532,389,3352,939,6492,722,
2011,February,23,8:00-9:00,1676,5697,303,3079,812,1559,915,751,286,402,265,728,322,292,1611,2219,546,407,2731,829,5355,646,
2011,February,23,9:00-10:00,1610,4586,345,2119,555,1130,637,688,181,156,224,447,219,195,1373,1831,257,256,2154,618,3884,694,
2011,February,23,10:00-11:00,1647,3531,505,1637,401,876,446,522,136,128,251,375,172,147,1394,1778,210,307,1582,570,2869,671,
2011,February,23,11:00-12:00,1997,2969,653,1367,441,610,495,579,135,127,257,332,156,116,1450,1755,159,331,1454,673,2563,951,
2011,February,23,12:00-13:00,2299,2975,920,1302,497,616,527,557,126,121,207,369,164,137,1499,1857,179,334,1443,724,2530,1246,
2011,February,23,13:00-14:00,2360,2935,973,1230,656,646,553,518,123,126,358,330,163,123,1506,1918,154,464,1356,880,1957,1428,
2011,February,23,14:00-15:00,2691,2630,1193,839,674,478,549,480,107,101,366,310,154,155,1501,1974,138,487,1054,945,1378,1759,
2011,February,23,15:00-16:00,3355,2294,1751,660,697,443,610,471,119,127,545,347,168,185,1550,2156,157,634,854,989,1248,2048,
2011,February,23,16:00-17:00,4150,2083,2128,612,916,441,724,573,188,162,646,374,183,183,1753,2562,140,824,964,1659,1195,2923,
2011,February,23,17:00-18:00,5309,2128,2258,613,1088,583,1042,738,312,164,631,348,255,234,1953,3139,178,1092,1104,1862,1257,3639,
2011,February,23,18:00-19:00,5554,2079,1906,582,1145,725,1033,870,225,207,584,314,165,244,2343,3078,147,1232,1004,2021,1178,4150,
2011,February,23,19:00-20:00,3865,1703,1519,458,900,606,808,690,112,194,388,280,105,199,2201,2251,101,922,689,1581,863,3416,
2011,February,23,20:00-21:00,2494,1090,1154,318,755,439,578,440,86,126,149,234,51,134,1694,1820,42,746,525,1239,648,2466,
2011,February,23,21:00-22:00,1399,754,794,219,468,303,524,278,39,100,67,97,27,99,872,1023,14,490,215,840,236,1652,
2011,February,23,22:00-23:00, -   , -   ,2, -   ,13,5,8,3, -   ,1,14,1,1,5,40,99, -   ,36, -   ,207, -   ,436,
2011,February,23,23:00-24:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,February,23,24:00-1:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,February,24,4:00-5:00,19, -   , -   , -   , -   , -   ,5, -   ,3, -   ,6, -   , -   , -   ,12, -   ,4, -   ,56, -   ,148, -   ,
2011,February,24,5:00-6:00,495,508,101,154,164,117,139,107,36,91,70,112,31,41,199,269,31,64,663,108,1634,138,
2011,February,24,6:00-7:00,1030,2613,233,2131,455,567,562,312,220,145,285,455,244,167,1049,970,364,217,2668,502,5387,555,
2011,February,24,7:00-8:00,1771,5458,387,4172,884,1908,1149,623,312,445,345,823,419,301,1770,1912,583,392,3318,926,6353,758,
2011,February,24,8:00-9:00,1717,5846,338,3069,828,1658,884,777,273,396,289,730,335,288,1645,2324,426,420,2982,814,5446,708,
2011,February,24,9:00-10:00,1632,4325,445,1869,519,1237,593,712,187,148,241,530,170,164,1369,1902,238,290,1984,629,3783,651,
2011,February,24,10:00-11:00,1683,3352,521,1876,425,1056,475,513,151,116,279,370,175,131,1397,1612,255,299,1563,605,3129,708,
2011,February,24,11:00-12:00,1797,2967,669,1433,448,664,465,554,131,104,259,296,157,120,1355,1961,341,320,1547,599,2632,903,
2011,February,24,12:00-13:00,2321,3048,992,1437,500,660,520,592,125,126,244,347,183,130,1527,1895,247,332,1500,706,2684,1286,
2011,February,24,13:00-14:00,2471,2810,1136,1362,638,658,563,523,123,138,258,396,140,135,1578,1983,166,442,1336,804,1878,1429,
2011,February,24,14:00-15:00,2773,2557,1144,966,686,479,544,509,95,83,339,340,142,148,1512,1993,143,524,1119,1013,1597,1714,
2011,February,24,15:00-16:00,3394,2327,1608,786,780,443,634,552,117,98,461,302,153,191,1540,2131,140,608,935,1149,1334,2150,
2011,February,24,16:00-17:00,4142,2202,2159,812,929,433,751,549,177,123,527,327,193,177,1738,2609,145,761,987,1465,1260,2874,
2011,February,24,17:00-18:00,5384,2249,2236,810,1143,594,1047,737,310,182,607,345,257,226,2072,3187,150,1045,1211,1810,1606,3609,
2011,February,24,18:00-19:00,5401,2291,2101,710,1245,663,1085,901,212,210,579,366,192,257,2419,3375,173,1262,1052,1928,1207,4305,
2011,February,24,19:00-20:00,4507,1728,2017,538,1170,646,872,726,133,169,384,260,94,213,2201,2715,102,1020,633,1704,921,3770,
2011,February,24,20:00-21:00,2674,1189,1446,359,928,449,744,439,80,115,180,233,69,152,1770,2039,43,777,561,1504,717,2894,
2011,February,24,21:00-22:00,1526,863,1078,282,660,349,578,298,26,91,78,119,31,82,1027,1304,27,586,205,970,284,2105,
2011,February,24,22:00-23:00, -   , -   ,5, -   ,14,7,10,17, -   , -   ,11,3, -   ,14,46,123, -   ,83,1,230, -   ,470,
2011,February,24,23:00-24:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,February,24,24:00-1:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,February,25,4:00-5:00,20, -   , -   , -   , -   , -   ,4, -   ,2, -   ,4, -   ,2, -   ,10, -   , -   , -   ,35, -   ,121, -   ,
2011,February,25,5:00-6:00,410,491,68,76,125,78,103,74,35,31,61,100,26,27,164,225,23,49,490,83,1061,169,
2011,February,25,6:00-7:00,893,2142,139,304,324,220,314,256,89,105,156,254,83,98,519,967,117,160,1383,227,2784,330,
2011,February,25,7:00-8:00,1737,4578,423,720,763,591,767,580,254,238,196,401,222,237,1100,1819,279,338,2129,609,3907,857,
2011,February,25,8:00-9:00,1881,4756,347,831,798,579,752,661,240,331,192,514,189,282,1177,2074,429,408,1829,664,3954,863,
2011,February,25,9:00-10:00,2092,4350,371,701,555,491,592,719,161,154,158,434,208,197,1190,2269,434,344,1727,701,3177,965,
2011,February,25,10:00-11:00,2001,3717,325,526,389,357,480,530,127,117,192,349,130,109,1223,2027,362,287,1473,540,2757,949,
2011,February,25,11:00-12:00,2330,3429,382,479,412,316,474,488,125,108,227,322,135,109,1330,1969,269,340,1232,514,2165,1076,
2011,February,25,12:00-13:00,2470,2942,519,506,409,304,483,587,115,92,236,297,146,97,1355,2107,284,364,1126,729,2212,1382,
2011,February,25,13:00-14:00,2655,2671,462,407,424,310,547,479,117,82,269,298,139,118,1339,2072,327,366,1168,701,1766,1327,
2011,February,25,14:00-15:00,2937,3018,428,556,477,309,594,493,128,77,285,349,149,129,1484,2069,325,463,973,707,1771,1512,
2011,February,25,15:00-16:00,3213,2595,498,415,409,299,622,417,104,95,350,310,132,146,1607,2192,245,448,909,858,1243,1578,
2011,February,25,16:00-17:00,3533,2486,604,447,460,391,655,504,182,94,383,280,141,143,1784,2074,257,499,788,893,1700,2301,
2011,February,25,17:00-18:00,4741,2440,638,488,680,466,903,641,270,130,494,259,251,184,1956,2542,315,696,1090,1340,1526,2554,
2011,February,25,18:00-19:00,4567,2420,690,524,729,551,925,733,240,189,453,268,180,197,2486,2489,321,932,872,1494,1468,3053,
2011,February,25,19:00-20:00,3794,1831,471,478,587,607,750,594,136,164,372,187,92,183,2273,2322,191,784,672,1292,1199,2623,
2011,February,25,20:00-21:00,2196,1335,361,413,433,428,572,496,72,93,168,216,70,118,1801,1429,154,580,500,997,847,1997,
2011,February,25,21:00-22:00,1199,892,272,307,247,328,539,245,33,62,61,100,30,65,972,805,62,347,183,677,275,1250,
2011,February,25,22:00-23:00, -   , -   ,13, -   ,1,2,15,11, -   ,1,16,3,2,4,49,77, -   ,53, -   ,146, -   ,364,
2011,February,25,23:00-24:00,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,February,25,24:00-1:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,February,26,4:00-5:00,5, -   ,1, -   , -   , -   ,6, -   ,1, -   ,4, -   , -   , -   ,7, -   ,5, -   ,32, -   ,103, -   ,
2011,February,26,5:00-6:00,365,359,54,119,112,69,89,61,23,23,42,77,18,27,164,183,80,45,414,72,1018,111,
2011,February,26,6:00-7:00,780,1878,123,1251,292,366,300,248,94,74,194,351,85,81,622,607,326,133,1596,250,3495,340,
2011,February,26,7:00-8:00,1398,3349,289,2411,459,1061,603,425,190,230,212,654,203,130,1283,1092,602,194,2297,597,4185,623,
2011,February,26,8:00-9:00,1464,3910,292,2061,610,1224,651,584,206,231,201,514,196,186,1273,1479,537,248,2097,751,3700,677,
2011,February,26,9:00-10:00,1597,3490,352,1390,460,936,523,539,130,117,215,448,198,121,1298,1625,447,232,1760,624,3203,706,
2011,February,26,10:00-11:00,1524,3627,507,1393,412,916,457,546,134,127,280,387,145,94,1315,1553,371,225,1544,477,3030,825,
2011,February,26,11:00-12:00,1922,3016,666,904,437,662,441,562,108,88,321,358,148,101,1459,1719,333,291,1361,652,2613,966,
2011,February,26,12:00-13:00,2449,3020,927,1011,681,625,612,693,110,103,403,378,152,99,1485,2204,318,324,1528,726,2337,1324,
2011,February,26,13:00-14:00,2731,2596,1030,873,689,562,601,576,130,99,390,355,141,135,1568,2443,305,528,1102,950,1883,1736,
2011,February,26,14:00-15:00,2922,2756,1047,624,690,467,527,519,114,100,348,309,113,120,1591,2161,275,509,1162,867,1762,1703,
2011,February,26,15:00-16:00,3185,2535,1060,489,673,387,614,524,127,94,472,344,131,132,1547,2603,251,472,1004,1007,1520,2096,
2011,February,26,16:00-17:00,3421,2532,1400,417,808,401,756,530,161,110,542,297,168,135,1592,2503,274,627,955,1032,1315,2321,
2011,February,26,17:00-18:00,4577,2203,1493,412,961,441,966,553,251,139,449,331,152,173,1715,2974,273,691,1045,1441,1638,3024,
2011,February,26,18:00-19:00,4297,2184,1289,419,1027,485,1052,720,164,144,349,254,123,162,1798,3039,286,789,893,1513,1447,3423,
2011,February,26,19:00-20:00,3434,1565,855,339,745,407,792,557,108,155,271,189,82,110,1726,2266,160,621,641,1295,1409,2753,
2011,February,26,20:00-21:00,2179,1282,527,301,568,379,549,384,59,94,131,104,41,80,1268,1573,112,548,466,866,905,2016,
2011,February,26,21:00-22:00,1091,750,351,193,354,272,482,221,37,44,42,56,13,67,685,847,46,314,164,626,238,1375,
2011,February,26,22:00-23:00, -   ,1, -   , -   ,3,3,10,6, -   , -   ,11, -   , -   ,8,41,67, -   ,35, -   ,152, -   ,307,
2011,February,26,23:00-24:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,6, -   , -   , -   ,
2011,February,26,24:00-1:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,February,27,4:00-5:00,2, -   , -   , -   , -   , -   ,1, -   ,2, -   , -   , -   , -   , -   ,3, -   ,7, -   ,19, -   ,60, -   ,
2011,February,27,5:00-6:00,309,281,40,73,75,41,58,25,16,19,29,52,20,14,126,110,30,34,267,61,549,94,
2011,February,27,6:00-7:00,526,753,93,363,144,125,136,76,27,34,67,94,31,29,282,280,25,66,449,180,1069,229,
2011,February,27,7:00-8:00,703,1524,115,717,264,221,210,162,78,52,79,97,76,36,539,499,71,116,766,273,1608,372,
2011,February,27,8:00-9:00,1021,1803,225,568,278,233,316,205,102,70,76,124,90,63,676,823,94,114,910,334,1724,542,
2011,February,27,9:00-10:00,1326,2440,233,444,323,225,325,388,105,52,83,212,94,47,730,998,103,156,959,406,1726,645,
2011,February,27,10:00-11:00,1325,2193,371,329,290,241,363,490,90,68,100,185,88,37,799,1258,119,154,875,420,1751,631,
2011,February,27,11:00-12:00,1652,2268,321,300,335,186,365,461,90,69,115,194,79,51,906,1297,110,256,843,432,1684,847,
2011,February,27,12:00-13:00,1726,2172,331,351,269,203,393,477,67,60,137,206,71,71,831,1417,93,235,859,445,1397,975,
2011,February,27,13:00-14:00,1829,1876,426,338,311,262,369,372,82,68,186,218,94,57,973,1308,120,259,813,584,1514,946,
2011,February,27,14:00-15:00,1935,2334,343,355,338,289,482,402,75,63,211,190,85,70,1181,1494,103,369,874,649,1394,1025,
2011,February,27,15:00-16:00,2164,1911,326,301,333,276,525,334,79,81,248,153,54,69,1114,1355,90,282,687,627,1294,1238,
2011,February,27,16:00-17:00,2373,1899,373,361,390,278,473,344,87,62,192,160,88,77,1202,1255,88,405,688,732,1168,1416,
2011,February,27,17:00-18:00,2399,1555,515,380,400,287,448,403,75,72,183,203,73,88,1193,1454,87,418,578,838,1261,1583,
2011,February,27,18:00-19:00,2319,1457,451,334,332,297,432,405,70,79,201,133,38,82,1177,1391,57,398,658,734,1166,1360,
2011,February,27,19:00-20:00,1939,1334,365,396,228,423,379,473,64,84,149,101,38,67,1092,1117,61,430,458,653,1024,1483,
2011,February,27,20:00-21:00,1461,922,247,315,271,336,358,282,50,81,45,111,40,59,1029,829,29,262,457,501,841,1039,
2011,February,27,21:00-22:00,669,733,166,242,156,302,376,225,24,37,25,51,9,29,524,451,15,258,142,435,246,829,
2011,February,27,22:00-23:00, -   ,1, -   , -   ,8,2,4, -   , -   , -   ,5, -   ,1,6,21,34, -   ,10, -   ,81, -   ,177,
2011,February,27,23:00-24:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,February,27,24:00-1:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,February,28,4:00-5:00,10, -   , -   , -   , -   , -   ,3, -   ,1, -   ,5, -   , -   , -   ,16, -   ,7, -   ,50, -   ,218, -   ,
2011,February,28,5:00-6:00,554,691,98,175,149,130,125,116,34,77,40,130,28,45,238,255,34,51,717,110,1932,237,
2011,February,28,6:00-7:00,1154,2906,188,2283,440,586,532,335,232,160,206,348,237,132,965,1021,368,207,2450,419,5276,695,
2011,February,28,7:00-8:00,1785,5331,328,4416,853,1619,1134,564,341,418,354,613,372,280,1741,1746,924,384,3358,815,6080,1038,
2011,February,28,8:00-9:00,1648,5850,283,3004,767,1699,862,848,269,473,276,792,277,288,1506,2333,783,368,3286,707,6029,886,
2011,February,28,9:00-10:00,1756,4930,372,2184,515,1321,575,748,181,204,198,483,225,217,1553,2099,545,271,1962,641,5123,927,
2011,February,28,10:00-11:00,1708,4260,538,1933,387,1156,502,642,131,233,263,394,165,121,1383,2019,450,306,1940,587,3792,993,
2011,February,28,11:00-12:00,2145,3291,665,1405,447,737,496,538,125,115,262,266,189,136,1405,1855,377,361,1501,618,2908,1218,
2011,February,28,12:00-13:00,2461,2928,876,1260,476,716,501,636,134,129,249,357,168,113,1548,1994,390,392,1436,829,2655,1662,
2011,February,28,13:00-14:00,2563,2830,1093,1223,601,684,483,565,113,127,265,306,165,148,1422,1901,382,433,1288,894,2093,1712,
2011,February,28,14:00-15:00,2933,2707,1460,944,686,537,583,592,137,115,300,361,148,145,1572,2044,304,560,1124,896,1750,2120,
2011,February,28,15:00-16:00,3401,2434,1827,717,666,463,712,620,162,105,474,349,184,172,1620,2417,272,606,972,1218,1337,2752,
2011,February,28,16:00-17:00,4076,2043,1792,646,798,470,722,551,171,135,404,294,188,194,1817,2499,264,827,981,1452,1201,3234,
2011,February,28,17:00-18:00,5668,2240,2232,596,1218,614,1136,791,300,182,613,378,245,250,2025,3120,359,1105,1189,1893,1350,4315,
2011,February,28,18:00-19:00,5576,2149,1931,559,1284,695,1151,885,239,163,506,337,180,246,2426,3244,337,1220,890,1958,1129,4898,
2011,February,28,19:00-20:00,4361,1735,1624,456,941,593,959,715,110,186,358,274,101,199,2171,2567,208,977,710,1620,1023,4025,
2011,February,28,20:00-21:00,2552,1165,1096,295,830,450,705,452,55,129,158,220,58,152,1636,1869,144,758,463,1423,638,3239,
2011,February,28,21:00-22:00,1409,789,717,224,529,316,589,252,52,70,54,98,24,70,902,1087,52,500,173,765,217,2017,
2011,February,28,22:00-23:00, -   ,6, -   , -   ,16,5,15,15, -   ,3,13,4,2,6,35,117,1,56,1,220, -   ,483,
2011,February,28,23:00-24:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,February,28,24:00-1:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,March,1,4:00-5:00,17, -   ,2, -   , -   , -   ,8, -   ,1, -   ,2, -   , -   , -   ,9, -   ,9, -   ,51, -   ,157, -   ,
2011,March,1,5:00-6:00,473,512,104,142,150,105,106,93,35,68,55,123,26,38,194,267,123,59,672,97,1728,235,
2011,March,1,6:00-7:00,1047,2725,214,2343,448,593,574,304,240,149,289,373,257,145,1109,968,710,235,2750,459,5340,641,
2011,March,1,7:00-8:00,1742,5544,374,4247,922,1968,1087,678,322,422,346,924,356,318,1780,1990,1095,398,3369,843,6536,959,
2011,March,1,8:00-9:00,1647,4841,309,2495,787,1505,853,776,262,449,270,650,273,305,1776,2117,730,446,3113,690,5786,881,
2011,March,1,9:00-10:00,1650,5926,357,2665,515,1404,637,778,176,213,228,548,274,191,1534,2151,572,300,2119,720,4316,979,
2011,March,1,10:00-11:00,1667,3623,441,1801,409,1024,552,576,157,137,279,399,197,123,1506,1721,393,251,1692,614,3099,895,
2011,March,1,11:00-12:00,1982,2979,622,1288,426,754,495,605,144,113,252,363,160,126,1503,1825,337,312,1434,652,2751,1220,
2011,March,1,12:00-13:00,2381,2985,970,1405,471,787,533,593,140,144,312,345,179,136,1608,1976,450,406,1445,778,2514,1462,
2011,March,1,13:00-14:00,2421,2902,1151,1218,570,729,504,509,139,107,271,327,165,136,1541,1932,342,423,1295,860,2005,1759,
2011,March,1,14:00-15:00,2837,2808,1096,839,656,504,577,464,141,120,321,347,140,143,1660,2068,289,446,1096,860,1734,1970,
2011,March,1,15:00-16:00,3530,2403,1480,694,784,451,658,565,155,115,494,350,140,182,1668,2250,278,674,1039,1136,1281,2588,
2011,March,1,16:00-17:00,4431,2057,2130,654,904,518,723,577,141,152,619,358,177,195,1989,2874,278,842,1007,1504,1109,3419,
2011,March,1,17:00-18:00,5610,2280,2481,631,1272,582,1116,824,305,193,707,413,274,262,2084,3292,353,1246,1128,1950,1374,4627,
2011,March,1,18:00-19:00,5713,2147,2182,561,1335,714,1124,847,210,239,592,320,178,270,2447,3473,318,1317,1012,2020,1137,4922,
2011,March,1,19:00-20:00,4395,1685,1902,477,1168,600,996,720,141,199,355,270,84,214,2154,2710,236,1108,697,1748,811,4350,
2011,March,1,20:00-21:00,2370,1063,1235,301,888,403,667,415,57,133,170,197,56,141,1730,1813,140,767,468,1397,592,3193,
2011,March,1,21:00-22:00,1434,793,713,222,551,350,568,262,34,72,50,112,29,91,876,1165,46,487,167,811,228,2017,
2011,March,1,22:00-23:00, -   , -   ,1, -   ,19,2, -   ,1, -   , -   ,17,3, -   ,11,34,74,2,74, -   ,168, -   ,419,
2011,March,1,23:00-24:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,March,1,24:00-1:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,March,2,4:00-5:00,16, -   , -   , -   , -   , -   ,9, -   ,1, -   ,1, -   ,1, -   ,6, -   ,10, -   ,52, -   ,118, -   ,
2011,March,2,5:00-6:00,418,531,105,118,152,96,116,81,25,56,52,122,17,15,184,260,119,62,597,92,1402,212,
2011,March,2,6:00-7:00,910,2224,192,1932,434,479,517,284,206,150,266,328,210,151,1000,919,635,214,2310,437,4587,546,
2011,March,2,7:00-8:00,1695,5130,334,4106,926,1413,1122,564,360,364,349,891,357,295,1776,1877,1075,381,3333,856,6064,873,
2011,March,2,8:00-9:00,1620,5663,325,3182,896,1663,898,763,286,475,269,742,296,318,1513,2217,827,374,3069,787,5528,930,
2011,March,2,9:00-10:00,1672,4706,341,2243,613,1382,580,712,211,202,224,571,210,200,1449,2136,613,310,2186,622,4626,803,
