year,month ,day,time,recto_entry,recto_exit,legarda_entry,legarda_exit,pureza_entry,pureza_exit,v_mapa_entry,v_mapa_exit,j_ruiz_entry,j_ruiz_exit,gilmore_entry,gilmore_exit,betty_go_entry,betty_go_exit,araneta_cubao_entry,araneta_cubao_exit,anonas_entry,anonas_exit,katipunan_entry,katipunan_exit,santolan_entry,santolan_exit,
2011,January,1,4:00-5:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,10, -   ,
2011,January,1,5:00-6:00,101,51,13,12,26,3,22,11,7,3,17,22,3,2,32,23,20,9,65,28,118,55,
2011,January,1,6:00-7:00,199,213,21,22,42,29,43,37,11,6,38,37,5,8,64,83,31,32,131,52,241,132,
2011,January,1,7:00-8:00,333,381,27,44,52,53,54,45,23,13,39,43,16,8,101,118,38,24,132,77,349,220,
2011,January,1,8:00-9:00,511,485,52,56,104,56,104,62,37,18,35,61,13,24,196,220,61,42,220,136,482,431,
2011,January,1,9:00-10:00,723,803,50,48,152,95,129,96,23,21,30,53,16,12,273,296,97,40,324,164,809,642,
2011,January,1,10:00-11:00,1024,1215,88,96,186,134,166,154,64,38,29,39,50,27,330,512,111,75,525,241,1379,756,
2011,January,1,11:00-12:00,1196,1658,149,96,260,215,253,292,74,35,59,52,32,16,407,829,189,91,613,332,1553,1121,
2011,January,1,12:00-13:00,1190,1640,132,158,287,184,286,243,55,38,46,64,53,30,514,866,163,76,622,421,1513,974,
2011,January,1,13:00-14:00,1252,1633,112,159,256,237,265,253,52,37,79,61,45,38,627,769,186,130,624,408,1378,1203,
2011,January,1,14:00-15:00,1354,1825,135,152,297,188,261,294,86,58,113,62,60,29,652,844,195,137,621,457,1377,1219,
2011,January,1,15:00-16:00,1480,1497,177,158,262,167,297,248,52,55,165,70,43,66,718,882,158,137,625,542,1223,1100,
2011,January,1,16:00-17:00,1594,1667,113,175,237,181,321,310,51,44,70,72,45,48,805,1009,206,163,515,469,1222,1334,
2011,January,1,17:00-18:00,1528,1497,152,184,228,202,286,306,80,69,72,66,40,44,778,829,194,195,523,469,1253,1237,
2011,January,1,18:00-19:00,1466,1292,154,152,214,301,337,302,71,73,57,41,35,49,823,898,155,198,547,534,1159,1188,
2011,January,1,19:00-20:00,1240,1218,114,147,186,272,210,265,49,67,37,76,15,39,765,783,135,191,394,345,858,1136,
2011,January,1,20:00-21:00,1094,771,77,187,115,165,191,210,31,71,17,81,26,40,663,500,83,164,369,351,529,849,
2011,January,1,21:00-22:00,467,506,72,100,81,188,201,135,12,37,13,35,6,18,365,310,30,131,123,257,152,697,
2011,January,1,22:00-23:00, -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   ,20,20, -   ,12, -   ,58, -   ,62,
2011,January,1,23:00-24:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,January,1,24:00-1:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,January,2,4:00-5:00, -   , -   , -   , -   , -   , -   , -   , -   ,2, -   ,5, -   , -   , -   , -   , -   , -   , -   , -   , -   ,60, -   ,
2011,January,2,5:00-6:00,210,229,38,33,50,29,39,23,15,4,27,39,5,5,76,77,46,18,198,50,348,98,
2011,January,2,6:00-7:00,346,563,61,64,85,83,87,73,35,21,56,47,23,12,191,199,69,57,305,132,818,247,
2011,January,2,7:00-8:00,620,1161,65,166,127,91,101,126,33,21,36,49,24,34,273,310,134,73,439,163,1027,404,
2011,January,2,8:00-9:00,827,1578,100,211,195,139,207,258,63,43,54,82,58,31,475,602,237,95,722,223,1522,624,
2011,January,2,9:00-10:00,1169,2326,137,147,222,170,241,350,83,47,72,175,103,41,555,883,276,96,967,269,1721,783,
2011,January,2,10:00-11:00,1300,2192,158,235,241,152,281,387,83,75,95,127,94,28,638,1127,286,112,943,327,2069,910,
2011,January,2,11:00-12:00,1671,2796,202,170,303,221,295,391,74,35,126,168,58,54,773,1390,340,136,989,454,1981,1205,
2011,January,2,12:00-13:00,1703,2513,262,247,246,221,319,452,84,59,136,192,60,54,783,1197,326,187,925,362,1662,1197,
2011,January,2,13:00-14:00,2001,2145,183,235,279,256,327,360,69,45,155,221,75,65,936,1337,303,196,798,514,1717,1264,
2011,January,2,14:00-15:00,2194,2576,246,210,289,243,337,351,91,49,161,225,58,54,1067,1256,348,232,993,564,1824,1470,
2011,January,2,15:00-16:00,2394,2256,227,288,287,287,426,438,91,73,260,209,77,85,1201,1607,304,260,752,746,1795,1499,
2011,January,2,16:00-17:00,2465,2260,238,324,281,265,433,445,70,72,167,189,53,54,1206,1453,332,356,759,752,1502,1637,
2011,January,2,17:00-18:00,2562,1908,269,369,317,325,417,390,73,78,169,128,71,88,1233,1493,252,372,595,662,1472,1766,
2011,January,2,18:00-19:00,2384,1374,197,322,246,364,496,425,63,95,151,136,44,81,1107,1405,283,410,594,640,1229,1588,
2011,January,2,19:00-20:00,1919,1242,176,364,171,331,382,399,44,85,120,113,30,68,1138,1016,150,331,408,677,973,1742,
2011,January,2,20:00-21:00,1363,853,179,297,147,307,315,289,34,77,45,97,23,48,1078,695,133,287,337,455,724,1097,
2011,January,2,21:00-22:00,762,694,109,218,98,275,345,176,16,49,24,44,10,33,633,423,34,199,111,408,202,962,
2011,January,2,22:00-23:00, -   , -   , -   , -   ,1, -   , -   , -   , -   , -   ,4, -   , -   ,7,9,30, -   ,21, -   ,98, -   ,121,
2011,January,2,23:00-24:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   ,
2011,January,2,24:00-1:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,January,3,4:00-5:00, -   , -   , -   , -   , -   , -   , -   , -   ,4, -   ,5, -   ,2, -   ,1, -   ,12, -   , -   , -   ,294, -   ,
2011,January,3,5:00-6:00,550,690,107,183,132,170,116,120,28,75,31,119,34,37,241,214,175,47,792,89,2784,280,
2011,January,3,6:00-7:00,1019,2671,173,2812,379,867,457,334,189,238,195,335,219,111,916,1000,946,173,2791,298,6163,678,
2011,January,3,7:00-8:00,1717,5419,298,4226,756,2131,956,723,276,499,246,470,309,260,1604,1940,1163,389,3143,560,5884,1015,
2011,January,3,8:00-9:00,1585,5135,282,2210,612,1252,744,727,238,310,223,461,231,258,1318,2008,859,336,2129,547,4276,955,
2011,January,3,9:00-10:00,1780,3740,342,1453,476,852,414,601,157,121,151,398,189,156,1141,1916,680,224,1745,493,3497,992,
2011,January,3,10:00-11:00,1679,3251,520,1425,412,769,465,582,118,117,184,247,172,91,1254,1712,566,243,1515,468,2934,1062,
2011,January,3,11:00-12:00,2114,3262,785,1139,405,641,455,600,119,110,221,255,124,105,1328,1845,536,303,1414,562,2681,1382,
2011,January,3,12:00-13:00,2303,2808,923,1129,535,603,546,591,98,126,232,341,137,105,1487,1927,591,348,1276,742,2452,1740,
2011,January,3,13:00-14:00,2403,2906,1185,1049,606,522,606,510,116,124,247,287,148,103,1391,2024,507,444,1171,809,2025,1796,
2011,January,3,14:00-15:00,2912,2776,1457,748,656,432,674,534,117,76,355,389,119,133,1553,2162,477,497,1033,948,1765,2251,
2011,January,3,15:00-16:00,3427,2503,1579,596,731,449,710,593,129,90,455,381,113,138,1737,2462,446,588,889,1193,1488,2861,
2011,January,3,16:00-17:00,4108,2129,1620,588,905,380,805,593,163,101,400,325,152,178,1748,2498,429,681,778,1399,1364,3162,
2011,January,3,17:00-18:00,5193,2154,1977,534,1173,540,1146,753,278,193,472,318,218,187,2233,3234,548,928,960,1674,1487,4095,
2011,January,3,18:00-19:00,5268,2206,1510,527,971,637,1101,822,186,184,452,320,145,223,2441,3104,436,1109,867,1869,1143,4463,
2011,January,3,19:00-20:00,3540,1582,1210,424,794,514,803,594,106,151,279,266,82,175,2207,2189,246,838,506,1529,815,3711,
2011,January,3,20:00-21:00,2038,1011,782,316,542,411,626,381,75,120,121,272,45,111,1905,1541,198,657,410,940,608,2387,
2011,January,3,21:00-22:00,1017,798,466,249,304,293,525,226,24,69,72,107,35,72,867,711,68,371,125,663,168,1543,
2011,January,3,22:00-23:00, -   , -   , -   , -   ,4,2,5,1,1, -   ,11,1,2,8,27,64, -   ,49, -   ,155, -   ,260,
2011,January,3,23:00-24:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,January,3,24:00-1:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,January,4,4:00-5:00, -   , -   , -   , -   , -   , -   , -   , -   ,2, -   ,6, -   ,1, -   ,4, -   ,9, -   ,16, -   ,174, -   ,
2011,January,4,5:00-6:00,492,542,95,155,136,136,127,93,29,66,63,99,27,23,210,214,162,45,713,81,2075,299,
2011,January,4,6:00-7:00,906,2498,235,2690,380,895,481,294,205,152,238,430,260,145,1159,917,1093,204,2834,361,6054,711,
2011,January,4,7:00-8:00,402,1040,72,1970,260,851,293,131,64,196,69,111,69,75,404,486,300,96,1149,124,1158,121,
2011,January,4,8:00-9:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,341,3320,164,154,1354,136,4376,216,
2011,January,4,9:00-10:00,784,1803,201,849,290,378,393,281,154,66,311,235,215,100,1484,2952,593,162,1584,221,3384,432,
2011,January,4,10:00-11:00,1380,3751,375,1508,398,970,445,576,128,109,222,357,156,114,1294,1716,541,194,1553,462,2971,822,
2011,January,4,11:00-12:00,1813,3151,552,1129,433,602,481,552,116,108,201,276,145,122,1366,1827,532,236,1436,559,2652,1174,
2011,January,4,12:00-13:00,2191,2833,838,1244,472,670,472,582,144,108,267,376,189,115,1476,1807,600,319,1384,678,2510,1458,
2011,January,4,13:00-14:00,2500,2894,992,1031,581,536,551,535,116,110,267,332,139,127,1368,2072,482,434,1140,823,1849,1732,
2011,January,4,14:00-15:00,3045,2641,1064,754,715,503,642,488,134,104,368,335,148,105,1535,2106,457,514,1085,915,1747,2152,
2011,January,4,15:00-16:00,3469,2525,1596,675,797,433,685,552,157,132,501,348,153,154,1603,2423,473,584,1022,1294,1312,2857,
2011,January,4,16:00-17:00,4160,2143,1938,599,842,434,898,625,196,152,558,375,151,165,1797,2475,418,808,877,1311,1240,3246,
2011,January,4,17:00-18:00,5066,2176,2165,579,1167,568,1069,807,243,153,671,336,206,228,2261,3027,527,998,998,1816,1323,4338,
2011,January,4,18:00-19:00,5045,2122,1708,546,1006,604,1141,781,226,198,535,302,167,265,2335,3144,480,1222,906,1821,1102,4531,
2011,January,4,19:00-20:00,3727,1581,1509,438,1006,572,820,683,120,165,343,273,100,167,2262,2368,239,998,589,1573,795,3916,
2011,January,4,20:00-21:00,2252,1051,987,308,636,423,596,430,86,107,130,212,58,122,1696,1654,171,619,451,1192,664,2694,
2011,January,4,21:00-22:00,1090,760,560,218,342,271,506,216,51,76,52,76,21,79,828,855,53,418,156,642,184,1737,
2011,January,4,22:00-23:00, -   , -   , -   , -   ,1, -   ,4,1, -   , -   ,15, -   ,2,7,33,85, -   ,41, -   ,166, -   ,204,
2011,January,4,23:00-24:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,January,4,24:00-1:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,January,5,4:00-5:00, -   , -   , -   , -   , -   , -   , -   , -   ,2, -   ,6, -   , -   , -   , -   , -   ,10, -   ,35, -   ,181, -   ,
2011,January,5,5:00-6:00,439,509,86,125,150,145,140,96,34,64,67,99,34,19,225,218,167,61,638,103,1897,267,
2011,January,5,6:00-7:00,904,2599,238,2618,433,664,576,272,236,140,268,488,260,176,1118,1006,1055,204,2646,429,6180,641,
2011,January,5,7:00-8:00,1707,5412,336,4520,866,1893,1063,631,347,406,339,1021,359,304,1855,1906,1358,392,3651,887,6463,941,
2011,January,5,8:00-9:00,1721,5916,306,2961,766,1495,883,775,261,336,247,677,292,276,1440,2266,1019,358,2603,785,4779,856,
2011,January,5,9:00-10:00,1731,4034,321,1719,544,1053,517,675,181,142,205,456,190,180,1375,2028,766,259,1862,669,3924,871,
2011,January,5,10:00-11:00,1606,3797,496,1657,433,744,502,549,164,120,280,323,159,95,1360,1841,630,271,1611,518,2752,964,
2011,January,5,11:00-12:00,2012,2867,738,1171,435,599,491,557,126,104,248,279,138,115,1351,1854,542,341,1414,636,2599,1196,
2011,January,5,12:00-13:00,2336,2977,977,1352,523,624,582,585,114,127,250,398,188,127,1597,2139,570,369,1514,779,2670,1712,
2011,January,5,13:00-14:00,2612,3010,1012,1215,607,537,580,555,132,144,284,319,154,151,1599,2034,580,412,1234,873,1900,1864,
2011,January,5,14:00-15:00,2851,2726,1346,864,688,408,662,582,125,101,385,299,157,135,1711,2227,481,466,1245,967,1611,2206,
2011,January,5,15:00-16:00,3786,2604,1642,695,878,445,692,532,145,114,525,446,158,153,1609,2444,505,564,1070,1106,1382,2751,
2011,January,5,16:00-17:00,4401,2152,2047,653,849,465,809,725,149,155,638,406,209,191,1773,3053,446,829,1068,1578,1342,3447,
2011,January,5,17:00-18:00,5601,2216,2424,632,1252,610,1192,832,283,177,745,390,254,283,2214,3574,539,1039,1296,1874,1378,4473,
2011,January,5,18:00-19:00,5810,2299,1943,607,1163,593,1063,871,216,219,585,301,162,277,2471,3783,497,1311,1065,1990,1116,4910,
2011,January,5,19:00-20:00,3993,1613,1527,450,904,586,779,699,115,179,330,279,86,213,2256,2526,300,918,721,1564,888,4251,
2011,January,5,20:00-21:00,2316,1093,1091,316,612,420,590,426,64,122,134,202,36,137,1829,1764,214,700,492,1199,700,2694,
2011,January,5,21:00-22:00,1234,804,818,270,371,343,449,246,35,90,56,103,22,64,940,955,59,478,180,775,168,1973,
2011,January,5,22:00-23:00, -   , -   , -   , -   ,7,4,9, -   , -   , -   ,11, -   , -   ,8,47,81, -   ,39, -   ,162, -   ,174,
2011,January,5,23:00-24:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   ,
2011,January,5,24:00-1:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,January,6,4:00-5:00, -   , -   , -   , -   , -   , -   , -   , -   ,2, -   ,10, -   , -   , -   ,4, -   ,16, -   , -   , -   ,153, -   ,
2011,January,6,5:00-6:00,474,482,95,161,136,143,153,107,39,73,62,108,30,22,232,228,158,62,673,108,1987,238,
2011,January,6,6:00-7:00,1003,2563,215,2492,447,812,552,395,237,156,307,434,257,164,1164,963,1086,222,2834,425,6303,686,
2011,January,6,7:00-8:00,1755,5430,401,4825,869,2268,1135,699,332,483,299,935,371,311,1836,1908,1484,387,3621,886,6689,962,
2011,January,6,8:00-9:00,1692,5879,357,2927,791,1509,878,763,274,398,270,715,310,280,1509,2305,1150,355,2806,811,4770,881,
2011,January,6,9:00-10:00,1494,4396,381,1888,509,1156,552,669,171,155,244,480,210,187,1325,2041,828,244,1964,570,4129,863,
2011,January,6,10:00-11:00,1709,3602,425,1788,424,1007,509,557,150,115,248,347,179,132,1399,1735,603,284,1584,595,2952,910,
2011,January,6,11:00-12:00,1988,3218,727,1374,505,714,499,557,111,99,259,313,179,113,1440,1989,626,321,1564,628,2999,1193,
2011,January,6,12:00-13:00,2252,2980,998,1444,563,703,494,563,114,95,290,396,173,130,1538,1985,620,487,1543,815,2574,1695,
2011,January,6,13:00-14:00,2606,2804,1271,1170,680,666,545,528,131,129,297,341,153,150,1470,2057,526,399,1326,858,1848,1777,
2011,January,6,14:00-15:00,2895,2711,1073,915,745,460,582,493,137,81,350,348,158,144,1584,2116,526,436,1163,999,1716,2211,
2011,January,6,15:00-16:00,3540,2497,1785,841,816,467,693,557,153,115,563,377,183,182,1773,2434,488,675,1022,1097,1572,2935,
2011,January,6,16:00-17:00,4474,2292,2276,844,1067,510,932,646,162,172,659,363,206,214,1807,2905,499,888,1084,1648,1310,3429,
2011,January,6,17:00-18:00,5451,2358,2641,733,1293,617,1131,915,270,215,677,406,227,278,2244,3304,581,1086,1238,1990,1347,4753,
2011,January,6,18:00-19:00,5757,2134,2020,732,1218,684,1050,855,213,214,547,314,158,274,2346,3360,417,1318,1053,1992,1050,5072,
2011,January,6,19:00-20:00,3972,1492,1726,509,1058,508,844,643,100,144,315,257,104,195,2146,2546,260,989,671,1608,809,3987,
2011,January,6,20:00-21:00,2406,1034,1251,303,752,367,639,398,73,120,139,204,36,155,1665,1810,202,718,478,1276,625,2914,
2011,January,6,21:00-22:00,1140,746,778,241,422,321,506,238,43,89,72,106,16,84,945,967,59,496,196,797,153,2029,
2011,January,6,22:00-23:00, -   , -   , -   , -   , -   ,2,1, -   , -   , -   ,16, -   , -   ,10,25,97, -   ,51, -   ,171, -   ,196,
2011,January,6,23:00-24:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,January,6,24:00-1:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,January,7,4:00-5:00, -   , -   , -   , -   , -   , -   , -   , -   ,3, -   ,7, -   ,1, -   ,2, -   ,15, -   ,9, -   ,221, -   ,
2011,January,7,5:00-6:00,573,753,89,117,119,124,126,116,39,60,61,101,45,20,253,198,213,56,850,106,2134,262,
2011,January,7,6:00-7:00,1040,3127,209,2320,440,670,521,286,209,138,238,442,256,164,1146,927,1076,232,2785,399,5967,754,
2011,January,7,7:00-8:00,2040,6132,359,4479,875,2223,1150,709,353,561,328,997,389,287,1854,1981,1544,430,4104,863,6975,940,
2011,January,7,8:00-9:00,2397,6788,310,3183,807,1552,951,909,297,423,271,671,336,354,1740,2390,1167,440,3135,948,5705,1142,
2011,January,7,9:00-10:00,2184,5479,357,2014,712,1063,706,747,235,142,256,460,256,189,1552,1877,906,330,2260,818,4412,1046,
2011,January,7,10:00-11:00,2372,4981,500,1826,602,919,612,619,165,143,301,374,225,163,1571,2164,760,349,1926,794,3592,1275,
2011,January,7,11:00-12:00,2790,4204,709,1375,539,707,614,641,154,131,252,324,194,142,1574,2058,595,368,1733,786,3133,1517,
2011,January,7,12:00-13:00,3130,3618,923,1319,632,679,689,600,142,145,309,450,179,129,1701,2401,696,504,1703,963,2800,1916,
2011,January,7,13:00-14:00,3224,3628,1044,1350,678,554,669,512,163,156,324,420,178,190,1698,2281,665,497,1535,1033,2146,2249,
2011,January,7,14:00-15:00,3967,3643,1519,949,800,572,775,658,173,123,464,403,167,195,1748,2810,616,587,1453,1064,2401,2564,
2011,January,7,15:00-16:00,4450,3480,1955,800,970,531,917,683,212,183,657,443,203,223,1817,3139,530,725,1252,1569,1840,3161,
2011,January,7,16:00-17:00,5456,3127,2134,752,1033,562,1016,755,194,149,604,425,234,222,2017,3297,522,875,1414,1613,1593,3702,
2011,January,7,17:00-18:00,6058,3134,2633,760,1382,679,1352,941,313,195,783,365,317,296,2438,3952,706,1036,1472,1930,1587,4838,
2011,January,7,18:00-19:00,6717,2953,2431,600,1509,664,1397,951,251,209,609,347,210,371,2678,3483,548,1386,1204,2362,1325,5598,
2011,January,7,19:00-20:00,5040,2111,1611,533,947,598,1061,737,135,189,362,222,116,246,2257,2522,359,1112,882,1749,989,4643,
2011,January,7,20:00-21:00,3216,1348,1126,362,774,485,693,487,79,144,136,198,77,154,2090,1991,230,883,584,1340,720,3347,
2011,January,7,21:00-22:00,1669,945,749,254,490,337,594,294,37,95,61,98,26,99,1188,1149,92,563,211,1053,183,2224,
2011,January,7,22:00-23:00, -   , -   ,2, -   ,9,5,19,2,2,2,10,2, -   ,17,46,118, -   ,68, -   ,224, -   ,422,
2011,January,7,23:00-24:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,January,7,24:00-1:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,January,8,4:00-5:00, -   , -   , -   , -   , -   , -   , -   , -   ,2, -   ,5, -   , -   , -   , -   , -   ,13, -   ,2, -   ,146, -   ,
2011,January,8,5:00-6:00,334,388,56,94,100,81,87,48,27,23,41,68,12,11,165,157,104,38,436,64,1145,197,
2011,January,8,6:00-7:00,752,1744,146,1364,252,340,270,196,103,72,160,265,119,102,692,591,471,114,1735,241,4075,480,
2011,January,8,7:00-8:00,1400,3475,232,2865,522,1522,668,482,183,225,167,735,252,139,1278,1032,1025,221,2472,543,4586,878,
2011,January,8,8:00-9:00,1574,4419,287,2541,622,1313,714,589,226,263,194,506,231,198,1508,1567,809,261,2161,601,3718,967,
2011,January,8,9:00-10:00,1717,3768,394,1380,559,876,578,623,192,131,210,459,181,139,1290,1773,683,257,1725,629,3472,1064,
2011,January,8,10:00-11:00,1826,3762,611,1415,485,825,521,573,155,126,254,422,182,92,1425,1509,673,285,1583,553,2909,1279,
2011,January,8,11:00-12:00,2395,3087,1058,1023,528,654,556,594,139,104,312,370,141,92,1456,1865,573,295,1452,778,2646,1583,
2011,January,8,12:00-13:00,2622,3361,1122,1202,717,517,692,688,148,127,413,344,139,124,1488,2086,588,420,1550,830,2585,2192,
2011,January,8,13:00-14:00,2800,2870,1222,888,717,536,660,563,126,130,413,354,158,140,1595,1987,567,452,1263,957,2016,1922,
2011,January,8,14:00-15:00,3185,3251,1203,708,765,511,750,579,149,117,416,459,148,136,1606,2276,464,541,1250,974,1970,2422,
2011,January,8,15:00-16:00,3583,2997,1518,591,731,472,794,606,156,89,504,384,149,127,1638,2478,500,562,1152,1103,1914,2768,
2011,January,8,16:00-17:00,3689,2754,1629,520,944,410,840,712,173,128,558,425,188,150,2012,2461,464,644,1127,1193,1595,3313,
2011,January,8,17:00-18:00,4604,2762,1863,548,1067,493,1012,692,195,140,549,334,191,220,2066,2658,422,804,1108,1501,1714,3877,
2011,January,8,18:00-19:00,4153,2225,1249,465,1156,489,968,679,165,161,418,227,126,147,1999,2836,348,852,911,1537,1624,3928,
2011,January,8,19:00-20:00,3271,1713,820,423,687,543,749,528,98,136,312,146,78,134,1729,1945,256,703,640,1030,1226,2942,
2011,January,8,20:00-21:00,2128,1437,585,302,547,380,546,408,86,86,95,108,50,99,1484,1302,176,485,438,947,869,2357,
2011,January,8,21:00-22:00,1113,915,304,316,299,333,519,223,31,55,50,61,29,59,842,672,59,328,219,643,255,1514,
2011,January,8,22:00-23:00, -   , -   , -   , -   ,1, -   ,4, -   ,1, -   ,14, -   ,2,5,40,77, -   ,40, -   ,156, -   ,242,
2011,January,8,23:00-24:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,January,8,24:00-1:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,January,9,4:00-5:00, -   , -   , -   , -   , -   , -   , -   , -   ,2, -   ,1, -   , -   , -   , -   , -   ,13, -   , -   , -   ,151, -   ,
2011,January,9,5:00-6:00,521,1054,52,53,66,55,80,27,33,15,32,57,49,19,211,109,161,35,827,134,1421,187,
2011,January,9,6:00-7:00,724,2370,95,219,136,165,123,97,32,37,89,98,77,44,411,329,253,90,952,171,2004,413,
2011,January,9,7:00-8:00,1352,2972,167,683,212,314,209,189,75,57,70,109,113,43,602,507,331,146,1026,383,2024,722,
2011,January,9,8:00-9:00,1855,2834,223,578,287,263,304,276,97,86,80,102,123,66,739,882,383,226,1066,601,2088,951,
2011,January,9,9:00-10:00,2089,3361,258,352,384,223,376,465,107,65,99,175,114,91,814,1172,408,205,1146,543,2511,1269,
2011,January,9,10:00-11:00,2155,3242,312,491,418,262,390,388,95,80,89,227,128,75,998,1315,442,272,1250,593,2221,1343,
2011,January,9,11:00-12:00,2430,3599,338,363,433,206,442,506,133,62,158,234,121,68,1006,1409,481,245,1112,626,2081,1539,
2011,January,9,12:00-13:00,2312,3072,393,406,394,267,434,495,93,46,165,227,100,63,1036,1321,509,305,1036,614,1911,1567,
2011,January,9,13:00-14:00,2710,2771,412,402,482,315,481,447,119,65,189,274,111,85,1234,1442,397,279,992,706,1822,1422,
2011,January,9,14:00-15:00,3299,2610,384,447,502,276,507,390,104,77,206,249,119,82,1354,1822,395,386,949,779,1612,1838,
2011,January,9,15:00-16:00,2932,2761,542,399,392,308,530,448,83,61,249,207,101,100,1227,1775,361,400,784,757,1451,1913,
2011,January,9,16:00-17:00,3319,2233,470,428,437,306,587,416,99,68,239,199,106,120,1355,1414,323,362,690,728,1355,2115,
2011,January,9,17:00-18:00,3119,2082,532,446,429,337,551,479,106,90,252,163,109,103,1412,1588,268,502,690,952,1270,2160,
2011,January,9,18:00-19:00,2637,1675,497,377,335,391,542,470,66,66,211,129,72,94,1402,1392,317,451,647,850,1152,1934,
2011,January,9,19:00-20:00,2103,1650,375,422,242,369,452,428,44,72,140,93,55,74,1353,968,237,420,443,675,868,1656,
2011,January,9,20:00-21:00,1710,1099,376,357,178,333,350,271,40,77,52,104,44,92,1686,697,146,286,374,555,695,1450,
2011,January,9,21:00-22:00,981,1018,269,339,133,380,418,251,18,69,34,43,9,76,707,440,53,318,143,569,199,1125,
2011,January,9,22:00-23:00, -   , -   , -   , -   ,2, -   ,1, -   , -   ,1,4, -   , -   ,4,17,52, -   ,29, -   ,123, -   ,143,
2011,January,9,23:00-24:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,January,9,24:00-1:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
2011,January,10,4:00-5:00, -   , -   , -   , -   , -   , -   , -   , -   ,3, -   ,5, -   , -   , -   ,4, -   ,15, -   ,7, -   ,268, -   ,
2011,January,10,5:00-6:00,593,676,120,186,165,170,163,101,46,74,35,115,38,29,221,255,174,64,864,117,2462,304,
2011,January,10,6:00-7:00,1159,2842,221,2482,460,743,544,335,211,158,246,377,254,175,1073,933,1092,217,3010,388,5328,818,
2011,January,10,7:00-8:00,1893,5510,326,4796,890,1967,1201,640,375,435,343,661,364,292,1789,1967,1524,408,3832,871,6563,1023,
2011,January,10,8:00-9:00,1773,6394,308,3359,780,1765,910,850,293,497,264,692,317,352,1543,2544,1085,392,2934,838,6797,956,
2011,January,10,9:00-10:00,1743,5399,353,2071,539,1166,667,768,194,199,187,520,237,214,1433,2419,833,262,1953,640,5237,891,
2011,January,10,10:00-11:00,1860,4143,495,1871,432,927,475,664,156,171,225,382,193,143,1335,1651,722,268,1691,583,3492,1007,
2011,January,10,11:00-12:00,2128,3225,702,1214,419,714,461,577,117,106,263,265,177,113,1433,1746,561,321,1622,624,2737,1298,
2011,January,10,12:00-13:00,2493,3131,1056,1316,504,645,540,605,126,162,263,458,152,145,1576,1800,618,391,1546,822,2855,1675,
2011,January,10,13:00-14:00,2484,2983,1205,1225,569,653,521,538,132,118,305,398,152,150,1545,1698,539,490,1360,944,2076,1861,
