city_or_municipality,position ,name,nickname,party_affiliation,votes_obtained
Agdangan,Mayor,"Vicmudo, Dionicio Macabitas",Onggel,Lakas-Kampi,4792
Agdangan,Vice-Mayor,"Pagbilao, Marcelina Marzan",Mercy,Lakas-Kampi,4527
Agdangan,Councilor,"Cadiente, Ric Bustillos",Tapuak,Lakas-Kampi,2812
Agdangan,Councilor,"Dasalla, Federico, Jr. Pallasigue",Rico,Lakas-Kampi,2900
Agdangan,Councilor,"Celestino, Dannie Pioquinto",Dannie,Independent,2902
Agdangan,Councilor,"Brillantes, Denis Barbado",Denis,Nacionalista Party,3037
Agdangan,Councilor,"Canto, Alfredo Calimlim",Fred,Liberal Party,3398
Agdangan,Councilor,"Cardenas, Larry, Jr. Songcuan",Balong,Independent,3470
Agdangan,Councilor,"Barcelona, Rommel Salviejo",Banyas,Independent,3575
Agdangan,Councilor,"Feliciano, Dennis Pagbilao",Den,Lakas-Kampi,4342
Alabat,Mayor,"Mascarina, Artemio Sanchez",Artem,Liberal Party,2779
Alabat,Vice-Mayor,"Cabrera, Nida Jimenez",Nids,Independent,2160
Alabat,Councilor,"Angulo, Crispin Caparros",Cris,Nacionalista Party,1850
Alabat,Councilor,"Soriano, Juanito Valeroso",Embi,Lakas-Kampi,1921
Alabat,Councilor,"Mesa, Redentor Obliga",Reden,Nacionalista Party,2439
Alabat,Councilor,"Polo, Ramon Arceo",Mon,Liberal Party,2533
Alabat,Councilor,"Sasis, Patricio, Jr. Leal",Pat,Liberal Party,2656
Alabat,Councilor,"Llamas, Emelita Ng",Millet,Liberal Party,2867
Alabat,Councilor,"Glor, Jaime Verzo",Jim,Liberal Party,3410
Alabat,Councilor,"Declaro, Raul Uranza",Raul,Independent,3449
Atimonan,Mayor,"Mendoza, Jose Florentino",Joe,Nacionalista Party,9257
Atimonan,Vice-Mayor,"Vergano, Joel Manila",Joemir,Liberal Party,8961
Atimonan,Councilor,"Magtibay, Roseller Amparo",Rolly,Lakas-Kampi,7485
Atimonan,Councilor,"Luzano, John Francis Losloso",John,Lakas-Kampi,7927
Atimonan,Councilor,"Santander, Nestor Enriquez",Entoy,Nacionalista Party,8602
Atimonan,Councilor,"Tamayo, Maria Aurora Aragon",May,Liberal Party,9829
Atimonan,Councilor,"Santander, Elmer Mar",Elmer,Liberal Party,10091
Atimonan,Councilor,"Diestro, Cielyn Santander",Palingping,Lakas-Kampi,10134
Atimonan,Councilor,"Sarmiento, Renato Catipon",Rey,Liberal Party,10705
Atimonan,Councilor,"Veranga, Zenaida Danseco",Nida,Liberal Party,13591
