city_or_municipality,position ,name,nickname,party_affiliation,votes_obtained
Asuncion Saug ,Mayor,"Parrenas, Joseph Nilo Ferraris",Toto,Liberal Party,16003
Asuncion Saug ,Vice-Mayor,"Dayaday, Eufracio, Jr. Palma",Yuri,Liberal Party,17494
Asuncion Saug ,Councilor,"Serono, Osmenio Gonzales",Dodong,Lakas-Kampi,7690
Asuncion Saug ,Councilor,"Miguel, Amelito Gohol",Bongg,Liberal Party,8018
Asuncion Saug ,Councilor,"Pintor, Larry Marial",Buboy,Liberal Party,8315
Asuncion Saug ,Councilor,"Binasbas, Eduardo Salvador",Eddie,Lakas-Kampi,9070
Asuncion Saug ,Councilor,"Camello, Joel Monteza",Jing,Liberal Party,10573
Asuncion Saug ,Councilor,"Matobato, Silvino, Jr. Perales",Junjun,Liberal Party,12287
Asuncion Saug ,Councilor,"Panisal, Juniemay Maghanoy",Juni,Liberal Party,14034
Asuncion Saug ,Councilor,"Ayucan, Reynante Soliao",Enan,Liberal Party,14626
Braulio E. Dujali,Mayor,"Moral, Lolita Asupan",Lolit,Lakas-Kampi,5096
Braulio E. Dujali,Vice-Mayor,"Pacres, Samuel Fajardo",Sammy,Liberal Party,4558
Braulio E. Dujali,Councilor,"Magtulis, Ramon III Del Rosario",Joy,Lakas-Kampi,3948
Braulio E. Dujali,Councilor,"Dujali, Julian, Jr. Jumaway",Boboy,Lakas-Kampi,4022
Braulio E. Dujali,Councilor,"Juriana, Joelito Bartonico",Toto,Lakas-Kampi,4206
Braulio E. Dujali,Councilor,"Paraguya, Allan Sabosido",Pakman,Lakas-Kampi,4220
Braulio E. Dujali,Councilor,"Hilario, Daniel Gersava",Dan,Liberal Party,4482
Braulio E. Dujali,Councilor,"Esmino, Romulo, Jr. Sumog-Oy",Jun,Liberal Party,4524
Braulio E. Dujali,Councilor,"Tabirao, Restie Espina",Bobo,Liberal Party,5026
Braulio E. Dujali,Councilor,"Baldonado, Donna Mae Lungan",Inday,Lakas-Kampi,5322
Carmen,Mayor,"Perandos, Marcelino Aquino",Mar,Lakas-Kampi,21769
Carmen,Vice-Mayor,"Sarin, Alberto Lasay",Abet,Lakas-Kampi,19645
Carmen,Councilor,"Bulseco, Yolanda Cruz",Yoly,Lakas-Kampi,10861
Carmen,Councilor,"De Ramos, Danilo Fueconcillo",Nene,Lakas-Kampi,12504
Carmen,Councilor,"Buen, Roselyn Ylanan",Lyn,Lakas-Kampi,12747
Carmen,Councilor,"Bugais, Nenita Bosquit",Bugais,Lakas-Kampi,13009
Carmen,Councilor,"Estremos, Rolando Maranan",Lando,Lakas-Kampi,13968
Carmen,Councilor,"Solis, Mario Vinas",Mar,Lakas-Kampi,14316
Carmen,Councilor,"Soriano, Lynneo Ochoco",Bobong,Lakas-Kampi,14542
Carmen,Councilor,"Atanoza, Jesus Jandog",Jess,Lakas-Kampi,14855
