Particular,A031,A032,A033,A034,A035,A036,A037,A038,A040,A041,A042,A960,Total
          Philippine Science High School,0,0,0,0,"56,734","10,803",0,0,0,0,0,0,"67,537"
          Science and Technology Information Institute,0,0,0,0,0,"1,000",0,0,0,0,0,0,"1,000"
          Technology Application and Promotion Institute,0,0,0,0,0,0,0,800,0,0,0,0,800
,,,,,,,,,,,,,
     Department of Social Welfare and Development,0,0,0,0,"46,474","17,821",0,"2,919",36,0,0,0,"67,250"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,"39,992","15,181",0,"2,919",36,0,0,0,"58,128"
          Council for the Welfare of Children,0,0,0,0,0,"2,029",0,0,0,0,0,0,"2,029"
          Inter-Country Adoption Board,0,0,0,0,103,208,0,0,0,0,0,0,311
          National Council for the Welfare of Disabled Persons,0,0,0,0,"6,379",403,0,0,0,0,0,0,"6,782"
,,,,,,,,,,,,,
     Department of Tourism,0,0,0,"44,913","297,527","21,653",0,0,0,0,0,0,"364,093"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,"283,742","21,653",0,0,0,0,0,0,"305,395"
          National Parks Development Committee,0,0,0,"44,913","13,785",0,0,0,0,0,0,0,"58,698"
,,,,,,,,,,,,,
     Department of Trade and Industry,0,0,0,0,0,"151,592",0,"21,408",0,0,0,0,"173,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,0,"139,848",0,"21,408",0,0,0,0,"161,256"
          Board of Investments,0,0,0,0,0,"8,638",0,0,0,0,0,0,"8,638"
          Construction Industry Authority of the Philippines,0,0,0,0,0,110,0,0,0,0,0,0,110
          Philippine Trade Training Center,0,0,0,0,0,"2,770",0,0,0,0,0,0,"2,770"
          Product Development and Design Center of the Philippines,0,0,0,0,0,226,0,0,0,0,0,0,226
,,,,,,,,,,,,,
     Department of Transportation and Communications,0,0,0,"6,031,396","746,600","263,470",0,"408,608","429,434","733,081",0,0,"8,612,589"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,"6,027,547","716,327","211,105",0,"389,558","197,897","733,081",0,0,"8,275,515"
          Civil Aeronautics Board,0,0,0,0,"1,800","4,800",0,"1,200",0,0,0,0,"7,800"
          Maritime Industry Authority,0,0,0,0,0,"17,224",0,0,0,0,0,0,"17,224"
          National Telecommunications Commission,0,0,0,"3,849","28,473","26,692",0,0,"47,702",0,0,0,"106,716"
          Office of Transportation Cooperatives,0,0,0,0,0,424,0,0,0,0,0,0,424
          Office for Transportation Security,0,0,0,0,0,"3,225",0,"17,850","183,835",0,0,0,"204,910"
,,,,,,,,,,,,,
     National Economic and Development Authority,"20,250",0,0,"1,000",11,"172,179",0,"83,158",0,0,0,0,"276,598"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Director-General,0,0,0,0,11,"5,710",0,0,0,0,0,0,"5,721"
          National Statistical Coordination Board,0,0,0,0,0,224,0,0,0,0,0,0,224
          National Statistics Office,0,0,0,"1,000",0,"163,581",0,"81,108",0,0,0,0,"245,689"
          Statistical Research and Training Center,"20,250",0,0,0,0,"2,664",0,"1,150",0,0,0,0,"24,064"
          Tariff Commission,0,0,0,0,0,0,0,900,0,0,0,0,900
,,,,,,,,,,,,,
     Office of the Press Secretary,0,0,0,0,0,"15,254",0,"7,846","3,973",0,0,0,"27,073"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Press Secretary (Proper),0,0,0,0,0,"1,965",0,"2,175",0,0,0,0,"4,140"
          Bureau of Broadcast Services,0,0,0,0,0,"4,665",0,"5,671","3,973",0,0,0,"14,309"
          Bureau of Communications Services,0,0,0,0,0,197,0,0,0,0,0,0,197
          National Printing Office,0,0,0,0,0,93,0,0,0,0,0,0,93
          News and Information Bureau,0,0,0,0,0,97,0,0,0,0,0,0,97
          Philippine Information Agency,0,0,0,0,0,718,0,0,0,0,0,0,718
          Presidential Broadcast Staff (RTVM),0,0,0,0,0,"7,519",0,0,0,0,0,0,"7,519"
,,,,,,,,,,,,,
     Other Executive Offices,"15,225",0,0,0,"438,018","315,793",0,"52,292","45,417",0,0,0,"866,745"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Commission on Filipinos Overseas,0,0,0,0,0,"2,143",0,0,0,0,0,0,"2,143"
          Commission on Higher Education,0,0,0,0,"283,563","207,714",0,"7,188","12,305",0,0,0,"510,770"
          Commission on the Filipino Language,0,0,0,0,0,133,0,0,0,0,0,0,133
          Energy Regulatory Commission,0,0,0,0,3,495,0,796,"4,489",0,0,0,"5,783"
          Games and Amusements Board,0,0,0,0,0,440,0,0,0,0,0,0,440
          Housing and Urban Development Coordinating Council,0,0,0,0,0,695,0,0,0,0,0,0,695
          Movie and Television Review and,,,,,,,,,,,,,
                Classification Board,0,0,0,0,0,"2,405",0,"1,661",0,0,0,0,"4,066"
          National Anti-Poverty Commission,0,0,0,0,0,993,0,0,0,0,0,0,993
          National Commission for Culture and the Arts,0,0,0,0,0,0,0,0,0,0,0,0,
               National Commission for Culture and the,,,,,,,,,,,,,
                     Arts (Proper),"15,225",0,0,0,0,0,0,0,0,0,0,0,"15,225"
               National Historical Institute,0,0,0,0,"54,967","1,620",0,"1,450",453,0,0,0,"58,490"
               The National Library,0,0,0,0,"1,779","41,889",0,0,0,0,0,0,"43,668"
               National Museum,0,0,0,0,"8,925",999,0,"1,624",0,0,0,0,"11,548"
               National Archives of the Philippines,,,,,,,,,,,,,
                     (formerly Records Management and,,,,,,,,,,,,,
                     Archives Office),0,0,0,0,0,"3,304",0,0,0,0,0,0,"3,304"
          National Commission on the Role of Filipino Women,0,0,0,0,0,"1,772",0,"2,877",0,0,0,0,"4,649"
          National Intelligence Coordinating Agency,0,0,0,0,0,546,0,0,855,0,0,0,"1,401"
          National Security Council,0,0,0,0,0,600,0,0,0,0,0,0,600
          National Youth Commission,0,0,0,0,0,357,0,846,0,0,0,0,"1,203"
          Office on Muslim Affairs,0,0,0,0,0,"5,710",0,0,0,0,0,0,"5,710"
          Optical Media Board,0,0,0,0,0,446,0,0,102,0,0,0,548
          Palawan Council for Sustainable Development Staff,0,0,0,0,0,"9,000",0,0,0,0,0,0,"9,000"
          Philippine Drug Enforcement Agency,0,0,0,0,"38,567","6,682",0,"12,000","27,104",0,0,0,"84,353"
          Philippine Racing Commission,0,0,0,0,0,"1,833",0,"1,167",0,0,0,0,"3,000"
          Philippine Sports Commission,0,0,0,0,"10,000",0,0,0,0,0,0,0,"10,000"
          Presidential Commission on Good Government,0,0,0,0,0,"1,519",0,0,0,0,0,0,"1,519"
          Presidential Commission for the Urban Poor,0,0,0,0,0,59,0,782,0,0,0,0,841
          Presidential Legislative Liaison Office,0,0,0,0,0,146,0,"1,009",0,0,0,0,"1,155"
          Presidential Management Staff,0,0,0,0,"7,214",283,0,"3,562",109,0,0,0,"11,168"
          Professional Regulation Commission,0,0,0,0,"33,000","24,010",0,"17,330",0,0,0,0,"74,340"
,,,,,,,,,,,,,
     Autonomous Region in Muslim Mindanao,0,0,0,"679,063","1,000","23,501",0,"1,570","1,200","376,505",0,0,"1,082,839"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Autonomous Regional Government in Muslim Mindanao,0,0,0,"679,063","1,000","23,501",0,"1,570","1,200","376,505",0,0,"1,082,839"
,,,,,,,,,,,,,
     The Judiciary,0,0,0,"6,376","84,761","21,761",0,0,0,0,0,0,"112,898"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Supreme Court of the Philippines and the,,,,,,,,,,,,,
                Lower Courts,0,0,0,0,0,"3,922",0,0,0,0,0,0,"3,922"
          Sandiganbayan,0,0,0,0,"82,493","11,262",0,0,0,0,0,0,"93,755"
          Court of Appeals,0,0,0,0,218,"5,260",0,0,0,0,0,0,"5,478"
          Court of Tax Appeals,0,0,0,"6,376","2,050","1,317",0,0,0,0,0,0,"9,743"
,,,,,,,,,,,,,
     Civil Service Commission,0,0,0,0,0,370,0,914,0,0,0,0,"1,284"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Civil Service Commission,0,0,0,0,0,0,0,0,0,0,0,0,
               Career Executive Service Board,0,0,0,0,0,370,0,914,0,0,0,0,"1,284"
,,,,,,,,,,,,,
     Commission on Audit,0,0,0,0,0,"5,693",0,0,0,0,0,0,"5,693"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     Commission on Elections,0,0,0,0,0,"112,470",0,0,0,0,0,0,"112,470"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     Office of the Ombudsman,0,0,0,"41,365","39,348","5,621",0,96,252,0,0,0,"86,682"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     Commission on Human Rights,0,0,0,0,0,59,0,0,0,0,0,0,59
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
SPECIAL PURPOSE FUNDS,"3,779,993","8,901,413","89,789","3,937,756","720,373","198,000","6,047","31,387","277,988","9,699,364",0,"9,750,000","37,392,110"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
,,,,,,,,,,,,,
     Budgetary Support to Government Corporations,"3,728,434","7,958,042",0,0,0,0,0,0,0,0,0,"9,750,000","21,436,476"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Department of Agriculture,"1,139,910",0,0,0,0,0,0,0,0,0,0,0,"1,139,910"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               National Food Authority,"1,109,410",0,0,0,0,0,0,0,0,0,0,0,"1,109,410"
               Philippine Crop Insurance Corporation,"30,500",0,0,0,0,0,0,0,0,0,0,0,"30,500"
,,,,,,,,,,,,,
          Department of Finance,"500,000",0,0,0,0,0,0,0,0,0,0,0,"500,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Trade and Investment Development Corporation,"500,000",0,0,0,0,0,0,0,0,0,0,0,"500,000"
,,,,,,,,,,,,,
          Department of Transportation and Communications,0,"3,270,236",0,0,0,0,0,0,0,0,0,0,"3,270,236"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Light Rail Transit Authority,0,"3,270,236",0,0,0,0,0,0,0,0,0,0,"3,270,236"
,,,,,,,,,,,,,
          Office of the Press Secretary,"181,524",0,0,0,0,0,0,0,0,0,0,0,"181,524"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
"               People`s Television Network, Incorporated","181,524",0,0,0,0,0,0,0,0,0,0,0,"181,524"
,,,,,,,,,,,,,
          Other Executive Offices,"1,907,000","4,687,806",0,0,0,0,0,0,0,0,0,0,"6,594,806"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Cagayan Economic Zone Authority,"174,000",0,0,0,0,0,0,0,0,0,0,0,"174,000"
               North Luzon Railways Corporation,0,"4,687,806",0,0,0,0,0,0,0,0,0,0,"4,687,806"
               Home Guaranty Corporation,"1,673,000",0,0,0,0,0,0,0,0,0,0,0,"1,673,000"
               Zamboanga City Special Economic Zone Authority,"60,000",0,0,0,0,0,0,0,0,0,0,0,"60,000"
,,,,,,,,,,,,,
          Net Lending,0,0,0,0,0,0,0,0,0,0,0,"9,750,000","9,750,000"
,,,,,,,,,,,,,
     Agriculture and Fisheries Modernization Program,"51,559","742,279","89,789","1,897,604","542,043","185,000","6,047","27,387","277,988","9,699,364",0,0,"13,519,060"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Department of Agriculture,"51,559","721,110","89,789","238,594","542,043","185,000","6,047","27,387","277,988","9,699,364",0,0,"11,838,881"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Office of the Secretary,"51,559","721,110","1,389","224,163","300,829","101,187","6,047","6,152","193,267","9,696,197",0,0,"11,301,900"
               Bureau of Fisheries and Aquatic Resources,0,0,0,"8,331","191,104","27,952",0,"14,775","42,836",0,0,0,"284,998"
               National Agricultural and Fishery Council,0,0,"88,400","6,100","50,110","55,861",0,"6,460","41,885","3,167",0,0,"251,983"
,,,,,,,,,,,,,
          Allocation to Local Government Units,0,"21,169",0,"1,659,010",0,0,0,0,0,0,0,0,"1,680,179"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Municipal Development Fund,0,"21,169",0,"1,659,010",0,0,0,0,0,0,0,0,"1,680,179"
,,,,,,,,,,,,,
     Allocation to Local Government Units,0,"201,092",0,"2,040,152","178,330","13,000",0,"4,000",0,0,0,0,"2,436,574"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Metropolitan Manila Development Authority,0,0,0,"301,029","70,000",0,0,0,0,0,0,0,"371,029"
          Pasig River Rehabilitation Commission,0,0,0,"1,063,674",0,0,0,0,0,0,0,0,"1,063,674"
          Municipal Development Fund,0,"201,092",0,"675,449","108,330","13,000",0,"4,000",0,0,0,0,"1,001,871"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
GRAND TOTAL,"3,877,724","8,901,413","173,112","12,127,661","8,472,219","4,944,178","6,047","1,380,911","8,084,841","99,936,131","44,218","9,750,000","157,698,455"
