psgc_muni,pov_muni_year,pov_muni_measure,estimate,standard_error,coefficient_of_variation
71227000,2012,Incidence,19.62,2.83,14.42405708
71228000,2012,Incidence,19.3,2.19,11.34715026
71229000,2012,Incidence,21.52,2.24,10.40892193
71230000,2012,Incidence,21.98,1.61,7.324840764
71231000,2012,Incidence,46.76,3.48,7.44225834
71232000,2012,Incidence,17.3,2.32,13.41040462
71233000,2012,Incidence,16.36,2.85,17.4205379
71234000,2012,Incidence,38.81,2.82,7.266168513
71235000,2012,Incidence,51.83,3.59,6.92649045
71236000,2012,Incidence,24.01,2.62,10.91211995
71237000,2012,Incidence,44.89,4.45,9.913120962
71238000,2012,Incidence,42.71,3.78,8.850386326
71239000,2012,Incidence,31.72,3.14,9.899117276
71240000,2012,Incidence,35.05,3.31,9.443651926
71241000,2012,Incidence,28.98,3.78,13.04347826
71242000,2012,Incidence,7.85,1.45,18.47133758
71243000,2012,Incidence,36.35,2.69,7.400275103
71244000,2012,Incidence,39.69,3.1,7.81053162
71245000,2012,Incidence,26.69,2.12,7.943049831
71246000,2012,Incidence,39.64,2.18,5.499495459
71247000,2012,Incidence,28.51,2.27,7.962118555
72201000,2012,Incidence,34.03,4.24,12.45959448
72202000,2012,Incidence,24.53,4.41,17.97798614
72203000,2012,Incidence,39.95,5.19,12.99123905
72204000,2012,Incidence,29.13,3.64,12.49570889
72205000,2012,Incidence,24.74,2.25,9.09458367
72206000,2012,Incidence,30.77,3.24,10.52973676
72207000,2012,Incidence,38.32,3.03,7.907098121
72208000,2012,Incidence,20.04,2.32,11.57684631
72209000,2012,Incidence,36.04,2.54,7.04772475
72210000,2012,Incidence,26.44,2.21,8.358547655
72212000,2012,Incidence,33.63,4.13,12.28070175
72213000,2012,Incidence,27.43,3.18,11.59314619
72215000,2012,Incidence,19.96,2.39,11.9739479
72216000,2012,Incidence,27.47,2.57,9.355660721
72217000,2012,Incidence,6.8,1.04,15.29411765
72211000,2012,Incidence,20.15,2.41,11.96029777
72214000,2012,Incidence,17.02,2.42,14.21856639
72234000,2012,Incidence,17.23,2.24,13.00058038
72250000,2012,Incidence,10.65,1.75,16.43192488
72218000,2012,Incidence,18.2,2.82,15.49450549
72219000,2012,Incidence,9.28,2.04,21.98275862
72220000,2012,Incidence,14.29,2.53,17.70468859
72221000,2012,Incidence,28.35,3.02,10.65255732
72222000,2012,Incidence,42.32,3.21,7.585066163
72223000,2012,Incidence,16.61,1.66,9.99397953
72224000,2012,Incidence,33.18,2.73,8.227848101
72225000,2012,Incidence,40.47,3.24,8.005930319
72226000,2012,Incidence,9.09,1.75,19.25192519
72227000,2012,Incidence,10.54,2.28,21.63187856
72228000,2012,Incidence,36.25,3.19,8.8
72229000,2012,Incidence,37.13,3.81,10.26124428
72230000,2012,Incidence,5.49,1.2,21.8579235
72231000,2012,Incidence,23.88,2.73,11.4321608
72232000,2012,Incidence,9.66,1.85,19.15113872
72233000,2012,Incidence,27.87,3.19,11.44599928
72235000,2012,Incidence,40.42,3.61,8.931222167
72236000,2012,Incidence,30.8,4.15,13.47402597
72237000,2012,Incidence,25.74,2.47,9.595959596
72238000,2012,Incidence,30.07,2.84,9.444629199
72239000,2012,Incidence,32.71,3.58,10.94466524
72240000,2012,Incidence,31.74,3.67,11.56269691
72241000,2012,Incidence,20.65,2.38,11.52542373
72242000,2012,Incidence,49.34,4.04,8.188082692
72243000,2012,Incidence,27.28,2.61,9.56744868
72244000,2012,Incidence,39.83,3.77,9.465227216
72245000,2012,Incidence,27.92,3.25,11.64040115
72246000,2012,Incidence,25.68,2.43,9.462616822
72247000,2012,Incidence,33.4,3.09,9.251497006
72248000,2012,Incidence,34.77,3.12,8.973252804
72249000,2012,Incidence,33.44,3.9,11.66267943
72251000,2012,Incidence,18.89,2.02,10.69348862
72252000,2012,Incidence,34.26,2.51,7.326328079
72253000,2012,Incidence,24.33,4.41,18.12577065
74601000,2012,Incidence,20.31,3.17,15.60807484
74602000,2012,Incidence,51.33,3,5.844535359
74603000,2012,Incidence,18.48,2.14,11.58008658
74604000,2012,Incidence,31.71,2.46,7.757805109
74605000,2012,Incidence,46.43,4.7,10.12276545
74607000,2012,Incidence,55.77,3.92,7.028868567
74608000,2012,Incidence,42.29,4.26,10.07330338
74606000,2012,Incidence,37.41,2.57,6.869820904
74611000,2012,Incidence,40.83,2.57,6.294391379
74621000,2012,Incidence,22.72,2.34,10.29929577
74609000,2012,Incidence,28.88,2.44,8.448753463
74610000,2012,Incidence,6.51,1.16,17.8187404
74612000,2012,Incidence,48.08,2.89,6.010815308
74613000,2012,Incidence,50.97,3.31,6.494016088
74614000,2012,Incidence,40.81,2.71,6.640529282
74615000,2012,Incidence,33.59,2.4,7.144983626
74616000,2012,Incidence,34.12,3.59,10.52168816
74617000,2012,Incidence,28.76,3.23,11.23087622
74618000,2012,Incidence,43.05,3.21,7.456445993
74619000,2012,Incidence,45.89,2.96,6.450207017
74620000,2012,Incidence,14.68,2,13.6239782
74622000,2012,Incidence,41.23,2.77,6.718408926
74623000,2012,Incidence,20.54,2.32,11.29503408
74624000,2012,Incidence,38.04,4.03,10.59411146
74625000,2012,Incidence,32.19,3.75,11.64958062
76101000,2012,Incidence,19.77,3.12,15.7814871
76102000,2012,Incidence,7.81,1.36,17.41357234
76103000,2012,Incidence,28.63,2.94,10.26894866
76104000,2012,Incidence,25.4,2.64,10.39370079
76105000,2012,Incidence,31.39,3.42,10.89518955
76106000,2012,Incidence,18.6,1.97,10.59139785
87801000,2012,Incidence,25.09,3.17,12.63451574
87802000,2012,Incidence,32.65,3.29,10.07656968
87803000,2012,Incidence,38.54,3.58,9.289050337
87804000,2012,Incidence,36.3,2.85,7.851239669
87805000,2012,Incidence,31.72,3.34,10.5296343
87806000,2012,Incidence,31.99,3.07,9.596748984
87807000,2012,Incidence,41.75,3.53,8.45508982
87808000,2012,Incidence,21.73,2.22,10.21629084
82601000,2012,Incidence,59.2,3.75,6.334459459
82602000,2012,Incidence,40.55,3.77,9.297163995
82603000,2012,Incidence,51.83,3.83,7.389542736
82605000,2012,Incidence,44.74,2.39,5.341975861
82604000,2012,Incidence,25.96,1.92,7.395993837
82606000,2012,Incidence,49.3,2.53,5.131845842
82607000,2012,Incidence,53.86,3.1,5.75566283
82608000,2012,Incidence,48.1,3.42,7.11018711
82609000,2012,Incidence,36.51,2.04,5.587510271
82610000,2012,Incidence,52.66,3.76,7.140144322
82611000,2012,Incidence,60.9,4.73,7.76683087
82612000,2012,Incidence,33.1,3.27,9.879154079
82613000,2012,Incidence,47.4,2.7,5.696202532
82614000,2012,Incidence,60.46,5.65,9.345021502
82615000,2012,Incidence,40.08,2.83,7.060878244
82616000,2012,Incidence,44.92,3.14,6.990204809
82617000,2012,Incidence,53.54,2.47,4.613373179
82618000,2012,Incidence,50.9,2.81,5.520628684
82619000,2012,Incidence,43.93,2.58,5.87297974
82620000,2012,Incidence,43.5,3.57,8.206896552
82621000,2012,Incidence,52.44,3.3,6.292906178
82622000,2012,Incidence,36.49,3.17,8.687311592
82623000,2012,Incidence,39.38,2.88,7.313357034
83701000,2012,Incidence,35.93,2.23,6.206512664
83702000,2012,Incidence,41.51,2.15,5.179474825
83703000,2012,Incidence,38.91,3.53,9.072217939
83705000,2012,Incidence,44.1,2.76,6.258503401
83706000,2012,Incidence,37.4,2.56,6.844919786
83707000,2012,Incidence,40,2.6,6.5
83710000,2012,Incidence,36.68,1.89,5.152671756
83713000,2012,Incidence,46.24,2.25,4.865916955
83714000,2012,Incidence,44.4,3.4,7.657657658
83715000,2012,Incidence,34.74,2.26,6.5054692
83708000,2012,Incidence,27.71,2.05,7.398051245
83717000,2012,Incidence,46.17,2.34,5.068226121
83718000,2012,Incidence,33.57,2.21,6.583258862
83719000,2012,Incidence,37.43,2.46,6.572268234
83720000,2012,Incidence,32.5,3,9.230769231
83721000,2012,Incidence,32.77,2.9,8.849557522
83722000,2012,Incidence,23.87,2.32,9.719312945
83723000,2012,Incidence,44.99,2.58,5.734607691
83724000,2012,Incidence,41.32,2.59,6.268151016
83725000,2012,Incidence,36.78,2.8,7.612833061
83726000,2012,Incidence,40.22,3.02,7.508702138
83728000,2012,Incidence,45.38,2.48,5.464962539
83729000,2012,Incidence,53.59,2.99,5.579399142
83730000,2012,Incidence,42.48,2.78,6.544256121
83731000,2012,Incidence,39.7,2.9,7.304785894
83733000,2012,Incidence,49.59,3.5,7.057874571
83734000,2012,Incidence,41.25,2.75,6.666666667
83735000,2012,Incidence,31.54,3.53,11.19213697
83736000,2012,Incidence,38.69,3.12,8.06409925
83738000,2012,Incidence,25.69,1.78,6.928766057
83739000,2012,Incidence,17.9,1.76,9.832402235
83740000,2012,Incidence,27.73,1.63,5.87811035
83741000,2012,Incidence,49.5,3.44,6.949494949
83742000,2012,Incidence,47.12,3.51,7.449066214
83743000,2012,Incidence,46.36,3.41,7.355478861
83744000,2012,Incidence,43.87,2.98,6.7927969
83745000,2012,Incidence,46.34,3.83,8.264997842
83746000,2012,Incidence,45.42,3.56,7.837956847
83747000,2012,Incidence,9.75,1.57,16.1025641
83748000,2012,Incidence,28.88,1.96,6.786703601
83749000,2012,Incidence,20.65,3.18,15.39951574
83750000,2012,Incidence,22.77,3.53,15.50285463
83751000,2012,Incidence,44.76,2.66,5.942806077
84801000,2012,Incidence,35.07,2.49,7.100085543
84802000,2012,Incidence,55.36,5.47,9.880780347
84803000,2012,Incidence,40.12,3.13,7.801595214
84804000,2012,Incidence,45.23,3.69,8.158302012
84805000,2012,Incidence,34.83,2.03,5.828308929
84806000,2012,Incidence,54.2,2.4,4.42804428
84807000,2012,Incidence,51.41,3.05,5.932697919
84808000,2012,Incidence,51.69,2.38,4.604372219
84809000,2012,Incidence,55.38,3.8,6.861682918
84810000,2012,Incidence,57.49,3.18,5.531396765
84811000,2012,Incidence,48.58,2.84,5.846027172
84824000,2012,Incidence,63.3,4.49,7.093206951
84812000,2012,Incidence,53.25,4.44,8.338028169
84813000,2012,Incidence,53.63,3.46,6.451612903
84814000,2012,Incidence,51.71,2.71,5.240765809
84815000,2012,Incidence,55.46,3.1,5.589614136
84816000,2012,Incidence,43.46,3.63,8.352508053
84817000,2012,Incidence,36.56,3.87,10.58533917
84818000,2012,Incidence,40.91,3.14,7.675384991
84819000,2012,Incidence,48.09,3.91,8.13058848
84820000,2012,Incidence,51.01,3.24,6.351695746
84821000,2012,Incidence,45.68,4.51,9.873029772
84822000,2012,Incidence,71.58,3.4,4.749930148
84823000,2012,Incidence,40.86,3.5,8.565834557
86001000,2012,Incidence,48.05,3.27,6.80541103
86002000,2012,Incidence,34.79,2.21,6.352400115
86003000,2012,Incidence,24.85,1.57,6.317907445
86004000,2012,Incidence,37.42,2.83,7.562800641
86005000,2012,Incidence,17.88,1.95,10.90604027
86006000,2012,Incidence,52.69,3.26,6.187132283
86007000,2012,Incidence,46.44,2.45,5.275624462
86008000,2012,Incidence,34.04,3.55,10.42890717
86009000,2012,Incidence,37.14,3.29,8.858373721
86010000,2012,Incidence,37.17,2.83,7.613666936
86011000,2012,Incidence,51.78,4.71,9.09617613
86012000,2012,Incidence,42.02,3.61,8.591147073
86026000,2012,Incidence,37.97,3.58,9.428496181
86022000,2012,Incidence,31.78,2.36,7.426054122
86013000,2012,Incidence,46.97,3.34,7.110921865
86025000,2012,Incidence,41.13,2.88,7.002188184
86014000,2012,Incidence,43.21,5.72,13.23767646
86015000,2012,Incidence,40.75,3.77,9.251533742
86016000,2012,Incidence,33.14,3.2,9.656004828
86017000,2012,Incidence,48.17,3.37,6.996055636
86018000,2012,Incidence,40,4,10
86024000,2012,Incidence,49.53,3.95,7.974964668
86019000,2012,Incidence,45.43,4.55,10.01540832
86020000,2012,Incidence,47.49,3.11,6.548747105
86021000,2012,Incidence,42.81,2.68,6.260219575
86023000,2012,Incidence,49.53,3.58,7.227942661
86401000,2012,Incidence,39.12,3.69,9.432515337
86402000,2012,Incidence,39.81,2.52,6.330067822
86407000,2012,Incidence,29.38,2.41,8.202859088
86403000,2012,Incidence,33.81,2.35,6.950606329
86404000,2012,Incidence,36.26,3.01,8.301158301
86405000,2012,Incidence,40.9,3.18,7.775061125
86406000,2012,Incidence,42.51,3.22,7.574688309
86419000,2012,Incidence,48.54,5.13,10.56860321
86408000,2012,Incidence,35.56,2.39,6.721034871
86409000,2012,Incidence,45.04,2.18,4.840142096
86410000,2012,Incidence,30.91,3.83,12.39081203
86411000,2012,Incidence,44.38,2.72,6.128886886
86412000,2012,Incidence,39.49,2.66,6.735882502
86413000,2012,Incidence,39.98,3.05,7.628814407
86414000,2012,Incidence,35.88,2.69,7.497212932
86415000,2012,Incidence,45.98,3.82,8.307959983
86416000,2012,Incidence,31.11,4.06,13.05046609
86417000,2012,Incidence,39.13,2.43,6.210069001
86418000,2012,Incidence,42.21,2.48,5.87538498
101301000,2012,Incidence,46.16,5.55,12.02339688
101322000,2012,Incidence,59.3,5.34,9.005059022
101312000,2012,Incidence,31.62,2.56,8.096141682
101321000,2012,Incidence,34.82,3.4,9.764503159
101302000,2012,Incidence,64.04,4.84,7.55777639
101303000,2012,Incidence,39.67,5.45,13.73834132
101304000,2012,Incidence,37.58,3.69,9.819052688
101305000,2012,Incidence,58.5,5.39,9.213675214
101306000,2012,Incidence,56.03,4.66,8.31697305
101307000,2012,Incidence,53.03,4.63,8.730907034
101308000,2012,Incidence,49,4.03,8.224489796
101309000,2012,Incidence,64.1,3.56,5.553822153
101310000,2012,Incidence,48.96,5.35,10.92728758
101311000,2012,Incidence,37.17,5.47,14.71616895
101313000,2012,Incidence,65.34,6.02,9.213345577
101314000,2012,Incidence,33.95,3.32,9.779086892
101315000,2012,Incidence,37.27,3.66,9.820230749
101316000,2012,Incidence,51.66,4.56,8.826945412
101317000,2012,Incidence,49.17,3.76,7.646939191
101318000,2012,Incidence,63.19,4.47,7.073904099
101319000,2012,Incidence,45.1,7.17,15.89800443
101320000,2012,Incidence,62.43,3.9,6.246996636
101801000,2012,Incidence,43.9,4.97,11.32118451
101802000,2012,Incidence,68.82,6.05,8.791049114
101803000,2012,Incidence,43.45,5.38,12.38204833
101804000,2012,Incidence,30.86,4.46,14.45236552
101805000,2012,Incidence,49.94,5.37,10.75290348
103501000,2012,Incidence,37.75,4.3,11.39072848
103502000,2012,Incidence,52.77,5.57,10.55523972
103503000,2012,Incidence,44.56,3.66,8.213644524
103504000,2012,Incidence,17.48,2.45,14.01601831
103505000,2012,Incidence,43.54,3.81,8.750574185
103507000,2012,Incidence,41.14,4.89,11.8862421
103508000,2012,Incidence,36.18,3.45,9.535655058
103509000,2012,Incidence,43.3,4.6,10.62355658
103510000,2012,Incidence,30.37,5.43,17.87948634
103511000,2012,Incidence,55.44,4.72,8.513708514
103512000,2012,Incidence,36.81,4.2,11.40994295
103513000,2012,Incidence,64.51,6.58,10.199969
103514000,2012,Incidence,65.18,3.81,5.845351335
103515000,2012,Incidence,79.72,4.69,5.883090818
103516000,2012,Incidence,67.31,5.99,8.899123459
103523000,2012,Incidence,67.16,4.75,7.072662299
103517000,2012,Incidence,73.75,4.42,5.993220339
103518000,2012,Incidence,68.66,4.78,6.961840955
103519000,2012,Incidence,58.43,4.9,8.386103029
103506000,2012,Incidence,63.98,3.84,6.001875586
103520000,2012,Incidence,69.85,7.35,10.52254832
103521000,2012,Incidence,79.32,4.61,5.81190116
103522000,2012,Incidence,37.99,3.91,10.29218215
104201000,2012,Incidence,39.58,3.65,9.221829207
104202000,2012,Incidence,49.61,3.9,7.861318283
104203000,2012,Incidence,51.79,4.46,8.611701101
104204000,2012,Incidence,27.1,3.84,14.1697417
104205000,2012,Incidence,33.47,3.18,9.501045713
104206000,2012,Incidence,77.98,5.36,6.873557322
104217000,2012,Incidence,67.27,6.64,9.870670433
104207000,2012,Incidence,27.95,3.39,12.12880143
104208000,2012,Incidence,44.21,3.71,8.391766569
104209000,2012,Incidence,22.24,2.39,10.74640288
104210000,2012,Incidence,20.93,2.23,10.65456283
104211000,2012,Incidence,31.77,3.84,12.08687441
104212000,2012,Incidence,37.41,4.14,11.06655974
104213000,2012,Incidence,46.6,4.21,9.034334764
104214000,2012,Incidence,38.34,4.37,11.39801774
104215000,2012,Incidence,39.32,3.31,8.418107833
104216000,2012,Incidence,38.07,2.85,7.486209614
104301000,2012,Incidence,35.43,4.73,13.35026813
104302000,2012,Incidence,37.72,4.09,10.84305408
104303000,2012,Incidence,33.26,5.91,17.769092
104304000,2012,Incidence,28.73,6.99,24.32996867
104305000,2012,Incidence,7.73,1.74,22.50970246
104307000,2012,Incidence,23.69,4.49,18.95314479
104306000,2012,Incidence,39.08,5.12,13.1013306
104308000,2012,Incidence,27.74,3.19,11.49963951
104309000,2012,Incidence,35.03,5.3,15.12988867
104310000,2012,Incidence,30.46,5.02,16.48063033
104311000,2012,Incidence,26.11,4.37,16.73688242
104312000,2012,Incidence,27.58,5.05,18.31036983
104313000,2012,Incidence,32.32,5.13,15.87252475
104314000,2012,Incidence,35.41,5.42,15.30641062
104315000,2012,Incidence,47.11,7.7,16.34472511
104316000,2012,Incidence,21.25,5.48,25.78823529
104317000,2012,Incidence,48.24,4.72,9.784411277
104318000,2012,Incidence,28.24,4.18,14.80169972
104319000,2012,Incidence,19.26,3.27,16.97819315
104320000,2012,Incidence,25.88,4.45,17.19474498
104321000,2012,Incidence,14.27,3.38,23.68605466
104322000,2012,Incidence,27.85,4.48,16.08617594
104323000,2012,Incidence,40.6,6.99,17.21674877
104324000,2012,Incidence,13.98,3.93,28.11158798
104325000,2012,Incidence,29,4.4,15.17241379
104326000,2012,Incidence,20.24,4.93,24.35770751
118201000,2012,Incidence,27.03,3.97,14.68738439
118202000,2012,Incidence,53.8,4.52,8.401486989
118203000,2012,Incidence,32.08,3.92,12.21945137
118204000,2012,Incidence,29.61,2.74,9.25363053
118205000,2012,Incidence,31.23,4.02,12.87223823
118206000,2012,Incidence,32.16,4.16,12.93532338
118207000,2012,Incidence,25.92,3.23,12.46141975
118208000,2012,Incidence,40.17,3.88,9.658949465
118209000,2012,Incidence,24.43,3.12,12.77118297
118210000,2012,Incidence,32.9,4.38,13.31306991
118211000,2012,Incidence,36.45,4.84,13.27846365
112301000,2012,Incidence,39.18,3.66,9.341500766
112323000,2012,Incidence,29.36,5.87,19.99318801
112303000,2012,Incidence,26.67,3.7,13.87326584
112315000,2012,Incidence,16.58,2.11,12.72617612
112319000,2012,Incidence,13.77,2.34,16.99346405
112317000,2012,Incidence,28.54,2.05,7.182901191
112305000,2012,Incidence,33.36,3.99,11.96043165
112314000,2012,Incidence,41.55,4.07,9.795427196
112324000,2012,Incidence,43.19,4.66,10.78953461
112318000,2012,Incidence,21.74,3.37,15.50137994
112322000,2012,Incidence,68.79,8.6,12.50181712
112401000,2012,Incidence,23.69,2.92,12.3258759
112403000,2012,Incidence,14.72,2.48,16.84782609
112402000,2012,Incidence,10.56,1.03,9.753787879
112416000,2012,Incidence,73.82,4.92,6.664860471
112404000,2012,Incidence,23.88,3.4,14.23785595
112405000,2012,Incidence,75.53,5.47,7.242155435
112406000,2012,Incidence,52.86,4.44,8.39954597
112407000,2012,Incidence,29.67,4.01,13.51533536
112408000,2012,Incidence,35.57,4.46,12.53865617
112409000,2012,Incidence,60.77,4.49,7.388514069
112410000,2012,Incidence,25.67,2.47,9.622126996
112411000,2012,Incidence,14.1,2.43,17.23404255
112412000,2012,Incidence,28.58,3.82,13.3659902
112413000,2012,Incidence,50.69,4.98,9.824422963
112415000,2012,Incidence,65.89,5.51,8.362422219
112414000,2012,Incidence,37.1,3.15,8.490566038
112501000,2012,Incidence,26.17,3.42,13.06839893
112502000,2012,Incidence,34.2,4.47,13.07017544
112503000,2012,Incidence,27.59,4.89,17.72381298
112504000,2012,Incidence,51.6,5.28,10.23255814
112505000,2012,Incidence,28.83,3.72,12.90322581
112509000,2012,Incidence,27,3.54,13.11111111
112506000,2012,Incidence,38.69,3.98,10.28689584
112507000,2012,Incidence,32.83,3.97,12.09259823
112508000,2012,Incidence,58.1,5.62,9.672977625
112510000,2012,Incidence,35.23,4.37,12.40420097
112511000,2012,Incidence,56.86,5.53,9.725641928
124701000,2012,Incidence,54.33,4.62,8.503589177
124717000,2012,Incidence,58.15,5.13,8.822012038
124715000,2012,Incidence,41.08,5,12.17137293
124718000,2012,Incidence,53.9,4.11,7.625231911
124716000,2012,Incidence,45.42,4.76,10.47996477
124702000,2012,Incidence,56.39,4.13,7.323993616
124704000,2012,Incidence,27.73,3.24,11.68409665
124703000,2012,Incidence,38,3.48,9.157894737
124705000,2012,Incidence,39.61,3.52,8.886644787
124710000,2012,Incidence,38.25,2.59,6.77124183
124706000,2012,Incidence,48.88,4.01,8.203764321
124707000,2012,Incidence,39.38,3.09,7.846622651
124708000,2012,Incidence,43.02,3.18,7.391910739
124709000,2012,Incidence,39.56,2.42,6.117290192
124711000,2012,Incidence,41.86,2.88,6.880076445
124712000,2012,Incidence,57.83,4.2,7.262666436
124713000,2012,Incidence,47.57,3.74,7.862097961
124714000,2012,Incidence,45.39,3.16,6.961885878
129804000,2012,Incidence,29.71,2.77,9.323460114
128001000,2012,Incidence,45.88,5.22,11.37750654
128002000,2012,Incidence,49.03,4,8.158270447
128003000,2012,Incidence,36.42,4.18,11.47721032
128004000,2012,Incidence,44.09,5.01,11.36312089
128005000,2012,Incidence,39.77,3.8,9.55494091
128006000,2012,Incidence,53.11,5.52,10.39352288
128007000,2012,Incidence,47.04,4.67,9.927721088
126302000,2012,Incidence,30.85,3.83,12.41491086
126306000,2012,Incidence,21.71,2.84,13.08152925
126303000,2012,Incidence,19.3,3.44,17.8238342
126319000,2012,Incidence,63.47,6.66,10.49314637
126311000,2012,Incidence,28.52,4.57,16.02384292
126312000,2012,Incidence,22.83,4.37,19.14148051
126318000,2012,Incidence,27.95,5.03,17.99642218
126313000,2012,Incidence,32,3.8,11.875
126316000,2012,Incidence,60.21,4.55,7.556884238
126314000,2012,Incidence,37.26,4.35,11.6747182
126315000,2012,Incidence,35.41,4.6,12.9906806
126317000,2012,Incidence,32.93,3.88,11.78256909
126501000,2012,Incidence,47.63,4.24,8.901952551
126511000,2012,Incidence,22.15,3.2,14.4469526
126502000,2012,Incidence,54.67,4.34,7.938540333
126503000,2012,Incidence,38.57,3.34,8.659579984
126504000,2012,Incidence,29.94,3.87,12.9258517
126505000,2012,Incidence,50.98,5.01,9.827383288
126508000,2012,Incidence,42.08,3.46,8.22243346
126506000,2012,Incidence,50.92,3.83,7.521602514
126507000,2012,Incidence,51.25,4.76,9.287804878
126509000,2012,Incidence,57.58,5.58,9.690864884
126510000,2012,Incidence,32.74,3.36,10.26267563
126512000,2012,Incidence,54.6,4.77,8.736263736
160201000,2012,Incidence,30.76,3.09,10.04551365
160202000,2012,Incidence,18.65,1.87,10.02680965
160204000,2012,Incidence,37.66,4.71,12.50663834
160203000,2012,Incidence,24.87,2.33,9.36871733
160205000,2012,Incidence,48.1,3.81,7.920997921
160206000,2012,Incidence,40.03,4.38,10.94179365
160207000,2012,Incidence,59.41,4.96,8.348762835
160208000,2012,Incidence,25.85,4.11,15.89941973
160209000,2012,Incidence,20.73,2.61,12.59044863
160212000,2012,Incidence,36.07,4.39,12.17077904
160210000,2012,Incidence,40.54,5.08,12.53083374
160211000,2012,Incidence,42.67,3.72,8.718068901
160302000,2012,Incidence,39.1,4.37,11.17647059
160301000,2012,Incidence,35.85,2.62,7.308228731
160303000,2012,Incidence,52.85,3.11,5.884578997
160304000,2012,Incidence,52.82,4.42,8.368042408
160305000,2012,Incidence,48.58,4.25,8.748456155
160306000,2012,Incidence,39.29,2.96,7.533723594
160307000,2012,Incidence,39.97,4.94,12.35926945
160308000,2012,Incidence,30.79,2.23,7.242611237
160309000,2012,Incidence,55.67,3.39,6.089455721
160310000,2012,Incidence,36.02,3.7,10.27207107
160314000,2012,Incidence,47.75,3.46,7.246073298
160311000,2012,Incidence,45.97,3.36,7.30911464
160312000,2012,Incidence,34.04,3.9,11.45710928
160313000,2012,Incidence,48.74,4.24,8.699220353
168501000,2012,Incidence,55.69,4.09,7.3442
168502000,2012,Incidence,55.57,5.1,9.1776
168503000,2012,Incidence,57.63,5.12,8.8843
168504000,2012,Incidence,54.06,4.68,8.657
168505000,2012,Incidence,54.21,5.12,9.4448
168506000,2012,Incidence,46.72,4.4,9.4178
168507000,2012,Incidence,56.26,5.41,9.6161
166701000,2012,Incidence,38.25,3.81,9.960784314
166702000,2012,Incidence,37.14,4.7,12.6548196
166704000,2012,Incidence,40.35,5.6,13.87856258
166706000,2012,Incidence,41.37,3.32,8.02513899
166707000,2012,Incidence,43.49,4.04,9.289491837
166708000,2012,Incidence,41.16,3.55,8.624878523
166710000,2012,Incidence,44.49,3.38,7.597212857
166711000,2012,Incidence,41.53,4.1,9.872381411
166714000,2012,Incidence,41.69,3.55,8.51523147
166715000,2012,Incidence,51.8,6.98,13.47490347
166716000,2012,Incidence,46.38,3.88,8.36567486
166717000,2012,Incidence,29.47,3.24,10.99423142
166718000,2012,Incidence,42.4,5.91,13.93867925
166719000,2012,Incidence,31.61,3.29,10.4080987
166720000,2012,Incidence,46.15,3.9,8.450704225
166721000,2012,Incidence,36.1,3.27,9.058171745
166722000,2012,Incidence,45,4.59,10.2
166723000,2012,Incidence,58.74,6.28,10.69118148
166724000,2012,Incidence,21.54,2.01,9.331476323
166725000,2012,Incidence,43.68,4.04,9.249084249
166727000,2012,Incidence,30.98,3.81,12.29825694
166801000,2012,Incidence,30.48,3.89,12.76246719
166802000,2012,Incidence,28.73,4.88,16.9857292
166804000,2012,Incidence,23.77,3.9,16.40723601
166805000,2012,Incidence,17.56,2.45,13.95216401
166806000,2012,Incidence,24.59,4.4,17.89345262
166807000,2012,Incidence,26.38,3.64,13.79833207
166803000,2012,Incidence,20.58,3.46,16.81243926
166819000,2012,Incidence,16.04,2.46,15.33665835
166808000,2012,Incidence,23.34,3.72,15.93830334
166809000,2012,Incidence,29.35,3.54,12.06132879
166810000,2012,Incidence,33.14,4.22,12.73385637
166811000,2012,Incidence,29.24,3.98,13.61149111
166812000,2012,Incidence,33.97,3.97,11.68678246
166813000,2012,Incidence,20.81,2.97,14.27198462
166814000,2012,Incidence,38.03,3.88,10.20247173
166815000,2012,Incidence,37.37,4.63,12.38961734
166816000,2012,Incidence,37.45,3.89,10.38718291
166817000,2012,Incidence,31.68,3.2,10.1010101
166818000,2012,Incidence,26.9,3.05,11.33828996
150708000,2012,Severity,-,-,-
150709000,2012,Severity,-,-,-
150702000,2012,Severity,-,-,-
150710000,2012,Severity,-,-,-
150712000,2012,Severity,-,-,-
150703000,2012,Severity,-,-,-
150704000,2012,Severity,-,-,-
150705000,2012,Severity,-,-,-
150713000,2012,Severity,-,-,-
150706000,2012,Severity,-,-,-
150707000,2012,Severity,-,-,-
150711000,2012,Severity,-,-,-
153601000,2012,Severity,-,-,-
153602000,2012,Severity,-,-,-
153603000,2012,Severity,-,-,-
153604000,2012,Severity,-,-,-
153605000,2012,Severity,-,-,-
153633000,2012,Severity,-,-,-
153606000,2012,Severity,-,-,-
153637000,2012,Severity,-,-,-
153607000,2012,Severity,-,-,-
153632000,2012,Severity,-,-,-
153624000,2012,Severity,-,-,-
153609000,2012,Severity,-,-,-
153610000,2012,Severity,-,-,-
153639000,2012,Severity,-,-,-
153611000,2012,Severity,-,-,-
153641000,2012,Severity,-,-,-
153612000,2012,Severity,-,-,-
153636000,2012,Severity,-,-,-
153613000,2012,Severity,-,-,-
153614000,2012,Severity,-,-,-
153634000,2012,Severity,-,-,-
153615000,2012,Severity,-,-,-
153616000,2012,Severity,-,-,-
153617000,2012,Severity,-,-,-
153631000,2012,Severity,-,-,-
153618000,2012,Severity,-,-,-
153619000,2012,Severity,-,-,-
