brgy PSGC code,brgy ID,name of province,name of city/municipality,name of barangay,year of survey,total number of HHs in brgy,total number of members in brgy (barangay population),magnitude of members in brgy 1 year old and below,magnitude of members in brgy 5 years old and below,magnitude of members in brgy 6 to 12 years old,magnitude of members in brgy 6 to 12 yrs old not attending elementary school,proportion of members in brgy 6 to 12 yrs old not attending elementary school,magnitude of members in brgy 13 to 16 yrs old not attending high school,proportion of members in brgy 13 to 16 yrs old not attending high school,magnitude of members in brgy 6 to 16 yrs old not attending school,proportion of members in brgy 6 to 16 yrs old not attending school,magnitude of members in brgy 6 to 11 yrs old not attending elementary school,proportion of members in brgy 6 to 11 yrs old not attending elementary school,magnitude of members in brgy 12 to 15 yrs old not attending high school,proportion of members in brgy 6 to 11 yrs old not attending high school,magnitude of members in brgy 13 to 16 years old,magnitude of members in brgy 6 to 16 years old,magnitude of malnourished children 5 years old and below in brgy,proportion of malnourished children 5 years old and below in brgy,magnitude of women in brgy who died due to pregnancy-related causes ,proportion of women in brgy who died due to pregnancy-related causes ,magnitude of households in brgy living in makeshift housing,proportion of households in brgy living in makeshift housing,magnitude of households in brgy who are informal settlers,proportion of households in brgy who are informal settlers,magnitude of households in brgy with income below poverty threshold,proportion of households in brgy with income below poverty threshold,magnitude of households in brgy with income below food threshold,magnitude of households in brgy without access to safe water system,magnitude of households in brgy without access to safe water system,magnitude of households in brgy without access to sanitary toilet facilities,magnitude of households in brgy without access to sanitary toilet facilities,proportion of households in brgy with income below food threshold,magnitude of members in brgy who are victims of crime,proportion of members in brgy who are victims of crime,magnitude of households in brgy who experienced food shortage,proportion of households in brgy who experienced food shortage,magnitude of members in brgy who are members of the labor force,magnitude of members in brgy 15 years old and above who are unemployed,proportion of members in brgy 15 years old and above who are unemployed,magnitude of members in brgy 0 to 4 years old,magnitude of members in brgy 0 to 4 years old who died,proportion of members in brgy 0 to 4 years old who died,magnitude of members in brgy 6 to 11 years old,magnitude of members in brgy 12 to 15 years old,magnitude of members in brgy 6 to 15 years old,magnitude of members in brgy 6 to 15 years old not in school,proportion of members in brgy 6 to 15 years old not in school,magnitude of members in brgy 10 years old and above,name of province,name of municipality,barangay ID
51602006,51602006,CAMARINES NORTE,CAPALONGA,Catioan,2006,-,-,64,501,596,116,19.5,94,33,111,12.6,-,-,-,-,-,881,25,5,0,0,24,4.0999999,12,2.0999999,-,65.199997,-,401,68.800003,-,31.200001,46.299999,5,0.2,46,7.9000001,-,69,7.5999999,400,2,0,-,-,-,-,-,-,16,2,1602006
51602007,51602007,CAMARINES NORTE,CAPALONGA,Del Pilar,2006,-,-,44,256,311,72,23.200001,59,42.099998,83,18.4,-,-,-,-,-,451,22,8.6000004,0,0,6,2.3,4,1.5,-,90.800003,-,251,95.800003,-,64.5,80.900002,0,0,17,6.5,-,16,4.3000002,212,0,0,-,-,-,-,-,-,16,2,1602007
51602008,51602008,CAMARINES NORTE,CAPALONGA,Itok,2006,-,-,44,301,363,66,18.200001,70,38.700001,81,14.9,-,-,-,-,-,544,19,6.3000002,0,0,6,1.8,3,0.89999998,-,79.699997,-,132,40.599998,-,33.5,66.800003,0,0,47,14.5,-,48,9.3000002,239,1,0,-,-,-,-,-,-,16,2,1602008
51602009,51602009,CAMARINES NORTE,CAPALONGA,Lucbanan,2006,-,-,14,136,127,35,27.6,40,67.800003,61,32.799999,-,-,-,-,-,186,10,7.4000001,0,0,2,1.7,3,2.5999999,-,94,-,116,100,-,58.599998,87.099998,0,0,6,5.1999998,-,14,7.5999999,111,0,0,-,-,-,-,-,-,16,2,1602009
51602010,51602010,CAMARINES NORTE,CAPALONGA,Mabini,2006,-,-,15,110,131,33,25.200001,21,44.700001,27,15.2,-,-,-,-,-,178,7,6.4000001,0,0,11,10.9,1,1,-,76.199997,-,17,16.799999,-,70.300003,66.300003,0,0,12,11.9,-,16,8.3000002,92,2,0,-,-,-,-,-,-,16,2,1602010
51602011,51602011,CAMARINES NORTE,CAPALONGA,Mactang,2006,-,-,19,135,137,27,19.700001,37,45.700001,30,13.8,-,-,-,-,-,218,42,31.1,0,0,4,2.7,0,0,-,87.800003,-,146,99.300003,-,51,78.900002,1,0.1,16,10.9,-,15,7.5,107,1,1,-,-,-,-,-,-,16,2,1602011
51602015,51602015,CAMARINES NORTE,CAPALONGA,Magsaysay,2006,-,-,34,253,294,50,17,83,48.299999,80,17.200001,-,-,-,-,-,466,39,15.4,0,0,8,2.7,10,3.4000001,-,79.599998,-,238,81,-,21.799999,67.699997,7,0.40000001,62,21.1,-,48,9.1000004,218,0,0,-,-,-,-,-,-,16,2,1602015
51602012,51602012,CAMARINES NORTE,CAPALONGA,Mataque,2006,-,-,31,199,246,45,18.299999,58,53.200001,51,14.4,-,-,-,-,-,355,9,4.5,0,0,1,0.5,3,1.4,-,79.199997,-,209,94.599998,-,41.200001,66.099998,8,0.69999999,2,0.89999998,-,16,4.5,161,3,1,-,-,-,-,-,-,16,2,1602012
51602013,51602013,CAMARINES NORTE,CAPALONGA,Old Camp,2006,-,-,26,219,272,46,16.9,59,45.700001,64,16,-,-,-,-,-,401,33,15.1,0,0,5,1.8,14,5.0999999,-,72.699997,-,70,25.5,-,27.299999,56,1,0.1,35,12.7,-,52,10.6,184,1,1,-,-,-,-,-,-,16,2,1602013
51602014,51602014,CAMARINES NORTE,CAPALONGA,Poblacion,2006,-,-,77,552,710,134,18.9,86,23.700001,80,7.5,-,-,-,-,-,1073,30,5.4000001,0,0,46,5.9000001,30,3.9000001,-,56.5,-,557,72,-,15.8,39.900002,17,0.5,19,2.5,-,211,18,440,6,2,-,-,-,-,-,-,16,2,1602014
51602016,51602016,CAMARINES NORTE,CAPALONGA,San Antonio,2006,-,-,16,118,139,30,21.6,47,68.099998,53,25.5,-,-,-,-,-,208,23,19.5,0,0,31,27.4,2,1.8,-,96.5,-,66,58.400002,-,78.800003,85.800003,0,0,1,0.89999998,-,6,3.3,103,0,0,-,-,-,-,-,-,16,2,1602016
51602017,51602017,CAMARINES NORTE,CAPALONGA,San Isidro,2006,-,-,7,52,68,17,25,12,36.400002,15,14.9,-,-,-,-,-,101,6,11.5,0,0,0,0,2,2.9000001,-,78.599998,-,63,90,-,85.699997,60,1,0.30000001,11,15.7,-,6,5.5,45,0,0,-,-,-,-,-,-,16,2,1602017
51602018,51602018,CAMARINES NORTE,CAPALONGA,San Roque,2006,-,-,29,158,191,32,16.799999,61,78.199997,61,22.700001,-,-,-,-,-,269,32,20.299999,0,0,1,0.69999999,4,2.8,-,78.199997,-,126,88.699997,-,93.699997,66.199997,0,0,39,27.5,-,38,19.700001,132,1,0,-,-,-,-,-,-,16,2,1602018
51602019,51602019,CAMARINES NORTE,CAPALONGA,Tanawan,2006,-,-,14,93,131,24,18.299999,28,40.599998,39,19.5,-,-,-,-,-,200,21,22.6,0,0,9,6.6999998,4,3,-,91.099998,-,124,91.900002,-,22.200001,85.199997,1,0.2,8,5.9000001,-,9,4.1999998,73,0,0,-,-,-,-,-,-,16,2,1602019
51602020,51602020,CAMARINES NORTE,CAPALONGA,Ubang,2006,-,-,45,312,445,83,18.700001,85,41.099998,98,15,-,-,-,-,-,652,51,16.299999,0,0,9,2.3,27,7,-,62.599998,-,237,61.599998,-,19.5,45.200001,14,0.69999999,38,9.8999996,-,64,8.3000002,264,0,0,-,-,-,-,-,-,16,2,1602020
51602021,51602021,CAMARINES NORTE,CAPALONGA,Villa Aurora,2006,-,-,24,189,221,41,18.6,74,77.099998,79,24.9,-,-,-,-,-,317,13,6.9000001,0,0,0,0,2,1.1,-,87.199997,-,79,42.200001,-,53.5,67.400002,2,0.2,13,7,-,45,14.1,160,0,0,-,-,-,-,-,-,16,2,1602021
51602022,51602022,CAMARINES NORTE,CAPALONGA,Villa Belen,2006,-,-,16,97,144,27,18.799999,38,58.5,44,21.1,-,-,-,-,-,209,15,15.5,0,0,2,1.7,2,1.7,-,83.199997,-,30,25.200001,-,80.699997,73.099998,1,0.2,7,5.9000001,-,6,3.8,83,0,0,-,-,-,-,-,-,16,2,1602022
51603001,51603001,CAMARINES NORTE,DAET,Alawihao,2006,-,-,225,1524,1703,328,19.299999,203,24.200001,217,8.5,-,-,-,-,-,2543,174,11.4,0,0,44,2.4000001,18,1,-,41.900002,-,20,1.1,-,3.9000001,23.9,17,0.2,75,4.0999999,-,290,10.2,1272,8,5,-,-,-,-,-,-,16,3,1603001
51603002,51603002,CAMARINES NORTE,DAET,Awitan,2006,-,-,34,188,209,35,16.700001,30,24.4,32,9.6000004,-,-,-,-,-,332,21,11.2,0,0,25,9.1000004,10,3.5999999,-,63.599998,-,8,2.9000001,-,5.5,46.900002,1,0.1,23,8.3999996,-,66,13.7,152,0,0,-,-,-,-,-,-,16,3,1603002
51603003,51603003,CAMARINES NORTE,DAET,Bagasbas,2006,-,-,82,618,703,132,18.799999,141,34.099998,137,12.3,-,-,-,-,-,1116,68,11,0,0,69,7.6999998,14,1.6,-,53.200001,-,123,13.7,-,22.700001,35.700001,6,0.1,38,4.1999998,-,261,16.9,506,10,5,-,-,-,-,-,-,16,3,1603003
51603024,51603024,CAMARINES NORTE,DAET,Barangay I (Pob.),2006,-,-,46,268,312,53,17,56,25.200001,43,8.1000004,-,-,-,-,-,534,9,3.4000001,0,0,15,2.9000001,20,3.9000001,-,35.400002,-,3,0.60000002,-,4.0999999,18.6,15,0.69999999,19,3.7,-,135,16.4,213,0,0,-,-,-,-,-,-,16,3,1603024
51603025,51603025,CAMARINES NORTE,DAET,Barangay II (Pob.),2006,-,-,56,371,424,52,12.3,68,27.1,38,5.5999999,-,-,-,-,-,675,17,4.5999999,0,0,14,2.0999999,4,0.60000002,-,27.6,-,0,0,-,2.4000001,11,123,4.3000002,10,1.5,-,144,13.5,303,2,0,-,-,-,-,-,-,16,3,1603025
51603026,51603026,CAMARINES NORTE,DAET,Barangay III (Pob.),2006,-,-,36,267,249,61,24.5,28,19.299999,25,6.3000002,-,-,-,-,-,394,26,9.6999998,0,0,31,6.9000001,32,7.0999999,-,23.700001,-,0,0,-,3.0999999,11.5,28,1.4,8,1.8,-,122,17,227,1,0,-,-,-,-,-,-,16,3,1603026
51603027,51603027,CAMARINES NORTE,DAET,Barangay IV (Pob.),2006,-,-,188,1160,1392,247,17.700001,197,28.799999,202,9.6999998,-,-,-,-,-,2076,91,7.8000002,0,0,119,7.5999999,10,0.60000002,-,52.400002,-,9,0.60000002,-,5,30.6,13,0.2,13,0.80000001,-,339,13.6,953,3,0,-,-,-,-,-,-,16,3,1603027
51603028,51603028,CAMARINES NORTE,DAET,Barangay V (Pob.),2006,-,-,96,628,716,129,18,93,26.299999,71,6.5999999,-,-,-,-,-,1069,33,5.3000002,0,0,31,3.4000001,5,0.5,-,32.299999,-,0,0,-,2.0999999,14.1,9,0.2,17,1.9,-,150,9.8000002,533,0,0,-,-,-,-,-,-,16,3,1603028
51603029,51603029,CAMARINES NORTE,DAET,Barangay VI (Pob.),2006,-,-,36,244,267,44,16.5,33,21.4,16,3.8,-,-,-,-,-,421,7,2.9000001,0,0,4,1,7,1.7,-,33.599998,-,0,0,-,0,18.1,9,0.5,3,0.69999999,-,53,8,201,1,0,-,-,-,-,-,-,16,3,1603029
51603030,51603030,CAMARINES NORTE,DAET,Barangay VII (Pob.),2006,-,-,31,266,288,52,18.1,31,19.299999,12,2.7,-,-,-,-,-,449,13,4.9000001,0,0,10,2.4000001,2,0.5,-,34.5,-,0,0,-,0.2,17.200001,9,0.5,14,3.4000001,-,110,15.1,216,0,0,-,-,-,-,-,-,16,3,1603030
51603031,51603031,CAMARINES NORTE,DAET,Barangay VIII (Pob.),2006,-,-,67,459,527,89,16.9,74,22.4,36,4.1999998,-,-,-,-,-,857,45,9.8000002,0,0,47,6.1999998,20,2.5999999,-,31.5,-,2,0.30000001,-,0.30000001,15.1,79,2.3,11,1.4,-,187,14.8,385,1,0,-,-,-,-,-,-,16,3,1603031
51603004,51603004,CAMARINES NORTE,DAET,Bibirao,2006,-,-,27,192,247,42,17,59,50,71,19.5,-,-,-,-,-,365,37,19.299999,0,0,3,1.2,1,0.40000001,-,70.099998,-,117,46.599998,-,32.700001,50.200001,0,0,5,2,-,32,8.1000004,150,0,0,-,-,-,-,-,-,16,3,1603004
51603005,51603005,CAMARINES NORTE,DAET,Borabod,2006,-,-,70,508,612,103,16.799999,82,27.6,79,8.6999998,-,-,-,-,-,909,56,11,0,0,38,5,15,2,-,32.299999,-,7,0.89999998,-,6.5999999,18.5,4,0.1,10,1.3,-,179,12.2,424,4,4,-,-,-,-,-,-,16,3,1603005
51603006,51603006,CAMARINES NORTE,DAET,Calasgasan,2006,-,-,62,405,475,72,15.2,88,41.099998,101,14.7,-,-,-,-,-,689,17,4.1999998,0,0,12,2.3,3,0.60000002,-,41.900002,-,237,45.799999,-,8.8999996,19.5,1,0,18,3.5,-,114,12.7,336,0,0,-,-,-,-,-,-,16,3,1603006
51603007,51603007,CAMARINES NORTE,DAET,Camambugan,2006,-,-,150,1048,1300,222,17.1,153,23.700001,115,5.9000001,-,-,-,-,-,1945,56,5.3000002,0,0,31,2.0999999,34,2.3,-,21.6,-,7,0.5,-,2.5,10.3,24,0.30000001,81,5.4000001,-,331,12.5,858,1,0,-,-,-,-,-,-,16,3,1603007
51603008,51603008,CAMARINES NORTE,DAET,Cobangbang (Carumpit),2006,-,-,80,573,611,114,18.700001,112,36.599998,111,12.1,-,-,-,-,-,917,25,4.4000001,0,0,52,7,56,7.5999999,-,43.200001,-,5,0.69999999,-,6.4000001,23.200001,96,2.8,27,3.7,-,131,10.5,483,6,3,-,-,-,-,-,-,16,3,1603008
51603012,51603012,CAMARINES NORTE,DAET,Dogongan,2006,-,-,55,372,459,89,19.4,105,44.900002,123,17.700001,-,-,-,-,-,693,6,1.6,0,0,22,4.5999999,9,1.9,-,66.900002,-,67,14,-,26.4,50.099998,3,0.1,1,0.2,-,61,7.5999999,302,2,1,-,-,-,-,-,-,16,3,1603012
