region,prov,proj_type,title,address,,
RFU VII,Negros Oriental,Water Pump,Solar Pump Negros Oriental,Negros Oriental,Negros Oriental,
RFU VII,Negros Oriental,Farm-To-Market Road,FMR Bonawon Calangag,Bonawon Calangag,Bonawon Calangag,
RFU VII,Negros Oriental,Green House,Green House Sta. Catalina Negros Oriental,Sta. Catalina Negros Oriental,Sta. Catalina Negros Oriental,
RFU VII,Negros Oriental,Farm-To-Market Road,"Concrete Reservoir Sta. Cruz Nuevo Tanjay, Negros Oriental","Sta. Cruz Nuevo Tanjay, Negros Oriental","Sta. Cruz Nuevo Tanjay, Negros Oriental",
RFU VII,Negros Oriental,Spring Development,Spring Development Basay Negros Oriental,Basay Negros Oriental,Basay Negros Oriental,
RFU VII,Negros Oriental,National Irrigation System (NIS),Drip Irrigation BongBong Valencia Negros Oriental,Bongbong Valencia Negros Oriental,Bongbong Valencia Negros Oriental,
RFU VII,Dumaguete City,Green House,Green House Bajumpandan,Valencia Bajumpandan Dumaguete City,Valencia Bajumpandan Dumaguete City,
RFU VII,Dumaguete City,National Irrigation System (NIS),Vegetable Irrigation Mampas,Valencia Mampas Dumaguete City,Valencia Mampas Dumaguete City,
RFU VII,Dumaguete City,National Irrigation System (NIS),Vegetable Irrigation Olandao,Olandao Basay Dumaguete City,Olandao Basay Dumaguete City,
RFU VII,Dumaguete City,Green House,Green House Sta. Cruz Nuevo,Sta. Cruz Nuevo Tanjay Dumaguete City,Sta. Cruz Nuevo Tanjay Dumaguete City,
RFU VII,Dumaguete City,National Irrigation System (NIS),Vegetable Irrigation Cara Noche,Cara Noche Sta. Catalina Dumaguete City,Cara Noche Sta. Catalina Dumaguete City,
RFU VII,Dumaguete City,National Irrigation System (NIS),Vegetable Irrigation Sta. Cruz Nuevo,Sta. Cruz Nuevo Tanjay Dumaguete City,Sta. Cruz Nuevo Tanjay Dumaguete City,
RFU VII,Dumaguete City,National Irrigation System (NIS),Vegetable Irrigation Bongbong,Valencia Bongbong Dumaguete City,Valencia Bongbong Dumaguete City,
RFU VII,Dumaguete City,Mango Packing House,Packing House Poblacion,Sta. Catalina Poblacion Dumaguete City,Sta. Catalina Poblacion Dumaguete City,
RFU VII,Dumaguete City,Green House,Green House Cara Noche,Cara Noche Sta. Catalina Dumaguete City,Cara Noche Sta. Catalina Dumaguete City,
RFU VII,Dumaguete City,Shredder/Mixer,Organic Fertilizer Production Program,Valencia Bong-Ao Dumaguete City,Valencia Bong-Ao Dumaguete City,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer 2 Inasuyan, Kawayan, Biliran ","Inasuyan, Kawayan, Biliran ","Inasuyan, Kawayan, Biliran ",
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Alegria, Caibiran, Biliran ","Alegria, Caibiran, Biliran ","Alegria, Caibiran, Biliran ",
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Cabungaan, Naval (Capital), Biliran ","Cabungaan, Naval (Capital), Biliran ","Cabungaan, Naval (Capital), Biliran ",
RFU VIII,Biliran,Fish Sanctuary,"Fish Sanctuary Looc, Culaba, Biliran ","Looc, Culaba, Biliran ","Looc, Culaba, Biliran ",
RFU VIII,Biliran,Copra Dryer,"Copra Dryer 2 Masagaosao, Kawayan, Biliran ","Masagaosao, Kawayan, Biliran ","Masagaosao, Kawayan, Biliran ",
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Asug, Caibiran, Biliran ","Asug, Caibiran, Biliran ","Asug, Caibiran, Biliran ",
RFU VIII,Biliran,Copra Dryer,"Copra Dryer 1 Masagaosao, Kawayan, Biliran ","Masagaosao, Kawayan, Biliran ","Masagaosao, Kawayan, Biliran ",
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Balacson, Kawayan, Biliran ","Balacson, Kawayan, Biliran ","Balacson, Kawayan, Biliran ",
RFU VIII,Biliran,Tindahan Natin Outlet,"Tindahan Natin Outlet 2 Tucdao, Kawayan, Biliran ","Tucdao, Kawayan, Biliran ","Tucdao, Kawayan, Biliran ",
RFU VIII,Biliran,Farm-To-Market Road,"Concrete 2 Talahid, Almeria, Biliran ","Talahid, Almeria, Biliran ","Talahid, Almeria, Biliran ",
RFU VIII,Biliran,Piggery,"Piggery Padre Sergio Eamiguel, Naval (Capital), Biliran ","Padre Sergio Eamiguel, Naval (Capital), Biliran ","Padre Sergio Eamiguel, Naval (Capital), Biliran ",
RFU VIII,Biliran,Tindahan Natin Outlet,"Tindahan Natin Outlet 1 Ungale, Kawayan, Biliran ","Ungale, Kawayan, Biliran ","Ungale, Kawayan, Biliran ",
RFU VIII,Biliran,Farm-To-Market Road,"Concrete Bulalacao, Kawayan, Biliran ","Bulalacao, Kawayan, Biliran ","Bulalacao, Kawayan, Biliran ",
RFU VIII,Biliran,Multi Purpose Drying Pavement (MPDP),"MPDP Multi Purpose Drying Pavement Masagaosao, Kawayan, Biliran ","Masagaosao, Kawayan, Biliran ","Masagaosao, Kawayan, Biliran ",
RFU VIII,Biliran,Green House,"Greenhouse Kansanok, Kawayan, Biliran ","Kansanok, Kawayan, Biliran ","Kansanok, Kawayan, Biliran ",
RFU VIII,Biliran,Vermiculture Center/Vermi Composting,"PSF Vermi Compost San Roque (Poblacion) 1, Biliran","San Roque (Poblacion), Biliran ","San Roque (Poblacion), Biliran ",
RFU VIII,Biliran,Tindahan Natin Outlet,"Tindahan Natin Outlet 2 Ungale, Kawayan, Biliran ","Ungale, Kawayan, Biliran ","Ungale, Kawayan, Biliran ",
RFU VIII,Biliran,Green House,"Greenhouse Maurang, Caibiran, Biliran ","Maurang, Caibiran, Biliran ","Maurang, Caibiran, Biliran ",
RFU VIII,Biliran,Green House,"Green House Jamorawon, Almeria, Biliran ","Jamorawon, Almeria, Biliran ","Jamorawon, Almeria, Biliran ",
RFU VIII,Biliran,Multi Purpose Drying Pavement (MPDP),"PHF MPDP San Isidro (Poblacion) 3, Biliran ","San Isidro (Poblacion), Biliran ","San Isidro (Poblacion), Biliran ",
RFU VIII,Biliran,Copra Dryer,PHF Copra Dryer Barangay Marvel (Pob),"Marvel (Poblacion), Culaba, Biliran","Marvel (Poblacion), Culaba, Biliran",
RFU VIII,Biliran,Sea Cage,"PSF Sea cage San Isidro (Poblacion), Biliran","San Isidro (Poblacion), Biliran ","San Isidro (Poblacion), Biliran ",
RFU VIII,Biliran,Vermiculture Center/Vermi Composting,"Vermi Compost Canila, Biliran 2","Canila, Biliran ","Canila, Biliran ",
RFU VIII,Biliran,Tindahan Natin Outlet,"Tindahan Natin Outlet 2 Masagaosao, Kawayan, Biliran ","Masagaosao, Kawayan, Biliran ","Masagaosao, Kawayan, Biliran ",
RFU VIII,Biliran,Copra Dryer,PHF Copra Dryer Barangay Masagaosao,"Masagaosao, Kawayan, Biliran","Masagaosao, Kawayan, Biliran",
RFU VIII,Biliran,Tindahan Natin Outlet,"Tindahan Natin Outlet 3 Masagaosao, Kawayan, Biliran ","Masagaosao, Kawayan, Biliran ","Masagaosao, Kawayan, Biliran ",
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Pinamihagan, Culaba, Biliran ","Pinamihagan, Culaba, Biliran ","Pinamihagan, Culaba, Biliran ",
RFU VIII,Biliran,Sea Cage,"PSF Sea cage San Roque (Poblacion), Biliran","San Roque (Poblacion), Biliran ","San Roque (Poblacion), Biliran ",
RFU VIII,Biliran,Tindahan Natin Outlet,"Tindahan Natin Outlet 4 Masagaosao, Kawayan, Biliran ","Masagaosao, Kawayan, Biliran ","Masagaosao, Kawayan, Biliran ",
RFU VIII,Biliran,Vermiculture Center/Vermi Composting,"Vermi Compost -Canila, Biliran 1","Canila, Biliran ","Canila, Biliran ",
RFU VIII,Biliran,Vermiculture Center/Vermi Composting,"Vermi Compost Tucdao, Kawayan, Biliran ","Tucdao, Kawayan, Biliran ","Tucdao, Kawayan, Biliran ",
RFU VIII,Biliran,Sea Cage,"Sea cage -Burabod, Biliran","Burabod, Biliran ","Burabod, Biliran ",
RFU VIII,Biliran,Vermiculture Center/Vermi Composting,"Vermi Compost Marvel (Poblacion), Culaba, Biliran","Marvel (Poblacion), Culaba, Biliran ","Marvel (Poblacion), Culaba, Biliran ",
RFU VIII,Biliran,Copra Dryer,PHF Copra Dryer Barangay Cabibihan 2,"Cabibihan, Caibiran, Biliran","Cabibihan, Caibiran, Biliran",
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Mada-o, Kawayan, Biliran ","Mada-o, Kawayan, Biliran ",,
RFU VIII,Biliran,Farm-To-Market Road,"Earth Balacson, Kawayan, Biliran ","Balacson, Kawayan, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Manlabang, Caibiran, Biliran ","Manlabang, Caibiran, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"PHF Copra Dryer Barangay Bato, Biliran","Bato, Biliran",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Manlabang, Caibiran, Biliran ","Manlabang, Caibiran, Biliran ",,
RFU VIII,Biliran,Multi Purpose Drying Pavement (MPDP),"MPDP Multi Purpose Drying Pavement Mapuyo, Kawayan, Biliran ","Mapuyo, Kawayan, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Manlabang, Caibiran, Biliran ","Manlabang, Caibiran, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"PHF Copra Dryer Cabibihan, Caibiran, Biliran ","Cabibihan, Caibiran, Biliran ",,
RFU VIII,Biliran,Tindahan Natin Outlet,"Tindahan Natin Outlet Kansanok, Kawayan, Biliran ","Kansanok, Kawayan, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Bari-is, Caibiran, Biliran ","Bari-is, Caibiran, Biliran ",,
RFU VIII,Biliran,Copra Dryer,PHF Copra Dryer Barangay Inasuyan 2,"Inasuyan, Kawayan, Biliran",,
RFU VIII,Biliran,Multi Purpose Drying Pavement (MPDP),"MPDP Multi Purpose Drying Pavement Cabibihan, Caibiran, Biliran ","Cabibihan, Caibiran, Biliran ",,
RFU VIII,Biliran,Rice Mill (Single Pass),"Rice Mill/Mini Cono (Stationary) Villa Caneja, Naval (Capital), Biliran ","Villa Caneja, Naval (Capital), Biliran ",,
RFU VIII,Biliran,Rice Mill (Single Pass),"Rice Mill/Mini Cono (Stationary) Villa Cornejo (Looc), Kawayan, Biliran","Villa Cornejo (Looc), Kawayan, Biliran ",,
RFU VIII,Biliran,Vermiculture Center/Vermi Composting,"PSF Vermi Compost San Isidro (Poblacion), Biliran ","San Isidro (Poblacion), Biliran",,
RFU VIII,Biliran,Rice Mill (Single Pass),Rice Mill/Mini Cono (Stationary) ,"Sabang, Naval (Capital), Biliran ",,
RFU VIII,Biliran,Copra Dryer,"PHF Copra Dryer Barangay Maurang, Caibiran, Biliran","Maurang, Caibiran, Biliran",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Villa Cornejo (Looc), Kawayan, Biliran ","Villa Cornejo (Looc), Kawayan, Biliran ",,
RFU VIII,Biliran,Sea Cage,"Sea Cage Bato, Biliran","Bato, Biliran ",,
RFU VIII,Biliran,Flood Control,"Flood Control Balaquid, Cabucgayan, Biliran ","Balaquid, Cabucgayan, Biliran ",,
RFU VIII,Biliran,Flood Control,"Flood Control Balaquid, Cabucgayan, Biliran ","Balaquid, Cabucgayan, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Banlas, Maripipi, Biliran ","Banlas, Maripipi, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer 2 Viga, Maripipi, Biliran","Viga, Maripipi, Biliran",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer 1 Viga, Maripipi, Biliran ","Viga, Maripipi, Biliran ",,
RFU VIII,Biliran,Farm-To-Market Road,"Earth 2 Iyosan, Almeria, Biliran ","Iyosan, Almeria, Biliran ",,
RFU VIII,Biliran,Farm-To-Market Road,"Earth 1 Iyosan, Almeria, Biliran ","Iyosan, Almeria, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer 5-Cabibihan, Caibiran, Biliran ","Cabibihan, Caibiran, Biliran ",,
RFU VIII,Biliran,Fishpond,"Fishpond -Baso, Cabucgayan, Biliran ","Baso, Cabucgayan, Biliran ",,
RFU VIII,Biliran,Farm-To-Market Road,"Concrete 1 Iyosan, Almeria, Biliran ","Iyosan, Almeria, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Ungale, Kawayan, Biliran ","Ungale, Kawayan, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer 4-Cabibihan, Caibiran, Biliran ","Cabibihan, Caibiran, Biliran ",,
RFU VIII,Biliran,Farm-To-Market Road,"Concrete Masagaosao, Kawayan, Biliran ","Masagaosao, Kawayan, Biliran ",,
RFU VIII,Biliran,Farm-To-Market Road,"FMR Gravel Hugpa, Biliran ","Hugpa, Biliran ",,
RFU VIII,Biliran,Farm-To-Market Road,"FMR Concrete Busali, Biliran","Busali, Biliran ",,
RFU VIII,Biliran,Farm-To-Market Road,"FMR Concrete Balaquid, Cabucgayan, Biliran ","Balaquid, Cabucgayan, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer 3 Cabibihan, Caibiran, Biliran ","Cabibihan, Caibiran, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer 2 Cabibihan, Caibiran, Biliran ","Cabibihan, Caibiran, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Caulangohan (Marevil), Caibiran, Biliran ","Caulangohan (Marevil), Caibiran, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Bilwang, Kawayan, Biliran ","Bilwang, Kawayan, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Alegria, Caibiran, Biliran ","Alegria, Caibiran, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"PH and Production Facilities Copra Dryer Maurang, Caibiran, Biliran ","Maurang, Caibiran, Biliran ",,
RFU VIII,Biliran,Fishpond,"Fishpond-Larrazabal, Naval (Capital), Biliran ","Larrazabal, Naval (Capital), Biliran ",,
RFU VIII,Biliran,Farm-To-Market Road,"FMR Concrete Magbangon (Poblacion), Cabucgayan, Biliran ","Magbangon (Poblacion), Cabucgayan, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"PHF Copra Dryer Barangay Masagaosao 2, Kawayan, Biliran","Masagaosao, Kawayan, Biliran",,
RFU VIII,Biliran,Warehouse,"Warehouse Victory (Poblacion), Caibiran, Biliran ","Victory (Poblacion), Caibiran, Biliran ",,
RFU VIII,Biliran,Multi Purpose Drying Pavement (MPDP),"MPDP Multi Purpose Drying Pavement -Bato, Biliran ","Bato, Biliran ",,
RFU VIII,Biliran,Vermiculture Center/Vermi Composting,"Vermi Compost San Roque (Poblacion), Biliran","San Roque (Poblacion), Biliran ",,
RFU VIII,Biliran,Farm-To-Market Road,"Concrete Libuton, Borongan (Capital), Eastern Samar ","Libuton, Borongan (Capital), Eastern Samar ",,
RFU VIII,Biliran,Vermiculture Center/Vermi Composting,"Vermi Compost San Roque (Poblacion), Biliran ","San Roque (Poblacion), Biliran ",,
RFU VIII,Biliran,Multi Purpose Drying Pavement (MPDP),"MPDP Multi Purpose Drying Pavement Bato, Biliran","Bato, Biliran ",,
RFU VIII,Biliran,Vermiculture Center/Vermi Composting,"PSF Vermi Compost San Roque (Poblacion) 2, Biliran","San Roque (Poblacion), Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Balaquid, Cabucgayan, Biliran ","Balaquid, Cabucgayan, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Calbani, Maripipi, Biliran ","Calbani, Maripipi, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Julita, Biliran","Julita, Biliran ",,
RFU VIII,Biliran,Milk Collection Center,"Milk Collection Center Larrazabal, Naval (Capital), Biliran ","Larrazabal, Naval (Capital), Biliran ",,
RFU VIII,Biliran,Multi Purpose Drying Pavement (MPDP),"MPDP Multi Purpose Drying Pavement Villa Caneja, Naval (Capital), Biliran ","Villa Caneja, Naval (Capital), Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Baso, Cabucgayan, Biliran ","Baso, Cabucgayan, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Caraycaray, Naval (Capital), Biliran ","Caraycaray, Naval (Capital), Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Langgao, Cabucgayan, Biliran ","Langgao, Cabucgayan, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Maurang, Caibiran, Biliran ","Maurang, Caibiran, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Pinamihagan, Culaba, Biliran ","Pinamihagan, Culaba, Biliran",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Bato, Biliran","Bato, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Caraycaray, Naval (Capital), Biliran ","Caraycaray, Naval (Capital), Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Manlabang, Caibiran, Biliran ","Manlabang, Caibiran, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Maurang, Caibiran, Biliran ","Maurang, Caibiran, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Union, Caibiran, Biliran ","Union, Caibiran, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Villa Vicenta (Mainit), Caibiran, Biliran ","Villa Vicenta (Mainit), Caibiran, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Villa Vicenta (Mainit), Caibiran, Biliran ","Villa Vicenta (Mainit), Caibiran, Biliran ",,
RFU VIII,Biliran,Farm-To-Market Road,"Earth 1 Imelda, Naval (Capital), Biliran ","Imelda, Naval (Capital), Biliran ",,
RFU VIII,Biliran,Farm-To-Market Road,"FMR Concrete Casiawan, Cabucgayan, Biliran ","Casiawan, Cabucgayan, Biliran ",,
RFU VIII,Biliran,Farm-To-Market Road,"FMR Barangay Patag, Culaba","Patag, Culaba, Biliran",,
RFU VIII,Biliran,Farm-To-Market Road,"FMR Barangay Hugpa, Biliran","Hugpa, Biliran",,
RFU VIII,Biliran,Farm-To-Market Road,"Gravel Ungale, Kawayan, Biliran ","Ungale, Kawayan, Biliran ",,
RFU VIII,Biliran,Farm-To-Market Road,"Gravel Larrazabal, Naval (Capital), Biliran ","Larrazabal, Naval (Capital), Biliran ",,
RFU VIII,Biliran,Tindahan Natin Outlet,"Tindahan Natin Outlet 1 Tucdao, Kawayan, Biliran ","Tucdao, Kawayan, Biliran ",,
RFU VIII,Biliran,Farm-To-Market Road,"Gravel Larrazabal, Naval (Capital), Biliran ","Larrazabal, Naval (Capital), Biliran ",,
RFU VIII,Biliran,Communal Irrigation System (CIS),CIS (Communal Irrigation System) ,"Cabungaan, Naval (Capital), Biliran ",,
RFU VIII,Biliran,Tindahan Natin Outlet,"Tindahan Natin Outlet Barangay Tomalistis, Caibiran","Barangay Tomalistis, Caibiran, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Bunga, Cabucgayan, Biliran ","Bunga, Cabucgayan, Biliran ",,
RFU VIII,Biliran,Copra Dryer,PHF Copra Dryer Barangay Inasuyan 1,"Inasuyan, Kawayan, Biliran",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Canila, Biliran","Canila, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Bato, Biliran","Bato, Biliran ",,
RFU VIII,Biliran,Copra Dryer,Copra Dryer Barangay Talustusan,"Talustusan, Naval (Capital), Biliran",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Union, Caibiran, Biliran ","Union, Caibiran, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer Union, Caibiran, Biliran ","Union, Caibiran, Biliran ",,
RFU VIII,Biliran,Copra Dryer,"Copra Dryer 2 Maurang, Caibiran, Biliran ","Maurang, Caibiran, Biliran ",,
RFU VIII,Biliran,Fishpond,"PSF Fishpond San Isidro (Poblacion), Biliran","San Isidro (Poblacion), Biliran ",,
RFU VIII,Biliran,Fishpond,"Fishpond Catmon, Naval (Capital), Biliran ","Catmon, Naval (Capital), Biliran ",,
RFU VIII,Biliran,Fishpond,"Fish Sanctuary Looc, Culaba, Biliran ","Looc, Culaba, Biliran ",,
RFU VIII,Biliran,Fishpond,"Fishpond Ol-og, Maripipi, Biliran ","Ol-og, Maripipi, Biliran ",,
RFU VIII,Biliran,Fish Landing,"Fish Sanctuary Pinamihagan, Culaba, Biliran ","Pinamihagan, Culaba, Biliran ",,
RFU VIII,Biliran,Rearing Pond,"Rearing Pond Caraycaray, Naval (Capital), Biliran ","Caraycaray, Naval (Capital), Biliran ",,
RFU VIII,Biliran,Cold Storage,"Cold Storage Pulang Bato, Almeria, Biliran ","Pulang Bato, Almeria, Biliran ",,
RFU VIII,Biliran,Warehouse,"PHF Warehouse Cabibihan 2, Caibiran","Cabibihan, Caibiran, Biliran ",,
RFU VIII,Biliran,Warehouse,"Warehouse San Isidro (Poblacion), Biliran","San Isidro (Poblacion), Biliran ",,
RFU VIII,Biliran,Warehouse,"Warehouse -San Roque (Poblacion), Biliran","San Roque (Poblacion), Biliran ",,
RFU VIII,Biliran,Warehouse,"Warehouse Villa Caneja, Naval (Capital), Biliran ","Villa Caneja, Naval (Capital), Biliran ",,
RFU VIII,Biliran,Farm-To-Market Road,"FMR Concrete Busali, Biliran","Busali, Biliran ",,
RFU VIII,Biliran,Farm-To-Market Road,"Concrete Libtong, Naval (Capital), Biliran ","Libtong, Naval (Capital), Biliran ",,
RFU VIII,Biliran,Farm-To-Market Road,FMR Barangay Lucsoon,"Lucsoon, Naval (Capital), Biliran",,
RFU VIII,Biliran,Farm-To-Market Road,"Concrete 3 Marvel (Poblacion), Culaba, Biliran ","Marvel (Poblacion), Culaba, Biliran ",,
RFU VIII,Biliran,Farm-To-Market Road,"Concrete Bacolod, Culaba, Biliran ","Bacolod, Culaba, Biliran ",,
RFU VIII,Biliran,Farm-To-Market Road,"Concrete Buyo, Kawayan, Biliran ","Buyo, Kawayan, Biliran ",,
RFU VIII,Biliran,Farm-To-Market Road,"Concrete Poblacion, Kawayan, Biliran ","Poblacion, Kawayan, Biliran ",,
RFU VIII,Biliran,Farm-To-Market Road,"Concrete San Lorenzo, Kawayan, Biliran ","San Lorenzo, Kawayan, Biliran ",,
RFU VIII,Biliran,Farm-To-Market Road,FMR Barangay Canduhao Maripipi,"Canduhao, Maripipi, Biliran",,
RFU VIII,Biliran,Farm-To-Market Road,"FMR Barangay Bato, Maripipi","Bato, Maripipi, Biliran",,
RFU VIII,Biliran,Farm-To-Market Road,"Concrete 2 Bato, Maripipi, Biliran ","Bato, Maripipi, Biliran ",,
RFU VIII,Biliran,Farm-To-Market Road,"Concrete 2 Cabibihan, Caibiran, Biliran ","Cabibihan, Caibiran, Biliran ",,
RFU VIII,Biliran,Farm-To-Market Road,"Concrete Cabibihan, Caibiran, Biliran","Cabibihan, Caibiran, Biliran ",,
RFU VIII,Biliran,Farm-To-Market Road,"Concrete Binohangan, Caibiran, Biliran ","Binohangan, Caibiran, Biliran ",,
RFU VIII,Biliran,Water Pump,"Water pump Pulang Bato, Almeria, Biliran","Pulang Bato, Almeria, Biliran",,
RFU VIII,Biliran,Open Source Pump,OSP (Open Source Pump) ,"San Isidro (Poblacion), Biliran ",,
RFU VIII,Biliran,Ram Pump,"Ram Pump Carayca, Naval, Biliran","Caraycaray, Naval (Capital), Biliran ",,
RFU VIII,Biliran,Tindahan Natin Outlet,"Tindahan Natin Outlet 2 Tomalistis, Caibiran, Biliran ","Tomalistis, Caibiran, Biliran ",,
RFU VIII,Biliran,Tindahan Natin Outlet,"Tindahan Natin Outlet Acaban, Culaba, Biliran ","Acaban, Culaba, Biliran ",,
RFU VIII,Biliran,Tindahan Natin Outlet,"Tindahan Natin Outlet San Isidro (Poblacion), Biliran","San Isidro (Poblacion), Biliran ",,
RFU VIII,Biliran,Tindahan Natin Outlet,"MRI Tindahan Natin Outlet Julita, Biliran","Julita, Biliran ",,
RFU VIII,Biliran,Tindahan Natin Outlet,"Tindahan Natin Outlet Julita, Biliran","Julita, Biliran ",,
