year,month,day,hours,southbound_total_in,northbound_total_in,southbound_total_out,northbound_total_out
2011,February,Tuesday,8:00-9:00,7811,11150,7811,11150
2011,February,Tuesday,9:00-10:00,3513,4642,3513,4642
2011,February,Tuesday,10:00-11:00,0,0,0,0
2011,February,Wednesday,4:00-5:00 AM,0,0,0,0
2011,February,Wednesday,5:00-6:00,7591,6062,7591,6062
2011,February,Wednesday,6:00-7:00,16942,13426,16942,13426
2011,February,Wednesday,7:00-8:00,22195,18553,22195,18553
2011,February,Wednesday,8:00-9:00,19761,16862,19761,16862
2011,February,Wednesday,9:00-10:00,16839,14909,16839,14909
2011,February,Wednesday,10:00-11:00,14269,15015,14269,15015
2011,February,Wednesday,11:00-12:00,14048,14362,14048,14362
2011,February,Wednesday,12:00-1:00 PM,13499,16487,13499,16487
2011,February,Wednesday,1:00-2:00,14253,15498,14253,15498
2011,February,Wednesday,2:00-3:00,13625,16264,13625,16264
2011,February,Wednesday,3:00-4:00,13214,18368,13214,18368
2011,February,Wednesday,4:00-5:00,13289,23049,13289,23049
2011,February,Wednesday,5:00-6:00,16161,25422,16161,25422
2011,February,Wednesday,6:00-7:00,15163,23391,15163,23391
2011,February,Wednesday,7:00-8:00,10761,16998,10761,16998
2011,February,Wednesday,8:00-9:00,7778,11768,7778,11768
2011,February,Wednesday,9:00-10:00,3561,4786,3561,4786
2011,February,Wednesday,10:00-11:00,0,0,0,0
2011,February,Thursday,4:00-5:00 AM,0,0,0,0
2011,February,Thursday,5:00-6:00,7250,5863,7250,5863
2011,February,Thursday,6:00-7:00,16639,13169,16639,13169
2011,February,Thursday,7:00-8:00,21195,17590,21195,17590
2011,February,Thursday,8:00-9:00,19235,15950,19235,15950
2011,February,Thursday,9:00-10:00,16004,13763,16004,13763
2011,February,Thursday,10:00-11:00,13554,13123,13554,13123
2011,February,Thursday,11:00-12:00,13456,13042,13456,13042
2011,February,Thursday,12:00-1:00 PM,12716,14686,12716,14686
2011,February,Thursday,1:00-2:00,13439,13948,13439,13948
2011,February,Thursday,2:00-3:00,12924,15292,12924,15292
2011,February,Thursday,3:00-4:00,12462,16205,12462,16205
2011,February,Thursday,4:00-5:00,12699,20707,12699,20707
2011,February,Thursday,5:00-6:00,15841,23864,15841,23864
2011,February,Thursday,6:00-7:00,14440,21227,14440,21227
2011,February,Thursday,7:00-8:00,10517,15675,10517,15675
2011,February,Thursday,8:00-9:00,7781,11053,7781,11053
2011,February,Thursday,9:00-10:00,3504,4686,3504,4686
2011,February,Thursday,10:00-11:00,0,0,0,0
2011,February,Friday,4:00-5:00 AM,0,0,0,0
2011,February,Friday,5:00-6:00,7303,5952,7303,5952
2011,February,Friday,6:00-7:00,16184,12768,16184,12768
2011,February,Friday,7:00-8:00,21642,17388,21642,17388
2011,February,Friday,8:00-9:00,19600,15726,19600,15726
2011,February,Friday,9:00-10:00,16862,13822,16862,13822
2011,February,Friday,10:00-11:00,14106,13274,14106,13274
2011,February,Friday,11:00-12:00,14429,13344,14429,13344
2011,February,Friday,12:00-1:00 PM,13370,15135,13370,15135
2011,February,Friday,1:00-2:00,14265,14714,14265,14714
2011,February,Friday,2:00-3:00,13909,16079,13909,16079
2011,February,Friday,3:00-4:00,13147,17125,13147,17125
2011,February,Friday,4:00-5:00,13227,20966,13227,20966
2011,February,Friday,5:00-6:00,16246,24111,16246,24111
2011,February,Friday,6:00-7:00,15137,21796,15137,21796
2011,February,Friday,7:00-8:00,11018,16120,11018,16120
2011,February,Friday,8:00-9:00,8207,11404,8207,11404
2011,February,Friday,9:00-10:00,3703,4668,3703,4668
2011,February,Friday,10:00-11:00,0,0,0,0
2011,February,Saturday,4:00-5:00 AM,0,0,0,0
2011,February,Saturday,5:00-6:00,6247,3509,6247,3509
2011,February,Saturday,6:00-7:00,9895,7154,9895,7154
2011,February,Saturday,7:00-8:00,15464,10102,15464,10102
2011,February,Saturday,8:00-9:00,14918,9899,14918,9899
2011,February,Saturday,9:00-10:00,13475,9355,13475,9355
2011,February,Saturday,10:00-11:00,12028,9469,12028,9469
2011,February,Saturday,11:00-12:00,12577,10055,12577,10055
2011,February,Saturday,12:00-1:00 PM,13046,11744,13046,11744
2011,February,Saturday,1:00-2:00,12389,11072,12389,11072
2011,February,Saturday,2:00-3:00,12178,11459,12178,11459
2011,February,Saturday,3:00-4:00,12159,12929,12159,12929
2011,February,Saturday,4:00-5:00,11987,16294,11987,16294
2011,February,Saturday,5:00-6:00,13287,17720,13287,17720
2011,February,Saturday,6:00-7:00,13185,14150,13185,14150
2011,February,Saturday,7:00-8:00,9535,10777,9535,10777
2011,February,Saturday,8:00-9:00,6702,7451,6702,7451
2011,February,Saturday,9:00-10:00,1701,872,1701,872
2011,February,Saturday,10:00-11:00,0,0,0,0
2011,February,Sunday,4:00-5:00 AM,0,0,0,0
2011,February,Sunday,5:00-6:00,3810,3103,3810,3103
2011,February,Sunday,6:00-7:00,5427,4881,5427,4881
2011,February,Sunday,7:00-8:00,6870,6645,6870,6645
2011,February,Sunday,8:00-9:00,8502,7486,8502,7486
2011,February,Sunday,9:00-10:00,8854,8249,8854,8249
2011,February,Sunday,10:00-11:00,8787,8212,8787,8212
2011,February,Sunday,11:00-12:00,8863,8146,8863,8146
2011,February,Sunday,12:00-1:00 PM,8157,8338,8157,8338
2011,February,Sunday,1:00-2:00,8728,8338,8728,8338
2011,February,Sunday,2:00-3:00,9335,8637,9335,8637
2011,February,Sunday,3:00-4:00,9027,9044,9027,9044
2011,February,Sunday,4:00-5:00,9231,9543,9231,9543
2011,February,Sunday,5:00-6:00,8556,10068,8556,10068
2011,February,Sunday,6:00-7:00,7430,9827,7430,9827
2011,February,Sunday,7:00-8:00,6161,8395,6161,8395
2011,February,Sunday,8:00-9:00,5044,5636,5044,5636
2011,February,Sunday,9:00-10:00,1541,591,1541,591
2011,February,Sunday,10:00-11:00,0,0,0,0
2011,March,Monday,4:00-5:00 AM,0,0,0,0
2011,March,Monday,5:00-6:00,7046,6494,7046,6494
2011,March,Monday,6:00-7:00,15384,13913,15384,13913
2011,March,Monday,7:00-8:00,19569,18052,19569,18052
2011,March,Monday,8:00-9:00,17864,16166,17864,16166
2011,March,Monday,9:00-10:00,15114,13966,15114,13966
2011,March,Monday,10:00-11:00,12793,13521,12793,13521
2011,March,Monday,11:00-12:00,12906,13110,12906,13110
2011,March,Monday,12:00-1:00 PM,12320,15409,12320,15409
2011,March,Monday,1:00-2:00,12910,14312,12910,14312
2011,March,Monday,2:00-3:00,12495,15377,12495,15377
2011,March,Monday,3:00-4:00,12199,16656,12199,16656
2011,March,Monday,4:00-5:00,12333,21247,12333,21247
2011,March,Monday,5:00-6:00,14664,23569,14664,23569
2011,March,Monday,6:00-7:00,13432,21218,13432,21218
2011,March,Monday,7:00-8:00,10102,15885,10102,15885
2011,March,Monday,8:00-9:00,7338,11045,7338,11045
2011,March,Monday,9:00-10:00,3279,4594,3279,4594
2011,March,Monday,10:00-11:00,0,0,0,0
2011,March,Tuesday,4:00-5:00 AM,0,0,0,0
2011,March,Tuesday,5:00-6:00,6707,6198,6707,6198
2011,March,Tuesday,6:00-7:00,14562,13353,14562,13353
2011,March,Tuesday,7:00-8:00,18634,17345,18634,17345
2011,March,Tuesday,8:00-9:00,17034,15561,17034,15561
2011,March,Tuesday,9:00-10:00,14447,13496,14447,13496
2011,March,Tuesday,10:00-11:00,12288,13062,12288,13062
2011,March,Tuesday,11:00-12:00,12393,12735,12393,12735
2011,March,Tuesday,12:00-1:00 PM,11894,14902,11894,14902
2011,March,Tuesday,1:00-2:00,12473,13853,12473,13853
2011,March,Tuesday,2:00-3:00,12128,14900,12128,14900
2011,March,Tuesday,3:00-4:00,11856,16172,11856,16172
2011,March,Tuesday,4:00-5:00,11988,20703,11988,20703
2011,March,Tuesday,5:00-6:00,14263,23014,14263,23014
2011,March,Tuesday,6:00-7:00,13128,20684,13128,20684
2011,March,Tuesday,7:00-8:00,9874,15471,9874,15471
2011,March,Tuesday,8:00-9:00,7130,10748,7130,10748
2011,March,Tuesday,9:00-10:00,3187,4485,3187,4485
2011,March,Tuesday,10:00-11:00,0,0,0,0
2011,March,Wednesday,4:00-5:00 AM,0,0,0,0
2011,March,Wednesday,5:00-6:00,6965,6666,6965,6666
2011,March,Wednesday,6:00-7:00,15104,14358,15104,14358
2011,March,Wednesday,7:00-8:00,19319,18648,19319,18648
2011,March,Wednesday,8:00-9:00,17637,16762,17637,16762
2011,March,Wednesday,9:00-10:00,14925,14474,14925,14474
2011,March,Wednesday,10:00-11:00,12692,13954,12692,13954
2011,March,Wednesday,11:00-12:00,12786,13554,12786,13554
2011,March,Wednesday,12:00-1:00 PM,12262,15824,12262,15824
2011,March,Wednesday,1:00-2:00,12850,14725,12850,14725
2011,March,Wednesday,2:00-3:00,12459,15841,12459,15841
2011,March,Wednesday,3:00-4:00,12154,17134,12154,17134
2011,March,Wednesday,4:00-5:00,12286,21810,12286,21810
2011,March,Wednesday,5:00-6:00,14578,24296,14578,24296
2011,March,Wednesday,6:00-7:00,13429,21824,13429,21824
2011,March,Wednesday,7:00-8:00,10119,16131,10119,16131
2011,March,Wednesday,8:00-9:00,7311,11184,7311,11184
2011,March,Wednesday,9:00-10:00,3273,4621,3273,4621
2011,March,Wednesday,10:00-11:00,0,0,0,0
2011,March,Thursday,4:00-5:00 AM,0,0,0,0
2011,March,Thursday,5:00-6:00,6460,5989,6460,5989
2011,March,Thursday,6:00-7:00,14002,12932,14002,12932
2011,March,Thursday,7:00-8:00,17938,16805,17938,16805
2011,March,Thursday,8:00-9:00,16400,15093,16400,15093
2011,March,Thursday,9:00-10:00,13932,13088,13932,13088
2011,March,Thursday,10:00-11:00,11856,12667,11856,12667
2011,March,Thursday,11:00-12:00,11951,12364,11951,12364
2011,March,Thursday,12:00-1:00 PM,11493,14441,11493,14441
2011,March,Thursday,1:00-2:00,12041,13436,12041,13436
2011,March,Thursday,2:00-3:00,11725,14454,11725,14454
2011,March,Thursday,3:00-4:00,11460,15702,11460,15702
2011,March,Thursday,4:00-5:00,11590,20095,11590,20095
2011,March,Thursday,5:00-6:00,13802,22353,13802,22353
2011,March,Thursday,6:00-7:00,12725,20099,12725,20099
2011,March,Thursday,7:00-8:00,9560,15022,9560,15022
2011,March,Thursday,8:00-9:00,6889,10428,6889,10428
2011,March,Thursday,9:00-10:00,3084,4338,3084,4338
2011,March,Thursday,10:00-11:00,0,0,0,0
2011,March,Friday,4:00-5:00 AM,0,0,0,0
2011,March,Friday,5:00-6:00,7317,6625,7317,6625
2011,March,Friday,6:00-7:00,15867,14230,15867,14230
2011,March,Friday,7:00-8:00,20330,18479,20330,18479
2011,March,Friday,8:00-9:00,18562,16615,18562,16615
2011,March,Friday,9:00-10:00,15739,14493,15739,14493
2011,March,Friday,10:00-11:00,13445,14022,13445,14022
2011,March,Friday,11:00-12:00,13579,13655,13579,13655
2011,March,Friday,12:00-1:00 PM,13036,16000,13036,16000
2011,March,Friday,1:00-2:00,13647,14989,13647,14989
2011,March,Friday,2:00-3:00,13267,16084,13267,16084
2011,March,Friday,3:00-4:00,12884,17556,12884,17556
2011,March,Friday,4:00-5:00,13257,22146,13257,22146
2011,March,Friday,5:00-6:00,15664,24818,15664,24818
2011,March,Friday,6:00-7:00,14443,22382,14443,22382
2011,March,Friday,7:00-8:00,10779,16640,10779,16640
2011,March,Friday,8:00-9:00,7698,11459,7698,11459
2011,March,Friday,9:00-10:00,3443,4722,3443,4722
2011,March,Friday,10:00-11:00,0,0,0,0
2011,March,Saturday,4:00-5:00 AM,0,0,0,0
2011,March,Saturday,5:00-6:00,5825,3352,5825,3352
2011,March,Saturday,6:00-7:00,9647,7149,9647,7149
2011,March,Saturday,7:00-8:00,14212,10112,14212,10112
2011,March,Saturday,8:00-9:00,13995,9821,13995,9821
2011,March,Saturday,9:00-10:00,12667,9284,12667,9284
2011,March,Saturday,10:00-11:00,11388,9387,11388,9387
2011,March,Saturday,11:00-12:00,11674,9888,11674,9888
2011,March,Saturday,12:00-1:00 PM,12280,11735,12280,11735
2011,March,Saturday,1:00-2:00,11734,11213,11734,11213
2011,March,Saturday,2:00-3:00,11466,11506,11466,11506
2011,March,Saturday,3:00-4:00,11604,12979,11604,12979
2011,March,Saturday,4:00-5:00,11311,15868,11311,15868
2011,March,Saturday,5:00-6:00,13036,17714,13036,17714
2011,March,Saturday,6:00-7:00,13393,14201,13393,14201
2011,March,Saturday,7:00-8:00,9670,10574,9670,10574
2011,March,Saturday,8:00-9:00,6717,7504,6717,7504
2011,March,Saturday,9:00-10:00,1782,859,1782,859
2011,March,Saturday,10:00-11:00,0,0,0,0
2011,March,Sunday,4:00-5:00 AM,0,0,0,0
2011,March,Sunday,5:00-6:00,3477,2932,3477,2932
2011,March,Sunday,6:00-7:00,5191,4643,5191,4643
2011,March,Sunday,7:00-8:00,6288,6315,6288,6315
2011,March,Sunday,8:00-9:00,7787,7096,7787,7096
2011,March,Sunday,9:00-10:00,8361,7884,8361,7884
2011,March,Sunday,10:00-11:00,8306,8082,8306,8082
2011,March,Sunday,11:00-12:00,8520,8199,8520,8199
2011,March,Sunday,12:00-1:00 PM,7783,8486,7783,8486
2011,March,Sunday,1:00-2:00,8663,8449,8663,8449
2011,March,Sunday,2:00-3:00,9208,8787,9208,8787
2011,March,Sunday,3:00-4:00,9262,9451,9262,9451
2011,March,Sunday,4:00-5:00,9396,9923,9396,9923
2011,March,Sunday,5:00-6:00,8635,10002,8635,10002
2011,March,Sunday,6:00-7:00,7744,9901,7744,9901
2011,March,Sunday,7:00-8:00,6371,8507,6371,8507
2011,March,Sunday,8:00-9:00,5089,6023,5089,6023
2011,March,Sunday,9:00-10:00,1551,352,1551,352
2011,March,Sunday,10:00-11:00,0,0,0,0
2011,April,Monday,4:00-5:00 AM,0,0,0,0
2011,April,Monday,5:00-6:00,7003,6063,7003,6063
2011,April,Monday,6:00-7:00,15492,13081,15492,13081
2011,April,Monday,7:00-8:00,19726,16954,19726,16954
2011,April,Monday,8:00-9:00,17698,15213,17698,15213
2011,April,Monday,9:00-10:00,14734,13169,14734,13169
2011,April,Monday,10:00-11:00,12458,12738,12458,12738
2011,April,Monday,11:00-12:00,12457,12351,12457,12351
2011,April,Monday,12:00-1:00 PM,11896,14421,11896,14421
2011,April,Monday,1:00-2:00,12367,13423,12367,13423
2011,April,Monday,2:00-3:00,11919,14363,11919,14363
2011,April,Monday,3:00-4:00,11566,15584,11566,15584
2011,April,Monday,4:00-5:00,11626,19807,11626,19807
2011,April,Monday,5:00-6:00,13950,22100,13950,22100
2011,April,Monday,6:00-7:00,12832,19925,12832,19925
2011,April,Monday,7:00-8:00,9709,14804,9709,14804
2011,April,Monday,8:00-9:00,6964,10288,6964,10288
2011,April,Monday,9:00-10:00,3115,4196,3115,4196
2011,April,Monday,10:00-11:00,0,0,0,0
2011,April,Tuesday,4:00-5:00 AM,0,0,0,0
2011,April,Tuesday,5:00-6:00,6766,5768,6766,5768
2011,April,Tuesday,6:00-7:00,14897,12512,14897,12512
2011,April,Tuesday,7:00-8:00,19055,16230,19055,16230
2011,April,Tuesday,8:00-9:00,17079,14590,17079,14590
2011,April,Tuesday,9:00-10:00,14223,12662,14223,12662
2011,April,Tuesday,10:00-11:00,12061,12270,12061,12270
2011,April,Tuesday,11:00-12:00,12063,11951,12063,11951
2011,April,Tuesday,12:00-1:00 PM,11585,13907,11585,13907
2011,April,Tuesday,1:00-2:00,12040,12964,12040,12964
2011,April,Tuesday,2:00-3:00,11664,13883,11664,13883
2011,April,Tuesday,3:00-4:00,11315,15124,11315,15124
2011,April,Tuesday,4:00-5:00,11408,19268,11408,19268
2011,April,Tuesday,5:00-6:00,13677,21543,13677,21543
2011,April,Tuesday,6:00-7:00,12630,19381,12630,19381
2011,April,Tuesday,7:00-8:00,9547,14415,9547,14415
2011,April,Tuesday,8:00-9:00,6821,9988,6821,9988
2011,April,Tuesday,9:00-10:00,3066,4122,3066,4122
2011,April,Tuesday,10:00-11:00,0,0,0,0
2011,April,Wednesday,4:00-5:00 AM,0,0,0,0
2011,April,Wednesday,5:00-6:00,6930,6375,6930,6375
2011,April,Wednesday,6:00-7:00,13626,12488,13626,12488
2011,April,Wednesday,7:00-8:00,17804,16319,17804,16319
2011,April,Wednesday,8:00-9:00,17006,15269,17006,15269
2011,April,Wednesday,9:00-10:00,15049,14074,15049,14074
2011,April,Wednesday,10:00-11:00,12959,13804,12959,13804
2011,April,Wednesday,11:00-12:00,12840,13325,12840,13325
2011,April,Wednesday,12:00-1:00 PM,12075,15363,12075,15363
2011,April,Wednesday,1:00-2:00,12578,14372,12578,14372
2011,April,Wednesday,2:00-3:00,12281,15339,12281,15339
2011,April,Wednesday,3:00-4:00,11844,16454,11844,16454
2011,April,Wednesday,4:00-5:00,11473,19840,11473,19840
2011,April,Wednesday,5:00-6:00,13411,21520,13411,21520
2011,April,Wednesday,6:00-7:00,12364,19069,12364,19069
2011,April,Wednesday,7:00-8:00,8233,12075,8233,12075
2011,April,Wednesday,8:00-9:00,5282,7903,5282,7903
2011,April,Wednesday,9:00-10:00,2379,3228,2379,3228
2011,April,Wednesday,10:00-11:00,0,0,0,0
2011,April,Thursday,4:00-5:00 AM,0,0,0,0
2011,April,Thursday,5:00-6:00,6693,5702,6693,5702
2011,April,Thursday,6:00-7:00,14714,12371,14714,12371
2011,April,Thursday,7:00-8:00,18815,16043,18815,16043
2011,April,Thursday,8:00-9:00,16869,14431,16869,14431
2011,April,Thursday,9:00-10:00,14074,12513,14074,12513
2011,April,Thursday,10:00-11:00,11916,12141,11916,12141
2011,April,Thursday,11:00-12:00,11935,11819,11935,11819
2011,April,Thursday,12:00-1:00 PM,11468,13745,11468,13745
