year,month,day,hours,southbound_total_in,northbound_total_in,southbound_total_out,northbound_total_out
2012,November,Wednesday,1:00-2:00,15462,16047,15462,16047
2012,November,Wednesday,2:00-3:00,15082,17296,15082,17296
2012,November,Wednesday,3:00-4:00,14764,18857,14764,18857
2012,November,Wednesday,4:00-5:00,14865,24340,14865,24340
2012,November,Wednesday,5:00-6:00,18162,27166,18162,27166
2012,November,Wednesday,6:00-7:00,16846,24227,16846,24227
2012,November,Wednesday,7:00-8:00,12751,17960,12751,17960
2012,November,Wednesday,8:00-9:00,8914,12467,8914,12467
2012,November,Wednesday,9:00-10:00,4092,5169,4092,5169
2012,November,Wednesday,10:00-11:00,0,0,0,0
2012,November,Thursday,4:00-5:00 AM,0,0,0,0
2012,November,Thursday,5:00-6:00,8790,6362,8790,6362
2012,November,Thursday,6:00-7:00,19807,14148,19807,14148
2012,November,Thursday,7:00-8:00,25493,18507,25493,18507
2012,November,Thursday,8:00-9:00,22139,16862,22139,16862
2012,November,Thursday,9:00-10:00,17974,14769,17974,14769
2012,November,Thursday,10:00-11:00,15393,14329,15393,14329
2012,November,Thursday,11:00-12:00,15177,14238,15177,14238
2012,November,Thursday,12:00-1:00 PM,15017,16160,15017,16160
2012,November,Thursday,1:00-2:00,15308,15346,15308,15346
2012,November,Thursday,2:00-3:00,14967,16557,14967,16557
2012,November,Thursday,3:00-4:00,14651,18143,14651,18143
2012,November,Thursday,4:00-5:00,14755,23534,14755,23534
2012,November,Thursday,5:00-6:00,18043,26227,18043,26227
2012,November,Thursday,6:00-7:00,16761,23384,16761,23384
2012,November,Thursday,7:00-8:00,12668,17497,12668,17497
2012,November,Thursday,8:00-9:00,8846,12155,8846,12155
2012,November,Thursday,9:00-10:00,4064,5073,4064,5073
2012,November,Thursday,10:00-11:00,0,0,0,0
2012,November,Friday,4:00-5:00 AM,0,0,0,0
2012,November,Friday,5:00-6:00,9372,6724,9372,6724
2012,November,Friday,6:00-7:00,21130,14873,21130,14873
2012,November,Friday,7:00-8:00,27191,19433,27191,19433
2012,November,Friday,8:00-9:00,23629,17715,23629,17715
2012,November,Friday,9:00-10:00,19174,15589,19174,15589
2012,November,Friday,10:00-11:00,16467,15093,16467,15093
2012,November,Friday,11:00-12:00,16259,14978,16259,14978
2012,November,Friday,12:00-1:00 PM,16041,17050,16041,17050
2012,November,Friday,1:00-2:00,16363,16256,16363,16256
2012,November,Friday,2:00-3:00,15950,17505,15950,17505
2012,November,Friday,3:00-4:00,15547,19228,15547,19228
2012,November,Friday,4:00-5:00,15845,24660,15845,24660
2012,November,Friday,5:00-6:00,19253,27621,19253,27621
2012,November,Friday,6:00-7:00,17915,24679,17915,24679
2012,November,Friday,7:00-8:00,13463,18400,13463,18400
2012,November,Friday,8:00-9:00,9349,12703,9349,12703
2012,November,Friday,9:00-10:00,4286,5262,4286,5262
2012,November,Friday,10:00-11:00,0,0,0,0
2012,November,Saturday,4:00-5:00 AM,0,0,0,0
2012,November,Saturday,5:00-6:00,6876,3792,6876,3792
2012,November,Saturday,6:00-7:00,12062,8055,12062,8055
2012,November,Saturday,7:00-8:00,17567,11421,17567,11421
2012,November,Saturday,8:00-9:00,17194,11086,17194,11086
2012,November,Saturday,9:00-10:00,15401,10496,15401,10496
2012,November,Saturday,10:00-11:00,13763,10602,13763,10602
2012,November,Saturday,11:00-12:00,14027,11190,14027,11190
2012,November,Saturday,12:00-1:00 PM,14508,13243,14508,13243
2012,November,Saturday,1:00-2:00,14030,12683,14030,12683
2012,November,Saturday,2:00-3:00,13494,13006,13494,13006
2012,November,Saturday,3:00-4:00,13768,14659,13768,14659
2012,November,Saturday,4:00-5:00,13628,17989,13628,17989
2012,November,Saturday,5:00-6:00,15989,19744,15989,19744
2012,November,Saturday,6:00-7:00,16131,16052,16131,16052
2012,November,Saturday,7:00-8:00,11572,11944,11572,11944
2012,November,Saturday,8:00-9:00,8082,8450,8082,8450
2012,November,Saturday,9:00-10:00,2150,1273,2150,1273
2012,November,Saturday,10:00-11:00,0,0,0,0
2012,November,Sunday,4:00-5:00 AM,0,0,0,0
2012,November,Sunday,5:00-6:00,4689,3503,4689,3503
2012,November,Sunday,6:00-7:00,6988,5544,6988,5544
2012,November,Sunday,7:00-8:00,8695,7569,8695,7569
2012,November,Sunday,8:00-9:00,10728,8510,10728,8510
2012,November,Sunday,9:00-10:00,11371,9455,11371,9455
2012,November,Sunday,10:00-11:00,11349,9736,11349,9736
2012,November,Sunday,11:00-12:00,11397,9844,11397,9844
2012,November,Sunday,12:00-1:00 PM,10442,9949,10442,9949
2012,November,Sunday,1:00-2:00,11455,10199,11455,10199
2012,November,Sunday,2:00-3:00,12208,10583,12208,10583
2012,November,Sunday,3:00-4:00,12307,11417,12307,11417
2012,November,Sunday,4:00-5:00,12234,11924,12234,11924
2012,November,Sunday,5:00-6:00,11287,12035,11287,12035
2012,November,Sunday,6:00-7:00,10196,11894,10196,11894
2012,November,Sunday,7:00-8:00,8619,10197,8619,10197
2012,November,Sunday,8:00-9:00,6847,7257,6847,7257
2012,November,Sunday,9:00-10:00,2004,735,2004,735
2012,November,Sunday,10:00-11:00,0,0,0,0
2012,December,Monday,4:00-5:00 AM,0,0,0,0
2012,December,Monday,5:00-6:00,9612,6912,9612,6912
2012,December,Monday,6:00-7:00,21758,15276,21758,15276
2012,December,Monday,7:00-8:00,27862,19960,27862,19960
2012,December,Monday,8:00-9:00,24134,18169,24134,18169
2012,December,Monday,9:00-10:00,19495,15853,19495,15853
2012,December,Monday,10:00-11:00,16625,15322,16625,15322
2012,December,Monday,11:00-12:00,16339,15121,16339,15121
2012,December,Monday,12:00-1:00 PM,16078,17192,16078,17192
2012,December,Monday,1:00-2:00,16324,16320,16324,16320
2012,December,Monday,2:00-3:00,15826,17555,15826,17555
2012,December,Monday,3:00-4:00,15401,19186,15401,19186
2012,December,Monday,4:00-5:00,15472,24666,15472,24666
2012,December,Monday,5:00-6:00,18900,27546,18900,27546
2012,December,Monday,6:00-7:00,17557,24649,17557,24649
2012,December,Monday,7:00-8:00,13322,18318,13322,18318
2012,December,Monday,8:00-9:00,9309,12711,9309,12711
2012,December,Monday,9:00-10:00,4259,5256,4259,5256
2012,December,Monday,10:00-11:00,0,0,0,0
2012,December,Tuesday,4:00-5:00 AM,0,0,0,0
2012,December,Tuesday,5:00-6:00,9047,6597,9047,6597
2012,December,Tuesday,6:00-7:00,20430,14596,20430,14596
2012,December,Tuesday,7:00-8:00,26238,19082,26238,19082
2012,December,Tuesday,8:00-9:00,22794,17376,22794,17376
2012,December,Tuesday,9:00-10:00,18453,15193,18453,15193
2012,December,Tuesday,10:00-11:00,15786,14678,15786,14678
2012,December,Tuesday,11:00-12:00,15537,14504,15537,14504
2012,December,Tuesday,12:00-1:00 PM,15318,16499,15318,16499
2012,December,Tuesday,1:00-2:00,15596,15649,15596,15649
2012,December,Tuesday,2:00-3:00,15161,16843,15161,16843
2012,December,Tuesday,3:00-4:00,14754,18426,14754,18426
2012,December,Tuesday,4:00-5:00,14867,23688,14867,23688
2012,December,Tuesday,5:00-6:00,18103,26505,18103,26505
2012,December,Tuesday,6:00-7:00,16832,23704,16832,23704
2012,December,Tuesday,7:00-8:00,12767,17620,12767,17620
2012,December,Tuesday,8:00-9:00,8920,12220,8920,12220
2012,December,Tuesday,9:00-10:00,4089,5063,4089,5063
2012,December,Tuesday,10:00-11:00,0,0,0,0
2012,December,Wednesday,4:00-5:00 AM,0,0,0,0
2012,December,Wednesday,5:00-6:00,9055,6774,9055,6774
2012,December,Wednesday,6:00-7:00,20436,14917,20436,14917
2012,December,Wednesday,7:00-8:00,26132,19435,26132,19435
2012,December,Wednesday,8:00-9:00,22634,17681,22634,17681
2012,December,Wednesday,9:00-10:00,18228,15343,18228,15343
2012,December,Wednesday,10:00-11:00,15503,14750,15503,14750
2012,December,Wednesday,11:00-12:00,15213,14434,15213,14434
2012,December,Wednesday,12:00-1:00 PM,14872,16453,14872,16453
2012,December,Wednesday,1:00-2:00,15118,15549,15118,15549
2012,December,Wednesday,2:00-3:00,14551,16670,14551,16670
2012,December,Wednesday,3:00-4:00,14040,18155,14040,18155
2012,December,Wednesday,4:00-5:00,14107,23035,14107,23035
2012,December,Wednesday,5:00-6:00,17121,25900,17121,25900
2012,December,Wednesday,6:00-7:00,15926,23223,15926,23223
2012,December,Wednesday,7:00-8:00,12144,17020,12144,17020
2012,December,Wednesday,8:00-9:00,8516,11778,8516,11778
2012,December,Wednesday,9:00-10:00,3908,4816,3908,4816
2012,December,Wednesday,10:00-11:00,0,0,0,0
2012,December,Thursday,4:00-5:00 AM,0,0,0,0
2012,December,Thursday,5:00-6:00,8741,6308,8741,6308
2012,December,Thursday,6:00-7:00,19689,13915,19689,13915
2012,December,Thursday,7:00-8:00,25255,18127,25255,18127
2012,December,Thursday,8:00-9:00,21912,16490,21912,16490
2012,December,Thursday,9:00-10:00,17705,14386,17705,14386
2012,December,Thursday,10:00-11:00,15084,13901,15084,13901
2012,December,Thursday,11:00-12:00,14841,13658,14841,13658
2012,December,Thursday,12:00-1:00 PM,14548,15591,14548,15591
2012,December,Thursday,1:00-2:00,14796,14759,14796,14759
2012,December,Thursday,2:00-3:00,14314,15830,14314,15830
2012,December,Thursday,3:00-4:00,13823,17345,13823,17345
2012,December,Thursday,4:00-5:00,13933,22100,13933,22100
2012,December,Thursday,5:00-6:00,16921,24823,16921,24823
2012,December,Thursday,6:00-7:00,15753,22237,15753,22237
2012,December,Thursday,7:00-8:00,11969,16468,11969,16468
2012,December,Thursday,8:00-9:00,8378,11402,8378,11402
2012,December,Thursday,9:00-10:00,3859,4689,3859,4689
2012,December,Thursday,10:00-11:00,0,0,0,0
2012,December,Friday,4:00-5:00 AM,0,0,0,0
2012,December,Friday,5:00-6:00,9413,6657,9413,6657
2012,December,Friday,6:00-7:00,21196,14661,21196,14661
2012,December,Friday,7:00-8:00,27191,19096,27191,19096
2012,December,Friday,8:00-9:00,23572,17370,23572,17370
2012,December,Friday,9:00-10:00,19020,15236,19020,15236
2012,December,Friday,10:00-11:00,16256,14682,16256,14682
2012,December,Friday,11:00-12:00,15989,14440,15989,14440
2012,December,Friday,12:00-1:00 PM,15611,16535,15611,16535
2012,December,Friday,1:00-2:00,15921,15660,15921,15660
2012,December,Friday,2:00-3:00,15316,16791,15316,16791
2012,December,Friday,3:00-4:00,14736,18415,14736,18415
2012,December,Friday,4:00-5:00,15004,23246,15004,23246
2012,December,Friday,5:00-6:00,18092,26308,18092,26308
2012,December,Friday,6:00-7:00,16924,23616,16924,23616
2012,December,Friday,7:00-8:00,12801,17391,12801,17391
2012,December,Friday,8:00-9:00,8880,11943,8880,11943
2012,December,Friday,9:00-10:00,4071,4891,4071,4891
2012,December,Friday,10:00-11:00,0,0,0,0
2012,December,Saturday,4:00-5:00 AM,0,0,0,0
2012,December,Saturday,5:00-6:00,7482,4086,7482,4086
2012,December,Saturday,6:00-7:00,13104,8650,13104,8650
2012,December,Saturday,7:00-8:00,19062,12292,19062,12292
2012,December,Saturday,8:00-9:00,18636,11919,18636,11919
2012,December,Saturday,9:00-10:00,16622,11294,16622,11294
2012,December,Saturday,10:00-11:00,14830,11333,14830,11333
2012,December,Saturday,11:00-12:00,15043,11940,15043,11940
2012,December,Saturday,12:00-1:00 PM,15482,14080,15482,14080
2012,December,Saturday,1:00-2:00,14948,13471,14948,13471
2012,December,Saturday,2:00-3:00,14334,13791,14334,13791
2012,December,Saturday,3:00-4:00,14571,15564,14571,15564
2012,December,Saturday,4:00-5:00,14456,19048,14456,19048
2012,December,Saturday,5:00-6:00,16866,20952,16866,20952
2012,December,Saturday,6:00-7:00,17045,17099,17045,17099
2012,December,Saturday,7:00-8:00,12308,12594,12308,12594
2012,December,Saturday,8:00-9:00,8599,8932,8599,8932
2012,December,Saturday,9:00-10:00,2289,1330,2289,1330
2012,December,Saturday,10:00-11:00,0,0,0,0
2012,December,Sunday,4:00-5:00 AM,0,0,0,0
2012,December,Sunday,5:00-6:00,5082,3860,5082,3860
2012,December,Sunday,6:00-7:00,7485,5989,7485,5989
2012,December,Sunday,7:00-8:00,9199,8159,9199,8159
2012,December,Sunday,8:00-9:00,11335,9135,11335,9135
2012,December,Sunday,9:00-10:00,11920,10148,11920,10148
2012,December,Sunday,10:00-11:00,11998,10355,11998,10355
2012,December,Sunday,11:00-12:00,11909,10486,11909,10486
2012,December,Sunday,12:00-1:00 PM,10907,10541,10907,10541
2012,December,Sunday,1:00-2:00,11947,10813,11947,10813
2012,December,Sunday,2:00-3:00,12698,11216,12698,11216
2012,December,Sunday,3:00-4:00,12858,12072,12858,12072
2012,December,Sunday,4:00-5:00,12756,12584,12756,12584
2012,December,Sunday,5:00-6:00,11720,12779,11720,12779
2012,December,Sunday,6:00-7:00,10607,12566,10607,12566
2012,December,Sunday,7:00-8:00,8175,9806,8175,9806
2012,December,Sunday,8:00-9:00,5716,6021,5716,6021
2012,December,Sunday,9:00-10:00,1658,637,1658,637
2012,December,Sunday,10:00-11:00,0,0,0,0
