year,month,day,hours,southbound_total_in,northbound_total_in,southbound_total_out,northbound_total_out
2010,April,Saturday,1:00-2:00,10473,10051,10473,10051
2010,April,Saturday,2:00-3:00,10264,10468,10264,10468
2010,April,Saturday,3:00-4:00,9894,11802,9894,11802
2010,April,Saturday,4:00-5:00,9810,14657,9810,14657
2010,April,Saturday,5:00-6:00,11157,15882,11157,15882
2010,April,Saturday,6:00-7:00,10463,13581,10463,13581
2010,April,Saturday,7:00-8:00,7836,10569,7836,10569
2010,April,Saturday,8:00-9:00,6234,7296,6234,7296
2010,April,Saturday,9:00-10:00,0,0,0,0
2010,April,Saturday,10:00-11:00,0,0,0,0
2010,April,Sunday,4:00-5:00 AM,0,0,0,0
2010,April,Sunday,5:00-6:00,5127,4467,5127,4467
2010,April,Sunday,6:00-7:00,5627,5275,5627,5275
2010,April,Sunday,7:00-8:00,6739,6110,6739,6110
2010,April,Sunday,8:00-9:00,8368,7248,8368,7248
2010,April,Sunday,9:00-10:00,8572,7801,8572,7801
2010,April,Sunday,10:00-11:00,8281,7862,8281,7862
2010,April,Sunday,11:00-12:00,7944,7420,7944,7420
2010,April,Sunday,12:00-1:00 PM,7641,7659,7641,7659
2010,April,Sunday,1:00-2:00,7923,7573,7923,7573
2010,April,Sunday,2:00-3:00,8122,7846,8122,7846
2010,April,Sunday,3:00-4:00,8162,8693,8162,8693
2010,April,Sunday,4:00-5:00,8959,9282,8959,9282
2010,April,Sunday,5:00-6:00,8244,9526,8244,9526
2010,April,Sunday,6:00-7:00,7014,8851,7014,8851
2010,April,Sunday,7:00-8:00,6044,7817,6044,7817
2010,April,Sunday,8:00-9:00,5515,5771,5515,5771
2010,April,Sunday,9:00-10:00,0,0,0,0
2010,April,Sunday,10:00-11:00,0,0,0,0
2010,May,Monday,4:00-5:00 AM,0,0,0,0
2010,May,Monday,5:00-6:00,10427,6239,10427,6239
2010,May,Monday,6:00-7:00,15090,9701,15090,9701
2010,May,Monday,7:00-8:00,16947,11423,16947,11423
2010,May,Monday,8:00-9:00,15696,11072,15696,11072
2010,May,Monday,9:00-10:00,13891,10855,13891,10855
2010,May,Monday,10:00-11:00,12502,10961,12502,10961
2010,May,Monday,11:00-12:00,12097,10487,12097,10487
2010,May,Monday,12:00-1:00 PM,11519,10603,11519,10603
2010,May,Monday,1:00-2:00,11614,10650,11614,10650
2010,May,Monday,2:00-3:00,11421,11120,11421,11120
2010,May,Monday,3:00-4:00,11074,12449,11074,12449
2010,May,Monday,4:00-5:00,11176,14900,11176,14900
2010,May,Monday,5:00-6:00,12648,17331,12648,17331
2010,May,Monday,6:00-7:00,10708,15039,10708,15039
2010,May,Monday,7:00-8:00,7718,10759,7718,10759
2010,May,Monday,8:00-9:00,5823,7593,5823,7593
2010,May,Monday,9:00-10:00,1302,1512,1302,1512
2010,May,Monday,10:00-11:00,0,0,0,0
2010,May,Tuesday,4:00-5:00 AM,0,0,0,0
2010,May,Tuesday,5:00-6:00,12015,6445,12015,6445
2010,May,Tuesday,6:00-7:00,19922,11834,19922,11834
2010,May,Tuesday,7:00-8:00,23150,14296,23150,14296
2010,May,Tuesday,8:00-9:00,20633,13887,20633,13887
2010,May,Tuesday,9:00-10:00,17241,12632,17241,12632
2010,May,Tuesday,10:00-11:00,14728,12588,14728,12588
2010,May,Tuesday,11:00-12:00,14277,12055,14277,12055
2010,May,Tuesday,12:00-1:00 PM,13568,12330,13568,12330
2010,May,Tuesday,1:00-2:00,13886,12742,13886,12742
2010,May,Tuesday,2:00-3:00,13099,13192,13099,13192
2010,May,Tuesday,3:00-4:00,12740,15009,12740,15009
2010,May,Tuesday,4:00-5:00,12907,19089,12907,19089
2010,May,Tuesday,5:00-6:00,15435,22727,15435,22727
2010,May,Tuesday,6:00-7:00,12736,19406,12736,19406
2010,May,Tuesday,7:00-8:00,8656,12995,8656,12995
2010,May,Tuesday,8:00-9:00,6166,9057,6166,9057
2010,May,Tuesday,9:00-10:00,2216,2544,2216,2544
2010,May,Tuesday,10:00-11:00,0,0,0,0
2010,May,Wednesday,4:00-5:00 AM,0,0,0,0
2010,May,Wednesday,5:00-6:00,11302,5764,11302,5764
2010,May,Wednesday,6:00-7:00,20410,12056,20410,12056
2010,May,Wednesday,7:00-8:00,23967,14837,23967,14837
2010,May,Wednesday,8:00-9:00,20498,14287,20498,14287
2010,May,Wednesday,9:00-10:00,17386,13460,17386,13460
2010,May,Wednesday,10:00-11:00,14825,13316,14825,13316
2010,May,Wednesday,11:00-12:00,14255,12710,14255,12710
2010,May,Wednesday,12:00-1:00 PM,14090,13443,14090,13443
2010,May,Wednesday,1:00-2:00,14056,13146,14056,13146
2010,May,Wednesday,2:00-3:00,13537,13769,13537,13769
2010,May,Wednesday,3:00-4:00,13151,16242,13151,16242
2010,May,Wednesday,4:00-5:00,13279,20237,13279,20237
2010,May,Wednesday,5:00-6:00,15609,23791,15609,23791
2010,May,Wednesday,6:00-7:00,13255,21383,13255,21383
2010,May,Wednesday,7:00-8:00,9187,14594,9187,14594
2010,May,Wednesday,8:00-9:00,6339,9995,6339,9995
2010,May,Wednesday,9:00-10:00,2279,2699,2279,2699
2010,May,Wednesday,10:00-11:00,0,0,0,0
2010,May,Thursday,4:00-5:00 AM,0,0,0,0
2010,May,Thursday,5:00-6:00,10222,5473,10222,5473
2010,May,Thursday,6:00-7:00,19250,11052,19250,11052
2010,May,Thursday,7:00-8:00,22726,13867,22726,13867
2010,May,Thursday,8:00-9:00,19210,13090,19210,13090
2010,May,Thursday,9:00-10:00,16169,12044,16169,12044
2010,May,Thursday,10:00-11:00,14141,11730,14141,11730
2010,May,Thursday,11:00-12:00,13462,11750,13462,11750
2010,May,Thursday,12:00-1:00 PM,13006,11987,13006,11987
